fac_id,m1saq1,m1saq2,m1saq3,m1saq5,m1saq7,m1saq10_1b,m1saq10_2b,m1saq11,m1saq11_hr,m1saq11_mn,m1saq12,m1saq12_hr,m1saq12_mn,m1saq14a,m1saq14a_hr,m1saq14a_mn,m1saq14b,m1saq14b_hr,m1saq14b_mn,m1saq15_1b,m1saq15_2b,m1saq16a,m1saq16c,m1sa1q1,m1sa1q2,m1sbq4,m1sbq8,m1sbq14,m1sbq15,m1scq14a,m1scq14b,m1scq15a,m1scq15b,m1scq16a,m1scq16b,m1scq17a,m1scq17b,m1scq18a,m1scq18b,m1scq19a,m1scq19b,m1scq25a,m1scq25b,m1scq25c,m1scq25d,m1scq25e,m1scq25f,m1scq25g,m1scq25h,m1scq25i,m1scq25j,m1scq25k,m1scq25l,m1scq25m,m1scq25m_oth,m1scq25n,m1scq26,m1scq27a,m1scq27b,m1scq27c,m1scq27d,m1scq27e,m1scq27f,m1scq27g,m1scq27h,m1scq27i,m1scq27j,m1scq27k,m1scq27l,m1scq27m,m1scq27m_oth,m1scq27n,m1scq28,m1scq29,m1scq30,m1scq31,m1scq32,m1sdq1a,m1sdq1b,m1sdq2a,m1sdq2b,m1sdq3a,m1sdq3b,m1sdq4a,m1sdq4b,m1sdq5a,m1sdq5b,m1sdq6a,m1sdq6b,m1sdq7a,m1sdq7b,m1sdq8a,m1sdq8b,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq55,m1seq56,m1seq57,m1seq58
2121019,21,21.0,2108.0,2121019,Rural,213005,213006.0,,11,30,,12.0,25.0,,13.0,0.0,,13.0,30.0,213005.0,213006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,No,No,Yes,No,No,Yes,Yes,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,No,No,No,,No,,No,,No,,No,,No,,No,,No,,No,,Yes (observed),Yes,No,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (BUT expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,Never available,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Available,Available,Available,Available,Available,Available,No,No,No,No,No
2121020,21,21.0,2109.0,2121020,Rural,213005,213006.0,,9,43,,12.0,10.0,,9.0,45.0,,13.0,10.0,213005.0,213006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,Over 50,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,No,No,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,Never available,Never available,Never available,Not available today,Never available,Not available today,Never available,Never available,Never available,Not available today,Not available today,Not available today,Never available,Not available today,Never available,At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2121021,21,21.0,2109.0,2121021,Urban,213005,213006.0,,11,30,,13.0,45.0,,10.0,20.0,,10.0,55.0,213005.0,213006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Post,50 or less,0-500,No,,No,,No,,No,,No,,No,,No,No,No,No,Yes,No,No,Yes,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,No,No,No,No,Yes,Yes,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,No,No,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,No,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Not available today,Not available today,Not available today,Not available today,Never available,Not available today,Never available,Not available today,Never available,Not available today,Not available today,Not available today,Never available,Not available today,Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Available,Available,Not available on the day,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2121023,21,21.0,2110.0,2121023,Rural,213005,213006.0,,12,45,,13.0,30.0,,10.0,0.0,,10.0,45.0,213005.0,213006.0,Questionnaire Completed,30.0,Yes,.,Public,Health Post,50 or less,0-500,No,,No,,No,,No,,No,,No,,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,Yes - guidelines not observed,No,No,,Yes (observed),Yes,Yes (observed),No,Yes (observed),Yes,Yes (observed),No,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,Never available,Not available today,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,No,Yes,,No,Yes,,,,,,,,,Available,Available,Available,Available,Available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes but not observed,Yes but not observed
2122221,21,5.0,501.0,2122221,Rural,212005,212006.0,,9,0,,14.0,30.0,,11.0,15.0,,12.0,30.0,212005.0,212006.0,Questionnaire Completed,20.0,Yes,.,Public,Hospital,Over 50,1001-2000,No,,Yes(Observed),Yes,Yes(Observed),Yes,No,,No,,No,,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,,Yes - guidelines not observed,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Yes and observed,No,No,,,,,,,,,,,,,,,,,,,,,,,
2122222,21,18.0,1805.0,2122222,Rural,213003,213004.0,,8,35,,15.0,25.0,,12.0,9.0,,12.0,55.0,213003.0,213004.0,Questionnaire Completed,30.0,Yes,.,Public,Hospital,50 or less,1001-2000,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",,,Yes - guidelines not observed,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),Yes,Available BUT not observed,Never available,Available BUT not observed,Never available,Available BUT not observed,Available BUT not observed,Not available today,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Available BUT not observed,Never available,Yes and observed,No,No,,,,,,,,,,,,,,,,,,,,,,,
2601001,26,1.0,104.0,2601001,Rural,263001,263002.0,,9,0,,12.0,32.0,,15.0,30.0,,15.0,59.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Hospital,50 or less,1001-2000,No,,Yes(Observed),Yes,Yes(Observed),Yes,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,                              ,Yes,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,Yes,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines not observed,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (not obsered),Yes,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (BUT expired),Yes and observed,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601002,26,1.0,104.0,2601002,Rural,263001,263002.0,,8,7,,10.0,40.0,,8.0,45.0,,9.0,21.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,No,No,No,,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,Not available today,Never available,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601008,26,1.0,104.0,2601008,Rural,263001,263002.0,,11,0,,12.0,23.0,,9.0,43.0,,10.0,11.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,Yes,No,Yes,No,Yes,No,Yes,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,Yes - guidelines observed,Yes,Yes (observed),No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601010,26,1.0,104.0,2601010,Rural,263001,263002.0,,13,30,,14.0,47.0,,10.0,43.0,,11.0,4.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,Yes,No,No,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,No,No,Yes (observed),Yes,No,,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,No,,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601016,26,1.0,106.0,2601016,Rural,263001,263002.0,,8,24,,11.0,3.0,,8.0,34.0,,9.0,15.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,No,,No,,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,Never available,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Never available,Not available today,,,,,,,,,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601028,26,1.0,109.0,2601028,Rural,263001,263002.0,,8,38,,11.0,42.0,,9.0,40.0,,10.0,7.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines observed,Yes,Yes (observed),Yes,No,,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,No,,No,,No,,No,,Not available today,Not available today,Not available today,Not available today,Never available,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Yes and observed,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601034,26,1.0,112.0,2601034,Rural,263001,263002.0,,12,34,,14.0,9.0,,10.0,30.0,,10.0,57.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,                              ,Yes,NO WASTE VISIBLE,No,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No,No,No,                              ,No,"WASTE VISIBLE, NOT PROTECTED",,,No,No,Yes (observed),No,Yes (observed),Yes,Yes (observed),No,Yes (observed),No,No,,Yes (observed),No,No,,No,,Yes (observed),No,No,,No,,Never available,Never available,Never available,Never available,Never available,Not available today,Never available,Never available,Not available today,Never available,Not available today,Never available,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,No,Yes,,No,Yes,,,,,,,,,Available,Available,Available,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601044,26,1.0,102.0,2601044,Rural,263001,263002.0,,11,30,,12.0,49.0,,8.0,7.0,,8.0,50.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Post,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,,Yes - guidelines observed,Yes,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,No,,No,,Yes (observed),No,No,,At least one observed (AND non-expired),Available BUT not observed,Not available today,Never available,Not available today,At least one observed (AND non-expired),Not available today,Never available,Not available today,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Never available,Not available today,Available,Available,Not available on the day,Available,Never available,Available,Available,Never available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601046,26,1.0,101.0,2601046,Rural,263001,263002.0,,8,3,,11.0,49.0,,9.0,31.0,,10.0,57.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,Over 50,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,                              ,No,NO WASTE VISIBLE,No,No,No,No,No,No,No,No,Yes,No,No,No,No,                              ,No,NO WASTE VISIBLE,,,No,No,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,No,,No,,No,,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Not available on the day,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601059,26,1.0,110.0,2601059,Rural,263001,263002.0,,8,21,,12.0,7.0,,8.0,12.0,,8.0,39.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Post,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines observed,Yes,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,Yes (observed),Yes,No,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,No,No,Yes,No,Yes,,,,,,,,,Available,Available,Available,Available,Never available,Available,Available,Available,Yes and observed,No,Yes and observed,No,Yes and observed
2601060,26,1.0,111.0,2601060,Rural,263001,263002.0,,12,9,,14.0,5.0,,8.0,2.0,,8.0,30.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Center,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,No,No,No,No,Yes,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,No,No,No,No,Yes,No,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines observed,Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,No,,No,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,No,Yes,,,,,,,,,Available,Available,Not available on the day,Available,Never available,Available,Available,Available,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
2601062,26,1.0,111.0,2601062,Rural,263001,263002.0,,12,9,,14.0,5.0,,9.0,14.0,,9.0,57.0,263001.0,263002.0,Questionnaire Completed,30.0,Yes,.,Public,Health Post,50 or less,0-500,No,,Yes(Observed),Yes,No,,No,,No,,No,,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No,No,                              ,No,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines observed,Yes,No,,Yes (observed),Yes,No,,Yes (observed),Yes,No,,No,,No,,No,,No,,Yes (observed),No,No,,At least one observed (AND non-expired),Never available,Not available today,Never available,Not available today,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,,,,,,,,Not available on the day,Yes and observed,Yes and observed,Yes and observed,Yes and observed,Yes and observed
