fac_id,staff_id,m2saq1a,m2saq1b,m2saq3,m2saq4,m2saq5,m2saq6,m2saq7,m2saq8,m2saq9,m2saq10,m2saq10_oth,m2sbq2,m2sbq3,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq9_oth,m2sbq10,m2sbq10_oth,m2sbq11,m2sbq12
517024,27,11-50,Over 5,Other,Secondary,None,Male,45 or older,No,No,Approved absence,                              ,,,,,,,,,,,,,
517024,28,11-50,Over 5,Other,Secondary,None,Female,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517024,29,11-50,Over 5,,,,,,,,,                              ,,,,,,,,,,,,,
517024,30,11-50,Over 5,Other,Secondary,None,Male,,No,Yes,,                              ,,,,,,,,,,,,,
517024,31,11-50,Over 5,Other,Secondary,None,Male,45 or older,No,No,Approved absence,                              ,,,,,,,,,,,,,
517024,32,11-50,Over 5,Other,Secondary,None,Female,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517024,33,11-50,Over 5,Other,Secondary,None,Male,25-34,No,No,Approved absence,                              ,,,,,,,,,,,,,
517024,34,11-50,Over 5,Other,Secondary,None,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517024,35,11-50,Over 5,Other,Secondary,None,Female,25-34,No,No,Approved absence,                              ,,,,,,,,,,,,,
517024,36,11-50,Over 5,Other,Secondary,None,Male,45 or older,No,Yes,,                              ,,,,,,,,,,,,,
517024,37,11-50,Over 5,Other,Secondary,None,Male,25-34,No,No,Approved absence,                              ,,,,,,,,,,,,,
517024,38,11-50,Over 5,Other,Secondary,None,Female,35-44,No,No,Approved absence,                              ,,,,,,,,,,,,,
517024,39,11-50,Over 5,Other,Secondary,None,Female,25-34,No,No,Approved absence,                              ,,,,,,,,,,,,,
517024,40,11-50,Over 5,Other,Secondary,None,Female,35-44,No,Yes,,                              ,,,,,,,,,,,,,
517024,41,11-50,Over 5,Other,Secondary,None,Male,35-44,No,Yes,,                              ,,,,,,,,,,,,,
517024,42,11-50,Over 5,Other,Secondary,None,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517029,1,11-50,5 or less,Other,Secondary,Certificate,Male,35-44,Yes,No,Approved absence,                              ,1.0,Other,Male,35-44,Certificate,After 2000,No,Approved absence,                              ,,                              ,,
517029,2,11-50,5 or less,Other,Secondary,Certificate,Male,35-44,No,Yes,,                              ,,,,,,,,,,,,,
517029,3,11-50,5 or less,Other,Secondary,Certificate,Male,35-44,No,Yes,,                              ,3.0,Other,Male,35-44,Certificate,After 2000,Yes,,                              ,Telephone call from/to patient or family members,                              ,No,
517029,4,11-50,5 or less,Other,Secondary,Certificate,Male,35-44,No,Yes,,                              ,,,,,,,,,,,,,
517029,5,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,5.0,Other,Male,25-34,Certificate,After 2000,Yes,,                              ,"Finding missing or pending laboratory information, radiographs or charts",                              ,No,
517029,6,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517029,7,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,Yes,,                              ,,,,,,,,,,,,,
517029,8,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517029,9,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,9.0,Other,Male,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517029,10,11-50,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517029,11,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517029,12,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517029,13,11-50,5 or less,Other,Secondary,None,Male,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517029,14,11-50,5 or less,Other,Secondary,None,Male,Younger than 25,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517029,15,11-50,5 or less,Other,Secondary,None,Male,35-44,No,No,Not his/her shift,                              ,15.0,Other,Male,35-44,None,After 2000,No,Not his/her shift,                              ,,                              ,,
517029,16,11-50,5 or less,Other,Secondary,None,Male,25-34,No,No,Not his/her shift,                              ,16.0,Other,Male,25-34,None,After 2000,No,Not his/her shift,                              ,,                              ,,
517029,17,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517029,18,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,Yes,,                              ,,,,,,,,,,,,,
517029,19,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,No,Official mission,                              ,19.0,Other,Male,25-34,Certificate,After 2000,No,Official mission,                              ,,                              ,,
517029,20,11-50,5 or less,Nurse,Secondary,Certificate,Female,45 or older,Yes,No,Sick/maternity,                              ,,,,,,,,,,,,,
517029,21,11-50,5 or less,Nurse,Secondary,Certificate,Female,35-44,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517029,22,11-50,5 or less,Other,Secondary,Certificate,Female,35-44,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517029,23,11-50,5 or less,Other,Secondary,Certificate,Female,25-34,Yes,No,Not his/her shift,                              ,23.0,Other,Female,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517029,24,11-50,5 or less,Other,Secondary,Certificate,Female,25-34,No,No,Not his/her shift,                              ,24.0,Other,Female,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517029,25,11-50,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517029,26,11-50,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517029,27,11-50,5 or less,Other,Secondary,Certificate,Female,25-34,No,Yes,,                              ,27.0,Other,Female,25-34,Certificate,After 2000,Yes,,                              ,"Finding missing or pending laboratory information, radiographs or charts",                              ,No,
517032,1,5 or less,5 or less,Other,Secondary,Certificate,Male,45 or older,Yes,Yes,,                              ,1.0,Other,Male,45 or older,Certificate,Before 1990,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517032,2,5 or less,5 or less,Other,Secondary,None,Male,25-34,No,Yes,,                              ,2.0,Other,Male,25-34,None,After 2000,Yes,,                              ,Reviewing or writing in chart,                              ,No,
517033,1,5 or less,5 or less,Other,Secondary,Certificate,Female,25-34,Yes,Yes,,                              ,1.0,Doctor,Female,,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,Yes,Bank proccessing delays
517033,2,5 or less,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,No,Sick/maternity,                              ,2.0,Other,Male,25-34,Certificate,After 2000,No,Sick/maternity,                              ,,                              ,,
517035,1,6-10,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,No,Official mission,                              ,1.0,Other,Male,35-44,Certificate,In the 1990s,No,In training/seminar,                              ,,                              ,,
517035,2,6-10,Over 5,Other,Secondary,Certificate,Female,35-44,Yes,No,Sick/maternity,                              ,2.0,Other,Female,35-44,None,,No,Sick/maternity,                              ,,                              ,,
517035,3,6-10,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,Yes,,                              ,3.0,Other,Male,35-44,Certificate,After 2000,Yes,,                              ,Waiting for patient to undress,                              ,Yes,Late release
517035,4,6-10,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,No,Not his/her shift,                              ,4.0,Other,Male,35-44,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,Yes,Late release
517035,5,6-10,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,No,Not his/her shift,                              ,5.0,Other,Male,35-44,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517035,6,6-10,Over 5,Other,Secondary,Certificate,Female,25-34,Yes,No,Not his/her shift,                              ,6.0,Other,Female,25-34,Certificate,After 2000,No,In training/seminar,                              ,,                              ,,
517035,7,6-10,Over 5,Other,Secondary,Certificate,Female,25-34,Yes,No,Not his/her shift,                              ,7.0,Other,Female,25-34,Certificate,After 2000,No,Official mission,                              ,,                              ,,
517035,8,6-10,Over 5,Other,Secondary,Certificate,Female,Younger than 25,No,No,Not his/her shift,                              ,8.0,Other,Female,Younger than 25,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517035,9,6-10,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,9.0,Other,Male,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517040,1,11-50,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,Yes,,                              ,1.0,Other,Male,35-44,Certificate,Before 1990,Yes,,                              ,Telephone call from/to patient or family members,                              ,No,
517040,2,11-50,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,No,Official mission,                              ,2.0,Other,Male,35-44,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517040,3,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,Yes,Yes,,                              ,3.0,Other,Female,35-44,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,Yes,Late release
517040,4,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,Yes,No,Official mission,                              ,4.0,Other,Female,35-44,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517040,5,11-50,Over 5,Other,Secondary,Certificate,Female,45 or older,Yes,No,Official mission,                              ,5.0,Other,Female,45 or older,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517040,6,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,Yes,No,Official mission,                              ,6.0,Other,Male,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517040,7,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,Yes,No,Official mission,                              ,7.0,Other,Male,25-34,Certificate,After 2000,Yes,,                              ,Checking schedule,                              ,No,
517040,8,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,Yes,No,Official mission,                              ,8.0,Other,Male,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517040,9,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Official mission,                              ,,,,,,,,,,,,,
517040,10,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Official mission,                              ,,,,,,,,,,,,,
517040,11,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Official mission,                              ,,,,,,,,,,,,,
517040,12,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Official mission,                              ,,,,,,,,,,,,,
517040,13,11-50,Over 5,Other,Secondary,Certificate,Male,35-44,No,No,Official mission,                              ,13.0,Other,Male,35-44,Certificate,After 2000,Yes,,                              ,Checking schedule,                              ,No,
517040,14,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Official mission,                              ,,,,,,,,,,,,,
517040,15,11-50,Over 5,Other,Secondary,None,Female,25-34,No,No,Official mission,                              ,15.0,Other,Female,25-34,None,After 2000,No,Not his/her shift,                              ,,                              ,,
517042,1,5 or less,Over 5,Other,Secondary,Certificate,Female,25-34,Yes,Yes,,                              ,1.0,Other,Female,25-34,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517042,2,5 or less,Over 5,Other,Secondary,Certificate,Female,25-34,Yes,No,Not his/her shift,                              ,2.0,Other,Female,25-34,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517044,1,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,Yes,,                              ,1.0,Other,Male,25-34,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517044,2,11-50,5 or less,Other,Secondary,Certificate,Female,25-34,Yes,No,Sick/maternity,                              ,,,,,,,,,,,,,
517044,3,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,Yes,,                              ,3.0,Other,Male,25-34,Certificate,After 2000,No,Gone to retrieve salary,                              ,,                              ,,
517044,4,11-50,5 or less,Other,Secondary,Certificate,Male,Younger than 25,Yes,Yes,,                              ,,,,,,,,,,,,,
517044,5,11-50,5 or less,Other,Secondary,None,Male,25-34,No,No,In training/seminar,                              ,5.0,Other,Male,25-34,None,After 2000,No,Not approved Absence,                              ,,                              ,,
517044,6,11-50,5 or less,Other,Secondary,None,Female,25-34,No,No,Sick/maternity,                              ,6.0,Other,Female,25-34,None,After 2000,No,Sick/maternity,                              ,,                              ,,
517044,7,11-50,5 or less,Other,Secondary,None,Female,25-34,No,No,Sick/maternity,                              ,7.0,Other,Female,25-34,None,After 2000,No,Sick/maternity,                              ,,                              ,,
517044,8,11-50,5 or less,Other,Secondary,None,Male,Younger than 25,No,No,Not approved Absence,                              ,8.0,Other,Male,Younger than 25,None,After 2000,No,Not approved Absence,                              ,,                              ,,
517044,9,11-50,5 or less,Other,Secondary,None,Male,Younger than 25,No,No,Not approved Absence,                              ,9.0,Other,Male,Younger than 25,None,After 2000,No,Not approved Absence,                              ,,                              ,,
517044,10,11-50,5 or less,Other,Secondary,None,Male,Younger than 25,No,No,In training/seminar,                              ,10.0,Other,Male,Younger than 25,None,After 2000,No,Not approved Absence,                              ,,                              ,,
517044,11,11-50,5 or less,Other,Secondary,None,Female,25-34,No,No,In training/seminar,                              ,11.0,Other,Female,25-34,None,After 2000,No,In training/seminar,                              ,,                              ,,
517044,12,11-50,5 or less,Other,Secondary,None,Female,Younger than 25,No,No,Not approved Absence,                              ,12.0,Other,Female,Younger than 25,None,After 2000,No,Not approved Absence,                              ,,                              ,,
517049,1,Over 50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,Yes,Yes,,                              ,,,,,,,,,,,,,
517049,2,Over 50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,Yes,Yes,,                              ,2.0,Nurse,Male,45 or older,Advanced,Before 1990,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517049,3,Over 50,Over 5,Nurse,Secondary,Advanced,Male,45 or older,Yes,Yes,,                              ,,,,,,,,,,,,,
517049,4,Over 50,Over 5,Nurse,Secondary,Advanced,Male,25-34,Yes,No,Not his/her shift,                              ,4.0,Nurse,Male,25-34,Advanced,After 2000,No,Not his/her shift,                              ,,                              ,,
517049,5,Over 50,Over 5,Nurse,Secondary,Advanced,Female,35-44,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,6,Over 50,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,7,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,8,Over 50,Over 5,Other,Secondary,None,Female,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,9,Over 50,Over 5,Other,Secondary,None,Male,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517049,10,Over 50,Over 5,Other,Post-Secondary,Advanced,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517049,11,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,No,No,Not his/her shift,                              ,11.0,Other,Male,25-34,Diploma,After 2000,No,Not his/her shift,                              ,,                              ,,
517049,12,Over 50,Over 5,Other,Secondary,Diploma,Male,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517049,13,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517049,14,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,14.0,Other,Male,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517049,15,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517049,16,Over 50,Over 5,Other,Secondary,Diploma,Male,45 or older,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,17,Over 50,Over 5,Other,Secondary,None,Female,35-44,No,Yes,,                              ,,,,,,,,,,,,,
517049,18,Over 50,Over 5,Other,Secondary,None,Female,35-44,No,Yes,,                              ,,,,,,,,,,,,,
517049,19,Over 50,Over 5,Other,Secondary,None,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,20,Over 50,Over 5,Other,Secondary,None,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,21,Over 50,Over 5,Other,Secondary,None,Female,Younger than 25,No,No,Not his/her shift,                              ,21.0,Other,Female,Younger than 25,None,After 2000,Yes,,                              ,Completing forms,                              ,No,
517049,22,Over 50,Over 5,Other,Secondary,None,Male,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517049,23,Over 50,Over 5,Other,Secondary,None,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517049,24,Over 50,Over 5,Other,Secondary,None,Male,35-44,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,25,Over 50,Over 5,Other,Secondary,None,Male,Younger than 25,No,No,Sick/maternity,                              ,,,,,,,,,,,,,
517049,26,Over 50,Over 5,Nurse,Secondary,Advanced,Female,25-34,Yes,No,Not his/her shift,                              ,26.0,Nurse,Female,25-34,Advanced,Before 1990,No,Sick/maternity,                              ,,                              ,,
517049,27,Over 50,Over 5,Nurse,Secondary,Advanced,Male,25-34,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,28,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517049,29,Over 50,Over 5,,,,,,,,,                              ,,,,,,,,,,,,,
517049,30,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517049,31,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,32,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,33,Over 50,Over 5,Other,Secondary,Certificate,Female,25-34,No,No,Official mission,                              ,,,,,,,,,,,,,
517049,34,Over 50,Over 5,Other,Secondary,Certificate,Female,35-44,No,Yes,,                              ,34.0,Other,Female,35-44,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517049,35,Over 50,Over 5,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517049,36,Over 50,Over 5,Other,Secondary,Certificate,Female,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,37,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,38,Over 50,Over 5,Other,Secondary,Certificate,Female,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517049,39,Over 50,Over 5,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,                              ,39.0,Other,Female,Younger than 25,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517049,40,Over 50,Over 5,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517049,41,Over 50,Over 5,Other,Secondary,Certificate,Male,Younger than 25,No,Yes,,                              ,41.0,Other,Male,Younger than 25,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517049,42,Over 50,Over 5,Other,Secondary,Certificate,Male,Younger than 25,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,43,Over 50,Over 5,Other,Secondary,Certificate,Female,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,44,Over 50,Over 5,Other,Secondary,Certificate,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,45,Over 50,Over 5,Other,Secondary,Certificate,Female,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517049,46,Over 50,Over 5,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517049,47,Over 50,Over 5,Nurse,Secondary,Advanced,Female,Younger than 25,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,48,Over 50,Over 5,Nurse,Secondary,Advanced,Female,25-34,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517049,49,Over 50,Over 5,Nurse,Secondary,Advanced,Female,25-34,Yes,No,Not his/her shift,                              ,49.0,Nurse,Female,25-34,Advanced,Before 1990,Yes,,                              ,Completing forms,                              ,No,
517049,50,Over 50,Over 5,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517901,1,11-50,Over 5,Other,Secondary,Certificate,Female,45 or older,Yes,Yes,,                              ,1.0,Other,Female,45 or older,Certificate,In the 1990s,Yes,,                              ,Telephone call from/to patient or family members,                              ,No,
517901,2,11-50,Over 5,Other,Secondary,Certificate,Male,35-44,Yes,Yes,,                              ,2.0,Other,Male,35-44,Certificate,After 2000,No,Approved absence,                              ,,                              ,,
517901,3,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,No,Yes,,                              ,,,,,,,,,,,,,
517901,4,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517901,5,11-50,Over 5,Other,Secondary,Certificate,Male,35-44,No,No,Not his/her shift,                              ,5.0,Other,Male,35-44,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517901,6,11-50,Over 5,Other,Secondary,Certificate,Male,35-44,No,Yes,,                              ,6.0,Other,Male,35-44,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517901,7,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,8,11-50,Over 5,Other,Secondary,Certificate,Female,25-34,No,No,Approved absence,                              ,8.0,Other,Female,25-34,Certificate,After 2000,No,Sick/maternity,                              ,,                              ,,
517901,9,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,No,No,Not his/her shift,                              ,9.0,Other,Female,35-44,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517901,10,11-50,Over 5,Other,Secondary,,Male,35-44,No,Yes,,                              ,10.0,Other,Male,35-44,,After 2000,Yes,,                              ,Looking up medical information,                              ,No,
517901,11,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,Yes,No,Not his/her shift,                              ,11.0,Nurse,Female,25-34,Advanced,After 2000,No,Sick/maternity,                              ,,                              ,,
517901,12,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,13,11-50,Over 5,Nurse,Secondary,Advanced,Female,25-34,Yes,No,Not his/her shift,                              ,13.0,Nurse,Female,25-34,Advanced,After 2000,No,Approved absence,                              ,,                              ,,
517901,14,11-50,Over 5,Other,Secondary,Certificate,Female,25-34,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,15,11-50,Over 5,Other,Secondary,,Female,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,16,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517901,17,11-50,Over 5,Other,Secondary,Diploma,Female,Younger than 25,No,Yes,,                              ,17.0,Other,Male,Younger than 25,Diploma,After 2000,Yes,,                              ,Interpreting laboratory work or radiographs,                              ,No,
517901,18,11-50,Over 5,Other,Secondary,Diploma,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517901,19,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,Yes,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,20,11-50,Over 5,Other,Secondary,Certificate,Female,35-44,No,Yes,,                              ,,,,,,,,,,,,,
517901,21,11-50,Over 5,Other,Secondary,Certificate,Female,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517901,22,11-50,Over 5,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517901,23,11-50,Over 5,Other,Secondary,None,Male,Younger than 25,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,24,11-50,Over 5,Other,Secondary,None,Male,Younger than 25,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,25,11-50,Over 5,Other,Secondary,None,Male,Younger than 25,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,26,11-50,Over 5,Other,Secondary,None,Female,35-44,No,No,Approved absence,                              ,,,,,,,,,,,,,
517901,27,11-50,Over 5,Other,Secondary,None,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,28,11-50,Over 5,Other,Secondary,None,Male,25-34,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,29,11-50,Over 5,,,,,,,,,                              ,,,,,,,,,,,,,
517901,30,11-50,Over 5,Other,Secondary,None,Female,Younger than 25,No,No,Not his/her shift,                              ,,,,,,,,,,,,,
517901,31,11-50,Over 5,Other,Secondary,None,Female,Younger than 25,No,Yes,,                              ,,,,,,,,,,,,,
517901,32,11-50,Over 5,Other,Secondary,None,Female,25-34,No,Yes,,                              ,,,,,,,,,,,,,
517902,1,6-10,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,Yes,,                              ,1.0,Other,Male,25-34,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517902,2,6-10,5 or less,Other,Secondary,Certificate,Female,25-34,Yes,No,Not his/her shift,                              ,2.0,Other,Female,25-34,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517902,3,6-10,5 or less,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,3.0,Other,Male,25-34,Certificate,After 2000,No,,                              ,,                              ,,
517902,4,6-10,5 or less,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,4.0,Other,Male,25-34,Certificate,After 2000,No,,                              ,,                              ,,
517902,5,6-10,5 or less,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,5.0,Other,Male,25-34,Certificate,After 2000,,,                              ,,                              ,,
517902,6,6-10,5 or less,Other,Secondary,Certificate,Male,25-34,No,Yes,,                              ,6.0,Other,Male,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517902,7,6-10,5 or less,Other,Secondary,None,Female,25-34,No,Yes,,                              ,7.0,Other,Female,25-34,None,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517902,8,6-10,5 or less,Other,Secondary,None,Female,Younger than 25,No,Yes,,                              ,8.0,Other,Female,Younger than 25,None,In the 1990s,No,Not his/her shift,                              ,,                              ,,
517902,9,6-10,5 or less,Other,Secondary,None,Female,Younger than 25,No,Yes,,                              ,9.0,Other,Female,Younger than 25,None,In the 1990s,No,Not his/her shift,                              ,,                              ,,
517902,10,6-10,5 or less,Other,Secondary,None,Female,,No,,,                              ,10.0,Other,Female,,None,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517903,1,11-50,5 or less,Other,Secondary,Certificate,Male,45 or older,Yes,Yes,,                              ,1.0,Other,Male,45 or older,Certificate,Before 1990,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517903,2,11-50,5 or less,Other,Secondary,Certificate,Female,45 or older,Yes,Yes,,                              ,2.0,Other,Female,45 or older,Certificate,After 2000,Yes,,                              ,Providing Consultation (face-to face patient care),                              ,No,
517903,3,11-50,5 or less,Other,Secondary,Certificate,Male,25-34,Yes,Yes,,                              ,3.0,Other,Male,25-34,Certificate,After 2000,No,Not his/her shift,                              ,,                              ,,
517903,4,11-50,5 or less,Other,Secondary,Certificate,Female,Younger than 25,No,No,Sick/maternity,                              ,4.0,Other,Female,Younger than 25,Certificate,After 2000,No,Sick/maternity,                              ,,                              ,,
