unique_id,fac_id,staff_id,m2sfq1,m2sfq3,m2sfq4,m2sfq7,m2sfq8,m2sfq9,m2sfq10,m2sfq11,m2sfq12,m2sfq13,m2sfq14,m2sfq14aut,m2sfq15,m2sfq16,m2sgq1,m2sgq3,m2sgq5,m2sgq6,m2sgq7,m2sgq8,m2sgq8aut,m2sgq9,m2sgq10,has_roster,has_absentee,country,absence_rate
185_4,185,4,11-50,5 or less,4,Nurse,Secondary,None,0,25-34,0,Oui,,,Oui,Non,4.0,4.0,Nurse,0.0,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.0
185_7,185,7,11-50,5 or less,7,Nurse,Secondary,None,0,25-34,0,Oui,,,Oui,Non,7.0,7.0,Nurse,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.0
185_10,185,10,11-50,5 or less,10,Other,Primary,None,0,35-44,0,Oui,,,Oui,Non,10.0,10.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.0
185_6,185,6,11-50,5 or less,6,Nurse,Secondary,None,0,25-34,0,Oui,,,Oui,Non,6.0,6.0,Nurse,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.0
186_1,186,1,5 or less,5 or less,1,Nurse,Secondary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
187_8,187,8,11-50,Over 5,8,Clinical Officer,Post-Secondary,Advanced,0,25-34,Oui,0,Maladie/maternité,,Oui,,3.0,8.0,Clinical Officer,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.3
187_19,187,19,11-50,Over 5,19,Clinical Officer,Post-Secondary,Advanced,0,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
187_3,187,3,11-50,Over 5,3,Nurse,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.3
187_12,187,12,11-50,Over 5,12,Nurse,Secondary,Diploma,0,35-44,0,Oui,,,Oui,Non,4.0,12.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
187_17,187,17,11-50,Over 5,17,Nurse,Secondary,Diploma,0,35-44,0,Oui,,,Oui,Non,7.0,17.0,Nurse,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
187_11,187,11,11-50,Over 5,11,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,,1,,Togo-2013,0.3
187_6,187,6,11-50,Over 5,6,Clinical Officer,Post-Secondary,Advanced,0,35-44,Oui,0,Formation/séminaire/réunion,,Non,,,,,,,,,,,1,,Togo-2013,0.3
187_24,187,24,11-50,Over 5,24,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,Mission officielle,,Non,,,,,,,,,,,1,,Togo-2013,0.3
187_16,187,16,11-50,Over 5,16,Nurse,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.3
187_10,187,10,11-50,Over 5,10,Clinical Officer,Post-Secondary,Advanced,0,35-44,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
187_2,187,2,11-50,Over 5,2,Other,Post-Secondary,,Homme,35-44,0,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.3
187_13,187,13,11-50,Over 5,13,Nurse,Secondary,Diploma,0,35-44,0,Oui,,,Oui,Non,5.0,13.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.3
187_22,187,22,11-50,Over 5,22,Other,Secondary,Diploma,0,35-44,Oui,0,Absence autorisée (permission/congé),,Oui,,9.0,22.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
187_7,187,7,11-50,Over 5,7,Nurse,Post-Secondary,Advanced,0,35-44,0,Oui,,,Oui,Non,2.0,7.0,Nurse,0.0,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.3
187_1,187,1,11-50,Over 5,1,Clinical Officer,Post-Secondary,Advanced,0,45 or older,Oui,0,Formation/séminaire/réunion,,Oui,,,1.0,Clinical Officer,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
187_15,187,15,11-50,Over 5,15,Clinical Officer,Post-Secondary,Advanced,0,25-34,Oui,0,Mission officielle,,Oui,,6.0,15.0,Clinical Officer,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.3
187_14,187,14,11-50,Over 5,14,Other,Secondary,Diploma,0,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
187_9,187,9,11-50,Over 5,9,Nurse,Post-Secondary,Advanced,0,25-34,Oui,0,Formation/séminaire/réunion,,Non,,,,,,,,,,,1,,Togo-2013,0.3
187_20,187,20,11-50,Over 5,20,Nurse,Post-Secondary,Advanced,Homme,25-34,0,Oui,,,Oui,Non,8.0,20.0,Nurse,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.3
187_23,187,23,11-50,Over 5,23,Nurse,Secondary,Diploma,0,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
187_18,187,18,11-50,Over 5,18,Nurse,Secondary,Certificate,0,35-44,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.3
187_5,187,5,11-50,Over 5,5,Other,Post-Secondary,Advanced,0,25-34,0,0,Absence autorisée (permission/congé),,Non,,,,,,,,,,,1,,Togo-2013,0.3
187_21,187,21,11-50,Over 5,21,Nurse,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.3
187_25,187,25,11-50,Over 5,25,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,10.0,25.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.3
187_4,187,4,11-50,Over 5,4,Other,Secondary,Diploma,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,,1,,Togo-2013,0.3
188_2,188,2,11-50,Over 5,2,Other,Post-Secondary,,Homme,35-44,0,0,Autres (à préciser),,Oui,,2.0,2.0,Other,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
188_1,188,1,11-50,Over 5,1,Clinical Officer,Post-Secondary,,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,0.0,Mission officielle,,,,1,1.0,Togo-2013,0.5
188_4,188,4,11-50,Over 5,4,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Clinical Officer,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.5
188_5,188,5,11-50,Over 5,5,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,5.0,5.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.5
188_3,188,3,11-50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,0,Formation/séminaire/réunion,,Oui,,3.0,3.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
188_6,188,6,11-50,Over 5,6,Nurse,Post-Secondary,Advanced,0,25-34,0,0,Absence autorisée (permission/congé),,Oui,,6.0,6.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
19_9,19,9,11-50,Over 5,9,Other,Post-Secondary,Diploma,Homme,45 or older,0,Oui,,,Oui,Non,3.0,9.0,Other,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.9
19_5,19,5,11-50,Over 5,5,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Formation/séminaire/réunion,,Oui,Non,1.0,5.0,Nurse,0.0,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.9
19_14,19,14,11-50,Over 5,14,Nurse,Primary,Certificate,0,45 or older,Oui,0,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
19_12,19,12,11-50,Over 5,12,Nurse,Primary,Certificate,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,5.0,12.0,Nurse,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.9
19_17,19,17,11-50,Over 5,17,Other,Primary,Certificate,0,45 or older,Oui,0,Formation/séminaire/réunion,,Oui,Non,7.0,17.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.9
19_8,19,8,11-50,Over 5,8,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,Mission officielle,,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
19_19,19,19,11-50,Over 5,19,Other,Secondary,Diploma,0,25-34,Oui,0,Absence autorisée (permission/congé),,Oui,Non,9.0,19.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.9
19_13,19,13,11-50,Over 5,13,Nurse,Primary,Certificate,0,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.9
19_7,19,7,11-50,Over 5,7,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Maladie/maternité,,Oui,Non,2.0,7.0,Nurse,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.9
19_1,19,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,35-44,0,0,Formation/séminaire/réunion,,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
19_20,19,20,11-50,Over 5,20,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,10.0,20.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.9
19_10,19,10,11-50,Over 5,10,Other,Post-Secondary,Advanced,Homme,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
19_4,19,4,11-50,Over 5,4,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Formation/séminaire/réunion,,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
19_3,19,3,11-50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.9
19_21,19,21,11-50,Over 5,21,Other,Primary,Certificate,0,45 or older,0,0,Mission officielle,,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
19_18,19,18,11-50,Over 5,18,Other,Primary,Certificate,0,35-44,Oui,Oui,,,Oui,Oui,8.0,18.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.9
19_11,19,11,11-50,Over 5,11,Other,Secondary,Diploma,0,45 or older,0,0,Absence autorisée (permission/congé),,Oui,Non,4.0,11.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.9
19_15,19,15,11-50,Over 5,15,Other,Primary,Certificate,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
19_16,19,16,11-50,Over 5,16,Other,Primary,Certificate,0,45 or older,Oui,0,Absence autorisée (permission/congé),,Oui,Non,6.0,16.0,Other,0.0,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.9
19_6,19,6,11-50,Over 5,6,Nurse,Secondary,Diploma,0,45 or older,Oui,0,Formation/séminaire/réunion,,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
19_2,19,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,0,Formation/séminaire/réunion,,Non,Non,,,,,,,,,,1,,Togo-2013,0.9
2_1,2,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.5
2_2,2,2,5 or less,5 or less,2,Other,Secondary,None,0,Younger than 25,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.5
20_6,20,6,11-50,5 or less,6,Other,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,6.0,6.0,Other,0.0,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.5555556
20_8,20,8,11-50,5 or less,8,Other,Primary,None,0,45 or older,Oui,Oui,,,Oui,Oui,8.0,8.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5555556
20_2,20,2,11-50,5 or less,2,Nurse,Secondary,Diploma,0,35-44,0,Oui,,,Oui,Non,2.0,2.0,Nurse,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.5555556
20_7,20,7,11-50,5 or less,7,Other,Secondary,None,0,25-34,Oui,0,Absence autorisée (permission/congé),,Oui,Non,7.0,7.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5555556
20_4,20,4,11-50,5 or less,4,Nurse,Secondary,Diploma,Homme,25-34,Oui,0,Autres (à préciser),,Oui,Non,4.0,4.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5555556
20_1,20,1,11-50,5 or less,1,Nurse,Secondary,Diploma,0,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.5555556
20_5,20,5,11-50,5 or less,5,Nurse,Secondary,None,Homme,25-34,Oui,Oui,,,Oui,Oui,5.0,5.0,Nurse,Homme,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5555556
20_9,20,9,11-50,5 or less,9,Other,Secondary,None,Homme,25-34,0,Oui,,,Oui,Non,9.0,9.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5555556
20_3,20,3,11-50,5 or less,3,Other,Secondary,Diploma,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,3.0,3.0,Other,0.0,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.5555556
21_1,21,1,5 or less,5 or less,1,Other,Primary,None,0,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,0.0,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,1.0
22_2,22,2,5 or less,5 or less,2,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,Mission officielle,,Oui,Non,2.0,2.0,Doctor,Homme,0.0,Mission officielle,,,,1,1.0,Togo-2013,1.0
22_3,22,3,5 or less,5 or less,3,Other,Secondary,Diploma,Homme,25-34,0,0,Mission officielle,,Oui,Non,3.0,3.0,Other,Homme,0.0,Mission officielle,,,,1,1.0,Togo-2013,1.0
22_1,22,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Autres (à préciser),NE SAIT PAS,,,1,1.0,Togo-2013,1.0
23_5,23,5,11-50,5 or less,5,Other,Secondary,Diploma,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,5.0,5.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.5
23_9,23,9,11-50,5 or less,9,Nurse,Primary,None,0,25-34,0,0,Maladie/maternité,,Oui,Non,9.0,9.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
23_4,23,4,11-50,5 or less,4,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,0.0,1,1.0,Togo-2013,0.5
23_8,23,8,11-50,5 or less,8,Nurse,Secondary,None,0,25-34,0,Oui,,,Oui,Non,8.0,8.0,Nurse,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.5
23_1,23,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.5
23_10,23,10,11-50,5 or less,10,Other,Post-Secondary,None,Homme,25-34,0,Oui,,,Oui,Non,10.0,10.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5
23_7,23,7,11-50,5 or less,7,Other,Secondary,None,0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,7.0,7.0,Other,0.0,Oui,,,Cherche des informations/formation,0.0,1,1.0,Togo-2013,0.5
23_3,23,3,11-50,5 or less,3,Nurse,Secondary,Diploma,Homme,25-34,Oui,0,Formation/séminaire/réunion,,Oui,Non,3.0,3.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
23_2,23,2,11-50,5 or less,2,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
23_6,23,6,11-50,5 or less,6,Other,Primary,None,0,25-34,Oui,0,Maladie/maternité,,Oui,Non,6.0,6.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.5
24_5,24,5,6-10,5 or less,5,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,5.0,5.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,0.16666667
24_1,24,1,6-10,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.16666667
24_6,24,6,6-10,5 or less,6,Other,Primary,None,0,25-34,0,Oui,,,Oui,Non,6.0,6.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.16666667
24_4,24,4,6-10,5 or less,4,Other,Post-Secondary,Advanced,Homme,45 or older,0,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.16666667
24_2,24,2,6-10,5 or less,2,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.16666667
24_3,24,3,6-10,5 or less,3,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.16666667
25_1,25,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,1.0
25_3,25,3,5 or less,5 or less,3,Other,Secondary,None,0,45 or older,0,Oui,,,Oui,Non,3.0,3.0,Other,0.0,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,1.0
25_2,25,2,5 or less,5 or less,2,Other,Secondary,None,0,Younger than 25,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,1.0
26_1,26,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Mission officielle,,,,1,1.0,Togo-2013,0.33333334
26_3,26,3,5 or less,5 or less,3,Other,Secondary,None,Homme,45 or older,0,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.33333334
26_2,26,2,5 or less,5 or less,2,Other,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.33333334
27_5,27,5,6-10,5 or less,5,Other,Secondary,None,0,45 or older,0,Oui,,,Oui,Non,5.0,5.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.8
27_3,27,3,6-10,5 or less,3,Other,Secondary,None,0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,3.0,3.0,Other,0.0,0.0,Absence non autorisée,,,,1,1.0,Togo-2013,0.8
27_1,27,1,6-10,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,0.0,Formation/séminaire/réunion,,,,1,1.0,Togo-2013,0.8
27_4,27,4,6-10,5 or less,4,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,4.0,4.0,Other,0.0,Oui,,,Autres,0.0,1,1.0,Togo-2013,0.8
27_2,27,2,6-10,5 or less,2,Other,Secondary,None,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.8
28_1,28,1,5 or less,5 or less,1,Doctor,Post-Secondary,,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Doctor,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.5
28_2,28,2,5 or less,5 or less,2,Other,Post-Secondary,Advanced,Homme,35-44,0,Oui,,,Oui,Non,2.0,2.0,Other,Homme,Oui,,,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.5
29_1,29,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,0,Mission officielle,,Oui,Non,1.0,1.0,Clinical Officer,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.5
29_15,29,15,11-50,5 or less,15,Other,Primary,Certificate,Homme,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
29_3,29,3,11-50,5 or less,3,Clinical Officer,Post-Secondary,Advanced,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
29_4,29,4,11-50,5 or less,4,Nurse,Post-Secondary,Advanced,Homme,25-34,0,0,Formation/séminaire/réunion,,Oui,Non,3.0,4.0,Nurse,Homme,0.0,Mission officielle,,,,1,1.0,Togo-2013,0.5
29_13,29,13,11-50,5 or less,13,Other,Primary,None,0,45 or older,0,Oui,,,Oui,Non,8.0,13.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5
29_17,29,17,11-50,5 or less,17,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,10.0,17.0,Other,0.0,Oui,Autres (à préciser),,Laboratoires/examens/radios,0.0,1,1.0,Togo-2013,0.5
29_14,29,14,11-50,5 or less,14,Other,Post-Secondary,,Homme,45 or older,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
29_7,29,7,11-50,5 or less,7,Nurse,Post-Secondary,Advanced,0,Younger than 25,Oui,0,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,6.0,7.0,Nurse,0.0,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,1,1.0,Togo-2013,0.5
29_16,29,16,11-50,5 or less,16,Other,Secondary,None,Homme,35-44,0,Oui,,,Oui,Non,9.0,16.0,Other,Homme,0.0,Autres (à préciser),,,,1,1.0,Togo-2013,0.5
29_11,29,11,11-50,5 or less,11,Other,Secondary,None,0,35-44,0,0,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
29_9,29,9,11-50,5 or less,9,Other,Secondary,None,0,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
29_2,29,2,11-50,5 or less,2,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Clinical Officer,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.5
29_10,29,10,11-50,5 or less,10,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,7.0,10.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
29_5,29,5,11-50,5 or less,5,Nurse,Secondary,Diploma,Homme,45 or older,0,Oui,,,Oui,Non,4.0,5.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.5
29_6,29,6,11-50,5 or less,6,Nurse,Post-Secondary,Advanced,0,Younger than 25,Oui,0,Maladie/maternité,,Oui,Non,5.0,6.0,Nurse,0.0,0.0,Maladie/maternité,,,,1,1.0,Togo-2013,0.5
29_8,29,8,11-50,5 or less,8,Other,Secondary,Diploma,0,35-44,Oui,Oui,,,Non,Oui,,,,,,,,,,1,,Togo-2013,0.5
29_12,29,12,11-50,5 or less,12,Other,Secondary,None,0,25-34,0,Oui,,,Non,Non,,,,,,,,,,1,,Togo-2013,0.5
3_2,3,2,5 or less,5 or less,2,Other,Secondary,None,0,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
3_1,3,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
30_1,30,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.0
30_2,30,2,5 or less,5 or less,2,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Discussion avec collègues/réunion/Staff,0.0,1,1.0,Togo-2013,0.0
31_1,31,1,5 or less,5 or less,1,Nurse,Post-Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,0.0,1,1.0,Togo-2013,0.0
31_3,31,3,5 or less,5 or less,3,Other,Secondary,None,0,35-44,0,Oui,,,Oui,Non,3.0,3.0,Other,0.0,Oui,,,Autres,Oui,1,1.0,Togo-2013,0.0
31_2,31,2,5 or less,5 or less,2,Other,Primary,None,0,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,0.0,Oui,,,Consultation/visite de malade,Oui,1,1.0,Togo-2013,0.0
32_1,32,1,6-10,5 or less,1,Nurse,Post-Secondary,Advanced,0,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,1.0
32_7,32,7,6-10,5 or less,7,Other,Primary,None,0,25-34,0,Oui,,,Oui,Non,7.0,7.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,1.0
32_6,32,6,6-10,5 or less,6,Nurse,Secondary,Diploma,0,25-34,Oui,Oui,,,Oui,Oui,6.0,6.0,Nurse,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,1.0
32_8,32,8,6-10,5 or less,8,Other,Secondary,None,0,25-34,0,Oui,,,Oui,Non,8.0,8.0,Other,0.0,0.0,Absence autorisée (permission/congé),,,,1,1.0,Togo-2013,1.0
