fac_id,fpc_fac,fpc_abs,wgt_abs,wgt_know_b,wgt_know_c,wgt_know_d,wgt_know_e,wgt_know_f,wgt_know_g,wgt_know_h,fpc_know_b,fpc_know_c,fpc_know_d,fpc_know_e,fpc_know_f,fpc_know_g,fpc_know_h,fpc_15,fpc_67,wgt_fac,has_weights,m1saq1,m1saq2a,m1saq3,m1saq4,m1saq6,m1saq7,m1saq9b_1,m1saq9b_2,m1saq10h,m1saq10m,m1saq11h,m1saq11m,m1saq15b_1,m1saq15b_2,m1saq16,m1saq16s,m1sbq4,m1sbq8,m1sbq11,m1sbq12,m1sbq20,m1sbq23,m1sbq24,m1sbq25,m1sbq26,m1sbq27,m1sbq28,m1sbq29,m1scq17,m1scq18b,m1scq19b,m1scq20,m1sdq1a,m1sdq1b,m1sdq1c,m1sdq2a,m1sdq2b,m1sdq2c,m1sdq3a,m1sdq3b,m1sdq3c,m1sdq4a,m1sdq4b,m1sdq4c,m1sdq5a,m1sdq5b,m1sdq5c,m1sdq6a,m1sdq6b,m1sdq6c,m1sdq7a,m1sdq7b,m1sdq7c,m1sdq8a,m1sdq8b,m1sdq8c,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1sdq12a,m1sdq12b,m1sdq13a,m1sdq13b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq54aut,m1seq55,m1seq56,m1seq57,m1seq58,m1seq59,m1seq60,m1seq61,m1seq62,m1seq63,m1seq64,m1seq65,m1seq66,has_facility,country,m1scq18a,m1scq19a
52,0.21064301,1.0,34.70887,20.825321,20.825321,20.825321,20.825321,20.825321,6.941774,6.941774,0.33333334,0.33333334,0.33333334,0.33333334,0.33333334,1.0,1.0,0.33333334,1.0,6.941774,1,Oui,,5,501,52,Rural,81,82,8,15,12,30,81,82,Questionnaire rempli,4,Public,Health Post,501-1000,Permanence et garde,50 or less,Oui,Oui,Oui,0,0,0,0,0,0,0,0,Non,Oui (observé),Privé,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,Non,Oui (non observé),Non,Oui (non observé),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Oui,Non functionnel,2.0,"Oui, pas observé",Réseau électrique (CEET),,0.0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
53,0.23880596,1.0,135.25298,67.62649,67.62649,67.62649,67.62649,67.62649,22.542162,22.542162,0.25,0.25,0.25,0.25,0.25,0.75,0.75,0.25,0.75,16.906622,1,Oui,,5,501,53,Rural,81,82,7,37,12,2,81,82,Questionnaire rempli,4,Public,Health Post,1001-2000,Permanence et garde,Over 50,Oui,Oui,Oui,0,0,0,0,Non,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Privé,0,,0,,0,,Non,Oui (non observé),0,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,1.0,"Oui, pas observé",Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
54,0.7307692,0.4,76.63158,3.744,3.744,3.744,3.744,3.744,3.1200001,3.1200001,0.36549708,0.36549708,0.36549708,0.36549708,0.36549708,0.4385965,0.4385965,0.36549708,0.4385965,1.3684211,1,Oui,,5,501,54,Urban,81,82,7,20,17,0,81,82,Questionnaire rempli,4,Public,Hospital,2001-3000,Permanence et garde,Over 50,Oui,Oui,Oui,Oui,0,0,0,Non,0,0,"Oui, payé par un privé",Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,Non,Oui (non observé),0,,Non,Oui (non observé),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,8.0,"Oui, pas observé",Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,2
55,0.23880596,1.0,135.25298,16.906622,16.906622,16.906622,16.906622,16.906622,16.906622,16.906622,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,16.906622,1,Oui,,5,501,55,Urban,71,92,7,30,16,31,71,92,Questionnaire rempli,4,Private,Health Post,1001-2000,Permanence,Over 50,0,0,0,0,0,0,0,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (MAIS TOUS périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,,,,,,0.0,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,0,0,0,0,0,1,Togo-2013,0,2
56,0.23880596,1.0,47.65552,19.062208,19.062208,19.062208,19.062208,19.062208,9.531104,9.531104,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,9.531104,1,Oui,,5,501,56,Urban,71,92,8,50,16,14,71,92,Questionnaire rempli,4,Public,Health Post,501-1000,Permanence,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,"Oui, payé par un privé",0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,0,,Non,Oui (non observé),0,,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,"Oui, observé",,,Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
58,0.23880596,1.0,14.845328,14.845328,14.845328,14.845328,14.845328,14.845328,14.845328,14.845328,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,14.845328,1,Oui,,5,501,58,Rural,71,92,12,0,13,58,71,92,Questionnaire rempli,4,Public,Health Post,0-500,Permanence et garde,Over 50,0,0,0,0,0,0,0,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,Non,0.0,Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,0,,0,,Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (MAIS TOUS périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),0,0,0,,,,,,0.0,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,0,0,0,0,0,1,Togo-2013,0,0
59,0.23880596,1.0,50.719864,33.813244,33.813244,33.813244,33.813244,33.813244,33.813244,33.813244,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,0.5,16.906622,1,Oui,,5,501,59,Urban,81,82,8,38,11,53,81,82,Questionnaire rempli,4,Public,Health Post,0-500,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,0.0,Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,2.0,"Oui, pas observé",Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
6,0.21064301,1.0,47.43677,23.718386,23.718386,23.718386,23.718386,23.718386,11.859193,11.859193,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,11.859193,1,Oui,,4,403,6,Rural,61,132,9,12,13,10,61,132,Questionnaire rempli,3,Public,Health Post,501-1000,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,Non,Oui (non observé),Public,0,,0,,0,,0,,0,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,0,,,,,,Oui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",1,Togo-2013,0,0
60,0.21064301,1.0,16.547836,4.9643507,4.9643507,4.9643507,4.9643507,4.9643507,3.3095672,3.3095672,0.6666667,0.6666667,0.6666667,0.6666667,0.6666667,1.0,1.0,0.6666667,1.0,3.3095672,1,Oui,,5,501,60,Rural,71,92,7,50,14,10,71,92,Questionnaire rempli,4,Public,Health Post,501-1000,Permanence et garde,Over 50,Oui,Oui,0,Oui,Oui,0,0,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,Non,Oui (non observé),0,,0,,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,0,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,"Oui, observé",,,Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
61,0.21064301,1.0,25.600117,12.800058,12.800058,12.800058,12.800058,12.800058,6.400029,6.400029,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,6.400029,1,Oui,,5,501,61,Rural,81,82,8,12,14,45,81,82,Questionnaire rempli,4,Public,Health Post,0-500,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,0,Oui,0,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Privé,Non,Oui (non observé),Public,Non,0.0,Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,0,,Non,Oui (non observé),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,0,,,,,,Oui,Disponible mais non observé (non-périmé),Disponible mais non observé (non-périmé),Disponible mais non observé (non-périmé),Disponible mais non observé (non-périmé),Jamais disponsible,Disponible mais non observé (non-périmé),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
62,0.21064301,1.0,7.8266387,7.8266387,7.8266387,7.8266387,7.8266387,7.8266387,3.9133193,3.9133193,0.5,0.5,0.5,0.5,0.5,1.0,1.0,0.5,1.0,3.9133193,1,Oui,,5,501,62,Rural,71,92,8,25,11,10,71,92,Questionnaire rempli,4,Public,Health Post,501-1000,Permanence et garde,50 or less,Oui,Oui,Oui,Oui,0,0,0,0,0,0,0,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,Non,Oui (non observé),Public,0,,,0,,,0,,0,,0,,0,,Non,Oui (non observé),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Pas disponible aujourd'hui,Jamais disponsible,Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (MAIS TOUS périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Jamais disponsible,Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),0,Oui,Non functionnel,5.0,"Oui, pas observé",Réseau électrique (CEET),,,Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Au moins un observé (ET non-périmés),Jamais disponsible,Au moins un observé (ET non-périmés),"Oui, pas observé","Oui, pas observé","Oui, pas observé","Oui, pas observé",0,1,Togo-2013,0,0
