unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2q5_c,m2q6_hr,m2q6_mn,m2q7_hr,m2q7_mn,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq14,has_roster,has_absentee,country,absence_rate
33_5,33,5,11-50,6-10,5 or less,701,8,45,9,20,5,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,5.0,5.0,Other,Secondary,Certificate,After 2000,0.0,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Tanzania-2014,0.3
33_9,33,9,11-50,6-10,5 or less,701,8,45,9,20,9,Other,Secondary,Certificate,0,Younger than 25,0,Yes,,Yes,,9.0,9.0,Other,Secondary,Certificate,After 2000,0.0,Younger than 25,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.3
330_2,330,2,5 or less,5 or less,5 or less,504,14,42,14,59,2,Nurse,Secondary,Certificate,0,35-44,0,Yes,,Yes,,2.0,2.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
330_4,330,4,5 or less,5 or less,5 or less,504,14,42,14,59,4,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,4.0,4.0,Other,Secondary,Certificate,In the 1990s,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
330_5,330,5,5 or less,5 or less,5 or less,504,14,42,14,59,5,Other,Secondary,Certificate,Male,35-44,0,0,Training/seminar/meeting,Yes,,5.0,5.0,Other,Secondary,Certificate,After 2000,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
330_1,330,1,5 or less,5 or less,5 or less,504,14,42,14,59,1,Clinical Officer,Secondary,Diploma,Male,Younger than 25,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
330_3,330,3,5 or less,5 or less,5 or less,504,14,42,14,59,3,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,3.0,3.0,Other,Secondary,Certificate,Before 1990,0.0,35-44,Yes,,Paperwork/reports,Yes,1,1.0,Tanzania-2014,0.0
331_2,331,2,5 or less,5 or less,5 or less,504,8,8,8,18,2,Other,Secondary,Certificate,0,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
331_1,331,1,5 or less,5 or less,5 or less,504,8,8,8,18,1,Other,Primary,Certificate,0,45 or older,Yes,0,Official mission,Yes,,1.0,1.0,Other,Primary,Certificate,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
332_1,332,1,5 or less,5 or less,5 or less,504,8,13,8,27,1,Clinical Officer,Post-Secondary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Certificate,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
332_2,332,2,5 or less,5 or less,5 or less,504,8,13,8,27,2,Other,Secondary,Certificate,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,2.0,2.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
332_3,332,3,5 or less,5 or less,5 or less,504,8,13,8,27,3,Other,Secondary,Certificate,Male,35-44,0,0,"On call (pre on call, post on call)",Yes,,3.0,3.0,Other,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
333_3,333,3,5 or less,5 or less,5 or less,504,12,40,12,58,3,Nurse,Primary,Certificate,0,45 or older,0,0,Authorised absence (permision/leave),Yes,,3.0,3.0,Nurse,Secondary,Certificate,In the 1990s,0.0,45 or older,Yes,,Laboratory/investigations/X-ray,Yes,1,1.0,Tanzania-2014,0.0
333_2,333,2,5 or less,5 or less,5 or less,504,12,40,12,58,2,Nurse,Secondary,Certificate,0,25-34,0,Yes,,Yes,,2.0,2.0,Nurse,Secondary,Certificate,In the 1990s,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
333_4,333,4,5 or less,5 or less,5 or less,504,12,40,12,58,4,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,4.0,4.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
333_1,333,1,5 or less,5 or less,5 or less,504,12,40,12,58,1,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
334_14,334,14,11-50,11-50,Over 5,602,15,20,15,40,14,Other,Secondary,Certificate,Male,25-34,0,Yes,,Yes,,4.0,14.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Laboratory/investigations/X-ray,0.0,1,1.0,Tanzania-2014,0.3
334_19,334,19,11-50,11-50,Over 5,602,15,20,15,40,19,Other,Primary,None,0,45 or older,Yes,0,Authorised absence (permision/leave),Yes,,5.0,19.0,Other,Primary,None,In the 1990s,0.0,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.3
334_9,334,9,11-50,11-50,Over 5,602,15,20,15,40,9,Other,Primary,Certificate,0,45 or older,0,Yes,,Yes,,6.0,9.0,Other,Primary,Certificate,Before 1990,0.0,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.3
334_20,334,20,11-50,11-50,Over 5,602,15,20,15,40,20,Other,Primary,None,0,45 or older,Yes,0,Authorised absence (permision/leave),Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_13,334,13,11-50,11-50,Over 5,602,15,20,15,40,13,Other,Primary,Certificate,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_16,334,16,11-50,11-50,Over 5,602,15,20,15,40,16,Other,Primary,None,0,45 or older,0,0,"On call (pre on call, post on call)",Yes,,2.0,16.0,Other,Primary,None,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.3
334_10,334,10,11-50,11-50,Over 5,602,15,20,15,40,10,Other,Primary,Certificate,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_8,334,8,11-50,11-50,Over 5,602,15,20,15,40,8,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_7,334,7,11-50,11-50,Over 5,602,15,20,15,40,7,Nurse,Secondary,Certificate,Male,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,7.0,7.0,Nurse,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.3
334_12,334,12,11-50,11-50,Over 5,602,15,20,15,40,12,Other,Primary,Certificate,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_2,334,2,11-50,11-50,Over 5,602,15,20,15,40,2,Doctor,Secondary,Diploma,Male,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,10.0,2.0,Doctor,Secondary,Diploma,In the 1990s,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.3
334_17,334,17,11-50,11-50,Over 5,602,15,20,15,40,17,Other,Primary,Certificate,0,45 or older,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_15,334,15,11-50,11-50,Over 5,602,15,20,15,40,15,Other,Secondary,Diploma,Male,25-34,0,Yes,,Yes,,1.0,15.0,Other,Secondary,Diploma,After 2000,Male,25-34,Yes,,Laboratory/investigations/X-ray,0.0,1,1.0,Tanzania-2014,0.3
334_6,334,6,11-50,11-50,Over 5,602,15,20,15,40,6,Nurse,Secondary,Certificate,0,25-34,Yes,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_5,334,5,11-50,11-50,Over 5,602,15,20,15,40,5,Nurse,Secondary,Certificate,Male,35-44,Yes,Yes,,Yes,Yes,9.0,5.0,Nurse,Secondary,Diploma,In the 1990s,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.3
334_3,334,3,11-50,11-50,Over 5,602,15,20,15,40,3,Doctor,Secondary,Diploma,Male,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,8.0,3.0,Doctor,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.3
334_1,334,1,11-50,11-50,Over 5,602,15,20,15,40,1,Doctor,Secondary,Diploma,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_4,334,4,11-50,11-50,Over 5,602,15,20,15,40,4,Clinical Officer,Secondary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,3.0,4.0,Clinical Officer,Secondary,Certificate,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.3
334_18,334,18,11-50,11-50,Over 5,602,15,20,15,40,18,Other,Primary,None,Male,45 or older,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
334_11,334,11,11-50,11-50,Over 5,602,15,20,15,40,11,Other,Secondary,Certificate,Male,Younger than 25,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Tanzania-2014,0.3
335_3,335,3,6-10,6-10,5 or less,603,8,40,8,55,3,Other,Primary,Certificate,Male,45 or older,Yes,0,Authorised absence (permision/leave),Yes,,3.0,3.0,Other,Primary,Certificate,In the 1990s,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.2857143
335_1,335,1,6-10,6-10,5 or less,603,8,40,8,55,1,Clinical Officer,Secondary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Certificate,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.2857143
335_7,335,7,6-10,6-10,5 or less,603,8,40,8,55,7,Other,Secondary,Certificate,0,Younger than 25,0,Yes,,Yes,,7.0,7.0,Other,Secondary,Certificate,After 2000,0.0,Younger than 25,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.2857143
335_6,335,6,6-10,6-10,5 or less,603,8,40,8,55,6,Other,Primary,None,0,35-44,0,Yes,,Yes,,6.0,6.0,Other,Primary,None,After 2000,0.0,35-44,Yes,,Discussion with colleages/staff meeting,Yes,1,1.0,Tanzania-2014,0.2857143
335_2,335,2,6-10,6-10,5 or less,603,8,40,8,55,2,Other,Secondary,Certificate,Male,45 or older,Yes,0,Intership,Yes,,2.0,2.0,Other,Secondary,Certificate,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.2857143
335_5,335,5,6-10,6-10,5 or less,603,8,40,8,55,5,Other,Primary,None,0,25-34,Yes,0,"On call (pre on call, post on call)",Yes,,5.0,5.0,Other,Primary,None,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.2857143
335_4,335,4,6-10,6-10,5 or less,603,8,40,8,55,4,Other,Primary,Certificate,0,45 or older,Yes,0,Sickness/maternity,Yes,,4.0,4.0,Other,Primary,Certificate,In the 1990s,0.0,45 or older,Yes,,Looking for information/teaching,Yes,1,1.0,Tanzania-2014,0.2857143
336_1,336,1,6-10,5 or less,5 or less,603,10,15,10,35,1,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.25
336_3,336,3,6-10,5 or less,5 or less,603,10,15,10,35,3,Other,Secondary,Certificate,Male,45 or older,0,Yes,,Yes,,3.0,3.0,Other,Secondary,Certificate,In the 1990s,Male,45 or older,0.0,Authorised absence (permision/leave),,,1,1.0,Tanzania-2014,0.25
336_2,336,2,6-10,5 or less,5 or less,603,10,15,10,35,2,Nurse,Primary,Certificate,0,45 or older,Yes,0,Sickness/maternity,Yes,,2.0,2.0,Nurse,Primary,Certificate,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.25
336_4,336,4,6-10,5 or less,5 or less,603,10,15,10,35,4,Other,Secondary,Certificate,0,25-34,Yes,0,Intership,Yes,,4.0,4.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.25
337_3,337,3,5 or less,5 or less,5 or less,602,6,21,8,38,3,Other,Secondary,Certificate,Male,25-34,0,Yes,,Yes,,3.0,3.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Laboratory/investigations/X-ray,Yes,1,1.0,Tanzania-2014,0.0
337_1,337,1,5 or less,5 or less,5 or less,602,6,21,8,38,1,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Doctor,Post-Secondary,Advanced,In the 1990s,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
337_2,337,2,5 or less,5 or less,5 or less,602,6,21,8,38,2,Nurse,Secondary,Certificate,0,35-44,0,Yes,,Yes,,2.0,2.0,Nurse,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Looking for information/teaching,0.0,1,1.0,Tanzania-2014,0.0
338_3,338,3,6-10,5 or less,5 or less,601,11,22,11,58,3,Other,Primary,None,Male,45 or older,0,Yes,,Yes,,3.0,3.0,Other,Primary,None,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
338_1,338,1,6-10,5 or less,5 or less,601,11,22,11,58,1,Clinical Officer,Secondary,Certificate,Male,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Certificate,After 2000,Male,35-44,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.0
338_2,338,2,6-10,5 or less,5 or less,601,11,22,11,58,2,Other,Secondary,Certificate,Male,45 or older,0,Yes,,Yes,,2.0,2.0,Other,Secondary,Certificate,After 2000,Male,45 or older,Yes,,Laboratory/investigations/X-ray,Yes,1,1.0,Tanzania-2014,0.0
338_4,338,4,6-10,5 or less,5 or less,601,11,22,11,58,4,Other,Primary,None,0,45 or older,0,Yes,,Yes,,4.0,4.0,Other,Primary,None,In the 1990s,Male,45 or older,Yes,,Looking for information/teaching,Yes,1,1.0,Tanzania-2014,0.0
339_46,339,46,Over 50,Over 50,Over 5,603,8,20,9,0,46,Other,Primary,Certificate,Male,25-34,0,0,Sickness/maternity,No,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_38,339,38,Over 50,Over 50,Over 5,603,8,20,9,0,38,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_44,339,44,Over 50,Over 50,Over 5,603,8,20,9,0,44,Other,Secondary,Certificate,0,Younger than 25,0,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_16,339,16,Over 50,Over 50,Over 5,603,8,20,9,0,16,Other,Secondary,Certificate,Male,35-44,0,Yes,,Yes,,8.0,16.0,Other,Secondary,Certificate,In the 1990s,Male,35-44,Yes,,Laboratory/investigations/X-ray,Yes,1,1.0,Tanzania-2014,0.4
339_42,339,42,Over 50,Over 50,Over 5,603,8,20,9,0,42,Other,Primary,Certificate,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_26,339,26,Over 50,Over 50,Over 5,603,8,20,9,0,26,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_5,339,5,Over 50,Over 50,Over 5,603,8,20,9,0,5,Doctor,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_35,339,35,Over 50,Over 50,Over 5,603,8,20,9,0,35,Other,Primary,Certificate,0,45 or older,0,0,Outreach,Yes,,9.0,35.0,Other,Primary,Certificate,After 2000,0.0,45 or older,Yes,,Looking for information/teaching,Yes,1,1.0,Tanzania-2014,0.4
339_3,339,3,Over 50,Over 50,Over 5,603,8,20,9,0,3,Doctor,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_28,339,28,Over 50,Over 50,Over 5,603,8,20,9,0,28,Other,Secondary,Certificate,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,4.0,28.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
339_48,339,48,Over 50,Over 50,Over 5,603,8,20,9,0,48,Other,Primary,None,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_6,339,6,Over 50,Over 50,Over 5,603,8,20,9,0,6,Doctor,Secondary,Diploma,0,35-44,Yes,0,Authorised absence (permision/leave),Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_4,339,4,Over 50,Over 50,Over 5,603,8,20,9,0,4,Doctor,Secondary,Diploma,Male,35-44,Yes,0,Official mission,Yes,,10.0,4.0,Doctor,Secondary,Diploma,In the 1990s,Male,35-44,0.0,Official mission,,,1,1.0,Tanzania-2014,0.4
339_17,339,17,Over 50,Over 50,Over 5,603,8,20,9,0,17,Other,Secondary,Certificate,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_37,339,37,Over 50,Over 50,Over 5,603,8,20,9,0,37,Other,Secondary,Certificate,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_47,339,47,Over 50,Over 50,Over 5,603,8,20,9,0,47,Doctor,Secondary,Certificate,0,45 or older,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_9,339,9,Over 50,Over 50,Over 5,603,8,20,9,0,9,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,Sickness/maternity,No,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_41,339,41,Over 50,Over 50,Over 5,603,8,20,9,0,41,Other,Primary,Certificate,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_13,339,13,Over 50,Over 50,Over 5,603,8,20,9,0,13,Nurse,Secondary,Certificate,0,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_22,339,22,Over 50,Over 50,Over 5,603,8,20,9,0,22,Other,Secondary,Certificate,Male,45 or older,0,Yes,,Yes,,3.0,22.0,Other,Secondary,Certificate,After 2000,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
339_25,339,25,Over 50,Over 50,Over 5,603,8,20,9,0,25,Nurse,Secondary,Diploma,0,45 or older,0,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_27,339,27,Over 50,Over 50,Over 5,603,8,20,9,0,27,Other,Secondary,Certificate,0,35-44,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_43,339,43,Over 50,Over 50,Over 5,603,8,20,9,0,43,Other,Primary,None,Male,45 or older,0,0,Sickness/maternity,Yes,,6.0,43.0,Other,Primary,None,In the 1990s,Male,45 or older,0.0,Sickness/maternity,,,1,1.0,Tanzania-2014,0.4
339_15,339,15,Over 50,Over 50,Over 5,603,8,20,9,0,15,Nurse,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,2.0,15.0,Nurse,Secondary,Diploma,After 2000,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.4
339_12,339,12,Over 50,Over 50,Over 5,603,8,20,9,0,12,Nurse,Secondary,Certificate,0,45 or older,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_49,339,49,Over 50,Over 50,Over 5,603,8,20,9,0,49,Other,Primary,Certificate,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_50,339,50,Over 50,Over 50,Over 5,603,8,20,9,0,50,Other,Primary,None,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_18,339,18,Over 50,Over 50,Over 5,603,8,20,9,0,18,Other,Secondary,Certificate,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_7,339,7,Over 50,Over 50,Over 5,603,8,20,9,0,7,Doctor,Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_39,339,39,Over 50,Over 50,Over 5,603,8,20,9,0,39,Other,Secondary,Certificate,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_11,339,11,Over 50,Over 50,Over 5,603,8,20,9,0,11,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_14,339,14,Over 50,Over 50,Over 5,603,8,20,9,0,14,Nurse,Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_31,339,31,Over 50,Over 50,Over 5,603,8,20,9,0,31,Other,Secondary,None,0,45 or older,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_8,339,8,Over 50,Over 50,Over 5,603,8,20,9,0,8,Clinical Officer,Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_32,339,32,Over 50,Over 50,Over 5,603,8,20,9,0,32,Other,Secondary,Certificate,Male,25-34,0,Yes,,Yes,,7.0,32.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.4
339_2,339,2,Over 50,Over 50,Over 5,603,8,20,9,0,2,Doctor,Secondary,Diploma,0,45 or older,Yes,0,Authorised absence (permision/leave),Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_30,339,30,Over 50,Over 50,Over 5,603,8,20,9,0,30,Other,Secondary,None,Male,45 or older,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_21,339,21,Over 50,Over 50,Over 5,603,8,20,9,0,21,Other,Secondary,Diploma,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_29,339,29,Over 50,Over 50,Over 5,603,8,20,9,0,29,Other,Secondary,Certificate,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_40,339,40,Over 50,Over 50,Over 5,603,8,20,9,0,40,Other,Secondary,Certificate,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_34,339,34,Over 50,Over 50,Over 5,603,8,20,9,0,34,Other,Primary,Certificate,0,45 or older,0,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_45,339,45,Over 50,Over 50,Over 5,603,8,20,9,0,45,Other,Secondary,Certificate,0,25-34,0,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_36,339,36,Over 50,Over 50,Over 5,603,8,20,9,0,36,Other,Secondary,Certificate,Male,45 or older,0,Yes,,Yes,,1.0,36.0,Other,Secondary,Certificate,In the 1990s,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.4
339_23,339,23,Over 50,Over 50,Over 5,603,8,20,9,0,23,Nurse,Secondary,Diploma,0,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_10,339,10,Over 50,Over 50,Over 5,603,8,20,9,0,10,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_24,339,24,Over 50,Over 50,Over 5,603,8,20,9,0,24,Nurse,Secondary,Diploma,Male,45 or older,0,0,Official mission,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_20,339,20,Over 50,Over 50,Over 5,603,8,20,9,0,20,Other,Secondary,Diploma,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_1,339,1,Over 50,Over 50,Over 5,603,8,20,9,0,1,Doctor,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Tanzania-2014,0.4
339_33,339,33,Over 50,Over 50,Over 5,603,8,20,9,0,33,Other,Secondary,Certificate,Male,25-34,0,Yes,,Yes,,5.0,33.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.4
339_19,339,19,Over 50,Over 50,Over 5,603,8,20,9,0,19,Other,Secondary,Diploma,Male,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Tanzania-2014,0.4
34_3,34,3,6-10,5 or less,5 or less,701,13,30,13,42,3,Other,Secondary,Certificate,0,45 or older,Yes,Yes,,Yes,Yes,3.0,3.0,Other,Secondary,Certificate,In the 1990s,0.0,45 or older,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.33333334
34_2,34,2,6-10,5 or less,5 or less,701,13,30,13,42,2,Other,Post-Secondary,Certificate,Male,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Other,Post-Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1,1.0,Tanzania-2014,0.33333334
34_1,34,1,6-10,5 or less,5 or less,701,13,30,13,42,1,Clinical Officer,Post-Secondary,Certificate,Male,25-34,Yes,0,Collecting salary,Yes,,1.0,1.0,Clinical Officer,Post-Secondary,Certificate,After 2000,Male,25-34,0.0,Official mission,,,1,1.0,Tanzania-2014,0.33333334
340_24,340,24,11-50,11-50,5 or less,602,9,35,9,58,24,Other,Secondary,Certificate,0,35-44,0,Yes,,Yes,,9.0,24.0,Other,Secondary,Certificate,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Tanzania-2014,0.3
340_17,340,17,11-50,11-50,5 or less,602,9,35,9,58,17,Other,Primary,None,0,45 or older,0,0,Intership,Yes,,1.0,17.0,Other,Primary,None,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,Yes,1,1.0,Tanzania-2014,0.3
340_18,340,18,11-50,11-50,5 or less,602,9,35,9,58,18,Other,Secondary,Certificate,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Tanzania-2014,0.3
