country,facility_id,abs_prob,abs_wt,act_a,admin1,admin3,admin4,admin5,admin6,adultscale_a,adultscale_b,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,autoclave_a,autoclave_b,azithromycin_a,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,cefixime_a,ceftriaxone2_a,childscale_a,childscale_b,contraceptive_a,cotrimoxazole3_a,depo_a,dryheat_a,dryheat_b,expired_drugs,faccomputer_b,facility_level,facmobile_b,fansidar_a,final_wt,folic_a,fridge_tempmon,gentamycin_a,glucometer_a,glucometer_b,has_antibiotics,has_anticonvuls,has_autosyringe,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_implants,has_iuds,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_sharps,has_vaccarrier,has_weights,hivtest_a,hivtest_b,incinerator_a,incinerator_b,indmobile1_b,infantscale_a,infantscale_b,internet_b,ipw,irona_a,magsulf_a,measles_vac,methasone_a,metronidazole_a,microscope_a,microscope_b,misoprostol_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_med,num_nonmed,num_outpatient,ors_a,oxytocin_a,pentavalent_vac,phone_b,pneumococ_vac,polio_vac,publicprivate,radio_b,rdt_a,rdt_b,ruralurban,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,tbtest_a,tbtest_b,thermometer_a,thermometer_b,urinetest_a,urinetest_b,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,zinctabs_a
Uganda-2013,250,1.0,6.556007,At least one observed (not expired),5,404,3,6,102.0,Yes (Observed),No,Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),6.556007,At least one observed (not expired),Yes,Not recommended at given facility level,No,,No,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,6.556007,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Never available,Not recommended at given facility level,No,,Not available today,At least one observed (not expired),Not recommended at given facility level,Yes (Observed),Yes (Not Observed),50 or less,5 or less,5 or less,2001-3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,1.0,6.556007,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,251,0.6666667,9.83401,At least one observed (not expired),5,404,3,6,135.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Not available today,Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Not available today,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,Yes (Observed),Never available,6.556007,At least one observed (not expired),Yes,At least one observed (not expired),Yes,Yes,Yes,Yes,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,6.556007,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),No,At least one observed (not expired),Never available,Not available today,Yes (Observed),Yes (Observed),Over 50,6-10,5 or less,501-1000,Not available today,At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.33333334,19.66802,At least one observed (not expired),Never available
Uganda-2013,252,0.6666667,8.623703,At least one observed (not expired),5,404,3,7,85.0,Yes (Observed),Yes (Observed),Never available,Never available,Never available,Never available,No,,Never available,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,,No,Health Center,No,At least one observed (not expired),5.749135,At least one observed (not expired),,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),No,5.749135,At least one observed (not expired),Never available,Not available today,Never available,Never available,No,,Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,6-10,5 or less,2001-3000,At least one observed (not expired),At least one observed (not expired),Not available today,No,Not available today,Not available today,Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,0.33333334,17.247406,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,253,0.6666667,8.623703,At least one observed (not expired),5,404,3,7,126.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Never available,Never available,No,,Never available,Not available today,Never available,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,,No,Health Post,No,At least one observed (not expired),5.749135,At least one observed (not expired),,Never available,No,,Yes,No,No,No,Yes (Observed),1,Yes,,Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,5.749135,At least one observed (not expired),Never available,Not available today,Never available,Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Not Observed),50 or less,5 or less,5 or less,0-500,Not available today,Not available today,Not available today,No,Never available,Not available today,Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,0.6666667,8.623703,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,254,0.33333334,27.849636,At least one observed (not expired),5,407,3,2,95.0,Yes (Observed),Yes (Observed),Not available today,Never available,Never available,Never available,No,,Never available,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,,No,Health Post,No,At least one observed (not expired),9.283212,Not available today,,At least one observed (not expired),No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,No,Yes,Yes,Yes,No,No,No,Yes (Observed),No,1,Yes,Yes,No,,No,No,,No,9.283212,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),No,,50 or less,5 or less,5 or less,0-500,At least one observed (not expired),Never available,Never available,No,Never available,Never available,Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,No,,0.33333334,27.849636,Not available today,Not available today
Uganda-2013,255,0.5,8.5279045,At least one observed (not expired),5,407,3,5,123.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Yes,No,Health Center,No,At least one observed (not expired),4.2639523,At least one observed (not expired),Yes,At least one observed (not expired),No,,Yes,Yes,No,Yes,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,No,Yes (Observed),Yes (Not Observed),No,4.2639523,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,6-10,5 or less,2001-3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.2,21.319761,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,256,1.0,5.2201676,At least one observed (not expired),5,407,3,8,180.0,No,,Never available,At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,No,,Never available,Never available,Not available today,Not recommended at given facility level,Never available,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,,No,Health Post,No,At least one observed (not expired),5.2201676,At least one observed (not expired),,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,No,Yes,Yes,Yes,No,No,No,Yes (Observed),No,1,Yes,,No,,No,No,,No,5.2201676,At least one observed (not expired),Never available,Never available,Never available,Never available,No,,Never available,Never available,Not available today,No,,50 or less,5 or less,5 or less,Over 3000,At least one observed (not expired),Never available,Never available,No,Never available,Never available,Public,No,Yes,Yes,Rural,No,,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,1.0,5.2201676,At least one observed (not expired),Not available today
Uganda-2013,257,0.6,8.700279,At least one observed (not expired),5,407,3,8,236.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Not recommended at given facility level,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),Not available today,At least one observed (not expired),Not available today,Not available today,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),5.2201676,At least one observed (not expired),Yes,At least one observed (not expired),No,,Yes,Yes,No,No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,Yes (Observed),Yes (Observed),No,5.2201676,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Not recommended at given facility level,No,,At least one observed (not expired),Not available today,Not available today,Yes (Observed),Yes (Observed),Over 50,6-10,5 or less,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes,Yes,0.3,17.400558,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,258,0.5,11.448305,At least one observed (not expired),5,407,3,9,195.0,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Not Observed),No,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),5.7241526,At least one observed (not expired),Yes,At least one observed (not expired),No,,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,No,,No,Yes (Observed),Yes (Observed),No,5.7241526,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Over 50,11-50,5 or less,2001-3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.25,22.89661,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,259,1.0,13.773755,At least one observed (not expired),5,409,1,1,140.0,Yes (Observed),Yes (Observed),Never available,Never available,Not recommended at given facility level,Never available,No,,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,Not recommended at given facility level,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,Not available today,13.773755,At least one observed (not expired),Yes,Never available,No,,No,No,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,13.773755,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Never available,Never available,No,,Never available,Not recommended at given facility level,Not recommended at given facility level,No,,50 or less,5 or less,5 or less,2001-3000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,1.0,13.773755,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,26,1.0,1.390919,At least one observed (not expired),1,113,1,5,269.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Never available,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),1.390919,At least one observed (not expired),Yes,At least one observed (not expired),No,,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,1.390919,At least one observed (not expired),Never available,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Never available,Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.33333334,4.172757,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,260,0.115384616,119.37255,At least one observed (not expired),5,409,1,1,176.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,Yes (Observed),Hospital,Yes (Observed),At least one observed (not expired),13.773755,At least one observed (not expired),Yes,Not available today,Yes,Yes,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Yes,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),13.773755,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),No,,Over 50,11-50,Over 5,Over 3000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,At least one observed (not expired),Private,No,No,,Rural,Yes (Observed),Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.07692308,179.0588,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,261,0.25,55.09502,At least one observed (not expired),5,409,1,1,303.0,Yes (Observed),Yes (Observed),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Never available,Yes (Observed),No,Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,Not available today,13.773755,At least one observed (not expired),Yes,Not recommended at given facility level,No,,No,No,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,13.773755,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,No,,No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,0.25,55.09502,At least one observed (not expired),Not available today
Uganda-2013,262,0.4,40.748024,At least one observed (not expired),5,409,1,2,122.0,Yes (Observed),Yes (Observed),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Never available,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),16.29921,At least one observed (not expired),Yes,Not recommended at given facility level,No,,Yes,No,Yes (Observed),No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,16.29921,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Not recommended at given facility level,Never available,No,,Never available,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),No,50 or less,5 or less,5 or less,501-1000,At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,No,0.4,40.748024,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,263,1.0,16.29921,Available but not observed (not expired),5,409,1,2,192.0,No,,Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Never available,Never available,Never available,At least one observed (not expired),Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,,No,Health Post,No,Never available,16.29921,At least one observed (not expired),,Not recommended at given facility level,No,,Yes,No,No,No,Yes (Observed),1,Yes,,Yes,No,Yes,Yes,Yes,No,No,No,Yes (Observed),No,1,No,,No,,No,No,,No,16.29921,At least one observed (not expired),Not recommended at given facility level,Never available,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Never available,Never available,No,,50 or less,5 or less,5 or less,1001-2000,Available but not observed (not expired),Never available,Never available,No,Never available,Never available,Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),No,No,,No,,1.0,16.29921,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,264,0.6666667,24.448814,At least one observed (not expired),5,409,1,2,192.0,Yes (Observed),Yes (Observed),Never available,Never available,Never available,Never available,No,,Not recommended at given facility level,At least one observed (not expired),Never available,At least one observed (all expired),Not recommended at given facility level,Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),16.29921,At least one observed (not expired),Yes,Never available,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,16.29921,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Never available,Never available,No,,Not recommended at given facility level,Not recommended at given facility level,Never available,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,0.33333334,48.89763,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,265,1.0,16.29921,At least one observed (not expired),5,409,1,2,192.0,Yes (Observed),Yes (Observed),Never available,Not recommended at given facility level,Not recommended at given facility level,Never available,No,,Never available,Not available today,Never available,Not available today,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),16.29921,At least one observed (not expired),,Not recommended at given facility level,No,,No,No,Yes (Observed),No,No,1,Yes,Not available,Yes,No,Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,16.29921,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Not recommended at given facility level,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Never available,Not available today,No,Never available,Not available today,Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes,Yes,0.25,65.19684,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,266,0.6666667,24.448814,At least one observed (not expired),5,409,1,2,301.0,Yes (Observed),Yes (Observed),Never available,Never available,Never available,Never available,No,,Not available today,At least one observed (not expired),Not available today,Not available today,Not recommended at given facility level,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Post,No,At least one observed (not expired),16.29921,At least one observed (not expired),Yes,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,16.29921,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),Never available,Never available,No,,Not recommended at given facility level,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,5 or less,5 or less,1001-2000,At least one observed (not expired),Not recommended at given facility level,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,Yes,No,0.33333334,48.89763,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,267,1.0,8.179641,At least one observed (not expired),5,411,1,1,106.0,No,,Never available,Never available,Never available,Never available,No,,Never available,Not available today,Never available,Not available today,Never available,Never available,Never available,No,,At least one observed (not expired),Not available today,At least one observed (not expired),No,,Yes,No,Health Post,No,Not available today,8.179641,At least one observed (not expired),,Never available,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,No,Yes,Yes,Yes,No,No,No,No,No,1,No,,No,,No,No,,No,8.179641,At least one observed (not expired),Never available,Not available today,Never available,Never available,No,,Never available,Never available,Never available,No,,Over 50,5 or less,5 or less,1001-2000,At least one observed (not expired),Never available,Not available today,No,Never available,Not available today,Public,No,Yes,No,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,,No,,No,Yes,0.5,16.359282,At least one observed (not expired),Not available today
Uganda-2013,268,0.5555556,23.922234,At least one observed (not expired),5,411,1,2,116.0,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Never available,No,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Available but not observed (not expired),At least one observed (not expired),Never available,No,,Yes,No,Health Center,No,At least one observed (not expired),13.29013,At least one observed (not expired),Yes,At least one observed (not expired),Yes,Yes,Yes,Yes,No,No,No,1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,No,Yes (Observed),1,Yes,Yes,No,,No,No,,No,13.29013,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),Over 50,6-10,5 or less,1001-2000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,At least one observed (not expired),Private,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.33333334,39.870388,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,269,0.5,26.58026,At least one observed (not expired),5,411,1,2,200.0,No,,Never available,Never available,Not available today,Never available,No,,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Yes,No,Health Center,No,At least one observed (not expired),13.29013,Not available today,Yes,Not available today,Yes,Yes,Yes,Yes,Yes (Observed),No,Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes,Yes,No,,No,No,,No,13.29013,Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Not Observed),Over 50,6-10,5 or less,Over 3000,Not available today,Not available today,At least one observed (not expired),No,Never available,At least one observed (not expired),Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes,Yes,Yes (Observed),Yes (Observed),Yes,Yes,Yes,No,0.3,44.30043,At least one observed (not expired),At least one observed (not expired)
Uganda-2013,27,1.0,2.9011467,At least one observed (not expired),1,113,1,11,196.0,No,,Never available,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,No,,Never available,Not available today,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Never available,Not recommended at given facility level,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,,No,Health Post,No,At least one observed (not expired),2.9011467,At least one observed (not expired),,Not available today,No,,Yes,No,Yes (Observed),No,Yes (Observed),1,Yes,,Yes,No,Yes,Yes,Yes,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,,No,No,,No,2.9011467,At least one observed (not expired),Not recommended at given facility level,Not available today,Not recommended at given facility level,Not available today,No,,Not recommended at given facility level,Not recommended at given facility level,Not recommended at given facility level,Yes (Observed),Yes (Observed),Over 50,5 or less,5 or less,2001-3000,At least one observed (not expired),Not recommended at given facility level,Not available today,No,Never available,Not available today,Public,No,Yes,Yes,Rural,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),No,No,,No,,0.25,11.604587,At least one observed (not expired),At least one observed (not expired)
