survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_nonmed,num_staff,provider_activity,provider_age1,provider_cadre1,provider_cadre2,provider_educ1,provider_male1,provider_male2,provider_mededuc1,provider_present1,provider_present2,salary_delay
Togo-2013_19_18,Togo-2013,19_18,19,18,0.9,,,,On-call,1.0,1,Yes,Over 5,11-50,,35-44,Other,Other,Primary,Female,Female,Certificate,Yes,No,
Togo-2013_19_11,Togo-2013,19_11,19,11,0.9,,,Authorized absence,Authorized absence,1.0,1,No,Over 5,11-50,,45 or older,Other,Other,Secondary,Female,Female,Diploma,No,No,
Togo-2013_19_15,Togo-2013,19_15,19,15,0.9,,,On-call,,,1,Yes,Over 5,11-50,,35-44,Other,,Primary,Female,,Certificate,No,,
Togo-2013_19_16,Togo-2013,19_16,19,16,0.9,,,Authorized absence,Internal organization for day,1.0,1,Yes,Over 5,11-50,,45 or older,Other,Other,Primary,Female,Female,Certificate,No,No,
Togo-2013_19_6,Togo-2013,19_6,19,6,0.9,,,"Training, seminar or meeting",,,1,Yes,Over 5,11-50,,45 or older,Nurse,,Secondary,Female,,Diploma,No,,
Togo-2013_19_2,Togo-2013,19_2,19,2,0.9,,,"Training, seminar or meeting",,,1,Yes,Over 5,11-50,,35-44,Clinical Officer,,Post-Secondary,Male,,Advanced,No,,
Togo-2013_2_1,Togo-2013,2_1,2,1,0.5,,,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,No,
Togo-2013_2_2,Togo-2013,2_2,2,2,0.5,,,,,1.0,1,Yes,5 or less,5 or less,6.0,Younger than 25,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_20_6,Togo-2013,20_6,20,6,0.5555556,,,,"Training, seminar or meeting",1.0,1,Yes,5 or less,11-50,,25-34,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_20_8,Togo-2013,20_8,20,8,0.5555556,,,,,1.0,1,Yes,5 or less,11-50,Discussion with colleagues or staff meeting,45 or older,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_20_2,Togo-2013,20_2,20,2,0.5555556,,,,,1.0,1,No,5 or less,11-50,6.0,35-44,Nurse,Nurse,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_20_7,Togo-2013,20_7,20,7,0.5555556,,,Authorized absence,On-call,1.0,1,Yes,5 or less,11-50,,25-34,Other,Other,Secondary,Female,Female,None,No,No,
Togo-2013_20_4,Togo-2013,20_4,20,4,0.5555556,,,Internal organization for day,,1.0,1,Yes,5 or less,11-50,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,No,Yes,No
Togo-2013_20_1,Togo-2013,20_1,20,1,0.5555556,,,,Sick or on maternity leave,1.0,1,Yes,5 or less,11-50,,45 or older,Nurse,Nurse,Secondary,Female,Female,Diploma,Yes,No,
Togo-2013_20_5,Togo-2013,20_5,20,5,0.5555556,,,,Authorized absence,1.0,1,Yes,5 or less,11-50,,25-34,Nurse,Nurse,Secondary,Male,Male,None,Yes,No,
Togo-2013_20_9,Togo-2013,20_9,20,9,0.5555556,,,,,1.0,1,No,5 or less,11-50,Discussion with colleagues or staff meeting,25-34,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_20_3,Togo-2013,20_3,20,3,0.5555556,,,On-call,"Training, seminar or meeting",1.0,1,Yes,5 or less,11-50,,25-34,Other,Other,Secondary,Female,Female,Diploma,No,No,
Togo-2013_21_1,Togo-2013,21_1,21,1,1.0,,,,Internal organization for day,1.0,1,Yes,5 or less,5 or less,,45 or older,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_22_2,Togo-2013,22_2,22,2,1.0,,,Official mission,Official mission,1.0,1,Yes,5 or less,5 or less,,35-44,Doctor,Doctor,Post-Secondary,Male,Male,Advanced,No,No,
Togo-2013_22_3,Togo-2013,22_3,22,3,1.0,,,Official mission,Official mission,1.0,1,No,5 or less,5 or less,,25-34,Other,Other,Secondary,Male,Male,Diploma,No,No,
Togo-2013_22_1,Togo-2013,22_1,22,1,1.0,,NE SAIT PAS,,Internal organization for day,1.0,1,Yes,5 or less,5 or less,,35-44,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,No,
Togo-2013_23_5,Togo-2013,23_5,23,5,0.5,,,On-call,Unauthorized absence,1.0,1,Yes,5 or less,11-50,,35-44,Other,Other,Secondary,Female,Female,Diploma,No,No,
Togo-2013_23_9,Togo-2013,23_9,23,9,0.5,,,Sick or on maternity leave,Authorized absence,1.0,1,No,5 or less,11-50,,25-34,Nurse,Nurse,Primary,Female,Female,None,No,No,
Togo-2013_23_4,Togo-2013,23_4,23,4,0.5,,,,,1.0,1,Yes,5 or less,11-50,Paperwork,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_23_8,Togo-2013,23_8,23,8,0.5,,,,Unauthorized absence,1.0,1,No,5 or less,11-50,,25-34,Nurse,Nurse,Secondary,Female,Female,None,Yes,No,
Togo-2013_23_1,Togo-2013,23_1,23,1,0.5,,,,Internal organization for day,1.0,1,Yes,5 or less,11-50,,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_23_10,Togo-2013,23_10,23,10,0.5,,,,,1.0,1,No,5 or less,11-50,Discussion with colleagues or staff meeting,25-34,Other,Other,Post-Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_23_7,Togo-2013,23_7,23,7,0.5,,,On-call,,1.0,1,Yes,5 or less,11-50,Looking for information or teaching,25-34,Other,Other,Secondary,Female,Female,None,No,Yes,No
Togo-2013_23_3,Togo-2013,23_3,23,3,0.5,,,"Training, seminar or meeting",,1.0,1,Yes,5 or less,11-50,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,No,Yes,No
Togo-2013_23_2,Togo-2013,23_2,23,2,0.5,,,,,1.0,1,Yes,5 or less,11-50,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_23_6,Togo-2013,23_6,23,6,0.5,,,Sick or on maternity leave,Authorized absence,1.0,1,Yes,5 or less,11-50,,25-34,Other,Other,Primary,Female,Female,None,No,No,
Togo-2013_24_5,Togo-2013,24_5,24,5,0.16666667,,,,Authorized absence,1.0,1,No,5 or less,6-10,,25-34,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_24_1,Togo-2013,24_1,24,1,0.16666667,,,,,1.0,1,Yes,5 or less,6-10,With patient,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_24_6,Togo-2013,24_6,24,6,0.16666667,,,,,1.0,1,No,5 or less,6-10,6.0,25-34,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_24_4,Togo-2013,24_4,24,4,0.16666667,,,,,1.0,1,No,5 or less,6-10,"Laboratory, investigations, or x-ray",45 or older,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_24_2,Togo-2013,24_2,24,2,0.16666667,,,,,1.0,1,Yes,5 or less,6-10,With patient,25-34,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_24_3,Togo-2013,24_3,24,3,0.16666667,,,,,1.0,1,Yes,5 or less,6-10,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_25_1,Togo-2013,25_1,25,1,1.0,,,,Internal organization for day,1.0,1,Yes,5 or less,5 or less,,45 or older,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,No,
Togo-2013_25_3,Togo-2013,25_3,25,3,1.0,,,,Internal organization for day,1.0,1,No,5 or less,5 or less,,45 or older,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_25_2,Togo-2013,25_2,25,2,1.0,,,,Internal organization for day,1.0,1,Yes,5 or less,5 or less,,Younger than 25,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_26_1,Togo-2013,26_1,26,1,0.33333334,,,,Official mission,1.0,1,Yes,5 or less,5 or less,,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_26_3,Togo-2013,26_3,26,3,0.33333334,,,,,1.0,1,No,5 or less,5 or less,6.0,45 or older,Other,Other,Secondary,Male,Male,None,Yes,Yes,No
Togo-2013_26_2,Togo-2013,26_2,26,2,0.33333334,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_27_5,Togo-2013,27_5,27,5,0.8,,,,Unauthorized absence,1.0,1,No,5 or less,6-10,,45 or older,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_27_3,Togo-2013,27_3,27,3,0.8,,,On-call,Unauthorized absence,1.0,1,Yes,5 or less,6-10,,35-44,Other,Other,Secondary,Female,Female,None,No,No,
Togo-2013_27_1,Togo-2013,27_1,27,1,0.8,,,,"Training, seminar or meeting",1.0,1,Yes,5 or less,6-10,,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_27_4,Togo-2013,27_4,27,4,0.8,,,,,1.0,1,No,5 or less,6-10,6.0,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_27_2,Togo-2013,27_2,27,2,0.8,,,,On-call,1.0,1,Yes,5 or less,6-10,,35-44,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_28_1,Togo-2013,28_1,28,1,0.5,,,,Internal organization for day,1.0,1,Yes,5 or less,5 or less,,45 or older,Doctor,Doctor,Post-Secondary,Male,Male,,Yes,No,
Togo-2013_28_2,Togo-2013,28_2,28,2,0.5,,,,,1.0,1,No,5 or less,5 or less,"Laboratory, investigations, or x-ray",35-44,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_29_1,Togo-2013,29_1,29,1,0.5,,,Official mission,Internal organization for day,1.0,1,Yes,5 or less,11-50,,45 or older,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,No,No,
Togo-2013_29_15,Togo-2013,29_15,29,15,0.5,,,,,,1,No,5 or less,11-50,,45 or older,Other,,Primary,Male,,Certificate,Yes,,
Togo-2013_29_3,Togo-2013,29_3,29,3,0.5,,,,,,1,Yes,5 or less,11-50,,25-34,Clinical Officer,,Post-Secondary,Female,,Advanced,Yes,,
Togo-2013_29_4,Togo-2013,29_4,29,4,0.5,,,"Training, seminar or meeting",Official mission,1.0,1,No,5 or less,11-50,,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,No,No,
Togo-2013_29_13,Togo-2013,29_13,29,13,0.5,,,,,1.0,1,No,5 or less,11-50,Discussion with colleagues or staff meeting,45 or older,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_29_17,Togo-2013,29_17,29,17,0.5,,,,Internal organization for day,1.0,1,No,5 or less,11-50,"Laboratory, investigations, or x-ray",25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_29_14,Togo-2013,29_14,29,14,0.5,,,,,,1,No,5 or less,11-50,,45 or older,Other,,Post-Secondary,Male,,,Yes,,
Togo-2013_29_7,Togo-2013,29_7,29,7,0.5,,,On-call,On-call,1.0,1,Yes,5 or less,11-50,,Younger than 25,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,No,No,
Togo-2013_29_16,Togo-2013,29_16,29,16,0.5,,,,Internal organization for day,1.0,1,No,5 or less,11-50,,35-44,Other,Other,Secondary,Male,Male,None,Yes,No,
Togo-2013_29_11,Togo-2013,29_11,29,11,0.5,,,On-call,,,1,No,5 or less,11-50,,35-44,Other,,Secondary,Female,,None,No,,
Togo-2013_29_9,Togo-2013,29_9,29,9,0.5,,,,,,1,Yes,5 or less,11-50,,25-34,Other,,Secondary,Female,,None,Yes,,
Togo-2013_29_2,Togo-2013,29_2,29,2,0.5,,,,,1.0,1,Yes,5 or less,11-50,Discussion with colleagues or staff meeting,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_29_10,Togo-2013,29_10,29,10,0.5,,,,,1.0,1,No,5 or less,11-50,With patient,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_29_5,Togo-2013,29_5,29,5,0.5,,,,,1.0,1,No,5 or less,11-50,With patient,45 or older,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_29_6,Togo-2013,29_6,29,6,0.5,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,5 or less,11-50,,Younger than 25,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,No,No,
Togo-2013_29_8,Togo-2013,29_8,29,8,0.5,,,,,,1,Yes,5 or less,11-50,,35-44,Other,,Secondary,Female,,Diploma,Yes,,
Togo-2013_29_12,Togo-2013,29_12,29,12,0.5,,,,,,1,No,5 or less,11-50,,25-34,Other,,Secondary,Female,,None,Yes,,
Togo-2013_3_2,Togo-2013,3_2,3,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_3_1,Togo-2013,3_1,3,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,Yes,No
Togo-2013_30_1,Togo-2013,30_1,30,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_30_2,Togo-2013,30_2,30,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_31_1,Togo-2013,31_1,31,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,45 or older,Nurse,Nurse,Post-Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_31_3,Togo-2013,31_3,31,3,0.0,,,,,1.0,1,No,5 or less,5 or less,6.0,35-44,Other,Other,Secondary,Female,Female,None,Yes,Yes,Yes
Togo-2013_31_2,Togo-2013,31_2,31,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,35-44,Other,Other,Primary,Female,Female,None,Yes,Yes,Yes
Togo-2013_32_1,Togo-2013,32_1,32,1,1.0,,,,Authorized absence,1.0,1,Yes,5 or less,6-10,,45 or older,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,Yes,No,
Togo-2013_32_7,Togo-2013,32_7,32,7,1.0,,,,Authorized absence,1.0,1,No,5 or less,6-10,,25-34,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_32_6,Togo-2013,32_6,32,6,1.0,,,,Authorized absence,1.0,1,Yes,5 or less,6-10,,25-34,Nurse,Nurse,Secondary,Female,Female,Diploma,Yes,No,
Togo-2013_32_8,Togo-2013,32_8,32,8,1.0,,,,Authorized absence,1.0,1,No,5 or less,6-10,,25-34,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_32_4,Togo-2013,32_4,32,4,1.0,,,,Authorized absence,1.0,1,Yes,5 or less,6-10,,35-44,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,Yes,No,
Togo-2013_32_5,Togo-2013,32_5,32,5,1.0,,,,Authorized absence,1.0,1,Yes,5 or less,6-10,,45 or older,Nurse,Nurse,Secondary,Female,Female,Diploma,Yes,No,
Togo-2013_32_3,Togo-2013,32_3,32,3,1.0,,,Authorized absence,Authorized absence,1.0,1,Yes,5 or less,6-10,,45 or older,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,No,No,
Togo-2013_32_2,Togo-2013,32_2,32,2,1.0,,,Authorized absence,Authorized absence,1.0,1,Yes,5 or less,6-10,,45 or older,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,No,No,
Togo-2013_32_9,Togo-2013,32_9,32,9,1.0,,,,Authorized absence,1.0,1,No,5 or less,6-10,,25-34,Other,Other,Secondary,Female,Female,None,Yes,No,
Togo-2013_33_1,Togo-2013,33_1,33,1,0.33333334,,,,Official mission,1.0,1,Yes,5 or less,5 or less,,35-44,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_33_3,Togo-2013,33_3,33,3,0.33333334,,,,,1.0,1,No,5 or less,5 or less,With patient,45 or older,Other,Other,Primary,Male,Male,None,Yes,Yes,No
Togo-2013_33_2,Togo-2013,33_2,33,2,0.33333334,,,,,1.0,1,Yes,5 or less,5 or less,With patient,45 or older,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_34_2,Togo-2013,34_2,34,2,0.14285715,,,Authorized absence,Authorized absence,1.0,1,Yes,5 or less,6-10,,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,No,No,
Togo-2013_34_7,Togo-2013,34_7,34,7,0.14285715,,,,,1.0,1,No,5 or less,6-10,Discussion with colleagues or staff meeting,45 or older,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_34_4,Togo-2013,34_4,34,4,0.14285715,,,,,1.0,1,No,5 or less,6-10,With patient,45 or older,Other,Other,Primary,Female,Female,None,Yes,Yes,No
Togo-2013_34_5,Togo-2013,34_5,34,5,0.14285715,,,,,1.0,1,No,5 or less,6-10,Discussion with colleagues or staff meeting,45 or older,Other,Other,Primary,Male,Male,None,Yes,Yes,No
Togo-2013_34_6,Togo-2013,34_6,34,6,0.14285715,,,,,1.0,1,No,5 or less,6-10,"Laboratory, investigations, or x-ray",25-34,Other,Other,Post-Secondary,Male,Male,,Yes,Yes,No
Togo-2013_34_3,Togo-2013,34_3,34,3,0.14285715,,,,,1.0,1,Yes,5 or less,6-10,With patient,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_34_1,Togo-2013,34_1,34,1,0.14285715,,,Official mission,,1.0,1,Yes,5 or less,6-10,With patient,35-44,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,No,Yes,No
Togo-2013_35_3,Togo-2013,35_3,35,3,0.2,,,,,1.0,1,Yes,5 or less,5 or less,With patient,45 or older,Other,Other,Primary,Female,Female,Certificate,Yes,Yes,No
Togo-2013_35_4,Togo-2013,35_4,35,4,0.2,,,,,1.0,1,No,5 or less,5 or less,With patient,45 or older,Other,Other,Primary,Male,Male,Certificate,Yes,Yes,No
Togo-2013_35_1,Togo-2013,35_1,35,1,0.2,,,,,1.0,1,Yes,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,Nurse,Nurse,Primary,Male,Male,Certificate,Yes,Yes,No
Togo-2013_35_2,Togo-2013,35_2,35,2,0.2,,,,"Training, seminar or meeting",1.0,1,Yes,5 or less,5 or less,,25-34,Other,Other,Secondary,Female,Female,Diploma,Yes,No,
Togo-2013_35_5,Togo-2013,35_5,35,5,0.2,,,,,1.0,1,No,5 or less,5 or less,6.0,Younger than 25,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_36_12,Togo-2013,36_12,36,12,0.5,,,,,1.0,1,No,Over 5,11-50,With patient,35-44,Other,Other,Secondary,Female,Female,None,Yes,Yes,No
Togo-2013_36_5,Togo-2013,36_5,36,5,0.5,,,,,1.0,1,Yes,Over 5,11-50,With patient,25-34,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,Yes,Yes,No
Togo-2013_36_11,Togo-2013,36_11,36,11,0.5,,,,,,1,Yes,Over 5,11-50,,25-34,Other,,Secondary,Female,,Diploma,Yes,,
Togo-2013_36_7,Togo-2013,36_7,36,7,0.5,,,On-call,,,1,Yes,Over 5,11-50,,25-34,Nurse,,Post-Secondary,Male,,Advanced,No,,
Togo-2013_36_9,Togo-2013,36_9,36,9,0.5,,,,On-call,1.0,1,Yes,Over 5,11-50,,35-44,Other,Other,Primary,Male,Male,Certificate,Yes,No,
Togo-2013_36_6,Togo-2013,36_6,36,6,0.5,,,,Official mission,1.0,1,No,Over 5,11-50,,35-44,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_36_8,Togo-2013,36_8,36,8,0.5,,,Authorized absence,,,1,Yes,Over 5,11-50,,35-44,Nurse,,Primary,Male,,Certificate,No,,
Togo-2013_36_10,Togo-2013,36_10,36,10,0.5,,,,On-call,1.0,1,No,Over 5,11-50,,35-44,Other,Other,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_36_2,Togo-2013,36_2,36,2,0.5,,,,Official mission,1.0,1,Yes,Over 5,11-50,,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,Yes,No,
Togo-2013_36_14,Togo-2013,36_14,36,14,0.5,,,On-call,Official mission,1.0,1,No,Over 5,11-50,,35-44,Other,Other,Secondary,Male,Male,None,No,No,
Togo-2013_36_4,Togo-2013,36_4,36,4,0.5,,,,,1.0,1,Yes,Over 5,11-50,With patient,35-44,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,Yes,Yes,No
Togo-2013_36_13,Togo-2013,36_13,36,13,0.5,,,,,,1,No,Over 5,11-50,,35-44,Other,,Secondary,Male,,None,Yes,,
Togo-2013_36_3,Togo-2013,36_3,36,3,0.5,,,On-call,,1.0,1,Yes,Over 5,11-50,With patient,35-44,Nurse,Nurse,Post-Secondary,Male,Male,Advanced,No,Yes,No
Togo-2013_36_1,Togo-2013,36_1,36,1,0.5,,,Official mission,,1.0,1,Yes,Over 5,11-50,"Laboratory, investigations, or x-ray",45 or older,Doctor,Doctor,Post-Secondary,Male,Male,Advanced,No,Yes,No
Togo-2013_37_3,Togo-2013,37_3,37,3,0.0,,,,,1.0,1,No,5 or less,5 or less,Paperwork,25-34,Other,Other,Primary,Female,Female,Certificate,Yes,Yes,No
Togo-2013_37_2,Togo-2013,37_2,37,2,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,25-34,Other,Other,Primary,Female,Female,Certificate,Yes,Yes,No
Togo-2013_37_1,Togo-2013,37_1,37,1,0.0,,,,,1.0,1,Yes,5 or less,5 or less,With patient,35-44,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_38_17,Togo-2013,38_17,38,17,0.6,,,,,,1,No,Over 5,Over 50,,25-34,Other,,Primary,Male,,Certificate,Yes,,
Togo-2013_38_23,Togo-2013,38_23,38,23,0.6,,,,,,1,No,Over 5,Over 50,,35-44,Other,,Post-Secondary,Male,,Diploma,Yes,,
Togo-2013_38_13,Togo-2013,38_13,38,13,0.6,,,,,,1,Yes,Over 5,Over 50,,45 or older,Nurse,,Post-Secondary,Female,,Advanced,Yes,,
Togo-2013_38_1,Togo-2013,38_1,38,1,0.6,,,Official mission,,,1,Yes,Over 5,Over 50,,35-44,Doctor,,Post-Secondary,Male,,Advanced,No,,
Togo-2013_38_14,Togo-2013,38_14,38,14,0.6,,,,,,1,No,Over 5,Over 50,,35-44,Nurse,,Secondary,Male,,Diploma,Yes,,
Togo-2013_38_22,Togo-2013,38_22,38,22,0.6,,,,,1.0,1,No,Over 5,Over 50,Discussion with colleagues or staff meeting,35-44,Other,Other,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_38_19,Togo-2013,38_19,38,19,0.6,,,,,,1,No,Over 5,Over 50,,25-34,Other,,Primary,Male,,Certificate,Yes,,
Togo-2013_38_25,Togo-2013,38_25,38,25,0.6,,,,,,1,No,Over 5,Over 50,,25-34,Other,,Secondary,Female,,Diploma,Yes,,
Togo-2013_38_20,Togo-2013,38_20,38,20,0.6,,,,,1.0,1,No,Over 5,Over 50,Discussion with colleagues or staff meeting,35-44,Other,Other,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_38_6,Togo-2013,38_6,38,6,0.6,,,,,,1,Yes,Over 5,Over 50,,35-44,Other,,Secondary,Female,,Diploma,Yes,,
Togo-2013_38_16,Togo-2013,38_16,38,16,0.6,,,,,,1,No,Over 5,Over 50,,45 or older,Other,,Primary,Female,,Certificate,Yes,,
Togo-2013_38_10,Togo-2013,38_10,38,10,0.6,,,Sick or on maternity leave,,1.0,1,Yes,Over 5,Over 50,With patient,45 or older,Other,Other,Primary,Female,Female,Certificate,No,Yes,No
Togo-2013_38_8,Togo-2013,38_8,38,8,0.6,,,,,,1,Yes,Over 5,Over 50,,45 or older,Other,,Primary,Female,,Certificate,Yes,,
Togo-2013_38_15,Togo-2013,38_15,38,15,0.6,,,,,,1,No,Over 5,Over 50,,35-44,Nurse,,Secondary,Male,,Diploma,Yes,,
Togo-2013_38_7,Togo-2013,38_7,38,7,0.6,,,Official mission,,,1,Yes,Over 5,Over 50,,35-44,Other,,Primary,Female,,Certificate,No,,
Togo-2013_38_24,Togo-2013,38_24,38,24,0.6,,,,,,1,No,Over 5,Over 50,,45 or older,Other,,Secondary,Male,,Diploma,Yes,,
Togo-2013_38_21,Togo-2013,38_21,38,21,0.6,,,,Official mission,1.0,1,No,Over 5,Over 50,,45 or older,Other,Other,Secondary,Male,Male,Diploma,Yes,No,
Togo-2013_38_9,Togo-2013,38_9,38,9,0.6,,,,,,1,Yes,Over 5,Over 50,,45 or older,Other,,Primary,Female,,Certificate,Yes,,
Togo-2013_38_18,Togo-2013,38_18,38,18,0.6,,,,,1.0,1,No,Over 5,Over 50,With patient,45 or older,Other,Other,Secondary,Male,Male,Diploma,Yes,Yes,No
Togo-2013_38_5,Togo-2013,38_5,38,5,0.6,,,Official mission,"Training, seminar or meeting",1.0,1,Yes,Over 5,Over 50,,35-44,Nurse,Nurse,Post-Secondary,Female,Female,Advanced,No,No,
Togo-2013_38_2,Togo-2013,38_2,38,2,0.6,,,Unauthorized absence,Authorized absence,1.0,1,Yes,Over 5,Over 50,,35-44,Doctor,Doctor,Post-Secondary,Male,Male,Advanced,No,No,
Togo-2013_38_12,Togo-2013,38_12,38,12,0.6,,,,,,1,Yes,Over 5,Over 50,,35-44,Nurse,,Post-Secondary,Male,,Advanced,Yes,,
Togo-2013_38_11,Togo-2013,38_11,38,11,0.6,,,,On-call,1.0,1,Yes,Over 5,Over 50,,45 or older,Other,Other,Primary,Female,Female,Certificate,Yes,No,
Togo-2013_38_4,Togo-2013,38_4,38,4,0.6,,,Official mission,"Training, seminar or meeting",1.0,1,Yes,Over 5,Over 50,,25-34,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,No,No,
Togo-2013_38_3,Togo-2013,38_3,38,3,0.6,,,Official mission,"Training, seminar or meeting",1.0,1,Yes,Over 5,Over 50,,35-44,Clinical Officer,Clinical Officer,Post-Secondary,Male,Male,Advanced,No,No,
Togo-2013_39_2,Togo-2013,39_2,39,2,1.0,,,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,,35-44,Other,Other,Primary,Female,Female,Certificate,Yes,No,
Togo-2013_39_3,Togo-2013,39_3,39,3,1.0,,,,Unauthorized absence,1.0,1,No,5 or less,5 or less,,25-34,Other,Other,Primary,Female,Female,None,Yes,No,
Togo-2013_39_1,Togo-2013,39_1,39,1,1.0,,,,Unauthorized absence,1.0,1,Yes,5 or less,5 or less,,45 or older,Nurse,Nurse,Secondary,Male,Male,Diploma,Yes,No,
Togo-2013_4_3,Togo-2013,4_3,4,3,0.2,,,,,1.0,1,Yes,5 or less,6-10,Discussion with colleagues or staff meeting,Younger than 25,Other,Other,Secondary,Female,Female,Diploma,Yes,Yes,No
Togo-2013_4_2,Togo-2013,4_2,4,2,0.2,,,,,1.0,1,No,5 or less,6-10,Paperwork,35-44,Other,Other,Secondary,Male,Male,Diploma,Yes,Yes,No
