country,facility_id,act_a,admin1,admin2,adultscale_a,amoxicillin1_a,aspirin_a,bcg_vac,childscale_a,cotrimoxazole3_a,does_vaccines,dpt_vac,extencilline_a,eyescope_a,facility_level,facmobile_a,glucometer_a,glucose_a,has_facility,indmobile1_a,ipw,measles_vac,mebendazole_a,metronidazole_a,microscope_a,num_med,num_nonmed,obstetric_a,ors_a,paracetamol3_a,pentavalent_vac,pharm_records,phone_a,polio_vac,procaine_a,publicprivate,quinine_a,ringers_a,ruralurban,saline_a,sphgmeter_a,stethoscope_a,tetanus_vac,tetracycline_a,thermometer_a,vaccine_store1,yellowfev_vac
Senegal-2010,99,At least one observed (not expired),1,4,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Not available today,Yes,At least one observed (not expired),Not available today,Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,5.420559,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),5 or less,5 or less,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,100,At least one observed (not expired),10,38,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,Yes (Observed),Yes,At least one observed (not expired),1,No,5.2620616,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Never available,Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,101,At least one observed (not expired),6,21,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,9.125443,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),6-10,Over 5,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,102,At least one observed (not expired),6,23,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),5.210792,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,103,At least one observed (not expired),4,14,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Not available today,Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,No,Not available today,1,Yes (Observed),17.662157,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),Not available today,Not available today,At least one observed (not expired),Yes,No,At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Rural,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,104,At least one observed (not expired),10,38,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Not available today,Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,5.2620616,At least one observed (not expired),Not available today,At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,105,At least one observed (not expired),1,4,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,Yes (Observed),No,At least one observed (not expired),1,No,5.420559,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Never available,Public,At least one observed (not expired),Never available,Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,106,At least one observed (not expired),6,21,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),9.125443,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Not available today,Rural,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,107,At least one observed (not expired),2,6,Yes (Observed),At least one observed (not expired),At least one observed (not expired),,No,At least one observed (not expired),Yes,,At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),15.538471,,At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),,Yes,No,,At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),,Not available today,Yes (Observed),No,
Senegal-2010,108,At least one observed (not expired),4,12,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),23.973309,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,Over 5,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,109,At least one observed (not expired),10,35,Yes (Observed),At least one observed (not expired),At least one observed (not expired),,Yes (Observed),At least one observed (not expired),Yes,,At least one observed (not expired),Yes (Observed),Health Center,Yes (Observed),No,At least one observed (not expired),1,No,57.903713,,At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),Not available today,At least one observed (not expired),,Yes,No,,At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),,Not available today,Yes (Observed),No,
Senegal-2010,110,At least one observed (not expired),2,6,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,Yes (Observed),Yes,At least one observed (not expired),1,No,15.538471,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,111,At least one observed (not expired),2,5,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,No,4.2759876,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,No,Not available today,At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,112,At least one observed (not expired),3,8,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),5.8988733,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,113,At least one observed (not expired),2,5,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,No,4.2759876,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,No,Not available today,At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,114,At least one observed (not expired),10,34,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),Not available today,Yes,Not available today,At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),4.883962,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,Over 5,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Yes,No,Not available today,Never available,Public,At least one observed (not expired),At least one observed (not expired),Urban,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,115,At least one observed (not expired),10,32,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,Yes (Observed),Yes,At least one observed (not expired),1,No,34.693897,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,11-50,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,116,At least one observed (not expired),3,9,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),41.199512,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,117,At least one observed (not expired),3,11,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,10.685952,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,118,Not available today,7,24,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),15.78849,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,119,Not available today,1,3,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Not available today,Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),4.118316,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),11-50,5 or less,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Urban,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,120,At least one observed (not expired),4,15,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,Yes (Observed),No,At least one observed (not expired),1,No,9.083515,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,Over 5,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Never available,Public,At least one observed (not expired),At least one observed (not expired),Urban,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),No,Yes,At least one observed (not expired)
Senegal-2010,121,At least one observed (not expired),1,1,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,Never available,1,No,4.428247,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Never available,Urban,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,122,At least one observed (not expired),8,28,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,No,At least one observed (not expired),1,Yes (Observed),35.632526,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Not available today,Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,123,At least one observed (not expired),1,4,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Not available today,Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,No,5.420559,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,11-50,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),Never available,Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,124,At least one observed (not expired),4,16,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,No,At least one observed (not expired),1,Yes (Observed),5.8721647,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,125,At least one observed (not expired),10,37,Yes (Observed),At least one observed (not expired),At least one observed (not expired),,Yes (Observed),Not available today,Yes,,Never available,No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),14.711594,,At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),Never available,At least one observed (not expired),,Yes,No,,Not available today,Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),,At least one observed (not expired),Yes (Observed),No,
Senegal-2010,126,At least one observed (not expired),6,20,Yes (Observed),At least one observed (not expired),Never available,At least one observed (not expired),No,At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),17.828136,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,127,At least one observed (not expired),5,17,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),6.934945,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,128,At least one observed (not expired),10,34,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,4.883962,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,129,At least one observed (not expired),6,23,Yes (Observed),At least one observed (not expired),Never available,At least one observed (not expired),No,At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,5.7917,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,130,At least one observed (not expired),9,30,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),Never available,No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),35.099323,At least one observed (not expired),At least one observed (not expired),Not available today,No,5 or less,5 or less,Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Never available,Public,At least one observed (not expired),At least one observed (not expired),Rural,Never available,Yes (Observed),Yes (Observed),Not available today,Not available today,Yes (Observed),Yes,Not available today
Senegal-2010,131,At least one observed (not expired),9,31,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,No,5.005709,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,Over 5,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,132,At least one observed (not expired),5,17,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,No,11.863829,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,Over 5,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),4,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,133,At least one observed (not expired),1,4,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,Yes (Observed),No,Never available,1,No,5.420559,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,No,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),Never available,Public,Never available,Never available,Urban,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,134,Not available today,1,4,No,At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),5.420559,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,No,Not available today,At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,135,At least one observed (not expired),7,24,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),6.7639503,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Urban,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,136,At least one observed (not expired),7,24,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),No,Health Center,No,No,At least one observed (not expired),1,Yes (Observed),15.78849,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,137,At least one observed (not expired),7,25,Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Health Center,No,Yes,At least one observed (not expired),1,No,33.1509,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,5 or less,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,138,At least one observed (not expired),9,31,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Yes (Observed),At least one observed (not expired),Yes,Not available today,At least one observed (not expired),No,Health Center,No,Yes,At least one observed (not expired),1,Yes (Observed),20.285822,Not available today,At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),At least one observed (not expired),Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,139,At least one observed (not expired),6,23,Yes (Observed),Not available today,Not available today,At least one observed (not expired),Yes (Observed),At least one observed (not expired),Yes,Not available today,At least one observed (not expired),Yes (Observed),Health Center,No,No,At least one observed (not expired),1,Yes (Observed),5.210792,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,6-10,5 or less,Yes (Observed),At least one observed (not expired),Not available today,Not available today,Yes,No,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Not available today,Rural,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes,At least one observed (not expired)
Senegal-2010,140,At least one observed (not expired),1,3,No,At least one observed (not expired),Not available today,At least one observed (not expired),No,At least one observed (not expired),Yes,At least one observed (not expired),Never available,No,Health Center,No,Yes,At least one observed (not expired),1,No,4.118316,,At least one observed (not expired),At least one observed (not expired),No,11-50,5 or less,Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,Yes (Observed),,Never available,Public,At least one observed (not expired),At least one observed (not expired),Urban,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Yes (Observed),Yes,
