country,facility_id,abs_fpc,abs_wt,act_a,admin1,admin2,adultscale_a,adultscale_b,adultscale_d,airway_a,airway_b,airway_d,amitriptyline_a,amoxicillin1_a,amoxicillin3_a,ampicillin2_a,ampicillin_a,artesunate_a,asphyxia_fpc,asphyxia_wt,atenolol_a,autoclave_a,autoclave_b,azithromycin_a,bagmask_a,bagmask_b,bagmask_d,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,captopril_a,cefixime2_a,cefixime_a,ceftriaxone_a,childscale_a,childscale_b,childscale_d,ciproflox_a,cotrimoxazole1_a,depo_a,diabetes_fpc,diabetes_wt,diarrhea_fpc,diarrhea_wt,diazepam1b_a,diclofenac_a,dryheat_a,dryheat_b,fac_fpc,faccomputer_a,facility_level,facmobile_a,fansidar_a,folic_a,fridge_power,fridge_poweroth,fridge_temp,fridge_temptodate,gentamycin_a,glibenclam_a,has_alcohol,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_delivery,has_dispsyringe,has_facility,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_vaccarrier,has_weights,incinerator_a,incinerator_b,indcomputer_a,indmobile1_a,infantscale_a,infantscale_b,infantscale_d,internet_a,ipw,irona_a,ironb_a,ironfolic_a,magsulf_a,malaria_fpc,malaria_wt,measles_vac,methasone_a,metronidazole_a,misoprostol_a,nacl_a,nifedipine1_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,omeprazole_a,ors_a,oxytocin_a,paracetamol1_a,paracetamol3_a,pentavalent_vac,phone_a,pneumococ_vac,pneumonia_fpc,pneumonia_wt,polio_vac,pph_fpc,pph_wt,publicprivate,rdt_a,ruralurban,salbutamol_a,simvastatin_a,sphgmeter_a,sphgmeter_b,sphgmeter_d,steamer_a,steamer_b,stethoscope_a,stethoscope_b,stethoscope_d,tb_fpc,tb_wt,tetanus_vac,thermometer_a,thermometer_b,thermometer_d,vaccine_store1,vaccine_store2,vign15_fpc,vign67_fpc,vitamina_a,zinctabs_a
Togo-2013,59,1.0,50.719864,At least one observed (not expired),5,501,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,33.813244,Never available,No,,Never available,No,,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,33.813244,0.5,33.813244,At least one observed (not expired),At least one observed (not expired),No,,0.23880596,No,Health Post,No,At least one observed (not expired),At least one observed (not expired),Electrical grid,,2.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,No,Yes (Observed),No,Facility,No,16.906622,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,0.5,33.813244,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.5,33.813244,At least one observed (not expired),0.5,33.813244,Public,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,33.813244,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,0.5,At least one observed (not expired),Not available today
Togo-2013,6,1.0,47.43677,At least one observed (not expired),4,403,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,11.859193,Never available,No,,Never available,No,,,Not available today,At least one observed (not expired),Never available,Never available,Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,23.718386,0.5,23.718386,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,Never available,Never available,,,,,At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,,Yes,Yes (Observed),Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,11.859193,Never available,Never available,At least one observed (not expired),Never available,0.5,23.718386,Not available today,Never available,Never available,Never available,Never available,Never available,Never available,No,,50 or less,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,No,Never available,0.5,23.718386,Not available today,1.0,11.859193,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,23.718386,Not available today,Yes (Observed),Yes (Observed),Facility,No,Yes,0.5,1.0,At least one observed (not expired),Never available
Togo-2013,60,1.0,16.547836,At least one observed (not expired),5,501,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,3.3095672,Never available,No,,Never available,No,,,At least one observed (not expired),Not available today,Never available,Never available,Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6666667,4.9643507,0.6666667,4.9643507,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.21064301,No,Health Post,No,Not available today,Never available,Electrical grid,,,,Not available today,Never available,Yes,Yes,No,Yes (Observed),No,No,Yes (Observed),1,Not functioning,No,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,3.3095672,Never available,Never available,At least one observed (not expired),Never available,0.6666667,4.9643507,At least one observed (not expired),Not available today,Not available today,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Over 50,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),No,Never available,0.6666667,4.9643507,At least one observed (not expired),1.0,3.3095672,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.6666667,4.9643507,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.6666667,1.0,At least one observed (not expired),Never available
Togo-2013,61,1.0,25.600117,At least one observed (not expired),5,501,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,6.400029,Never available,No,,Never available,No,,,Available but not observed (not expired),Not available today,Not available today,At least one observed (not expired),Never available,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Individual,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,12.800058,0.5,12.800058,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,Not available today,Not available today,,,,,Not available today,Never available,Yes,Yes,Yes,Yes (Observed),No,Yes,Yes (Observed),1,,Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),No,Facility,No,6.400029,Not available today,Not available today,Not available today,Never available,0.5,12.800058,Available but not observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Not available today,Never available,Never available,No,,50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Available but not observed (not expired),No,Never available,0.5,12.800058,Available but not observed (not expired),1.0,6.400029,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,12.800058,Available but not observed (not expired),Yes (Observed),Yes (Observed),Facility,No,Yes,0.5,1.0,Never available,Never available
Togo-2013,62,1.0,7.8266387,At least one observed (not expired),5,501,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,3.9133193,Never available,No,,Never available,No,,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Not available today,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),Not available today,0.5,7.8266387,0.5,7.8266387,At least one observed (not expired),Not available today,No,,0.21064301,No,Health Post,No,At least one observed (all expired),Never available,Electrical grid,,5.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),Yes (Observed),Facility,No,3.9133193,Never available,Never available,At least one observed (not expired),Never available,0.5,7.8266387,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,At least one observed (not expired),Never available,Never available,No,,50 or less,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.5,7.8266387,At least one observed (not expired),1.0,3.9133193,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,7.8266387,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,1.0,At least one observed (not expired),Never available
Togo-2013,63,0.6666667,160.23819,At least one observed (not expired),5,501,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.42857143,20.771616,Never available,No,,Never available,No,,,At least one observed (not expired),Not available today,Never available,Not available today,Not available today,Never available,Never available,Not available today,Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),At least one observed (not expired),0.2857143,31.157425,0.2857143,31.157425,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),0.36619717,No,Health Center,No,At least one observed (all expired),Never available,Electrical grid,,2.0,Yes (Observed),At least one observed (not expired),Not available today,Yes,Yes,No,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),No,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),Yes (Observed),Facility,No,8.902122,Never available,Never available,At least one observed (not expired),Never available,0.2857143,31.157425,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Not available today,Never available,Never available,No,,50 or less,501-1000,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.2857143,31.157425,At least one observed (not expired),0.42857143,20.771616,Public,Yes,Rural,Not available today,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.2857143,31.157425,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.2857143,0.42857143,Never available,At least one observed (all expired)
Togo-2013,64,1.0,37.287083,At least one observed (not expired),5,501,Yes (Observed),No,Facility,Yes (Observed),No,Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),1.0,4.143009,Never available,Yes (Observed),No,Never available,Yes (Observed),No,Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,8.286018,0.5,8.286018,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.36619717,Yes (Observed),Health Center,No,At least one observed (not expired),At least one observed (not expired),Electrical grid,,3.0,Yes (Observed),Not available today,Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,No,Yes (Observed),No,Facility,No,4.143009,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,8.286018,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),No,,Over 50,1001-2000,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.5,8.286018,At least one observed (not expired),1.0,4.143009,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,8.286018,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,Yes,0.5,1.0,Not available today,Never available
Togo-2013,65,1.0,167.53722,At least one observed (not expired),1,101,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),0.4,38.07664,Never available,No,,Never available,No,,,Never available,Never available,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.2,76.15328,0.2,76.15328,Never available,Not available today,Yes (Observed),Yes (Observed),0.32,No,Health Center,No,At least one observed (all expired),At least one observed (not expired),Electrical grid,,3.0,Yes (Observed),Never available,Never available,Yes,Yes,No,Yes (Observed),Yes,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,No,No,No,No,Yes (Observed),Yes (Observed),1,Yes (Observed),No,Yes (Observed),Yes (Observed),Yes (Observed),No,Facility,No,15.230657,Never available,At least one observed (not expired),At least one observed (not expired),Never available,0.2,76.15328,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,No,,50 or less,501-1000,Never available,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.2,76.15328,At least one observed (not expired),0.4,38.07664,Public,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.2,76.15328,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.2,0.4,At least one observed (not expired),Never available
Togo-2013,66,1.0,151.06836,At least one observed (not expired),1,101,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),0.6666667,25.17806,Never available,No,,Never available,No,,,Never available,Not available today,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),Never available,0.6666667,25.17806,0.6666667,25.17806,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.32,Yes (Observed),Health Center,No,At least one observed (not expired),At least one observed (not expired),Electrical grid,,3.0,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes,Yes,No,Yes (Observed),Yes,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),No,No,No,No,No,Yes (Observed),Yes (Observed),1,No,,No,Yes (Observed),No,,,No,16.785374,Never available,At least one observed (not expired),At least one observed (not expired),Never available,0.6666667,25.17806,Never available,At least one observed (not expired),Never available,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,50 or less,501-1000,Never available,Never available,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Never available,0.6666667,25.17806,Never available,0.6666667,25.17806,Private,No,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.6666667,25.17806,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.6666667,0.6666667,Never available,Never available
Togo-2013,67,0.4,67.052635,At least one observed (not expired),1,102,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.33206832,4.120902,Never available,No,,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.23719165,5.7692633,0.23719165,5.7692633,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.7307692,Yes (Observed),Health Center,No,Not available today,At least one observed (not expired),Electrical grid,,4.0,No,At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),Yes,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,Yes (Observed),Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,No,1.3684211,Never available,At least one observed (not expired),At least one observed (not expired),Never available,0.23719165,5.7692633,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,Over 50,Over 3000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.23719165,5.7692633,Not available today,0.33206832,4.120902,Public,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.23719165,5.7692633,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.23719165,0.33206832,At least one observed (not expired),Never available
Togo-2013,68,1.0,22.997429,At least one observed (not expired),1,102,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,Not available today,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.75,4.3804626,Never available,Yes (Observed),Yes (Observed),Not available today,No,,,Never available,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,Not available today,No,,,At least one observed (not expired),Not available today,At least one observed (not expired),0.75,4.3804626,0.75,4.3804626,Not available today,Not available today,No,,0.32,Yes (Observed),Health Center,Yes (Observed),Not available today,Not available today,,,,,At least one observed (all expired),Never available,Yes,Yes,No,No,No,No,No,1,,Yes,No,No,Yes,No,No,No,No,No,1,No,,No,No,Yes (Observed),Yes (Observed),Facility,Yes (Observed),3.285347,Not available today,Not available today,Not available today,Never available,0.75,4.3804626,Never available,At least one observed (all expired),At least one observed (not expired),Never available,Not available today,Never available,Not available today,No,,50 or less,0-500,Never available,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Never available,0.75,4.3804626,Never available,0.75,4.3804626,Private,No,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.75,4.3804626,Never available,Yes (Observed),Yes (Observed),Facility,No,No,0.75,0.75,Never available,Never available
Togo-2013,7,1.0,20.782742,At least one observed (not expired),4,403,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.75,4.6183867,Never available,No,,Never available,No,,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Never available,Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.5,6.9275804,0.5,6.9275804,At least one observed (not expired),At least one observed (not expired),No,,0.21064301,No,Health Post,No,At least one observed (all expired),Never available,Solar panel,,5.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,No,No,No,Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,Yes (Observed),Yes (Observed),Facility,No,3.4637902,Never available,Never available,At least one observed (not expired),Never available,0.5,6.9275804,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),50 or less,501-1000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.5,6.9275804,At least one observed (not expired),0.75,4.6183867,Public,Yes,Rural,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.5,6.9275804,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.5,0.75,At least one observed (not expired),At least one observed (not expired)
Togo-2013,71,0.4,65.68421,At least one observed (not expired),1,102,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.35612535,3.8425264,Never available,No,,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.21367522,6.4042106,0.21367522,6.4042106,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.7307692,Yes (Observed),Hospital,No,Not available today,At least one observed (not expired),Electrical grid,,6.0,Yes (Observed),At least one observed (not expired),Never available,Yes,Yes,Yes,Yes (Observed),Yes,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,Yes (Observed),Yes (Observed),No,No,No,,,Yes (Observed),1.3684211,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,0.21367522,6.4042106,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Over 50,Over 3000,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.21367522,6.4042106,At least one observed (not expired),0.35612535,3.8425264,Public,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.21367522,6.4042106,At least one observed (not expired),No,,,Yes,,0.21367522,0.35612535,At least one observed (not expired),Never available
Togo-2013,73,0.6,35.57895,At least one observed (not expired),1,102,Yes (Observed),Yes (Observed),Facility,No,,,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.6,2.2807016,Not available today,No,,At least one observed (not expired),No,,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.4,3.4210527,0.4,3.4210527,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.7307692,No,Health Center,No,Not available today,At least one observed (not expired),Electrical grid,,4.0,Yes (Observed),At least one observed (not expired),At least one observed (not expired),Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes (Observed),Yes (Observed),1,No,,Yes (Observed),No,Yes (Observed),Yes (Observed),Facility,Yes (Observed),1.3684211,Never available,At least one observed (not expired),At least one observed (not expired),Never available,0.4,3.4210527,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,No,,50 or less,Over 3000,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,Never available,0.4,3.4210527,At least one observed (not expired),0.6,2.2807016,Private,No,Urban,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.4,3.4210527,At least one observed (not expired),No,,,Yes,,0.4,0.6,At least one observed (not expired),Never available
Togo-2013,74,0.4,173.56837,At least one observed (not expired),1,103,Yes (Observed),Yes (Observed),Facility,Yes (Observed),Yes (Observed),Facility,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),0.18115942,20.385052,At least one observed (not expired),No,,At least one observed (not expired),No,,,At least one observed (not expired),Not available today,Never available,Not available today,At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Not available today,At least one observed (not expired),At least one observed (not expired),0.14492753,25.481316,0.14492753,25.481316,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),0.32,Yes (Observed),Health Center,No,Not available today,At least one observed (not expired),Electrical grid,,7.0,Yes (Observed),At least one observed (not expired),Not available today,Yes,Yes,Yes,Yes (Observed),No,No,Yes (Observed),1,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,No,Yes (Observed),1,No,,No,No,Yes (Observed),Yes (Observed),Facility,Yes (Observed),3.692944,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,0.14492753,25.481316,At least one observed (not expired),Not available today,Not available today,Never available,Not available today,At least one observed (not expired),Not available today,Yes (Observed),Yes (Observed),Over 50,Over 3000,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Never available,0.14492753,25.481316,Not available today,0.18115942,20.385052,Public,Yes,Urban,Not available today,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,0.14492753,25.481316,At least one observed (not expired),Yes (Observed),Yes (Observed),Facility,Yes,,0.14492753,0.18115942,At least one observed (not expired),Not available today
Togo-2013,75,1.0,44.31533,At least one observed (not expired),1,103,Yes (Observed),Yes (Observed),Facility,No,,,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Not available today,Not available today,1.0,3.692944,Never available,No,,Never available,No,,,Never available,Never available,Never available,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Not available today,No,,,At least one observed (not expired),At least one observed (not expired),Never available,1.0,3.692944,1.0,3.692944,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),0.32,No,Health Center,No,Not available today,Not available today,,,,,At least one observed (not expired),At least one observed (all expired),Yes,Yes,No,No,No,No,Yes (Observed),1,,No,No,No,No,No,No,No,Yes (Observed),No,1,No,,Yes (Observed),No,Yes (Observed),No,Facility,Yes (Observed),3.692944,At least one observed (not expired),At least one observed (not expired),Not available today,Never available,1.0,3.692944,Never available,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Not available today,At least one observed (not expired),No,,50 or less,0-500,Not available today,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Never available,1.0,3.692944,Never available,1.0,3.692944,Private,Yes,Urban,Never available,Never available,Yes (Observed),Yes (Observed),Facility,No,,Yes (Observed),Yes (Observed),Facility,1.0,3.692944,Never available,Yes (Observed),Yes (Observed),Facility,No,No,1.0,1.0,Never available,Never available
