country,facility_id,abs_prob,abs_wt,act_a,act_b,admin1,admin2,admin4,adultscale_a,adultscale_b,adultscale_c,airway_a,airway_b,airway_c,albendazole_a,albendazole_b,amitriptyline_a,amitriptyline_b,amoxicillin1_a,amoxicillin1_b,amoxicillin3_a,amoxicillin3_b,ampicillin_a,ampicillin_b,artesunate_a,artesunate_b,atenolol_a,atenolol_b,autoclave_a,autoclave_b,autoclave_c,azithromycin_a,azithromycin_b,bagmask_a,bagmask_b,bagmask_c,bcg_vac,benzathine_a,benzathine_b,benzylpenicillin_a,benzylpenicillin_b,calgluc_a,calgluc_b,captopril_a,captopril_b,cefixime_a,cefixime_b,ceftriaxone_a,ceftriaxone_b,childscale_a,childscale_b,childscale_c,ciproflox_a,ciproflox_b,contraceptive_a,contraceptive_b,cotrimoxazole3_a,cotrimoxazole3_b,depo_a,depo_b,diazepam1a_a,diazepam1a_b,diclofenac_a,diclofenac_b,does_vaccines,dpt_vac,dryheat_a,dryheat_b,dryheat_c,ethambutol_a,ethambutol_b,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,fansidar_b,final_wt,folic_a,folic_b,fridge_power,fridge_temp,fridge_tempmon,gentamycin_a,gentamycin_b,glibenclam_a,glibenclam_b,glucometer_a,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_births,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_length,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_tapemeasure,has_vaccarrier,has_weights,hepb_vac,hivtest_a,hypoglycemic_a,hypoglycemic_b,incinerator_a,incinerator_b,incinerator_c,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,infantscale_c,insulin_a,insulin_b,internet_a,internet_b,ipw,irona_a,irona_b,ironfolic_a,ironfolic_b,isoniazid_a,isoniazid_b,m0s0q0,magsulf_a,magsulf_b,measles_vac,mebendazole_a,mebendazole_b,methasone_a,methasone_b,metronidazole_a,metronidazole_b,misoprostol_a,misoprostol_b,morphine_a,morphine_b,nacl_a,nacl_b,nifedipine2_a,nifedipine2_b,nonelectric_a,nonelectric_b,nonelectric_c,num_births,num_outpatient,omeprazole_a,omeprazole_b,ors_a,ors_b,oxytocin_a,oxytocin_b,paracetamol3_a,paracetamol3_b,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,pyrazinam_a,pyrazinam_b,radio_a,radio_b,rdt_a,rifampicin_a,rifampicin_b,ruralurban,salbutamol_a,salbutamol_b,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,simvastatin_b,sphgmeter_a,sphgmeter_b,sphgmeter_c,steamer_a,steamer_b,steamer_c,stethoscope_a,stethoscope_b,stethoscope_c,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,thermometer_c,treat_guidelines,treat_observed,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,vitamina_b,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a,zinctabs_b
Tanzania-2016,436,0.71428573,2.4479125,At least one observed (not expired),Form as stated,19,6,352,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,Never available,,No,,,Not available today,,No,,,,At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,No,,No,,,Never available,,No,,Health Post,No,,Never available,,1.7485089,Never available,,,,,At least one observed (not expired),Form as stated,Never available,,Yes,,,,Yes,No,,,1,No,,Yes,,Yes,No,,,,,,Yes,,1,,Yes,Not available today,,,,,Yes,Yes,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),,Never available,,No,,1.7485089,Never available,,Never available,,Never available,,Questionnaire filalized,Never available,,,Not available today,,Never available,,At least one observed (not expired),Other,Never available,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,No,,,,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,,Yes (Observed),Yes (Observed),,,Private,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,No,,Yes (Observed),Yes (Observed),,Yes,Yes,,,0.25,6.9940357,Never available,,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,437,1.0,7.900684,Not available today,,19,6,181,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,Never available,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Yes,At least one observed (all expired),No,,,At least one observed (not expired),Form as stated,No,,Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,7.900684,Not available today,,Gas,5.0,No,Not available today,,Never available,,No,Yes,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,Yes,No,Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,7.900684,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Not available today,,Yes (Observed),Yes (Observed),,Over 50,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),Not available today,Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,At least one observed (not expired),Other,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,No,,,No,,,No,,,No,At least one observed (not expired),No,,,Yes,Yes,Yes,No,1.0,7.900684,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Yes,Not available today,
Tanzania-2016,438,1.0,10.249585,At least one observed (not expired),Form as stated,19,6,91,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Never available,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,10.249585,At least one observed (not expired),Form as stated,Gas,5.0,Yes (Observed),Not available today,,Never available,,No,Yes,No,No,No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,10.249585,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Not available today,,No,,,50 or less,501-1000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,Never available,,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,No,,Yes,No,0.33333334,30.748756,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,No,Not available today,
Tanzania-2016,439,1.0,5.9285216,At least one observed (not expired),Form as stated,19,6,133,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,At least one observed (all expired),No,,,At least one observed (not expired),Form as stated,No,,Health Post,No,,Not available today,,5.9285216,At least one observed (not expired),Form as stated,Gas,4.0,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,Yes (Observed),Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,5.9285216,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,50 or less,501-1000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,Not available today,,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,No,,Yes,No,0.5,11.857043,At least one observed (not expired),Form as stated,Yes,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,No,No,Yes,No,At least one observed (not expired),Form as stated
Tanzania-2016,44,1.0,181.00179,At least one observed (not expired),Form as stated,2,2,91,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,Not available today,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Never available,,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Not available today,No,,,Not available today,,No,,Health Post,No,,At least one observed (not expired),Form as stated,181.00179,At least one observed (not expired),Form as stated,Gas,4.0,Yes (Observed),Never available,,Never available,,No,Yes,Yes,Yes (Not Observed),No,Yes,No,Yes (Not Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,181.00179,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Questionnaire with partial save or not completed,At least one observed (not expired),Form as stated,At least one observed (not expired),Not available today,,Never available,,Not available today,,Never available,,Never available,,Not available today,,Never available,,Yes (Observed),Yes (Observed),,50 or less,0-500,Never available,,Not available today,,Not available today,,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not available today,,No,,Yes,Not available today,,Rural,Not available today,,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.5,362.00357,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, protected area",No,No,No,No,No,No,Not available today,
Tanzania-2016,440,0.3846154,9.308344,At least one observed (not expired),Form as stated,19,6,133,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Never available,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,No,,At least one observed (not expired),Form as stated,3.5801325,At least one observed (not expired),Form as stated,Gas,7.0,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Observed),Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,3.5801325,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Over 50,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.2,17.900661,Not available today,,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,No,No,Yes,Yes,At least one observed (not expired),Form as stated
Tanzania-2016,441,1.0,5.9285216,Not available today,,19,6,133,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Yes,Never available,No,,,Never available,,No,,Health Post,No,,Not available today,,5.9285216,Not available today,,Gas,3.0,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,Yes,Yes,No,Yes (Not Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,5.9285216,Not available today,,Not available today,,Never available,,Questionnaire filalized,Never available,,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,No,,,50 or less,501-1000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,No,Never available,,Urban,Not available today,,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.33333334,17.785564,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,No,No,Yes,No,Not available today,
Tanzania-2016,443,1.0,1.7485089,At least one observed (not expired),Form as stated,19,6,283,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,Not available today,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,No,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes,Never available,No,,,Never available,,No,,Health Post,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,1.7485089,At least one observed (not expired),Form as stated,Gas,7.0,Yes (Observed),Never available,,Never available,,No,Yes,Yes,No,No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,1.7485089,Never available,,At least one observed (not expired),Form as stated,Never available,,Questionnaire filalized,Not available today,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,50 or less,501-1000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),Not available today,Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,No,,,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.5,3.4970179,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,No,No,Yes,No,Not available today,
Tanzania-2016,444,0.19607843,16.560501,At least one observed (not expired),Form as stated,19,6,283,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes (Observed),Yes (Observed),,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes,At least one observed (all expired),No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,Yes (Observed),Yes (Observed),Not available today,,3.247157,At least one observed (not expired),Form as stated,Gas,4.0,Yes (Observed),Not available today,,Not available today,,Yes,Yes,Yes,No,Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Not available today,,,,,Yes,Yes,No,,No,,No,,Yes (Observed),Yes (Observed),,Never available,,No,,3.247157,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,Yes (Observed),Yes (Observed),,Over 50,Over 3000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,At least one observed (not expired),Other,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.22010748,14.752597,Not available today,,No,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,No,No,No,Yes,Yes,Not available today,
Tanzania-2016,445,0.15384616,34.27256,At least one observed (not expired),Form as stated,19,6,71,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,Yes (Observed),Yes (Observed),,Not available today,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Yes,Not available today,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,No,,At least one observed (not expired),Form as stated,5.272702,At least one observed (not expired),Form as stated,Electrical grid,5.0,Yes (Observed),Not available today,,Not available today,,Yes,Yes,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Not available today,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),,Never available,,No,,5.272702,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,Not available today,,At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,,Over 50,Over 3000,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,Never available,,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.115133144,45.796562,Never available,,No,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, protected area",No,No,No,No,Yes,No,Not available today,
Tanzania-2016,446,1.0,14.310918,Not available today,,19,6,111,No,,,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Yes,Never available,No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,14.310918,At least one observed (not expired),Form as stated,Gas,6.0,Yes (Observed),Never available,,Never available,,No,Yes,No,No,No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,Yes,Yes (Observed),No,Yes (Observed),1,Never available,Yes,Not available today,,,,,,,No,,No,,No,,No,,,Never available,,No,,14.310918,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire filalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Not available today,,Never available,,Not available today,,Not available today,,No,,,50 or less,501-1000,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),Not available today,Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Rural,Never available,,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),No,,,No,,Yes,No,0.33333334,42.932755,Not available today,,No,Yes,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,No,No,No,No,No,Not available today,
