country,facility_id,abs_prob,abs_wt,act_a,act_b,admin2,admin3,admin4,admin5,adultscale_a,adultscale_b,airway_a,airway_b,albendazole_a,albendazole_b,amitriptyline_a,amitriptyline_b,amoxicillin1_a,amoxicillin1_b,amoxicillin3_a,amoxicillin3_b,ampicillin_a,ampicillin_b,artesunate_a,artesunate_b,atenolol_a,atenolol_b,autoclave_a,autoclave_b,azithromycin_a,azithromycin_b,bagmask_a,bagmask_b,bcg_vac,benzathine_a,benzathine_b,benzylpenicillin_a,benzylpenicillin_b,calgluc_a,calgluc_b,captopril_a,captopril_b,cefixime_a,cefixime_b,ceftriaxone_a,ceftriaxone_b,childscale_a,childscale_b,ciproflox_a,ciproflox_b,contraceptive_a,contraceptive_b,cotrimoxazole3_a,cotrimoxazole3_b,depo_a,depo_b,diazepam1a_a,diazepam1a_b,diclofenac_a,diclofenac_b,does_vaccines,dpt_vac,dryheat_a,dryheat_b,ethambutol_a,ethambutol_b,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,fansidar_b,final_wt,folic_a,folic_b,fridge_power,fridge_poweroth,fridge_temp,fridge_temptodate,gentamycin_a,gentamycin_b,glibenclam_a,glibenclam_b,glucometer_a,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_colontest,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_length,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_tapemeasure,has_vaccarrier,has_weights,hepb_vac,hivtest_a,hypoglycemic_a,hypoglycemic_b,incinerator_a,incinerator_b,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,insulin_a,insulin_b,internet_a,internet_b,ipw,irona_a,irona_b,ironfolic_a,ironfolic_b,isoniazid_a,isoniazid_b,magsulf_a,magsulf_b,measles_vac,mebendazole_a,mebendazole_b,methasone_a,methasone_b,metronidazole_a,metronidazole_b,misoprostol_a,misoprostol_b,morphine_a,morphine_b,nacl_a,nacl_b,nifedipine2_a,nifedipine2_b,nonelectric_a,nonelectric_b,num_births,num_outpatient,omeprazole_a,omeprazole_b,ors_a,ors_b,oxytocin_a,oxytocin_b,paracetamol3_a,paracetamol3_b,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,pyrazinam_a,pyrazinam_b,radio_a,radio_b,rdt_a,rifampicin_a,rifampicin_b,ruralurban,salbutamol_a,salbutamol_b,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_joth,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,simvastatin_b,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,treat_guidelines,treat_observed,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,vitamina_b,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_joth,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a,zinctabs_b
Madagascar-2016,395,1.0,20.135803,At least one observed (not expired),Form as stated,52,513,513004,513004395,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,At least one observed (not expired),Form as stated,No,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,Never available,,No,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Never available,,Yes,Not available today,No,,Never available,,No,,Health Post,No,,Never available,,20.13580322265625,At least one observed (not expired),Form as stated,Petrol,,48.7,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,No,Yes,No,Yes (Observed),Yes,No,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,No,Yes (Observed),Yes,Yes (Observed),1,At least one observed (all expired),Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,20.135803,Never available,,Never available,,Never available,,Never available,,At least one observed (not expired),Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Never available,,Not recommended at given facility level,,Not available today,,Never available,,Yes (Observed),Yes (Observed),50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,At least one observed (all expired),Yes (Observed),Yes (Observed),Yes,,Yes,,1.0,20.135803,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,2,No,No,At least one observed (not expired),Form as stated
Madagascar-2016,396,1.0,20.135803,Not available today,,52,513,513005,513005396,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Not available today,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,Never available,,Yes (Observed),Yes (Observed),Not available today,Not available today,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Not available today,No,,Never available,,No,,Health Center,Yes (Observed),Yes (Observed),Never available,,20.13580322265625,At least one observed (not expired),Form as stated,Petrol,,0.0,Yes (Not Observed),At least one observed (not expired),Form as stated,Never available,,Yes,Yes,Yes,Yes (Observed),Yes,No,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Not available today,Yes,Never available,,,,,,Yes (Observed),Yes (Observed),No,,No,,Yes (Observed),Yes (Observed),Never available,,Yes (Observed),Yes (Observed),20.135803,Never available,,Never available,,Never available,,Never available,,Not available today,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Never available,,Not recommended at given facility level,,Never available,,At least one observed (not expired),Form as stated,No,,50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Not available today,No,,Not available today,Not available today,Public,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Other,No,Yes,No,No,No,No,No,No,No,No waste visible,No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,Not available today,Yes (Observed),Yes (Observed),Yes,No,Yes,,1.0,20.135803,Never available,,No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,No waste visible,No,,No,No,2,No,Yes,Not available today,
Madagascar-2016,397,1.0,1.6945455,At least one observed (not expired),Form as stated,53,517,517001,517001397,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Other,No,,No,,At least one observed (not expired),Form as stated,Yes (Observed),No,Hospital,Yes (Observed),Yes (Not Observed),Not available today,,1.6945455074310303,Never available,,,,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,Yes,Yes,,No,No,Yes,,1,No,,No,,Yes,Yes,Yes,Yes,Yes,Yes,,Yes,,1,,No,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,Never available,,Yes (Not Observed),Yes (Not Observed),1.6945455,Never available,,Not available today,,At least one observed (not expired),Form as stated,Never available,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,Over 50,501-1000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Other,,No,,,,Public,At least one observed (not expired),Form as stated,No,,No,At least one observed (not expired),Form as stated,Urban,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Not available today,,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),No,No,,,,1.0,1.6945455,Never available,,No,Yes,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,,No,No,2,No,No,At least one observed (not expired),Form as stated
Madagascar-2016,398,1.0,1.6945455,At least one observed (not expired),Form as stated,53,517,517002,517002398,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,No,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Yes,Never available,No,,Never available,,No,,Health Center,Yes (Observed),Yes (Observed),Never available,,1.6945455074310303,At least one observed (not expired),Form as stated,Electrical grid,,47.8,Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,Yes,Yes (Observed),Yes,No,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,1.6945455,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,,Over 50,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Urban,At least one observed (not expired),Form as stated,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,At least one observed (not expired),Yes (Observed),Yes (Observed),No,,Yes,,1.0,1.6945455,Not available today,,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,2,No,No,At least one observed (not expired),Form as stated
Madagascar-2016,399,1.0,3.389091,Never available,,53,517,517002,517002399,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,Not available today,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Not available today,,At least one observed (not expired),Form as stated,No,,Yes (Observed),Yes (Observed),Never available,,Yes (Observed),Yes (Observed),Health Center,No,,Never available,,3.3890910148620605,At least one observed (not expired),Form as stated,,,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes,Yes,No,,No,No,Yes,,1,No,,Yes,,Yes,No,Yes,Yes,No,Yes,,Yes,,1,,No,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,3.389091,Never available,,Never available,,Never available,,Never available,,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not recommended at given facility level,,Never available,,At least one observed (not expired),Form as stated,No,,50 or less,1001-2000,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,,No,,,,Private,Never available,,No,,No,Never available,,Urban,Never available,,No,Yes,No,No,No,No,No,No,No,No waste visible,No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,,,0.5,6.778182,Never available,,No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,No waste visible,No,,No,No,2,No,No,Never available,
Madagascar-2016,4,1.0,3.0265806,Never available,,11,103,103002,103002004,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,Never available,,Yes (Observed),Yes (Observed),,Never available,,At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,At least one observed (not expired),Form as stated,No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Other,No,,Yes (Observed),Yes (Observed),Never available,,Yes (Observed),Yes (Observed),Hospital,Yes (Observed),Yes (Observed),Never available,,3.026580572128296,Never available,,,,,,At least one observed (not expired),Form as stated,Never available,,Yes,Yes,No,,No,Yes,Yes,,1,No,,Yes,,Yes,Yes,No,Yes,No,Yes,,Yes,,1,,No,Never available,,,,,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,3.0265806,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,No,,50 or less,0-500,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,,No,,,,Private,Never available,,No,,Yes,Never available,,Urban,Never available,,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,,,0.33333334,9.0797415,Never available,,No,Yes,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, protected area",No,,No,No,2,No,No,Never available,
Madagascar-2016,40,1.0,2.6603773,At least one observed (not expired),Form as stated,11,101,101001,101001040,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Yes (Observed),Yes (Observed),Not available today,,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Not available today,,Never available,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes,Never available,Yes (Observed),Yes (Observed),Never available,,Yes (Observed),Yes (Observed),Health Center,Yes (Observed),Yes (Observed),Never available,,2.660377264022827,Never available,,Electrical grid,,34.0,Yes (Observed),Not available today,,Never available,,Yes,Yes,Yes,Yes (Observed),No,No,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,No,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,,No,,No,,No,,Yes (Observed),Yes (Observed),Never available,,Yes (Observed),Yes (Observed),2.6603773,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Not available today,,No,,50 or less,501-1000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Available but not observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,Yes,Never available,,Urban,Not available today,,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",Yes,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,Never available,Yes (Observed),Yes (Observed),Yes,No,Yes,,0.4,6.6509433,Never available,,No,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",Yes,,No,No,2,No,No,At least one observed (not expired),Form as stated
Madagascar-2016,400,1.0,3.389091,Never available,,53,517,517002,517002400,No,,No,,Never available,,Never available,,Never available,,Never available,,Never available,,Never available,,Never available,,No,,Never available,,No,,,Never available,,Never available,,Never available,,Never available,,Never available,,Never available,,No,,Never available,,Never available,,Never available,,Never available,,Never available,,Never available,,Yes,,No,,Never available,,No,,Health Center,No,,Never available,,3.3890910148620605,Never available,,,,,,Never available,,Never available,,No,,,,No,No,,,1,No,,No,,No,No,,,,,,No,,1,,No,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),No,,Never available,,No,,3.389091,Never available,,Never available,,Never available,,Never available,,,Never available,,Never available,,Never available,,Never available,,Never available,,Never available,,Never available,,No,,,0-500,Never available,,Never available,,Never available,,Never available,,,No,,,,Private,Never available,,No,,No,Never available,,Urban,Never available,,Yes,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,No,,No,,No,,No,,Yes (Observed),Yes (Observed),No,,No,Yes,1.0,3.389091,Never available,,Yes,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,2,No,Yes,Never available,
Madagascar-2016,401,1.0,3.389091,Never available,,53,517,517002,517002401,Yes (Observed),Yes (Observed),No,,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,No,,Never available,,No,,,Never available,,At least one observed (not expired),Form as stated,Not available today,,Never available,,Not available today,,Never available,,No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,Not available today,,Not available today,,At least one observed (not expired),Form as stated,No,,No,,Never available,,No,,Health Center,No,,At least one observed (not expired),Form as stated,3.3890910148620605,Never available,,,,,,Not available today,,Never available,,No,,,,No,No,,,1,No,,Yes,,Yes,Yes,,,,,,Yes,,1,,Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),No,,Never available,,No,,3.389091,Never available,,Never available,,Never available,,Never available,,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,No,,,501-1000,At least one observed (not expired),Form as stated,Not available today,,Never available,,At least one observed (not expired),Other,,No,,,,Private,Never available,,No,,Yes,Never available,,Urban,Never available,,Yes,No,No,No,No,No,No,No,No,No waste visible,No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,,,0.5,6.778182,Never available,,Yes,No,No,No,No,No,No,Yes (Observed),No,No,No waste visible,No,,No,No,2,No,Yes,Not available today,
Madagascar-2016,402,1.0,4.236364,At least one observed (not expired),Form as stated,53,517,517003,517003402,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,Yes (Observed),No,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,At least one observed (not expired),No,,Not recommended at given facility level,,No,,Health Center,No,,Never available,,4.236363887786865,At least one observed (not expired),Form as stated,Solar panel,,43.9,Yes (Not Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,No,Yes,Yes,Yes (Observed),Yes,No,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,No,Never available,,,,,,No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Never available,,No,,4.236364,Never available,,At least one observed (not expired),Form as stated,Not recommended at given facility level,,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),50 or less,501-1000,Never available,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Other,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not recommended at given facility level,,No,,Yes,Not recommended at given facility level,,Rural,At least one observed (not expired),Other,No,Yes,No,No,No,No,No,No,No,No waste visible,No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,At least one observed (not expired),Yes (Observed),Yes (Observed),Yes,Yes,Yes,,0.5,8.472728,Never available,,No,Yes,No,No,No,No,No,No,No,No,No waste visible,No,,No,No,2,No,Yes,At least one observed (not expired),Form as stated
Madagascar-2016,403,1.0,4.236364,At least one observed (not expired),Form as stated,53,517,517004,517004403,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Never available,,Never available,,Yes (Observed),Yes (Observed),Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Yes,Not available today,No,,Never available,,No,,Health Center,No,,Not available today,,4.236363887786865,Never available,,Petrol,,60.1,No,At least one observed (not expired),Form as stated,Never available,,No,Yes,No,Yes (Observed),No,No,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,4.236364,Never available,,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),Over 50,501-1000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Other,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Other,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,,No,No,No,No,Never available,,Yes (Observed),No,No,,Yes (Observed),Yes (Observed),No,At least one observed (not expired),Yes (Observed),Yes (Observed),Yes,Yes,Yes,,1.0,4.236364,Never available,,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,2,No,No,At least one observed (not expired),Form as stated
Madagascar-2016,404,1.0,4.236364,At least one observed (not expired),Form as stated,53,517,517005,517005404,Yes (Observed),Yes (Observed),No,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Never available,,No,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Yes (Observed),Yes (Observed),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,,No,,Never available,,No,,Health Post,No,,At least one observed (not expired),Form as stated,4.236363887786865,At least one observed (not expired),Form as stated,,,,,At least one observed (not expired),Form as stated,Never available,,No,Yes,Yes,,Yes,No,Yes,,1,No,,Yes,,Yes,Yes,Yes,Yes,No,No,,Yes,,1,,Yes,Never available,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Never available,,No,,4.236364,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not recommended at given facility level,,Never available,,At least one observed (not expired),Form as stated,No,,50 or less,0-500,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,,No,,,,Public,Never available,,No,,Yes,Never available,,Rural,At least one observed (not expired),Other,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),No,,No,Yes,1.0,4.236364,Not available today,,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,,No,No,2,No,No,At least one observed (not expired),Form as stated
