survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,provider_activity,provider_activityoth,provider_age1,provider_cadre1,provider_cadre2,provider_male1,provider_male2,provider_present1,provider_present2,salary_delay
Kenya-2012_13600_3,Kenya-2012,13600_3,13600,3,0.625, , ,,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_13600_4,Kenya-2012,13600_4,13600,4,0.625, , ,,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13600_5,Kenya-2012,13600_5,13600,5,0.625, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13600_6,Kenya-2012,13600_6,13600,6,0.625, , ,Authorized absence,Authorized absence,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,No,No,Yes
Kenya-2012_13600_7,Kenya-2012,13600_7,13600,7,0.625, , ,Outreach or fieldwork,Outreach or fieldwork,1.0,1,No,, ,25-34,Other,Other,Male,Male,No,No,
Kenya-2012_13600_8,Kenya-2012,13600_8,13600,8,0.625, , ,Outreach or fieldwork,Outreach or fieldwork,1.0,1,No,, ,35-44,Other,Other,Male,Male,No,No,
Kenya-2012_13606_1,Kenya-2012,13606_1,13606,1,0.7, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,35-44,Clinical Officer,Clinical Officer,Female,Female,No,No,
Kenya-2012_13606_2,Kenya-2012,13606_2,13606,2,0.7, , ,,"Training, seminar or meeting",1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,No,
Kenya-2012_13606_3,Kenya-2012,13606_3,13606,3,0.7, ,,,,,1,Yes,,,25-34,Clinical Officer,,Male,,Yes,,
Kenya-2012_13606_4,Kenya-2012,13606_4,13606,4,0.7, , ,Authorized absence,Authorized absence,1.0,1,No,, ,35-44,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13606_5,Kenya-2012,13606_5,13606,5,0.7, , ,,,1.0,1,No,, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13606_6,Kenya-2012,13606_6,13606,6,0.7, ,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Kenya-2012_13606_7,Kenya-2012,13606_7,13606,7,0.7, , ,,"Training, seminar or meeting",1.0,1,No,, ,25-34,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_13606_8,Kenya-2012,13606_8,13606,8,0.7, , ,,"Training, seminar or meeting",1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_13606_9,Kenya-2012,13606_9,13606,9,0.7, , ,Sick or on maternity leave,Sick or on maternity leave,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_13606_10,Kenya-2012,13606_10,13606,10,0.7, , ,Sick or on maternity leave,Sick or on maternity leave,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_13606_11,Kenya-2012,13606_11,13606,11,0.7, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_13606_12,Kenya-2012,13606_12,13606,12,0.7, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,35-44,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_13607_1,Kenya-2012,13607_1,13607,1,0.4, , ,,,1.0,1,Yes,Other,DOING REPORT,25-34,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13607_2,Kenya-2012,13607_2,13607,2,0.4, , ,,,1.0,1,Yes,With patient, ,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_13607_3,Kenya-2012,13607_3,13607,3,0.4, , ,,,1.0,1,Yes,Paperwork, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13607_4,Kenya-2012,13607_4,13607,4,0.4, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,35-44,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_13607_5,Kenya-2012,13607_5,13607,5,0.4, , ,Outreach or fieldwork,Outreach or fieldwork,1.0,1,No,, ,35-44,Other,Other,Male,Male,No,No,
Kenya-2012_13608_1,Kenya-2012,13608_1,13608,1,0.6, ,,,,,1,Yes,,,35-44,Clinical Officer,,Male,,Yes,,
Kenya-2012_13608_2,Kenya-2012,13608_2,13608,2,0.6, ,,Authorized absence,,,1,Yes,,,35-44,Clinical Officer,,Female,,No,,
Kenya-2012_13608_3,Kenya-2012,13608_3,13608,3,0.6, ,,Authorized absence,,,1,Yes,,,35-44,Clinical Officer,,Male,,No,,
Kenya-2012_13608_4,Kenya-2012,13608_4,13608,4,0.6, , ,"Training, seminar or meeting",On strike,1.0,1,Yes,, ,45 or older,Clinical Officer,Clinical Officer,Male,Male,No,No,
Kenya-2012_13608_5,Kenya-2012,13608_5,13608,5,0.6, , ,"Training, seminar or meeting",On strike,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Kenya-2012_13608_6,Kenya-2012,13608_6,13608,6,0.6, ,,,,,1,No,,,25-34,Clinical Officer,,Female,,Yes,,
Kenya-2012_13608_7,Kenya-2012,13608_7,13608,7,0.6, ,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_13608_8,Kenya-2012,13608_8,13608,8,0.6, , ,,Authorized absence,1.0,1,No,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13608_9,Kenya-2012,13608_9,13608,9,0.6, , ,Not his/her shift,,1.0,1,No,Discussion with colleagues or staff meeting, ,35-44,Nurse,Nurse,Female,Male,No,Yes,Yes
Kenya-2012_13608_10,Kenya-2012,13608_10,13608,10,0.6, , ,,,1.0,1,No,Discussion with colleagues or staff meeting, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13608_11,Kenya-2012,13608_11,13608,11,0.6, ,,Sick or on maternity leave,,,1,No,,,45 or older,Nurse,,Male,,No,,
Kenya-2012_13608_12,Kenya-2012,13608_12,13608,12,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_13608_13,Kenya-2012,13608_13,13608,13,0.6, ,,Not his/her shift,,,1,No,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_13608_14,Kenya-2012,13608_14,13608,14,0.6, , ,,,1.0,1,No,Discussion with colleagues or staff meeting, ,35-44,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13608_15,Kenya-2012,13608_15,13608,15,0.6, ,,,,,1,No,,,45 or older,Nurse,,Male,,Yes,,
Kenya-2012_13608_16,Kenya-2012,13608_16,13608,16,0.6, ,,Not his/her shift,,,1,No,,,,Nurse,,Female,,No,,
Kenya-2012_13608_17,Kenya-2012,13608_17,13608,17,0.6, , ,,Authorized absence,1.0,1,No,, ,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13608_18,Kenya-2012,13608_18,13608,18,0.6, , ,,Not his/her shift,1.0,1,No,, ,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13608_19,Kenya-2012,13608_19,13608,19,0.6, ,,Authorized absence,,,1,No,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_13608_20,Kenya-2012,13608_20,13608,20,0.6, ,,Authorized absence,,,1,No,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_13608_21,Kenya-2012,13608_21,13608,21,0.6, , ,,,1.0,1,No,Paperwork, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13608_22,Kenya-2012,13608_22,13608,22,0.6, ,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_13608_23,Kenya-2012,13608_23,13608,23,0.6, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_13608_24,Kenya-2012,13608_24,13608,24,0.6, , ,,On strike,1.0,1,No,, ,45 or older,Nurse,Nurse,Male,Female,Yes,No,
Kenya-2012_13608_25,Kenya-2012,13608_25,13608,25,0.6, ,,Not his/her shift,,,1,No,,,45 or older,Nurse,,Female,,No,,
Kenya-2012_13614_1,Kenya-2012,13614_1,13614,1,0.5, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13614_2,Kenya-2012,13614_2,13614,2,0.5, , ,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13626_1,Kenya-2012,13626_1,13626,1,0.75, , ,,,1.0,1,Yes,Other, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_13626_2,Kenya-2012,13626_2,13626,2,0.75, , ,,Not his/her shift,1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13626_3,Kenya-2012,13626_3,13626,3,0.75, , ,Not his/her shift,Authorized absence,1.0,1,Yes,, ,35-44,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_13626_4,Kenya-2012,13626_4,13626,4,0.75, , ,,Authorized absence,1.0,1,No,, ,35-44,Other,Other,Male,Male,,No,
Kenya-2012_13628_1,Kenya-2012,13628_1,13628,1,0.75, , ,,,1.0,1,Yes,With patient, ,45 or older,Nurse,Doctor,Male,Male,Yes,Yes,No
Kenya-2012_13628_2,Kenya-2012,13628_2,13628,2,0.75, , ,Not his/her shift,Not his/her shift,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13628_3,Kenya-2012,13628_3,13628,3,0.75, , ,,Official mission,1.0,1,No,, ,35-44,Other,Other,Male,Male,Yes,No,
Kenya-2012_13628_4,Kenya-2012,13628_4,13628,4,0.75, , ,,Authorized absence,1.0,1,No,, ,35-44,Other,Other,Male,Male,Yes,No,
Kenya-2012_13641_1,Kenya-2012,13641_1,13641,1,0.42857143, , ,,,1.0,1,Yes,Other, ,,Nurse,Nurse,Male,Male,,Yes,Yes
Kenya-2012_13641_2,Kenya-2012,13641_2,13641,2,0.42857143, , ,,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13641_3,Kenya-2012,13641_3,13641,3,0.42857143, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_13641_4,Kenya-2012,13641_4,13641,4,0.42857143, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_13641_5,Kenya-2012,13641_5,13641,5,0.42857143, , ,,,1.0,1,No,With patient, ,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Kenya-2012_13641_6,Kenya-2012,13641_6,13641,6,0.42857143, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Kenya-2012_13641_7,Kenya-2012,13641_7,13641,7,0.42857143, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13660_1,Kenya-2012,13660_1,13660,1,0.0, , ,,,1.0,1,No,With patient, ,25-34,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_13660_2,Kenya-2012,13660_2,13660,2,0.0, , ,Authorized absence,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_13660_3,Kenya-2012,13660_3,13660,3,0.0, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13666_1,Kenya-2012,13666_1,13666,1,0.33333334, , ,,,1.0,1,Yes,Paperwork, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,Yes
Kenya-2012_13666_2,Kenya-2012,13666_2,13666,2,0.33333334, , ,Official mission,Official mission,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_13666_3,Kenya-2012,13666_3,13666,3,0.33333334, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Kenya-2012_13667_1,Kenya-2012,13667_1,13667,1,0.4, , ,,,1.0,1,No,Other,ADMINISTRATIVE WORK,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13667_2,Kenya-2012,13667_2,13667,2,0.4, , ,,,1.0,1,No,With patient, ,45 or older,Doctor,Doctor,Male,Male,Yes,Yes,No
Kenya-2012_13667_3,Kenya-2012,13667_3,13667,3,0.4, ,,,,,1,No,,,45 or older,Doctor,,Female,,Yes,,
Kenya-2012_13667_4,Kenya-2012,13667_4,13667,4,0.4, ,,,,,1,No,,,25-34,Doctor,,Male,,Yes,,
Kenya-2012_13667_5,Kenya-2012,13667_5,13667,5,0.4, , ,Authorized absence,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Male,Male,No,No,
Kenya-2012_13667_6,Kenya-2012,13667_6,13667,6,0.4, , ,,,1.0,1,Yes,Discussion with colleagues or staff meeting, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Kenya-2012_13667_7,Kenya-2012,13667_7,13667,7,0.4, ,,Authorized absence,,,1,Yes,,,Younger than 25,Clinical Officer,,Male,,No,,
Kenya-2012_13667_8,Kenya-2012,13667_8,13667,8,0.4, ,,,,,1,Yes,,,25-34,Clinical Officer,,Male,,Yes,,
Kenya-2012_13667_9,Kenya-2012,13667_9,13667,9,0.4, , ,,,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_13667_10,Kenya-2012,13667_10,13667,10,0.4, ,,Not his/her shift,,,1,Yes,,,Younger than 25,Clinical Officer,,Male,,No,,
Kenya-2012_13667_11,Kenya-2012,13667_11,13667,11,0.4, ,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_13667_12,Kenya-2012,13667_12,13667,12,0.4, ,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_13667_13,Kenya-2012,13667_13,13667,13,0.4, , ,,,1.0,1,No,Paperwork, ,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13667_14,Kenya-2012,13667_14,13667,14,0.4, ,,,,,1,No,,,35-44,Nurse,,Male,,Yes,,
Kenya-2012_13667_15,Kenya-2012,13667_15,13667,15,0.4, , ,,Not his/her shift,1.0,1,No,, ,35-44,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13667_16,Kenya-2012,13667_16,13667,16,0.4, ,,,,,1,No,,,Younger than 25,Nurse,,Female,,Yes,,
Kenya-2012_13667_17,Kenya-2012,13667_17,13667,17,0.4, ,,,,,1,No,,,Younger than 25,Nurse,,Female,,Yes,,
Kenya-2012_13667_18,Kenya-2012,13667_18,13667,18,0.4, , ,,,1.0,1,No,Discussion with colleagues or staff meeting, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13667_19,Kenya-2012,13667_19,13667,19,0.4, , ,,,1.0,1,No,Discussion with colleagues or staff meeting, ,35-44,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13667_20,Kenya-2012,13667_20,13667,20,0.4, , ,,Not his/her shift,1.0,1,No,, ,25-34,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_13667_21,Kenya-2012,13667_21,13667,21,0.4, ,,,,,1,No,,,45 or older,Other,,Male,,Yes,,
Kenya-2012_13667_22,Kenya-2012,13667_22,13667,22,0.4, ,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Kenya-2012_13667_23,Kenya-2012,13667_23,13667,23,0.4, ,,,,,1,No,,,45 or older,Other,,Male,,Yes,,
Kenya-2012_13667_24,Kenya-2012,13667_24,13667,24,0.4, ,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Kenya-2012_13667_25,Kenya-2012,13667_25,13667,25,0.4, ,,,,,1,No,,,Younger than 25,Other,,Male,,Yes,,
Kenya-2012_13731_1,Kenya-2012,13731_1,13731,1,0.0, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13731_2,Kenya-2012,13731_2,13731,2,0.0, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13731_3,Kenya-2012,13731_3,13731,3,0.0, , ,Official mission,,1.0,1,Yes,Looking for information or teaching, ,Younger than 25,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_13766_1,Kenya-2012,13766_1,13766,1,0.5, , ,,Official mission,1.0,1,Yes,, ,45 or older,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_13766_2,Kenya-2012,13766_2,13766,2,0.5, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Male,Female,Yes,Yes,No
Kenya-2012_13766_3,Kenya-2012,13766_3,13766,3,0.5, , ,,,1.0,1,Yes,With patient, ,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,No
Kenya-2012_13766_4,Kenya-2012,13766_4,13766,4,0.5, ,,,,,1,Yes,,,45 or older,Nurse,,Male,,Yes,,
Kenya-2012_13766_5,Kenya-2012,13766_5,13766,5,0.5, , ,,,1.0,1,No,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13766_6,Kenya-2012,13766_6,13766,6,0.5, ,,,,,1,Yes,,,45 or older,Nurse,,Female,,Yes,,
Kenya-2012_13766_7,Kenya-2012,13766_7,13766,7,0.5, , ,Authorized absence,,1.0,1,No,With patient, ,35-44,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_13766_8,Kenya-2012,13766_8,13766,8,0.5, , ,Not his/her shift,Not his/her shift,1.0,1,No,, ,45 or older,Nurse,Nurse,Male,Female,No,No,
Kenya-2012_13766_9,Kenya-2012,13766_9,13766,9,0.5, ,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Kenya-2012_13766_10,Kenya-2012,13766_10,13766,10,0.5, , ,,Authorized absence,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13766_11,Kenya-2012,13766_11,13766,11,0.5, , ,,,1.0,1,Yes,Paperwork, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13766_12,Kenya-2012,13766_12,13766,12,0.5, , ,,,1.0,1,No,, ,25-34,Other,Other,Male,Male,Yes,No,
Kenya-2012_13766_13,Kenya-2012,13766_13,13766,13,0.5, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,35-44,Other,Other,Male,Male,Yes,Yes,Yes
Kenya-2012_13768_1,Kenya-2012,13768_1,13768,1,0.6666667, , ,,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13768_2,Kenya-2012,13768_2,13768,2,0.6666667, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,, ,25-34,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_13768_3,Kenya-2012,13768_3,13768,3,0.6666667, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,No,"Laboratory, investigations, or x-ray", ,Younger than 25,Other,Other,Female,Female,No,No,No
Kenya-2012_13771_1,Kenya-2012,13771_1,13771,1,0.75, , ,,Official mission,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_13771_2,Kenya-2012,13771_2,13771,2,0.75, , ,,Authorized absence,1.0,1,No,, ,25-34,Other,Other,Male,Male,Yes,No,
Kenya-2012_13771_3,Kenya-2012,13771_3,13771,3,0.75, , ,Official mission,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Male,Male,No,Yes,No
Kenya-2012_13771_4,Kenya-2012,13771_4,13771,4,0.75, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13771_5,Kenya-2012,13771_5,13771,5,0.75, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,, ,35-44,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13771_6,Kenya-2012,13771_6,13771,6,0.75, , ,Official mission,Unauthorized absence,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_13771_7,Kenya-2012,13771_7,13771,7,0.75, , ,,Official mission,1.0,1,No,, ,25-34,Other,Other,Female,Female,Yes,No,
Kenya-2012_13771_8,Kenya-2012,13771_8,13771,8,0.75, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13791_1,Kenya-2012,13791_1,13791,1,0.25, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13791_2,Kenya-2012,13791_2,13791,2,0.25, , ,,Official mission,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_13791_3,Kenya-2012,13791_3,13791,3,0.25, , ,,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13791_4,Kenya-2012,13791_4,13791,4,0.25, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Female,Female,Yes,Yes,No
Kenya-2012_13794_1,Kenya-2012,13794_1,13794,1,1.0, ,NOBODY AVAILABLE TO GIVE REASN,,Other,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_13840_1,Kenya-2012,13840_1,13840,1,0.85714287, , ,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,, ,25-34,Clinical Officer,Doctor,Male,Male,No,No,
Kenya-2012_13840_2,Kenya-2012,13840_2,13840,2,0.85714287, , ,,Not his/her shift,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_13840_3,Kenya-2012,13840_3,13840,3,0.85714287, , ,,Sick or on maternity leave,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13840_4,Kenya-2012,13840_4,13840,4,0.85714287, , ,,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13840_5,Kenya-2012,13840_5,13840,5,0.85714287, , ,Official mission,"Training, seminar or meeting",1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13840_6,Kenya-2012,13840_6,13840,6,0.85714287, , ,Official mission,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Male,Male,No,Yes,No
Kenya-2012_13840_7,Kenya-2012,13840_7,13840,7,0.85714287, , ,Unauthorized absence,Not his/her shift,1.0,1,No,, ,45 or older,Other,Other,Male,Male,No,No,
Kenya-2012_13841_1,Kenya-2012,13841_1,13841,1,0.8, , ,,Unauthorized absence,1.0,1,Yes,, ,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Kenya-2012_13841_2,Kenya-2012,13841_2,13841,2,0.8, , ,"Training, seminar or meeting",Unauthorized absence,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,No,No,
Kenya-2012_13841_3,Kenya-2012,13841_3,13841,3,0.8, , ,Official mission,Not his/her shift,1.0,1,No,, ,25-34,Other,Other,Female,Female,No,No,
Kenya-2012_13841_4,Kenya-2012,13841_4,13841,4,0.8, , ,Authorized absence,"Training, seminar or meeting",1.0,1,No,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_13841_5,Kenya-2012,13841_5,13841,5,0.8, , ,,Not his/her shift,1.0,1,Yes,, ,35-44,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_13841_6,Kenya-2012,13841_6,13841,6,0.8, ,,Not his/her shift,,,1,Yes,,,35-44,Nurse,,Male,,No,,
Kenya-2012_13841_7,Kenya-2012,13841_7,13841,7,0.8, , ,Not his/her shift,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Female,Female,No,Yes,No
Kenya-2012_13841_8,Kenya-2012,13841_8,13841,8,0.8, , ,Sick or on maternity leave,Authorized absence,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Female,Female,No,No,
Kenya-2012_13841_9,Kenya-2012,13841_9,13841,9,0.8, , ,Not his/her shift,,1.0,1,Yes,With patient, ,25-34,Nurse,Nurse,Male,Male,No,Yes,No
Kenya-2012_13841_10,Kenya-2012,13841_10,13841,10,0.8, , ,,Not his/her shift,1.0,1,No,, ,45 or older,Other,Other,Male,Male,Yes,No,
Kenya-2012_13841_11,Kenya-2012,13841_11,13841,11,0.8, , ,,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Female,Female,Yes,No,
Kenya-2012_13852_1,Kenya-2012,13852_1,13852,1,0.42857143, ,PREPARING FOR A BOARD MEETING,,Other,1.0,1,No,, ,45 or older,Doctor,Doctor,Female,Female,Yes,No,
Kenya-2012_13852_2,Kenya-2012,13852_2,13852,2,0.42857143, , ,,Not his/her shift,1.0,1,Yes,, ,25-34,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_13852_3,Kenya-2012,13852_3,13852,3,0.42857143, , ,,,1.0,1,Yes,Other, ,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13852_4,Kenya-2012,13852_4,13852,4,0.42857143, , ,,,1.0,1,Yes,With patient, ,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Kenya-2012_13852_5,Kenya-2012,13852_5,13852,5,0.42857143, , ,,,1.0,1,No,With patient, ,25-34,Other,Other,Male,Male,Yes,Yes,Yes
Kenya-2012_13852_6,Kenya-2012,13852_6,13852,6,0.42857143, , ,Authorized absence,Authorized absence,1.0,1,Yes,, ,25-34,Clinical Officer,Clinical Officer,Female,Female,No,No,
Kenya-2012_13852_7,Kenya-2012,13852_7,13852,7,0.42857143, , ,,,1.0,1,No,"Laboratory, investigations, or x-ray", ,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Kenya-2012_13860_1,Kenya-2012,13860_1,13860,1,0.25, , ,,,1.0,1,No,Paperwork, ,35-44,Other,Other,Male,Male,Yes,Yes,No
Kenya-2012_13860_2,Kenya-2012,13860_2,13860,2,0.25, , ,,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Female,Female,Yes,Yes,No
Kenya-2012_13860_3,Kenya-2012,13860_3,13860,3,0.25, , ,,,1.0,1,Yes,Paperwork, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13860_4,Kenya-2012,13860_4,13860,4,0.25, , ,Sick or on maternity leave,Sick or on maternity leave,1.0,1,Yes,, ,45 or older,Nurse,Nurse,Male,Male,No,No,
Kenya-2012_13873_1,Kenya-2012,13873_1,13873,1,0.5, , ,,,1.0,1,Yes,With patient, ,35-44,Nurse,Nurse,Male,Male,Yes,Yes,No
Kenya-2012_13873_2,Kenya-2012,13873_2,13873,2,0.5, , ,,Authorized absence,1.0,1,Yes,, ,25-34,Nurse,Nurse,Male,Male,Yes,No,
Kenya-2012_13875_1,Kenya-2012,13875_1,13875,1,0.7, , ,,,1.0,1,Yes,Other,REPORTING OR RECORDING,25-34,Clinical Officer,Clinical Officer,Female,Female,Yes,Yes,No
Kenya-2012_13875_2,Kenya-2012,13875_2,13875,2,0.7, , ,,,1.0,1,Yes,Other,HEALTH EDUCATION,35-44,Nurse,Nurse,Female,Female,Yes,Yes,No
