survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,num_med,num_nonmed,num_staff,provider_activity,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ1,provider_educ2,provider_male1,provider_male2,provider_mededuc1,provider_mededuc2,provider_present1,provider_present2,salary_delay,year_started
Madagascar-2016_293_2,Madagascar-2016,293_2,293,2,0.33333334,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,6-10,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_293_4,Madagascar-2016,293_4,293,4,0.33333334,,,,,1.0,1.0,No,6-10,5 or less,6-10,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_293_5,Madagascar-2016,293_5,293,5,0.33333334,,,,,1.0,1.0,No,6-10,5 or less,6-10,99.0,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_293_6,Madagascar-2016,293_6,293,6,0.33333334,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,6-10,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_293_3,Madagascar-2016,293_3,293,3,0.33333334,,,,,1.0,1.0,No,6-10,5 or less,6-10,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_294_7,Madagascar-2016,294_7,294,7,0.2857143,,,,Authorized absence,1.0,1.0,No,6-10,5 or less,6-10,,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,Yes,No,,
Madagascar-2016_294_2,Madagascar-2016,294_2,294,2,0.2857143,,,,,1.0,1.0,Yes,6-10,5 or less,6-10,Paperwork,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_294_5,Madagascar-2016,294_5,294,5,0.2857143,,,,,1.0,1.0,Yes,6-10,5 or less,6-10,Looking for information or teaching,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_294_1,Madagascar-2016,294_1,294,1,0.2857143,,,,,1.0,1.0,Yes,6-10,5 or less,6-10,With patient,45 or older,45 or older,Doctor,Doctor,,,Male,Male,Advanced,Advanced,Yes,Yes,No,In the 1990s
Madagascar-2016_294_4,Madagascar-2016,294_4,294,4,0.2857143,,,,,1.0,1.0,Yes,6-10,5 or less,6-10,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_294_8,Madagascar-2016,294_8,294,8,0.2857143,,,Authorized absence,,,1.0,No,6-10,5 or less,6-10,,45 or older,,Other,,Secondary,,Female,,None,,No,,,
Madagascar-2016_294_6,Madagascar-2016,294_6,294,6,0.2857143,,,On-call,,1.0,1.0,No,6-10,5 or less,6-10,"Laboratory, investigations, or x-ray",25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,No,Yes,No,After 2000
Madagascar-2016_294_3,Madagascar-2016,294_3,294,3,0.2857143,,,On-call,Authorized absence,1.0,1.0,Yes,6-10,5 or less,6-10,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,No,,
Madagascar-2016_295_2,Madagascar-2016,295_2,295,2,1.0,,TSY FANTATRA,,Other,1.0,1.0,No,5 or less,5 or less,5 or less,,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,None,None,Yes,No,,
Madagascar-2016_295_3,Madagascar-2016,295_3,295,3,1.0,,TSY FANTATRA,,Other,1.0,1.0,No,5 or less,5 or less,5 or less,,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,None,None,Yes,No,,
Madagascar-2016_295_1,Madagascar-2016,295_1,295,1,1.0,,TSY FANTATRA,,Other,1.0,1.0,Yes,5 or less,5 or less,5 or less,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,No,,
Madagascar-2016_296_2,Madagascar-2016,296_2,296,2,1.0,,NANAO DOSSIER BEFANDRIANA,Authorized absence,Other,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_296_3,Madagascar-2016,296_3,296,3,1.0,,,,Unauthorized absence,1.0,1.0,No,5 or less,5 or less,5 or less,,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,None,None,Yes,No,,
Madagascar-2016_296_1,Madagascar-2016,296_1,296,1,1.0,,NANATITRA RAPPORT SSME BEFANDR,,Other,1.0,1.0,Yes,5 or less,5 or less,5 or less,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_297_2,Madagascar-2016,297_2,297,2,0.5,,,,Sick or on maternity leave,1.0,1.0,No,5 or less,5 or less,5 or less,,45 or older,45 or older,Other,Other,Secondary,Secondary,Male,Male,None,None,Yes,No,,
Madagascar-2016_297_1,Madagascar-2016,297_1,297,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_298_3,Madagascar-2016,298_3,298,3,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,After 2000
Madagascar-2016_298_1,Madagascar-2016,298_1,298,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_298_2,Madagascar-2016,298_2,298,2,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Discussion with colleagues or staff meeting,35-44,35-44,Other,Other,Secondary,Secondary,Male,Male,Certificate,Certificate,Yes,Yes,Yes,After 2000
Madagascar-2016_299_1,Madagascar-2016,299_1,299,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_3_18,Madagascar-2016,3_18,3,18,0.4,,,,On-call,1.0,1.0,No,11-50,Over 5,Over 50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_3_3,Madagascar-2016,3_3,3,3,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Doctor,,Post-Secondary,,Male,,Advanced,,Yes,,,
Madagascar-2016_3_28,Madagascar-2016,3_28,3,28,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Other,,Post-Secondary,,Male,,Certificate,,Yes,,,
Madagascar-2016_3_33,Madagascar-2016,3_33,3,33,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,25-34,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_3_19,Madagascar-2016,3_19,3,19,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Other,,Post-Secondary,,Male,,Certificate,,Yes,,,
Madagascar-2016_3_1,Madagascar-2016,3_1,3,1,0.4,,,"Training, seminar or meeting",,1.0,1.0,Yes,11-50,Over 5,Over 50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,Yes,No,In the 1990s
Madagascar-2016_3_30,Madagascar-2016,3_30,3,30,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Doctor,,Post-Secondary,,Female,,Advanced,,Yes,,,
Madagascar-2016_3_7,Madagascar-2016,3_7,3,7,0.4,,,,,,1.0,Yes,11-50,Over 5,Over 50,,35-44,,Doctor,,Post-Secondary,,Female,,Advanced,,Yes,,,
Madagascar-2016_3_5,Madagascar-2016,3_5,3,5,0.4,,,,,1.0,1.0,No,11-50,Over 5,Over 50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_3_12,Madagascar-2016,3_12,3,12,0.4,,,,,1.0,1.0,No,11-50,Over 5,Over 50,With patient,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,Before 1990
Madagascar-2016_3_23,Madagascar-2016,3_23,3,23,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,35-44,,Nurse,,Post-Secondary,,Male,,Diploma,,Yes,,,
Madagascar-2016_3_10,Madagascar-2016,3_10,3,10,0.4,,,Authorized absence,,,1.0,Yes,11-50,Over 5,Over 50,,45 or older,,Doctor,,Post-Secondary,,Female,,Advanced,,No,,,
Madagascar-2016_3_32,Madagascar-2016,3_32,3,32,0.4,,,On-call,,,1.0,No,11-50,Over 5,Over 50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_3_8,Madagascar-2016,3_8,3,8,0.4,,,On-call,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Other,,Post-Secondary,,Male,,Advanced,,No,,,
Madagascar-2016_3_17,Madagascar-2016,3_17,3,17,0.4,,,,,,1.0,Yes,11-50,Over 5,Over 50,,45 or older,,Doctor,,Post-Secondary,,Male,,Advanced,,Yes,,,
Madagascar-2016_3_24,Madagascar-2016,3_24,3,24,0.4,,,,Authorized absence,1.0,1.0,No,11-50,Over 5,Over 50,,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_3_14,Madagascar-2016,3_14,3,14,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_3_20,Madagascar-2016,3_20,3,20,0.4,,,On-call,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Other,,Post-Secondary,,Male,,Certificate,,No,,,
Madagascar-2016_3_31,Madagascar-2016,3_31,3,31,0.4,,,,On-call,1.0,1.0,No,11-50,Over 5,Over 50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_3_22,Madagascar-2016,3_22,3,22,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Nurse,,Post-Secondary,,Male,,Diploma,,Yes,,,
Madagascar-2016_3_9,Madagascar-2016,3_9,3,9,0.4,,,On-call,,,1.0,Yes,11-50,Over 5,Over 50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Madagascar-2016_3_2,Madagascar-2016,3_2,3,2,0.4,,,,,1.0,1.0,No,11-50,Over 5,Over 50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,In the 1990s
Madagascar-2016_3_11,Madagascar-2016,3_11,3,11,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_3_13,Madagascar-2016,3_13,3,13,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Other,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_3_34,Madagascar-2016,3_34,3,34,0.4,,,,,1.0,1.0,No,11-50,Over 5,Over 50,With patient,35-44,35-44,Other,Other,Post-Secondary,Post-Secondary,Male,Male,,,Yes,Yes,No,After 2000
Madagascar-2016_3_4,Madagascar-2016,3_4,3,4,0.4,,,,,1.0,1.0,No,11-50,Over 5,Over 50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,In the 1990s
Madagascar-2016_3_27,Madagascar-2016,3_27,3,27,0.4,,,On-call,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_3_21,Madagascar-2016,3_21,3,21,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_3_26,Madagascar-2016,3_26,3,26,0.4,,,On-call,,,1.0,No,11-50,Over 5,Over 50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,No,,,
Madagascar-2016_3_15,Madagascar-2016,3_15,3,15,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_3_6,Madagascar-2016,3_6,3,6,0.4,,,On-call,,,1.0,Yes,11-50,Over 5,Over 50,,45 or older,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Madagascar-2016_3_29,Madagascar-2016,3_29,3,29,0.4,,,On-call,,,1.0,No,11-50,Over 5,Over 50,,35-44,,Other,,Post-Secondary,,Male,,Certificate,,No,,,
Madagascar-2016_3_16,Madagascar-2016,3_16,3,16,0.4,,,,On-call,1.0,1.0,No,11-50,Over 5,Over 50,,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_3_25,Madagascar-2016,3_25,3,25,0.4,,,,,,1.0,No,11-50,Over 5,Over 50,,35-44,,Other,,Post-Secondary,,Male,,Diploma,,Yes,,,
Madagascar-2016_30_1,Madagascar-2016,30_1,30,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_30_2,Madagascar-2016,30_2,30,2,0.5,,,Authorized absence,Authorized absence,1.0,1.0,Yes,5 or less,5 or less,5 or less,,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_300_3,Madagascar-2016,300_3,300,3,0.33333334,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,99.0,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Madagascar-2016_300_2,Madagascar-2016,300_2,300,2,0.33333334,,,,Authorized absence,1.0,1.0,No,5 or less,5 or less,5 or less,,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,No,,
Madagascar-2016_300_1,Madagascar-2016,300_1,300,1,0.33333334,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_301_3,Madagascar-2016,301_3,301,3,0.25,,,,,1.0,1.0,No,5 or less,5 or less,6-10,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_301_2,Madagascar-2016,301_2,301,2,0.25,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,With patient,25-34,25-34,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_301_4,Madagascar-2016,301_4,301,4,0.25,,,,,1.0,1.0,No,5 or less,5 or less,6-10,Paperwork,45 or older,45 or older,Other,Other,Post-Secondary,Post-Secondary,Female,Female,None,None,Yes,Yes,No,After 2000
Madagascar-2016_301_1,Madagascar-2016,301_1,301,1,0.25,,,,Authorized absence,1.0,1.0,Yes,5 or less,5 or less,6-10,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_302_1,Madagascar-2016,302_1,302,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_302_2,Madagascar-2016,302_2,302,2,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Paperwork,45 or older,45 or older,Other,Other,Secondary,Secondary,Female,Female,None,None,Yes,Yes,Yes,After 2000
Madagascar-2016_303_3,Madagascar-2016,303_3,303,3,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Paperwork,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Madagascar-2016_303_1,Madagascar-2016,303_1,303,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_303_2,Madagascar-2016,303_2,303,2,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,"Laboratory, investigations, or x-ray",25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,None,None,Yes,Yes,No,After 2000
Madagascar-2016_304_2,Madagascar-2016,304_2,304,2,0.0,,,,,1.0,1.0,No,5 or less,5 or less,5 or less,Paperwork,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,No,After 2000
Madagascar-2016_304_1,Madagascar-2016,304_1,304,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_305_1,Madagascar-2016,305_1,305,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_306_2,Madagascar-2016,306_2,306,2,0.5,,,,Authorized absence,1.0,1.0,No,5 or less,5 or less,5 or less,,25-34,25-34,Other,Other,Secondary,Secondary,Female,Female,None,None,Yes,No,,
Madagascar-2016_306_1,Madagascar-2016,306_1,306,1,0.5,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_307_2,Madagascar-2016,307_2,307,2,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_307_1,Madagascar-2016,307_1,307,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_307_3,Madagascar-2016,307_3,307,3,0.0,,,,,1.0,1.0,No,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,45 or older,45 or older,Other,Other,Primary,Primary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,After 2000
Madagascar-2016_307_4,Madagascar-2016,307_4,307,4,0.0,,,,,1.0,1.0,No,5 or less,5 or less,6-10,Discussion with colleagues or staff meeting,35-44,35-44,Other,Other,Secondary,Secondary,Female,Female,Certificate,Certificate,Yes,Yes,Yes,After 2000
Madagascar-2016_308_7,Madagascar-2016,308_7,308,7,0.1,,,"Training, seminar or meeting",,,1.0,No,11-50,5 or less,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Madagascar-2016_308_4,Madagascar-2016,308_4,308,4,0.1,,,"Training, seminar or meeting",,,1.0,Yes,11-50,5 or less,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Madagascar-2016_308_6,Madagascar-2016,308_6,308,6,0.1,,,,Authorized absence,1.0,1.0,No,11-50,5 or less,11-50,,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,No,,
Madagascar-2016_308_9,Madagascar-2016,308_9,308,9,0.1,,,Sick or on maternity leave,,1.0,1.0,No,11-50,5 or less,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_308_13,Madagascar-2016,308_13,308,13,0.1,,,,,1.0,1.0,Yes,11-50,5 or less,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,Before 1990
Madagascar-2016_308_14,Madagascar-2016,308_14,308,14,0.1,,,,,1.0,1.0,Yes,11-50,5 or less,11-50,Discussion with colleagues or staff meeting,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_308_1,Madagascar-2016,308_1,308,1,0.1,,,,,1.0,1.0,Yes,11-50,5 or less,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_308_8,Madagascar-2016,308_8,308,8,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,45 or older,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_308_15,Madagascar-2016,308_15,308,15,0.1,,,,,1.0,1.0,No,11-50,5 or less,11-50,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_308_3,Madagascar-2016,308_3,308,3,0.1,,,,,,1.0,Yes,11-50,5 or less,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,Yes,,,
Madagascar-2016_308_11,Madagascar-2016,308_11,308,11,0.1,,,,,,1.0,No,11-50,5 or less,11-50,,35-44,,Nurse,,Post-Secondary,,Female,,Diploma,,Yes,,,
Madagascar-2016_308_10,Madagascar-2016,308_10,308,10,0.1,,,On-call,,1.0,1.0,No,11-50,5 or less,11-50,Paperwork,35-44,35-44,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_308_16,Madagascar-2016,308_16,308,16,0.1,,,,,1.0,1.0,Yes,11-50,5 or less,11-50,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_308_12,Madagascar-2016,308_12,308,12,0.1,,,,,1.0,1.0,Yes,11-50,5 or less,11-50,Paperwork,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_308_5,Madagascar-2016,308_5,308,5,0.1,,,,,1.0,1.0,No,11-50,5 or less,11-50,Discussion with colleagues or staff meeting,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Female,Female,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_308_2,Madagascar-2016,308_2,308,2,0.1,,,"Training, seminar or meeting",,,1.0,Yes,11-50,5 or less,11-50,,35-44,,Doctor,,Post-Secondary,,Male,,Advanced,,No,,,
Madagascar-2016_309_1,Madagascar-2016,309_1,309,1,0.44444445,,,,,1.0,1.0,Yes,6-10,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_309_7,Madagascar-2016,309_7,309,7,0.44444445,,,,,1.0,1.0,No,6-10,Over 5,11-50,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_309_8,Madagascar-2016,309_8,309,8,0.44444445,,,,,1.0,1.0,No,6-10,Over 5,11-50,"Laboratory, investigations, or x-ray",25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_309_2,Madagascar-2016,309_2,309,2,0.44444445,,,,,1.0,1.0,No,6-10,Over 5,11-50,With patient,45 or older,45 or older,Doctor,Doctor,,,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_309_9,Madagascar-2016,309_9,309,9,0.44444445,,,,Authorized absence,1.0,1.0,No,6-10,Over 5,11-50,,25-34,25-34,Other,Other,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,No,,
Madagascar-2016_309_6,Madagascar-2016,309_6,309,6,0.44444445,,,On-call,Authorized absence,1.0,1.0,No,6-10,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,No,,
Madagascar-2016_309_3,Madagascar-2016,309_3,309,3,0.44444445,,,Authorized absence,Authorized absence,1.0,1.0,Yes,6-10,Over 5,11-50,,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,No,No,,
Madagascar-2016_309_5,Madagascar-2016,309_5,309,5,0.44444445,,,,On-call,1.0,1.0,No,6-10,Over 5,11-50,,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,No,,
Madagascar-2016_309_4,Madagascar-2016,309_4,309,4,0.44444445,,,,,1.0,1.0,No,6-10,Over 5,11-50,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_31_1,Madagascar-2016,31_1,31,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,5 or less,With patient,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,Yes,Yes,No,After 2000
Madagascar-2016_310_1,Madagascar-2016,310_1,310,1,0.0,,,,,1.0,1.0,Yes,5 or less,5 or less,6-10,With patient,35-44,35-44,Doctor,Doctor,Post-Secondary,Post-Secondary,Male,Male,Advanced,Advanced,Yes,Yes,No,After 2000
Madagascar-2016_310_2,Madagascar-2016,310_2,310,2,0.0,,,On-call,,1.0,1.0,No,5 or less,5 or less,6-10,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Female,Female,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_310_3,Madagascar-2016,310_3,310,3,0.0,,,On-call,,1.0,1.0,No,5 or less,5 or less,6-10,Paperwork,25-34,25-34,Nurse,Nurse,Post-Secondary,Post-Secondary,Male,Male,Diploma,Diploma,No,Yes,No,After 2000
Madagascar-2016_310_4,Madagascar-2016,310_4,310,4,0.0,,,,,,1.0,No,5 or less,5 or less,6-10,,35-44,,Other,,Primary,,Female,,None,,Yes,,,
