country,facility_id,abs_prob,abs_wt,act_a,act_b,admin1,admin2,admin4,adultscale_a,adultscale_b,adultscale_c,airway_a,airway_b,airway_c,albendazole_a,albendazole_b,amitriptyline_a,amitriptyline_b,amoxicillin1_a,amoxicillin1_b,amoxicillin3_a,amoxicillin3_b,ampicillin_a,ampicillin_b,artesunate_a,artesunate_b,atenolol_a,atenolol_b,autoclave_a,autoclave_b,autoclave_c,azithromycin_a,azithromycin_b,bagmask_a,bagmask_b,bagmask_c,bcg_vac,benzathine_a,benzathine_b,benzylpenicillin_a,benzylpenicillin_b,calgluc_a,calgluc_b,captopril_a,captopril_b,cefixime_a,cefixime_b,ceftriaxone_a,ceftriaxone_b,childscale_a,childscale_b,childscale_c,ciproflox_a,ciproflox_b,contraceptive_a,contraceptive_b,cotrimoxazole3_a,cotrimoxazole3_b,depo_a,depo_b,diazepam1a_a,diazepam1a_b,diclofenac_a,diclofenac_b,does_vaccines,dpt_vac,dryheat_a,dryheat_b,dryheat_c,ethambutol_a,ethambutol_b,faccomputer_a,faccomputer_b,facility_level,facmobile_a,facmobile_b,fansidar_a,fansidar_b,final_wt,folic_a,folic_b,fridge_power,fridge_temp,fridge_tempmon,gentamycin_a,gentamycin_b,glibenclam_a,glibenclam_b,glucometer_a,has_antibiotics,has_anticonvuls,has_autosyringe,has_bednet,has_births,has_delivery,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_length,has_mcondoms,has_ocytocics,has_placenta,has_poc,has_resusc,has_sharps,has_tapemeasure,has_vaccarrier,has_weights,hepb_vac,hivtest_a,hypoglycemic_a,hypoglycemic_b,incinerator_a,incinerator_b,incinerator_c,incinerator_power,incinerator_works,indcomputer_a,indcomputer_b,indmobile1_a,indmobile1_b,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,infantscale_c,insulin_a,insulin_b,internet_a,internet_b,ipw,irona_a,irona_b,ironfolic_a,ironfolic_b,isoniazid_a,isoniazid_b,m0s0q0,magsulf_a,magsulf_b,measles_vac,mebendazole_a,mebendazole_b,methasone_a,methasone_b,metronidazole_a,metronidazole_b,misoprostol_a,misoprostol_b,morphine_a,morphine_b,nacl_a,nacl_b,nifedipine2_a,nifedipine2_b,nonelectric_a,nonelectric_b,nonelectric_c,num_births,num_outpatient,omeprazole_a,omeprazole_b,ors_a,ors_b,oxytocin_a,oxytocin_b,paracetamol3_a,paracetamol3_b,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,pyrazinam_a,pyrazinam_b,radio_a,radio_b,rdt_a,rifampicin_a,rifampicin_b,ruralurban,salbutamol_a,salbutamol_b,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_k,sharps_l,sharps_m,sharps_n,simvastatin_a,simvastatin_b,sphgmeter_a,sphgmeter_b,sphgmeter_c,steamer_a,steamer_b,steamer_c,stethoscope_a,stethoscope_b,stethoscope_c,tbtest_a,tetanus_vac,thermometer_a,thermometer_b,thermometer_c,treat_guidelines,treat_observed,vaccine_store1,vaccine_store2,vign_prob,vign_wt,vitamina_a,vitamina_b,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_k,waste_l,waste_m,waste_n,waste_training,zinctabs_a,zinctabs_b
Tanzania-2014,441,1.0,5.9285216,At least one observed (not expired),Form as stated,19,6,133,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,Never available,,No,,Health Post,No,,Not available today,,5.9285216,At least one observed (not expired),Form as stated,Electrical grid,5.0,Yes (Observed),At least one observed (not expired),Form as stated,Never available,,No,Yes,No,Yes (Observed),Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),No,,,Never available,,No,,5.9285216,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Never available,,No,,,50 or less,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,No,Never available,,Rural,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No waste visible,No,No,Yes,No,Yes,Never available,,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.33333334,17.785564,At least one observed (not expired),Form as stated,No,No,No,Yes,No,No,No,Yes (Observed),No,No,No waste visible,No,2.0,No,No,Yes,Yes,At least one observed (not expired),Form as stated
Tanzania-2014,442,1.0,5.9285216,At least one observed (not expired),Form as stated,19,6,133,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Not available today,,Not recommended at given facility level,,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Not available today,,No,,,Never available,,Yes (Observed),Yes (Observed),,Not available today,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Not available today,No,,,Not recommended at given facility level,,No,,Health Post,No,,Not available today,,5.9285216,Not available today,,Gas,6.6666665,Yes (Observed),Never available,,Never available,,No,Yes,Yes,Yes (Observed),No,Yes,Yes,No,1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),No,Never available,,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,5.9285216,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not recommended at given facility level,,Questionnaire finalized,Not recommended at given facility level,,At least one observed (not expired),Not available today,,Never available,,Never available,,Never available,,Not recommended at given facility level,,At least one observed (not expired),Other,Not available today,,Yes (Observed),Yes (Observed),,50 or less,1001-2000,Not recommended at given facility level,,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not recommended at given facility level,,No,,Yes,Not recommended at given facility level,,Rural,Never available,,No,No,No,No,Yes,No,No,No,No,"Waste visible, unprotected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.25,23.714087,At least one observed (not expired),Form as stated,No,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,2.0,No,No,No,Yes,Not available today,
Tanzania-2014,443,1.0,1.7485089,At least one observed (not expired),Form as stated,19,6,283,No,,,No,,,Not available today,,Never available,,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Not available today,,Yes (Observed),No,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Not available today,,Yes,At least one observed (not expired),No,,,Not recommended at given facility level,,No,,Health Post,No,,At least one observed (not expired),Form as stated,1.7485089,At least one observed (not expired),Form as stated,Gas,3.8888888,No,Never available,,Never available,,No,Yes,Yes,Yes (Observed),No,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,No,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),No,,,Never available,,No,,1.7485089,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not recommended at given facility level,,Questionnaire finalized,Never available,,At least one observed (not expired),Not available today,,Never available,,Not available today,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,Over 50,Over 3000,Never available,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not recommended at given facility level,,No,,Yes,Not recommended at given facility level,,Rural,Never available,,No,No,No,No,No,No,No,No,No,No waste visible,No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.33333334,5.245527,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No,No waste visible,No,2.0,No,No,Yes,No,Not available today,
Tanzania-2014,444,0.37037036,8.767324,At least one observed (not expired),Form as stated,19,6,283,No,,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (all expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Yes (Observed),Yes (Observed),,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,No,,At least one observed (not expired),Form as stated,3.247157,At least one observed (not expired),Form as stated,Petrol,5.5555553,Yes (Observed),Not available today,,Never available,,No,Yes,Yes,Yes (Observed),Yes,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),No,Never available,,,,,Yes,Yes,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,3.247157,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Not available today,,Not available today,,Never available,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,Over 50,Over 3000,Never available,,Not available today,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,No,,Yes,At least one observed (not expired),Form as stated,Urban,Never available,,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,No,Yes,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.083333336,38.965885,Not available today,,No,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, protected area",No,2.0,Yes,No,Yes,No,Never available,
Tanzania-2014,445,0.3125,16.872648,At least one observed (not expired),Form as stated,19,6,71,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Not available today,,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Health Center,No,,At least one observed (not expired),Form as stated,5.272702,At least one observed (not expired),Form as stated,Electrical grid,7.7777777,Yes (Observed),Never available,,Never available,,No,Yes,Yes,Yes (Observed),Yes,Yes,Yes,Yes (Not Observed),1,No,Yes (Observed),Yes,Yes (Observed),Yes,Yes,Yes,Yes,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),No,,,Never available,,Yes (Observed),Yes (Observed),5.272702,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Questionnaire finalized,At least one observed (not expired),Form as stated,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Never available,,No,,,Over 50,1001-2000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),Yes,At least one observed (not expired),Form as stated,Urban,Never available,,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,No,No,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.045454547,115.99945,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,Yes (Observed),No,No,"Waste visible, unprotected area",No,2.0,Yes,No,Yes,Yes,Not available today,
Tanzania-2014,446,1.0,14.310918,Not available today,,19,6,111,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,Never available,,Never available,,Not available today,,Not available today,,Never available,,Never available,,Never available,,No,,,Not available today,,No,,,At least one observed (not expired),Not available today,,Not available today,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Other,Yes,At least one observed (not expired),No,,,Never available,,No,,Health Post,No,,At least one observed (not expired),Form as stated,14.310918,At least one observed (not expired),Form as stated,Gas,5.5555553,Yes (Observed),Not available today,,Never available,,No,Yes,No,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,Yes,Yes,Yes (Observed),No,Yes (Observed),1,At least one observed (not expired),No,Never available,,,,,,,No,,No,,Yes (Observed),Yes (Observed),No,,,Never available,,No,,14.310918,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,Not available today,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Other,Not available today,,Never available,,Never available,,Never available,,Yes (Observed),Yes (Observed),,Over 50,501-1000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,Yes,No,No,No,No,No,No,No,No waste visible,No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.5,28.621836,Never available,,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,2.0,No,No,No,No,At least one observed (not expired),Form as stated
Tanzania-2014,447,1.0,5.539081,At least one observed (not expired),Form as stated,19,6,53,Yes (Observed),Yes (Observed),,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,Not available today,,Not available today,,Never available,,Never available,,Not available today,,No,,,Never available,,Yes (Observed),Yes (Observed),,Not available today,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,At least one observed (not expired),No,,,Never available,,No,,Health Post,No,,At least one observed (not expired),Form as stated,5.539081,Not available today,,Gas,5.5555553,Yes (Observed),Never available,,Never available,,No,Yes,Yes,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,No,Yes,No,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),Yes,Never available,,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,5.539081,Never available,,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,50 or less,501-1000,Never available,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,No,No,No,Yes,No,No,No,No,No waste visible,No,No,No,No,No,Not available today,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,1.0,5.539081,At least one observed (not expired),Form as stated,No,No,No,No,Yes,No,No,Yes (Not Observed),No,No,No waste visible,No,2.0,No,No,No,Yes,Not available today,
Tanzania-2014,448,1.0,5.539081,At least one observed (not expired),Form as stated,19,6,53,No,,,Yes (Observed),Yes (Observed),,Not available today,,Never available,,Not available today,,Not available today,,Never available,,Never available,,Never available,,Yes (Observed),Yes (Observed),,Not available today,,No,,,At least one observed (not expired),Not available today,,Not available today,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),Form as stated,Not available today,,Not available today,,Yes,At least one observed (not expired),No,,,Not available today,,No,,Health Post,No,,At least one observed (not expired),Form as stated,5.539081,Not available today,,Gas,5.0,Yes (Observed),Not available today,,Never available,,Yes,Yes,No,Yes (Observed),No,Yes,No,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Not Observed),No,No,Yes,Yes,Yes,No,Yes (Observed),Yes,Yes (Observed),1,At least one observed (all expired),No,Never available,,,,,,,No,,No,,Yes (Observed),Yes (Observed),No,,,Never available,,No,,5.539081,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Questionnaire finalized,Not available today,,At least one observed (not expired),Not available today,,Never available,,Not available today,,Never available,,Never available,,At least one observed (not expired),Form as stated,Not available today,,Yes (Observed),Yes (Observed),,50 or less,501-1000,Never available,,Not available today,,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not available today,,No,,No,Not available today,,Rural,Never available,,No,Yes,No,No,Yes,No,No,No,No,"Waste visible, unprotected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.5,11.078162,Not available today,,No,Yes,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,2.0,No,No,No,No,Not available today,
Tanzania-2014,449,1.0,5.539081,At least one observed (not expired),Form as stated,19,6,53,Yes (Observed),No,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,Never available,,Not available today,,At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,No,,,Never available,,Yes (Observed),Yes (Observed),,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,Not available today,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,At least one observed (not expired),No,,,Not recommended at given facility level,,No,,Health Post,No,,At least one observed (not expired),Form as stated,5.539081,At least one observed (not expired),Form as stated,Gas,8.333333,Yes (Observed),Never available,,Never available,,Yes,Yes,Yes,Yes (Observed),No,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,No,Yes,Yes,Yes (Observed),Yes,Yes (Observed),1,At least one observed (not expired),No,Never available,,,,,,,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),No,,Never available,,No,,5.539081,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not recommended at given facility level,,Questionnaire finalized,Not available today,,At least one observed (not expired),At least one observed (not expired),Form as stated,Not available today,,Never available,,Never available,,Not recommended at given facility level,,At least one observed (not expired),Form as stated,Never available,,Yes (Observed),Yes (Observed),,Over 50,501-1000,Never available,,Not available today,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,Not recommended at given facility level,,No,,Yes,Not recommended at given facility level,,Rural,Never available,,No,No,No,No,Yes,No,No,No,No,No waste visible,No,No,No,No,No,Never available,,Yes (Observed),No,,No,,,No,,,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,No,Yes,No,0.5,11.078162,At least one observed (not expired),Form as stated,No,No,No,No,Yes,No,No,Yes (Observed),No,No,No waste visible,No,2.0,No,No,No,Yes,Not available today,
Tanzania-2014,45,1.0,60.80146,At least one observed (not expired),Form as stated,2,2,91,Yes (Observed),Yes (Observed),,No,,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Never available,,No,,,At least one observed (not expired),Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,Not available today,,Yes (Observed),Yes (Observed),,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,Yes,Never available,No,,,Never available,,No,,Health Post,No,,Not available today,,60.80146,Not available today,,Electrical grid,3.8888888,Yes (Observed),Not available today,,At least one observed (not expired),Form as stated,Yes,,,Yes (Observed),No,No,,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,,,,,Yes (Observed),Yes,Yes (Observed),1,Never available,Yes,At least one observed (not expired),Form as stated,,,,Yes,Yes,No,,No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,Never available,,No,,60.80146,At least one observed (not expired),Form as stated,Not available today,,Never available,,Questionnaire finalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,,1001-2000,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Private,Never available,,No,,Yes,Never available,,Urban,Not available today,,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,No,No,No,No,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,No,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,1.0,60.80146,At least one observed (not expired),Form as stated,No,No,No,No,No,No,No,No,No,No,"Waste visible, protected area",No,2.0,No,No,Yes,Yes,Not available today,
Tanzania-2014,450,0.90909094,9.477804,At least one observed (not expired),Form as stated,19,6,311,No,,,No,,,At least one observed (not expired),Form as stated,Never available,,Not available today,,Not available today,,Never available,,Never available,,Never available,,No,,,Never available,,No,,,At least one observed (not expired),Never available,,Never available,,Never available,,Never available,,Never available,,At least one observed (not expired),Form as stated,Yes (Observed),Yes (Observed),,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Never available,,At least one observed (not expired),Form as stated,Yes,At least one observed (not expired),No,,,Never available,,No,,Health Center,No,,Not available today,,8.616185,At least one observed (not expired),Form as stated,Gas,4.4444447,Yes (Observed),Never available,,Never available,,No,Yes,No,Yes (Observed),Yes,Yes,Yes,Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes,Yes,Yes,No,Yes,Yes (Observed),Yes,Yes (Observed),1,Never available,No,Never available,,,,,No,Yes,No,,No,,Yes (Observed),Yes (Observed),No,,,Never available,,No,,8.616185,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Never available,,Questionnaire finalized,Never available,,At least one observed (not expired),At least one observed (not expired),Form as stated,Never available,,Never available,,Never available,,Never available,,Never available,,Never available,,Yes (Observed),Yes (Observed),,Over 50,501-1000,Never available,,At least one observed (not expired),Form as stated,At least one observed (not expired),Form as stated,Not available today,,At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,Never available,,No,,Yes,Never available,,Rural,Never available,,No,No,No,No,No,No,No,No,No,No waste visible,No,No,Yes,No,Yes,Never available,,Yes (Observed),Yes (Observed),,No,,,Yes (Observed),Yes (Observed),,Yes,At least one observed (not expired),Yes (Observed),Yes (Observed),,Yes,Yes,Yes,No,0.33333334,25.848557,Never available,,No,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,2.0,Yes,No,Yes,No,At least one observed (not expired),Form as stated
