country,facility_id,abs_wt,act_a,admin1,admin2,admin3,adultscale_a,adultscale_b,albendazole_a,amoxicillin3_a,ampicillin2_a,ampicillin_a,autoclave_a,autoclave_b,azithromycin_a,bcg_vac,benzathine_a,benzylpenicillin_a,calgluc_a,ceftriaxone2_a,childscale_a,childscale_b,chloraphen_a,cotrimoxazole2_a,depo_a,diazepam3_a,does_vaccines,does_vaccines2,dpt_vac,dryheat_a,dryheat_b,elecdevice_a,elecdevice_b,ergometrine_a,facility_level,facmobile_a,facmobile_b,folic_a,gentamycin2_a,gentamycin_a,has_autosyringe,has_dispsyringe,has_facility,has_fcondoms,has_fridge,has_gloves,has_icepacks,has_mcondoms,has_sharps,has_vaccarrier,has_weights,hepb_vac,incinerator_a,incinerator_b,incinerator_power,incinerator_works,indmobile2_a,indmobile2_b,infantscale_a,infantscale_b,internet_a,internet_b,ipw,irona_a,magsulf_a,measles_vac,methasone_a,metronidazole_a,misoprostol_a,nacl_a,nifedipine2_a,nonelectric_a,nonelectric_b,num_births,num_outpatient,ors_a,oxytocin_a,paracetamol3_a,pentavalent_vac,phone_a,phone_b,pneumococ_vac,polio_vac,publicprivate,radio_a,radio_b,ruralurban,sharps_a,sharps_b,sharps_c,sharps_d,sharps_e,sharps_f,sharps_g,sharps_h,sharps_i,sharps_inspected,sharps_j,sharps_joth,sharps_k,sharps_l,sharps_m,sharps_n,sphgmeter_a,sphgmeter_b,steamer_a,steamer_b,stethoscope_a,stethoscope_b,thermometer_a,thermometer_b,vaccine_store1,vaccine_store2,vign_wt,vitamina_a,waste_a,waste_b,waste_c,waste_d,waste_e,waste_f,waste_g,waste_guidelines,waste_h,waste_i,waste_inspected,waste_j,waste_joth,waste_k,waste_l,waste_m,waste_n,waste_training,yellowfev_vac,zinctabs_a
Nigeria-2013,402008,2.255814,At least one observed (not expired),4,2.0,206.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Never available,No,,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Not available today,No,,No,,At least one observed (not expired),Health Center,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,No,Not available,Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.255814,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Not available today,At least one observed (not expired),Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,15.790698,At least one observed (not expired),No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,402011,1.0,At least one observed (not expired),4,2.0,209.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),No,,Not available today,Not available today,Never available,At least one observed (not expired),Yes,,Not available today,No,,No,,At least one observed (not expired),Hospital,No,,At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),1,No,Not available,Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,1.0,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Available but not observed (not expired),Not available today,Yes (Not Observed),No,50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),No,No,Yes,1.25,At least one observed (not expired),No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,                              ,No,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,402020,2.255814,At least one observed (not expired),4,2.0,204.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Not available today,Never available,No,,Never available,Not available today,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Not available today,No,,No,,Not available today,Health Post,No,,At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.255814,At least one observed (not expired),Never available,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,4.511628,At least one observed (not expired),No,Yes,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,403006,2.255814,At least one observed (not expired),4,3.0,301.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Not available today,Not available today,No,,Never available,At least one observed (not expired),Never available,Never available,Never available,At least one observed (not expired),Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Never available,No,,No,,Not available today,Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.255814,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,Yes,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,3.383721,At least one observed (not expired),Yes,No,No,No,No,No,No,No,No,No,No waste visible,No,                              ,Yes,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,403008,2.255814,At least one observed (not expired),4,3.0,302.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Never available,Yes (Not Observed),Yes (Observed),No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.255814,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,Yes,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,2.255814,At least one observed (not expired),No,No,No,No,No,No,No,No,No,No,No waste visible,No,                              ,Yes,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,403012,2.255814,At least one observed (not expired),4,3.0,303.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),Never available,Never available,Never available,Never available,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Never available,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.255814,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,No,No,No,Yes,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,6.767442,At least one observed (not expired),No,No,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,403013,2.255814,At least one observed (not expired),4,3.0,308.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,No,,Never available,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),Yes,,Never available,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.255814,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),No,,Never available,Never available,Public,No,,Rural,No,No,No,No,No,Yes,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,4.511628,At least one observed (not expired),No,No,No,No,No,Yes,No,Yes (Not Observed),No,No,No waste visible,No,                              ,No,No,No,No,Yes,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,403016,2.255814,At least one observed (not expired),4,3.0,301.0,Yes (Not Observed),No,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),No,,At least one observed (not expired),,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Not Observed),No,Not available today,Not available today,At least one observed (not expired),At least one observed (not expired),No,No,,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,,1,No,Not available,Yes,,No,,,1,,No,,,,Yes (Observed),Yes (Observed),Yes (Not Observed),No,No,,2.255814,Not available today,Never available,,At least one observed (not expired),Not available today,Never available,Not available today,At least one observed (not expired),Yes (Observed),No,50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,No,,,,Public,No,,Rural,No,No,No,No,No,No,Yes,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,,4.511628,At least one observed (not expired),No,No,No,No,No,No,Yes,No,No,No,No waste visible,No,                              ,No,No,No,No,No,,Never available
Nigeria-2013,403020,2.255814,At least one observed (not expired),4,3.0,308.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Never available,Never available,At least one observed (not expired),Never available,No,,Never available,At least one observed (not expired),Never available,Never available,Yes,,Never available,No,,No,,Never available,Health Center,No,,At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.255814,At least one observed (not expired),Never available,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),No,50 or less,0-500,Never available,Never available,At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,Yes,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes,,4.511628,At least one observed (not expired),Yes,No,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),Never available
Nigeria-2013,403022,2.255814,At least one observed (not expired),4,3.0,302.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Not available today,Yes (Observed),Yes (Observed),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Never available,No,,No,,Never available,Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.255814,At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,Yes,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,4.511628,At least one observed (not expired),Yes,No,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,404004,2.2435896,Not available today,4,4.0,417.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,At least one observed (not expired),No,,Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Yes,,Not available today,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,Never available,No,,,,Yes (Observed),Yes (Observed),No,,No,,2.2435896,At least one observed (not expired),Not available today,Not available today,Never available,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),Yes (Observed),No,50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,Yes,No,No,No,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),Yes (Observed),No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,2.991453,At least one observed (not expired),Yes,No,No,No,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,404006,1.0,Not available today,4,4.0,408.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),No,At least one observed (all expired),,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),No,No,,No,,No,,At least one observed (not expired),Hospital,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),,,1,No,Not available,No,,No,,,1,,No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,1.0,At least one observed (not expired),At least one observed (all expired),,At least one observed (not expired),At least one observed (not expired),At least one observed (all expired),At least one observed (all expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (all expired),At least one observed (not expired),,No,,,,Public,No,,Rural,No,No,No,No,Yes,No,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,,3.3333333,At least one observed (not expired),No,No,No,No,Yes,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,,Never available
Nigeria-2013,404007,1.0,At least one observed (all expired),4,4.0,407.0,Yes (Observed),Yes (Observed),At least one observed (all expired),At least one observed (all expired),At least one observed (all expired),Not available today,No,,At least one observed (all expired),,At least one observed (all expired),At least one observed (all expired),Not available today,At least one observed (all expired),No,,At least one observed (all expired),At least one observed (all expired),At least one observed (all expired),At least one observed (all expired),No,No,,No,,No,,At least one observed (all expired),Hospital,No,,At least one observed (all expired),At least one observed (all expired),At least one observed (not expired),,,1,No,Not available,Yes,,No,,,1,,Yes (Observed),No,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,1.0,At least one observed (all expired),Not available today,,At least one observed (all expired),At least one observed (all expired),At least one observed (all expired),At least one observed (not expired),At least one observed (all expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (all expired),At least one observed (all expired),,No,,,,Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,                              ,No,Yes,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),,,1.5,At least one observed (all expired),No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,                              ,No,Yes,No,No,No,,At least one observed (all expired)
Nigeria-2013,404008,2.2435896,At least one observed (not expired),4,4.0,415.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,Yes (Not Observed),No,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Not available today,No,,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),Yes,,Never available,Yes (Not Observed),No,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.2435896,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),50 or less,0-500,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,Yes,Yes,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,2.2435896,At least one observed (not expired),No,Yes,No,Yes,No,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,404009,2.2435896,At least one observed (not expired),4,4.0,419.0,Yes (Observed),Yes (Observed),At least one observed (not expired),Not available today,Never available,Not available today,No,,Not available today,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),Never available,Yes (Observed),Yes (Observed),Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Not available today,Yes (Observed),No,No,,Not available today,Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,No,Yes (Observed),Yes,Yes (Observed),No,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.2435896,At least one observed (not expired),Never available,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Not available today,Never available,Yes (Observed),No,50 or less,0-500,At least one observed (all expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,No,Yes,No,No,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,Yes (Observed),No,No,,Yes (Observed),No,Yes (Observed),Yes (Observed),No,Yes,4.4871793,Not available today,No,No,No,No,Yes,No,No,No,No,No,"Waste visible, unprotected area",No,                              ,No,No,No,No,No,At least one observed (not expired),Never available
Nigeria-2013,404013,2.2435896,Not available today,4,4.0,405.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Never available,At least one observed (not expired),Never available,Not available today,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,At least one observed (not expired),No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Yes (Not Observed),Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,No,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.2435896,At least one observed (not expired),Never available,Not available today,Not available today,At least one observed (not expired),Not available today,Not available today,At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,No,No,Yes,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,2.2435896,At least one observed (not expired),No,No,No,No,No,Yes,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),Not available today
Nigeria-2013,404014,2.2435896,At least one observed (not expired),4,4.0,403.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Never available,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.2435896,At least one observed (not expired),Never available,Not available today,At least one observed (not expired),At least one observed (not expired),Never available,At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,501-1000,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,Yes,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,5.608974,At least one observed (not expired),No,Yes,No,No,No,No,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
Nigeria-2013,404038,2.2435896,At least one observed (not expired),4,4.0,416.0,Yes (Observed),Yes (Observed),Never available,Never available,Never available,At least one observed (not expired),No,,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Never available,Never available,Yes (Observed),Yes (Observed),At least one observed (not expired),Never available,At least one observed (not expired),Not available today,Yes,,Never available,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Not available,Yes,Yes (Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.2435896,At least one observed (not expired),Never available,At least one observed (not expired),Not available today,At least one observed (not expired),Never available,Never available,Never available,Yes (Observed),Yes (Observed),50 or less,0-500,Never available,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,Never available,At least one observed (not expired),Public,No,,Rural,No,No,No,No,No,Yes,No,No,No,No waste visible,No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,6.7307687,At least one observed (not expired),No,No,No,No,No,Yes,No,No,No,No,No waste visible,No,                              ,No,No,No,No,No,At least one observed (not expired),Never available
Nigeria-2013,404040,2.2435896,At least one observed (not expired),4,4.0,414.0,Yes (Observed),Yes (Observed),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Not available today,Not available today,No,,Not available today,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes,,Never available,No,,No,,At least one observed (not expired),Health Center,No,,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),1,Yes,Yes (Observed),Yes,Yes (Not Observed),Yes,Yes (Observed),Yes (Observed),1,At least one observed (not expired),No,,,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,,2.2435896,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),Yes (Observed),Yes (Observed),50 or less,0-500,At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),At least one observed (not expired),No,,At least one observed (not expired),At least one observed (not expired),Public,No,,Rural,No,Yes,No,No,No,No,No,No,No,"Waste visible, protected area",No,                              ,No,No,No,No,Yes (Observed),Yes (Observed),No,,Yes (Observed),Yes (Observed),Yes (Observed),Yes (Observed),No,Yes,2.2435896,At least one observed (not expired),No,Yes,No,No,No,No,No,Yes (Not Observed),No,No,"Waste visible, protected area",No,                              ,No,No,No,No,No,At least one observed (not expired),At least one observed (not expired)
