survey_id,country,unique_id,facility_id,provider_id,abs_wt,absence_rate,absence_rate2,absent_other1,absent_other3,absent_reason1,absent_reason3,has_absentee,has_absentee2,has_roster,is_outpatient,num_staff,provider_age1,provider_age2,provider_cadre1,provider_cadre2,provider_educ2,provider_male1,provider_present1,provider_present2,provider_present3,salary_delaylen,salary_delaylen2,salary_got,salary_got2,year_started
Senegal-2010_137_2,Senegal-2010,137_2,137,2,99.452705,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_137_1,Senegal-2010,137_1,137,1,99.452705,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_137_0,Senegal-2010,137_0,137,0,99.452705,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,2.0,0.0,Yes,Yes,After 2000
Senegal-2010_138_1,Senegal-2010,138_1,138,1,142.00075,0.0,0.14285715,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_138_5,Senegal-2010,138_5,138,5,142.00075,0.0,0.14285715,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_138_0,Senegal-2010,138_0,138,0,142.00075,0.0,0.14285715,,,,Authorized absence,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_138_4,Senegal-2010,138_4,138,4,142.00075,0.0,0.14285715,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_138_2,Senegal-2010,138_2,138,2,142.00075,0.0,0.14285715,,,Sick or on maternity leave,,1.0,1.0,1,No,6-10,45 or older,45 or older,Other,Other,Post-Secondary,Female,No,Yes,Yes,3.0,0.0,Yes,Yes,Before 1990
Senegal-2010_138_6,Senegal-2010,138_6,138,6,142.00075,0.0,0.14285715,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,2.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_138_3,Senegal-2010,138_3,138,3,142.00075,0.0,0.14285715,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,7.0,0.0,Yes,Yes,Before 1990
Senegal-2010_139_5,Senegal-2010,139_5,139,5,31.264751,0.0,0.0,,,,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_139_1,Senegal-2010,139_1,139,1,31.264751,0.0,0.0,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_139_3,Senegal-2010,139_3,139,3,31.264751,0.0,0.0,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_139_0,Senegal-2010,139_0,139,0,31.264751,0.0,0.0,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_139_4,Senegal-2010,139_4,139,4,31.264751,0.0,0.0,,,,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_139_2,Senegal-2010,139_2,139,2,31.264751,0.0,0.0,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_14_0,Senegal-2010,14_0,14,0,31.572369,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_14_1,Senegal-2010,14_1,14,1,31.572369,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_140_6,Senegal-2010,140_6,140,6,74.12969,0.27272728,0.36363637,,,,Unauthorized absence,1.0,1.0,1,No,11-50,35-44,45 or older,Other,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_140_11,Senegal-2010,140_11,140,11,,0.27272728,0.36363637,,,,,,,1,No,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_140_10,Senegal-2010,140_10,140,10,74.12969,0.27272728,0.36363637,,,Sick or on maternity leave,Unauthorized absence,1.0,1.0,1,No,11-50,35-44,35-44,Other,Other,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_140_12,Senegal-2010,140_12,140,12,,0.27272728,0.36363637,,,,,,,1,No,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_140_4,Senegal-2010,140_4,140,4,74.12969,0.27272728,0.36363637,,,,,1.0,1.0,1,Yes,11-50,25-34,45 or older,Other,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_140_16,Senegal-2010,140_16,140,16,,0.27272728,0.36363637,,,,,,,1,No,11-50,25-34,,Other,,,Male,Yes,,,,,,,
Senegal-2010_140_7,Senegal-2010,140_7,140,7,74.12969,0.27272728,0.36363637,,,,,1.0,1.0,1,No,11-50,45 or older,35-44,Nurse,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_140_1,Senegal-2010,140_1,140,1,74.12969,0.27272728,0.36363637,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Primary,Male,Yes,No,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_140_0,Senegal-2010,140_0,140,0,74.12969,0.27272728,0.36363637,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_140_14,Senegal-2010,140_14,140,14,,0.27272728,0.36363637,,,Sick or on maternity leave,,,,1,No,11-50,45 or older,,Nurse,,,Female,No,,,,,,,
Senegal-2010_140_15,Senegal-2010,140_15,140,15,,0.27272728,0.36363637,,,,,,,1,No,11-50,45 or older,,Other,,,Female,Yes,,,,,,,
Senegal-2010_140_8,Senegal-2010,140_8,140,8,74.12969,0.27272728,0.36363637,,,,,1.0,1.0,1,No,11-50,35-44,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,,,,,After 2000
Senegal-2010_140_2,Senegal-2010,140_2,140,2,74.12969,0.27272728,0.36363637,,,,,1.0,1.0,1,Yes,11-50,Younger than 25,35-44,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_140_5,Senegal-2010,140_5,140,5,74.12969,0.27272728,0.36363637,,,,Unauthorized absence,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,No,,,,,After 2000
Senegal-2010_140_9,Senegal-2010,140_9,140,9,74.12969,0.27272728,0.36363637,,,Authorized absence,,1.0,1.0,1,No,11-50,,Younger than 25,Other,Other,Post-Secondary,Female,No,Yes,Yes,,,,,After 2000
Senegal-2010_140_13,Senegal-2010,140_13,140,13,,0.27272728,0.36363637,,,,,,,1,No,11-50,45 or older,,Other,,,Female,Yes,,,,,,,
Senegal-2010_140_3,Senegal-2010,140_3,140,3,74.12969,0.27272728,0.36363637,,,,Sick or on maternity leave,1.0,1.0,1,Yes,11-50,35-44,35-44,Other,Other,Secondary,Female,Yes,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_140_17,Senegal-2010,140_17,140,17,,0.27272728,0.36363637,,,,,,,1,No,11-50,Younger than 25,,Other,,,Female,Yes,,,,,,,
Senegal-2010_141_2,Senegal-2010,141_2,141,2,88.26956,0.16666667,0.16666667,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_141_5,Senegal-2010,141_5,141,5,88.26956,0.16666667,0.16666667,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_141_4,Senegal-2010,141_4,141,4,88.26956,0.16666667,0.16666667,,,Authorized absence,Authorized absence,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_141_3,Senegal-2010,141_3,141,3,88.26956,0.16666667,0.16666667,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_141_1,Senegal-2010,141_1,141,1,88.26956,0.16666667,0.16666667,,,,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_141_0,Senegal-2010,141_0,141,0,88.26956,0.16666667,0.16666667,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_142_13,Senegal-2010,142_13,142,13,,0.18181819,0.27272728,,,,,,,1,Yes,11-50,35-44,,Nurse,,,Female,Yes,,,,,,,
Senegal-2010_142_12,Senegal-2010,142_12,142,12,,0.18181819,0.27272728,,,,,,,1,Yes,11-50,25-34,,Nurse,,,Female,Yes,,,,,,,
Senegal-2010_142_11,Senegal-2010,142_11,142,11,,0.18181819,0.27272728,,,,,,,1,Yes,11-50,25-34,,Nurse,,,Female,Yes,,,,,,,
Senegal-2010_142_15,Senegal-2010,142_15,142,15,,0.18181819,0.27272728,,,,,,,1,No,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_142_0,Senegal-2010,142_0,142,0,78.143394,0.18181819,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,No,No,Before 1990
Senegal-2010_142_9,Senegal-2010,142_9,142,9,78.143394,0.18181819,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_142_1,Senegal-2010,142_1,142,1,78.143394,0.18181819,0.27272728,,,,Unauthorized absence,1.0,1.0,1,Yes,11-50,25-34,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_142_3,Senegal-2010,142_3,142,3,78.143394,0.18181819,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,5.0,0.0,Yes,Yes,After 2000
Senegal-2010_142_5,Senegal-2010,142_5,142,5,78.143394,0.18181819,0.27272728,,,,Unauthorized absence,1.0,1.0,1,Yes,11-50,25-34,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_142_14,Senegal-2010,142_14,142,14,,0.18181819,0.27272728,,,,,,,1,No,11-50,35-44,,Other,,,Female,Yes,,,,,,,
Senegal-2010_142_7,Senegal-2010,142_7,142,7,78.143394,0.18181819,0.27272728,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Other,Secondary,Female,Yes,No,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_142_6,Senegal-2010,142_6,142,6,78.143394,0.18181819,0.27272728,,,,Sick or on maternity leave,1.0,1.0,1,Yes,11-50,45 or older,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_142_8,Senegal-2010,142_8,142,8,78.143394,0.18181819,0.27272728,,,Not his/her shift,,1.0,1.0,1,Yes,11-50,45 or older,35-44,Nurse,Nurse,Post-Secondary,Female,No,Yes,Yes,2.0,0.0,Yes,Yes,After 2000
Senegal-2010_142_4,Senegal-2010,142_4,142,4,78.143394,0.18181819,0.27272728,EN SUPERVISION,,Other,,1.0,1.0,1,Yes,11-50,35-44,45 or older,Nurse,Nurse,Post-Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_142_2,Senegal-2010,142_2,142,2,78.143394,0.18181819,0.27272728,,,Not his/her shift,,1.0,1.0,1,Yes,11-50,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,No,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_142_10,Senegal-2010,142_10,142,10,78.143394,0.18181819,0.27272728,,,Authorized absence,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Other,Nurse,Post-Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_143_1,Senegal-2010,143_1,143,1,27.706673,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_143_0,Senegal-2010,143_0,143,0,27.706673,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,10.0,0.0,Yes,Yes,After 2000
Senegal-2010_144_6,Senegal-2010,144_6,144,6,41.183163,0.2,0.5,,,Not his/her shift,,1.0,1.0,1,No,6-10,35-44,35-44,Nurse,Nurse,Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_144_8,Senegal-2010,144_8,144,8,41.183163,0.2,0.5,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_144_3,Senegal-2010,144_3,144,3,41.183163,0.2,0.5,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1.0,1,Yes,6-10,,,Other,Other,,Male,No,No,No,,,,,
Senegal-2010_144_4,Senegal-2010,144_4,144,4,41.183163,0.2,0.5,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_144_9,Senegal-2010,144_9,144,9,41.183163,0.2,0.5,,,,Not his/her shift,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,No,3.0,0.0,Yes,Yes,Before 1990
Senegal-2010_144_0,Senegal-2010,144_0,144,0,41.183163,0.2,0.5,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_144_7,Senegal-2010,144_7,144,7,41.183163,0.2,0.5,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Secondary,Female,No,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_144_2,Senegal-2010,144_2,144,2,41.183163,0.2,0.5,,,,Not his/her shift,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_144_5,Senegal-2010,144_5,144,5,41.183163,0.2,0.5,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_144_1,Senegal-2010,144_1,144,1,41.183163,0.2,0.5,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_145_2,Senegal-2010,145_2,145,2,12.827963,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_145_1,Senegal-2010,145_1,145,1,12.827963,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_145_0,Senegal-2010,145_0,145,0,12.827963,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,Ne sait pas,Ne sait pas,Yes,No,After 2000
Senegal-2010_146_3,Senegal-2010,146_3,146,3,88.26956,0.33333334,0.6666667,,,,Unauthorized absence,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_146_4,Senegal-2010,146_4,146,4,88.26956,0.33333334,0.6666667,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_146_0,Senegal-2010,146_0,146,0,88.26956,0.33333334,0.6666667,,,,,1.0,1.0,1,Yes,6-10,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_146_1,Senegal-2010,146_1,146,1,88.26956,0.33333334,0.6666667,,,,,1.0,1.0,1,Yes,6-10,25-34,25-34,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,30.0,0.0,No,Yes,After 2000
Senegal-2010_146_2,Senegal-2010,146_2,146,2,88.26956,0.33333334,0.6666667,,,,Unauthorized absence,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_146_5,Senegal-2010,146_5,146,5,88.26956,0.33333334,0.6666667,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_147_3,Senegal-2010,147_3,147,3,120.70949,0.375,0.375,,,,Unauthorized absence,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_147_1,Senegal-2010,147_1,147,1,120.70949,0.375,0.375,,,Not his/her shift,,1.0,1.0,1,No,6-10,25-34,25-34,Nurse,Nurse,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_147_4,Senegal-2010,147_4,147,4,120.70949,0.375,0.375,,,,,1.0,1.0,1,No,6-10,25-34,25-34,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_147_6,Senegal-2010,147_6,147,6,120.70949,0.375,0.375,,,,Not his/her shift,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Post-Secondary,Male,Yes,Yes,No,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_147_0,Senegal-2010,147_0,147,0,120.70949,0.375,0.375,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_147_5,Senegal-2010,147_5,147,5,120.70949,0.375,0.375,,,Not his/her shift,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Other,Other,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_147_7,Senegal-2010,147_7,147,7,120.70949,0.375,0.375,,,Not his/her shift,,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Other,Other,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_147_2,Senegal-2010,147_2,147,2,120.70949,0.375,0.375,,,,Not his/her shift,1.0,1.0,1,No,6-10,Younger than 25,Younger than 25,Nurse,Nurse,Secondary,Female,Yes,Yes,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_148_1,Senegal-2010,148_1,148,1,45.26606,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_148_0,Senegal-2010,148_0,148,0,45.26606,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_148_2,Senegal-2010,148_2,148,2,45.26606,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_149_5,Senegal-2010,149_5,149,5,47.81596,0.54545456,0.09090909,,,Not his/her shift,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_149_8,Senegal-2010,149_8,149,8,47.81596,0.54545456,0.09090909,,,Not his/her shift,Authorized absence,1.0,1.0,1,No,11-50,Younger than 25,25-34,Other,Other,Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_149_12,Senegal-2010,149_12,149,12,,0.54545456,0.09090909,,,Not his/her shift,,,,1,No,11-50,25-34,,Other,,,Female,No,,,,,,,
Senegal-2010_149_1,Senegal-2010,149_1,149,1,47.81596,0.54545456,0.09090909,,,Not his/her shift,,1.0,1.0,1,Yes,11-50,45 or older,35-44,Nurse,Other,Post-Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_149_11,Senegal-2010,149_11,149,11,,0.54545456,0.09090909,,,,,,,1,No,11-50,Younger than 25,,Other,,,Female,Yes,,,,,,,
Senegal-2010_149_9,Senegal-2010,149_9,149,9,47.81596,0.54545456,0.09090909,,,Not his/her shift,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Female,No,No,Yes,Ne sait pas,Ne sait pas,No,No,After 2000
Senegal-2010_149_2,Senegal-2010,149_2,149,2,47.81596,0.54545456,0.09090909,,,,,1.0,1.0,1,No,11-50,35-44,Younger than 25,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_149_10,Senegal-2010,149_10,149,10,47.81596,0.54545456,0.09090909,,,,,1.0,1.0,1,No,11-50,Younger than 25,25-34,Other,Other,Secondary,Female,Yes,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_149_7,Senegal-2010,149_7,149,7,47.81596,0.54545456,0.09090909,,,Not his/her shift,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_149_6,Senegal-2010,149_6,149,6,47.81596,0.54545456,0.09090909,,,Not his/her shift,,1.0,1.0,1,No,11-50,25-34,35-44,Other,Other,Secondary,Female,No,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_149_0,Senegal-2010,149_0,149,0,47.81596,0.54545456,0.09090909,,,,,1.0,1.0,1,Yes,11-50,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_149_3,Senegal-2010,149_3,149,3,47.81596,0.54545456,0.09090909,,,,,1.0,1.0,1,No,11-50,35-44,Younger than 25,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_149_4,Senegal-2010,149_4,149,4,47.81596,0.54545456,0.09090909,,,Not his/her shift,,1.0,1.0,1,No,11-50,25-34,25-34,Other,Other,Secondary,Female,No,No,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_15_0,Senegal-2010,15_0,15,0,11.797747,0.5,0.5,,,,,1.0,1.0,1,Yes,5 or less,35-44,35-44,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_15_1,Senegal-2010,15_1,15,1,11.797747,0.5,0.5,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,Yes,5 or less,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,No,No,No,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_150_0,Senegal-2010,150_0,150,0,55.413345,0.0,0.0,,,,,1.0,1.0,1,Yes,5 or less,45 or older,45 or older,Nurse,Nurse,Post-Secondary,Male,Yes,Yes,Yes,Ne sait pas,Ne sait pas,No,Yes,Before 1990
Senegal-2010_150_2,Senegal-2010,150_2,150,2,55.413345,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,25-34,25-34,Nurse,Nurse,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_150_3,Senegal-2010,150_3,150,3,55.413345,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,Younger than 25,Younger than 25,Other,Other,Secondary,Male,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_150_1,Senegal-2010,150_1,150,1,55.413345,0.0,0.0,,,,,1.0,1.0,1,No,5 or less,45 or older,45 or older,Other,Other,Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,Before 1990
Senegal-2010_151_2,Senegal-2010,151_2,151,2,41.292114,0.5714286,0.5714286,,,Official mission,,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,Primary,Male,No,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_151_1,Senegal-2010,151_1,151,1,41.292114,0.5714286,0.5714286,,,Authorized absence,Authorized absence,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
Senegal-2010_151_6,Senegal-2010,151_6,151,6,41.292114,0.5714286,0.5714286,,,Sick or on maternity leave,Sick or on maternity leave,1.0,1.0,1,No,6-10,35-44,35-44,Other,Other,,Female,No,No,No,,,,,
Senegal-2010_151_0,Senegal-2010,151_0,151,0,41.292114,0.5714286,0.5714286,,,,,1.0,1.0,1,Yes,6-10,35-44,35-44,Nurse,Nurse,Post-Secondary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,After 2000
Senegal-2010_151_3,Senegal-2010,151_3,151,3,41.292114,0.5714286,0.5714286,,,,,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,Primary,Female,Yes,Yes,Yes,0.0,0.0,Yes,Yes,In the 1990s
Senegal-2010_151_5,Senegal-2010,151_5,151,5,41.292114,0.5714286,0.5714286,,,Not his/her shift,Not his/her shift,1.0,1.0,1,No,6-10,45 or older,45 or older,Nurse,Nurse,,Female,No,No,No,,,,,
