survey_id,country,unique_id,facility_id,provider_id,absence_rate,absent_other1,absent_other2,absent_reason1,absent_reason2,has_absentee,has_roster,is_outpatient,provider_activity,provider_activityoth,provider_age1,provider_cadre1,provider_cadre2,provider_male1,provider_male2,provider_present1,provider_present2,salary_delay
Uganda-2013_287_3,Uganda-2013,287_3,287,3,0.7,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,Yes
Uganda-2013_287_1,Uganda-2013,287_1,287,1,0.7,FOR BURIAL,,Internal organization for day,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_287_7,Uganda-2013,287_7,287,7,0.7,TAKE INLAW TO HOSPITAL,ATTEND TO SICK MOTHER,Internal organization for day,Internal organization for day,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_288_15,Uganda-2013,288_15,288,15,,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_288_14,Uganda-2013,288_14,288,14,,,,,,,1,No,,,35-44,Other,,Female,,Yes,,
Uganda-2013_288_10,Uganda-2013,288_10,288,10,,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_288_13,Uganda-2013,288_13,288,13,,,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Uganda-2013_288_8,Uganda-2013,288_8,288,8,,,,Not his/her shift,,1.0,1,Yes,With patient,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,,Yes
Uganda-2013_288_9,Uganda-2013,288_9,288,9,,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_288_1,Uganda-2013,288_1,288,1,,,,Not his/her shift,,,1,No,,,45 or older,Nurse,,Female,,No,,
Uganda-2013_288_7,Uganda-2013,288_7,288,7,,,,Authorized absence,,1.0,1,Yes,,,45 or older,Clinical Officer,Clinical Officer,Female,Female,No,,
Uganda-2013_288_3,Uganda-2013,288_3,288,3,,,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Uganda-2013_288_2,Uganda-2013,288_2,288,2,,,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Uganda-2013_288_5,Uganda-2013,288_5,288,5,,,,Not his/her shift,,1.0,1,Yes,,,35-44,Doctor,Doctor,Female,Female,No,,
Uganda-2013_288_16,Uganda-2013,288_16,288,16,,,,Official mission,,,1,No,,,35-44,Other,,Male,,No,,
Uganda-2013_288_11,Uganda-2013,288_11,288,11,,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_288_12,Uganda-2013,288_12,288,12,,,,Sick or on maternity leave,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_288_4,Uganda-2013,288_4,288,4,,,,Sick or on maternity leave,,,1,No,,,45 or older,Nurse,,Female,,No,,
Uganda-2013_288_6,Uganda-2013,288_6,288,6,,,,,,1.0,1,Yes,Looking for information or teaching,,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,,Yes
Uganda-2013_289_2,Uganda-2013,289_2,289,2,0.6,,,,,1.0,1,Yes,Discussion with colleagues or staff meeting,,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_289_6,Uganda-2013,289_6,289,6,0.6,,,,Not his/her shift,1.0,1,,,,,,Nurse,,Female,,No,
Uganda-2013_289_3,Uganda-2013,289_3,289,3,0.6,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_289_4,Uganda-2013,289_4,289,4,0.6,,,,,1.0,1,Yes,Discussion with colleagues or staff meeting,,Younger than 25,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Uganda-2013_289_1,Uganda-2013,289_1,289,1,0.6,,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Uganda-2013_289_5,Uganda-2013,289_5,289,5,0.6,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,Younger than 25,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_29_1,Uganda-2013,29_1,29,1,0.5,,,,Official mission,1.0,1,Yes,,,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_29_3,Uganda-2013,29_3,29,3,0.5,,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Uganda-2013_29_2,Uganda-2013,29_2,29,2,0.5,,,,,1.0,1,Yes,With patient,,35-44,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_29_4,Uganda-2013,29_4,29,4,0.5,,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Uganda-2013_290_1,Uganda-2013,290_1,290,1,1.0,,,,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_290_3,Uganda-2013,290_3,290,3,1.0,,,Not his/her shift,Unauthorized absence,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_290_2,Uganda-2013,290_2,290,2,1.0,ESCORTED A REFFERAL CASE,,Internal organization for day,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_291_10,Uganda-2013,291_10,291,10,0.75,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_291_5,Uganda-2013,291_5,291,5,0.75,,,Not his/her shift,,,1,No,,,35-44,Nurse,,Female,,No,,
Uganda-2013_291_11,Uganda-2013,291_11,291,11,0.75,,,,,,1,No,,,Younger than 25,Nurse,,Female,,Yes,,
Uganda-2013_291_16,Uganda-2013,291_16,291,16,0.75,,,,,,1,No,,,Younger than 25,Other,,Male,,Yes,,
Uganda-2013_291_2,Uganda-2013,291_2,291,2,0.75,,,,,1.0,1,Yes,With patient,,45 or older,Doctor,Doctor,Male,Male,Yes,Yes,No
Uganda-2013_291_15,Uganda-2013,291_15,291,15,0.75,,,,,,1,No,,,Younger than 25,Other,,Male,,Yes,,
Uganda-2013_291_7,Uganda-2013,291_7,291,7,0.75,,,Not his/her shift,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_291_14,Uganda-2013,291_14,291,14,0.75,,,,,,1,No,,,Younger than 25,Other,,Male,,Yes,,
Uganda-2013_291_6,Uganda-2013,291_6,291,6,0.75,,,Not his/her shift,,,1,No,,,45 or older,Nurse,,Female,,No,,
Uganda-2013_291_1,Uganda-2013,291_1,291,1,0.75,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,45 or older,Doctor,Doctor,Male,Male,No,No,
Uganda-2013_291_4,Uganda-2013,291_4,291,4,0.75,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_291_8,Uganda-2013,291_8,291,8,0.75,,,Not his/her shift,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_291_17,Uganda-2013,291_17,291,17,0.75,,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_291_13,Uganda-2013,291_13,291,13,0.75,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_291_9,Uganda-2013,291_9,291,9,0.75,,,Not his/her shift,,,1,No,,,35-44,Nurse,,Female,,No,,
Uganda-2013_291_3,Uganda-2013,291_3,291,3,0.75,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_291_12,Uganda-2013,291_12,291,12,0.75,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_292_1,Uganda-2013,292_1,292,1,1.0,,CLOSED,Not his/her shift,Internal organization for day,1.0,1,Yes,,,25-34,Doctor,Doctor,Female,Female,No,No,
Uganda-2013_292_3,Uganda-2013,292_3,292,3,1.0,,,Not his/her shift,,,1,No,,,35-44,Nurse,,Male,,No,,
Uganda-2013_292_2,Uganda-2013,292_2,292,2,1.0,,CLOSED,,Internal organization for day,1.0,1,Yes,,,45 or older,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_293_9,Uganda-2013,293_9,293,9,1.0,,,,,,1,No,,,Younger than 25,Doctor,,Female,,Yes,,
Uganda-2013_293_5,Uganda-2013,293_5,293,5,1.0,,,Sick or on maternity leave,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_293_2,Uganda-2013,293_2,293,2,1.0,,,,,,1,No,,,45 or older,Doctor,,Male,,Yes,,
Uganda-2013_293_8,Uganda-2013,293_8,293,8,1.0,,,Sick or on maternity leave,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_293_6,Uganda-2013,293_6,293,6,1.0,,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Uganda-2013_293_1,Uganda-2013,293_1,293,1,1.0,,,,,,1,No,,,45 or older,Doctor,,Male,,Yes,,
Uganda-2013_293_3,Uganda-2013,293_3,293,3,1.0,,,,Not his/her shift,1.0,1,Yes,,,45 or older,Doctor,Doctor,Male,Male,Yes,No,
Uganda-2013_293_7,Uganda-2013,293_7,293,7,1.0,,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Uganda-2013_293_4,Uganda-2013,293_4,293,4,1.0,,,,,,1,No,,,35-44,Nurse,,Female,,Yes,,
Uganda-2013_294_1,Uganda-2013,294_1,294,1,1.0,,,,Unauthorized absence,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_294_2,Uganda-2013,294_2,294,2,1.0,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_295_6,Uganda-2013,295_6,295,6,0.0,,,Not his/her shift,,,1,No,,,45 or older,Doctor,,Male,,No,,
Uganda-2013_295_1,Uganda-2013,295_1,295,1,0.0,,,,,1.0,1,Yes,Looking for information or teaching,,25-34,Doctor,Doctor,Male,Male,Yes,Yes,No
Uganda-2013_295_8,Uganda-2013,295_8,295,8,0.0,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_295_3,Uganda-2013,295_3,295,3,0.0,,,,,,1,No,,,35-44,Other,,Male,,Yes,,
Uganda-2013_295_5,Uganda-2013,295_5,295,5,0.0,,,Sick or on maternity leave,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_295_2,Uganda-2013,295_2,295,2,0.0,,,Not his/her shift,,,1,No,,,35-44,Doctor,,Male,,No,,
Uganda-2013_296_2,Uganda-2013,296_2,296,2,0.0,,,,,,1,No,,,Younger than 25,Other,,Female,,Yes,,
Uganda-2013_296_1,Uganda-2013,296_1,296,1,0.0,,,,,1.0,1,Yes,Other,RESTING,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_297_1,Uganda-2013,297_1,297,1,,,,,,,1,Yes,,,25-34,Doctor,,Male,,Yes,,
Uganda-2013_297_2,Uganda-2013,297_2,297,2,,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_297_3,Uganda-2013,297_3,297,3,,,,Not his/her shift,,,1,Yes,,,45 or older,Doctor,,Male,,No,,
Uganda-2013_298_2,Uganda-2013,298_2,298,2,0.5,,,,Not his/her shift,1.0,1,Yes,,,25-34,Other,Other,Female,Female,Yes,No,
Uganda-2013_298_1,Uganda-2013,298_1,298,1,0.5,,,,,1.0,1,Yes,Paperwork,,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_299_2,Uganda-2013,299_2,299,2,1.0,,,Authorized absence,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_299_3,Uganda-2013,299_3,299,3,1.0,,,Authorized absence,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_299_1,Uganda-2013,299_1,299,1,1.0,,,,,1.0,1,Yes,,,35-44,Doctor,Doctor,Female,Male,Yes,No,
Uganda-2013_3_1,Uganda-2013,3_1,3,1,1.0,,,,Official mission,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_3_2,Uganda-2013,3_2,3,2,1.0,,,,,,1,No,,,Younger than 25,Nurse,,Female,,Yes,,
Uganda-2013_30_3,Uganda-2013,30_3,30,3,0.0,,,,,,1,No,,,Younger than 25,Other,,Female,,Yes,,
Uganda-2013_30_2,Uganda-2013,30_2,30,2,0.0,,,,,1.0,1,Yes,Paperwork,,25-34,Nurse,Doctor,Male,Male,Yes,Yes,No
Uganda-2013_30_4,Uganda-2013,30_4,30,4,0.0,,,Unauthorized absence,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_30_1,Uganda-2013,30_1,30,1,0.0,,,,,1.0,1,Yes,With patient,,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_300_2,Uganda-2013,300_2,300,2,0.0,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS TO COME,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_300_1,Uganda-2013,300_1,300,1,0.0,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS TO COME,35-44,Doctor,Doctor,Male,Male,Yes,Yes,No
Uganda-2013_301_5,Uganda-2013,301_5,301,5,0.5,NOT YET BACK ON DUTY,,Internal organization for day,Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_301_1,Uganda-2013,301_1,301,1,0.5,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,35-44,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,No
Uganda-2013_301_3,Uganda-2013,301_3,301,3,0.5,NOT YET BACK ON DUTY,,Internal organization for day,,,1,No,,,25-34,Other,,Male,,No,,
Uganda-2013_301_4,Uganda-2013,301_4,301,4,0.5,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_301_2,Uganda-2013,301_2,301,2,0.5,NOT YET BACK ON DUTY,,Internal organization for day,,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_302_4,Uganda-2013,302_4,302,4,0.5,,,Not his/her shift,,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_302_1,Uganda-2013,302_1,302,1,0.5,,,Official mission,Official mission,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,No
Uganda-2013_302_2,Uganda-2013,302_2,302,2,0.5,,,,,1.0,1,Yes,With patient,,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_302_3,Uganda-2013,302_3,302,3,0.5,,,Not his/her shift,,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_303_7,Uganda-2013,303_7,303,7,0.5,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_303_4,Uganda-2013,303_4,303,4,0.5,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_303_3,Uganda-2013,303_3,303,3,0.5,,,,,,1,No,,,45 or older,Nurse,,Female,,Yes,,
Uganda-2013_303_6,Uganda-2013,303_6,303,6,0.5,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_303_1,Uganda-2013,303_1,303,1,0.5,,,,,1.0,1,Yes,Looking for information or teaching,,45 or older,Doctor,Doctor,Male,Male,Yes,Yes,No
Uganda-2013_303_5,Uganda-2013,303_5,303,5,0.5,,,,,,1,No,,,45 or older,Other,,Female,,Yes,,
Uganda-2013_303_2,Uganda-2013,303_2,303,2,0.5,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_304_1,Uganda-2013,304_1,304,1,0.5,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_304_2,Uganda-2013,304_2,304,2,0.5,,,,,1.0,1,Yes,With patient,,25-34,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_305_2,Uganda-2013,305_2,305,2,0.5,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,Younger than 25,Other,Other,Female,Female,Yes,Yes,Yes
Uganda-2013_305_1,Uganda-2013,305_1,305,1,0.5,,,,Authorized absence,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_306_1,Uganda-2013,306_1,306,1,1.0,,,Authorized absence,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_306_2,Uganda-2013,306_2,306,2,1.0,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,25-34,Nurse,Nurse,Female,Male,Yes,,No
Uganda-2013_307_2,Uganda-2013,307_2,307,2,0.0,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_307_1,Uganda-2013,307_1,307,1,0.0,,,Authorized absence,,,1,No,,,45 or older,Nurse,,Female,,No,,
Uganda-2013_308_2,Uganda-2013,308_2,308,2,0.5,,,,,1.0,1,Yes,Other,WAITING PATIENTS,25-34,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_308_1,Uganda-2013,308_1,308,1,0.5,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_309_1,Uganda-2013,309_1,309,1,1.0,,THE FACILITY WAS LOCKED,Official mission,Internal organization for day,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_309_2,Uganda-2013,309_2,309,2,1.0,,THE FACILITY WAS LOCKED,,Internal organization for day,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Male,Male,Yes,No,
Uganda-2013_31_10,Uganda-2013,31_10,31,10,1.0,,,Not his/her shift,,,1,No,,,45 or older,Other,,Female,,No,,
Uganda-2013_31_9,Uganda-2013,31_9,31,9,1.0,,,Unauthorized absence,,,1,No,,,45 or older,Other,,Male,,No,,
Uganda-2013_31_6,Uganda-2013,31_6,31,6,1.0,,,"Training, seminar or meeting",,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_31_7,Uganda-2013,31_7,31,7,1.0,,,Sick or on maternity leave,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_31_1,Uganda-2013,31_1,31,1,1.0,,,Official mission,"Training, seminar or meeting",1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_31_11,Uganda-2013,31_11,31,11,1.0,,,"Training, seminar or meeting",Not his/her shift,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Male,No,No,
Uganda-2013_31_4,Uganda-2013,31_4,31,4,1.0,,,,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_31_3,Uganda-2013,31_3,31,3,1.0,,,Not his/her shift,"Training, seminar or meeting",1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_31_5,Uganda-2013,31_5,31,5,1.0,,,Not his/her shift,,,1,No,,,45 or older,Nurse,,Female,,No,,
Uganda-2013_31_8,Uganda-2013,31_8,31,8,1.0,,,Not his/her shift,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_31_2,Uganda-2013,31_2,31,2,1.0,,,"Training, seminar or meeting",Not his/her shift,1.0,1,Yes,,,25-34,Nurse,Nurse,Male,Male,No,No,
Uganda-2013_310_4,Uganda-2013,310_4,310,4,1.0,,,,,,1,No,,,Younger than 25,Other,,Male,,Yes,,
Uganda-2013_310_3,Uganda-2013,310_3,310,3,1.0,,,,,,1,No,,,Younger than 25,Nurse,,Female,,Yes,,
Uganda-2013_310_2,Uganda-2013,310_2,310,2,1.0,,,Not his/her shift,,,1,No,,,25-34,Nurse,,Female,,No,,
Uganda-2013_310_1,Uganda-2013,310_1,310,1,1.0,,,,Authorized absence,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_311_2,Uganda-2013,311_2,311,2,0.5,,,Not his/her shift,,1.0,1,Yes,With patient,,Younger than 25,Nurse,Nurse,Female,Female,No,Yes,No
Uganda-2013_311_1,Uganda-2013,311_1,311,1,0.5,,,,Authorized absence,1.0,1,Yes,,,45 or older,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_311_3,Uganda-2013,311_3,311,3,0.5,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_313_2,Uganda-2013,313_2,313,2,1.0,,FACILITY LOCKED,Authorized absence,Internal organization for day,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_313_3,Uganda-2013,313_3,313,3,1.0,,FACILITY LOCKED,,Internal organization for day,1.0,1,Yes,,,Younger than 25,Other,Other,Female,Female,Yes,No,
Uganda-2013_313_1,Uganda-2013,313_1,313,1,1.0,,FACILITY LOCKED,Official mission,Internal organization for day,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_314_3,Uganda-2013,314_3,314,3,1.0,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_314_4,Uganda-2013,314_4,314,4,1.0,LATE,,Internal organization for day,,,1,No,,,Younger than 25,Nurse,,Female,,No,,
Uganda-2013_314_1,Uganda-2013,314_1,314,1,1.0,,,,,,1,No,,,25-34,Nurse,,Female,,Yes,,
Uganda-2013_314_5,Uganda-2013,314_5,314,5,1.0,,,,,,1,No,,,25-34,Other,,Female,,Yes,,
Uganda-2013_314_2,Uganda-2013,314_2,314,2,1.0,,,"Training, seminar or meeting","Training, seminar or meeting",1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_314_6,Uganda-2013,314_6,314,6,1.0,,LEFT,,Internal organization for day,1.0,1,Yes,,,25-34,Clinical Officer,Clinical Officer,Male,Male,Yes,No,
Uganda-2013_315_2,Uganda-2013,315_2,315,2,1.0,,,,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_315_3,Uganda-2013,315_3,315,3,1.0,,,Authorized absence,,,1,No,,,Younger than 25,Other,,Female,,No,,
Uganda-2013_315_1,Uganda-2013,315_1,315,1,1.0,,,Not his/her shift,Unauthorized absence,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_316_3,Uganda-2013,316_3,316,3,0.5,,,,,1.0,1,Yes,With patient,,Younger than 25,Other,Other,Female,Female,Yes,Yes,No
Uganda-2013_316_4,Uganda-2013,316_4,316,4,0.5,,,Not his/her shift,Not his/her shift,1.0,1,No,,,45 or older,Doctor,Doctor,Female,Female,No,No,
Uganda-2013_316_2,Uganda-2013,316_2,316,2,0.5,,,,Not his/her shift,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,Yes,No,
Uganda-2013_316_1,Uganda-2013,316_1,316,1,0.5,,,,,1.0,1,Yes,With patient,,25-34,Other,Other,Female,Female,Yes,Yes,No
Uganda-2013_318_1,Uganda-2013,318_1,318,1,0.0,,,,,1.0,1,Yes,With patient,,45 or older,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,Yes
Uganda-2013_318_2,Uganda-2013,318_2,318,2,0.0,,,,,1.0,1,Yes,With patient,,45 or older,Clinical Officer,Clinical Officer,Male,Male,Yes,Yes,Yes
Uganda-2013_319_1,Uganda-2013,319_1,319,1,0.33333334,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,35-44,Doctor,Doctor,Female,Female,No,No,No
Uganda-2013_319_4,Uganda-2013,319_4,319,4,0.33333334,,,,,,1,No,,,25-34,Other,,Male,,Yes,,
Uganda-2013_319_2,Uganda-2013,319_2,319,2,0.33333334,,,,,1.0,1,Yes,Other,DOING NOTHING,25-34,Nurse,Nurse,Male,Male,Yes,Yes,No
Uganda-2013_319_6,Uganda-2013,319_6,319,6,0.33333334,,,,,,1,No,,,Younger than 25,Other,,Female,,Yes,,
Uganda-2013_319_3,Uganda-2013,319_3,319,3,0.33333334,,,,,1.0,1,Yes,With patient,,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_319_5,Uganda-2013,319_5,319,5,0.33333334,,,,,,1,No,,,Younger than 25,Other,,Female,,Yes,,
Uganda-2013_32_4,Uganda-2013,32_4,32,4,0.75,,,Unauthorized absence,Unauthorized absence,1.0,1,Yes,,,25-34,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_32_3,Uganda-2013,32_3,32,3,0.75,,,Sick or on maternity leave,"Training, seminar or meeting",1.0,1,Yes,,,25-34,Other,Other,Female,Female,No,No,
Uganda-2013_32_1,Uganda-2013,32_1,32,1,0.75,,,,,1.0,1,Yes,With patient,,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_32_2,Uganda-2013,32_2,32,2,0.75,,,Authorized absence,Authorized absence,1.0,1,Yes,,,25-34,Other,Other,Female,Female,No,No,
Uganda-2013_320_3,Uganda-2013,320_3,320,3,1.0,,,Not his/her shift,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_320_2,Uganda-2013,320_2,320,2,1.0,,,,,,1,No,,,25-34,Nurse,,Male,,Yes,,
Uganda-2013_320_1,Uganda-2013,320_1,320,1,1.0,,,,Official mission,1.0,1,Yes,,,35-44,Other,Other,Male,Male,Yes,No,
Uganda-2013_321_2,Uganda-2013,321_2,321,2,0.5,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,Younger than 25,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_321_1,Uganda-2013,321_1,321,1,0.5,,,,,1.0,1,Yes,With patient,,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,Yes
Uganda-2013_321_4,Uganda-2013,321_4,321,4,0.5,,,Unauthorized absence,,1.0,1,Yes,Other,WAITING FOR PATIENTS,35-44,Nurse,Nurse,Female,Female,No,Yes,Yes
Uganda-2013_321_3,Uganda-2013,321_3,321,3,0.5,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Doctor,Doctor,Female,Female,No,No,
Uganda-2013_322_3,Uganda-2013,322_3,322,3,0.33333334,,,,,1.0,1,Yes,With patient,,45 or older,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_322_1,Uganda-2013,322_1,322,1,0.33333334,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,25-34,Doctor,Doctor,Male,Male,No,No,
Uganda-2013_322_2,Uganda-2013,322_2,322,2,0.33333334,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,25-34,Doctor,Doctor,Male,Male,Yes,Yes,No
Uganda-2013_322_4,Uganda-2013,322_4,322,4,0.33333334,,,Authorized absence,,,1,No,,,25-34,Other,,Female,,No,,
Uganda-2013_323_1,Uganda-2013,323_1,323,1,0.5,,,Official mission,Authorized absence,1.0,1,Yes,,,35-44,Nurse,Nurse,Female,Female,No,No,
Uganda-2013_323_2,Uganda-2013,323_2,323,2,0.5,,,,,1.0,1,Yes,Other,WAITING FOR PATIENTS,Younger than 25,Nurse,Nurse,Female,Female,Yes,Yes,No
Uganda-2013_324_2,Uganda-2013,324_2,324,2,0.5,,,Not his/her shift,,,1,No,,,35-44,Other,,Female,,No,,
Uganda-2013_324_3,Uganda-2013,324_3,324,3,0.5,,,Not his/her shift,Not his/her shift,1.0,1,Yes,,,35-44,Clinical Officer,Clinical Officer,Male,Male,No,No,
Uganda-2013_324_1,Uganda-2013,324_1,324,1,0.5,,,,,1.0,1,Yes,With patient,,35-44,Nurse,Nurse,Female,Female,Yes,Yes,Yes
