unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq0,m2sbq2,m2sbq4,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,has_roster,has_absentee,country,absence_rate
41411_23,41411,23,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_26,41411,26,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_42,41411,42,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_21,41411,21,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_40,41411,40,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,Younger than 25,Yes,0,Non-authorised,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_12,41411,12,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_27,41411,27,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_28,41411,28,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_1,41411,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,45 or older,Yes,Yes,,Yes,No,11.0,11.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,0.0,Non-authorised,,,1,1.0,Mozambique-2014,0.27272728
41411_17,41411,17,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,Younger than 25,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_29,41411,29,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_39,41411,39,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_16,41411,16,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_41,41411,41,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,Younger than 25,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_11,41411,11,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,Yes,No,11.0,1.0,Doctor,Post-Secondary,Diploma,After 2000,Male,45 or older,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
41411_4,41411,4,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,9.0,Nurse,Post-Secondary,Advanced,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
41411_3,41411,3,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,35-44,Yes,Yes,,No,Yes,11.0,37.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,Yes,,A preencher formulário de visita ou folha de honorários,0.0,1,1.0,Mozambique-2014,0.27272728
41411_33,41411,33,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_48,41411,48,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_10,41411,10,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Advanced,0,25-34,Yes,Yes,,No,No,11.0,6.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
41411_22,41411,22,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_31,41411,31,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_18,41411,18,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,Younger than 25,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_30,41411,30,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_46,41411,46,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_24,41411,24,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_45,41411,45,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_15,41411,15,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_35,41411,35,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_7,41411,7,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,11.0,36.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
41411_8,41411,8,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,Younger than 25,Yes,0,"On call (pre on call, post on call)",No,,11.0,15.0,Nurse,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
41411_36,41411,36,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_13,41411,13,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_20,41411,20,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_19,41411,19,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,Younger than 25,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_44,41411,44,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_47,41411,47,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_9,41411,9,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Advanced,0,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,11.0,38.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.27272728
41411_43,41411,43,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_5,41411,5,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,No,No,11.0,35.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.27272728
41411_14,41411,14,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,35-44,Yes,Yes,,No,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_32,41411,32,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_25,41411,25,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_49,41411,49,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_34,41411,34,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_38,41411,38,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,25-34,Yes,Yes,,Yes,No,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
41411_2,41411,2,Over 50,Over 50,Over 5,Other,Post-Secondary,,Male,25-34,0,Yes,,No,,11.0,18.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,Younger than 25,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.27272728
41411_6,41411,6,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,11.0,32.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.27272728
41411_37,41411,37,Over 50,Over 50,Over 5,Nurse,Post-Secondary,Diploma,0,35-44,Yes,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.27272728
50104_12,50104,12,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_22,50104,22,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_35,50104,35,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_11,50104,11,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,11.0,2.0,Doctor,Post-Secondary,,After 2000,0.0,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.6363636
50104_42,50104,42,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_21,50104,21,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_15,50104,15,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_19,50104,19,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_14,50104,14,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_48,50104,48,Over 50,Over 50,Over 5,Nurse,Primary,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_2,50104,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,25-34,Yes,Yes,,Yes,Yes,11.0,7.0,Clinical Officer,Post-Secondary,Advanced,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.6363636
50104_47,50104,47,Over 50,Over 50,Over 5,Nurse,Primary,Certificate,Male,45 or older,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_39,50104,39,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_20,50104,20,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_33,50104,33,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,Younger than 25,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_30,50104,30,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,35-44,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_34,50104,34,Over 50,Over 50,Over 5,Nurse,,Diploma,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_9,50104,9,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Advanced,0,25-34,0,Yes,,No,,11.0,38.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.6363636
50104_4,50104,4,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Advanced,0,25-34,Yes,Yes,,No,Yes,11.0,26.0,Other,,Diploma,After 2000,Male,25-34,0.0,Authorised absence (permision/leave),,,1,1.0,Mozambique-2014,0.6363636
50104_3,50104,3,Over 50,Over 50,Over 5,Other,Secondary,Advanced,0,35-44,0,Yes,,No,,11.0,47.0,Nurse,Primary,Diploma,In the 1990s,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6363636
50104_23,50104,23,Over 50,Over 50,Over 5,Other,,Diploma,0,25-34,0,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_16,50104,16,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_8,50104,8,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Advanced,0,25-34,0,Yes,,No,,11.0,44.0,Nurse,,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6363636
50104_32,50104,32,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_37,50104,37,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,0,Sickness/maternity,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_45,50104,45,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_25,50104,25,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_49,50104,49,Over 50,Over 50,Over 5,Nurse,,Diploma,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_31,50104,31,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_28,50104,28,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_41,50104,41,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_13,50104,13,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_36,50104,36,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_26,50104,26,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_50,50104,50,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_29,50104,29,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,0,Sickness/maternity,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_5,50104,5,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Advanced,0,25-34,Yes,0,Authorised absence (permision/leave),No,,11.0,27.0,Nurse,Secondary,Diploma,In the 1990s,0.0,35-44,Yes,,Em consulta (cuidados presenciais),0.0,1,1.0,Mozambique-2014,0.6363636
50104_46,50104,46,Over 50,Over 50,Over 5,Nurse,,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_18,50104,18,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_17,50104,17,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_43,50104,43,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_7,50104,7,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,25-34,0,Yes,,Yes,,11.0,1.0,Doctor,Post-Secondary,,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.6363636
50104_10,50104,10,Over 50,Over 50,Over 5,Clinical Officer,,Advanced,Male,35-44,Yes,Yes,,No,Yes,11.0,37.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.6363636
50104_27,50104,27,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_40,50104,40,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_1,50104,1,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,Male,25-34,Yes,Yes,,Yes,Yes,11.0,49.0,Nurse,,Diploma,In the 1990s,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6363636
50104_44,50104,44,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_38,50104,38,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,35-44,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50104_6,50104,6,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Advanced,0,25-34,0,Yes,,No,,11.0,43.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.6363636
50104_24,50104,24,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_1,50304,1,Over 50,Over 50,Over 5,Nurse,,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,11.0,12.0,Other,,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6363636
50304_11,50304,11,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,0,25-34,Yes,0,Other (specify),No,,11.0,2.0,Doctor,Post-Secondary,,After 2000,0.0,35-44,0.0,Sickness/maternity,,,1,1.0,Mozambique-2014,0.6363636
50304_25,50304,25,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_2,50304,2,Over 50,Over 50,Over 5,Doctor,Post-Secondary,,0,35-44,Yes,Yes,,No,No,11.0,13.0,Other,Secondary,Advanced,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6363636
50304_48,50304,48,Over 50,Over 50,Over 5,Other,Primary,Certificate,0,45 or older,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_29,50304,29,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_43,50304,43,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,Younger than 25,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_27,50304,27,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_36,50304,36,Over 50,Over 50,Over 5,Nurse,Secondary,Diploma,0,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_50,50304,50,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,0,35-44,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_46,50304,46,Over 50,Over 50,Over 5,Other,,Diploma,0,35-44,0,0,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_21,50304,21,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,0,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_44,50304,44,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_23,50304,23,Over 50,Over 50,Over 5,Clinical Officer,Post-Secondary,Advanced,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_30,50304,30,Over 50,Over 50,Over 5,Nurse,Primary,Certificate,0,45 or older,Yes,0,Other (specify),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_39,50304,39,Over 50,Over 50,Over 5,Nurse,Primary,Certificate,Male,45 or older,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_37,50304,37,Over 50,Over 50,Over 5,Nurse,,Certificate,0,35-44,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_9,50304,9,Over 50,Over 50,Over 5,Other,,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,11.0,46.0,Nurse,Secondary,Diploma,After 2000,0.0,35-44,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.6363636
50304_6,50304,6,Over 50,Over 50,Over 5,Other,,Diploma,Male,45 or older,Yes,0,Sickness/maternity,No,,11.0,1.0,Nurse,,Diploma,After 2000,Male,25-34,0.0,Official mission,,,1,1.0,Mozambique-2014,0.6363636
50304_33,50304,33,Over 50,Over 50,Over 5,Nurse,,Diploma,0,35-44,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_40,50304,40,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,0,45 or older,Yes,0,Authorised absence (permision/leave),No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_38,50304,38,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_28,50304,28,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_4,50304,4,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,0,Official mission,No,,11.0,23.0,Clinical Officer,Secondary,Advanced,After 2000,Male,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.6363636
50304_8,50304,8,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,35-44,Yes,0,"On call (pre on call, post on call)",No,,11.0,18.0,Clinical Officer,Secondary,Diploma,After 2000,0.0,25-34,Yes,,Em consulta (cuidados presenciais),Yes,1,1.0,Mozambique-2014,0.6363636
50304_5,50304,5,Over 50,Over 50,Over 5,Clinical Officer,Secondary,Diploma,0,25-34,Yes,0,Official mission,No,,11.0,19.0,Clinical Officer,,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6363636
50304_31,50304,31,Over 50,Over 50,Over 5,Nurse,,Diploma,0,25-34,0,0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_19,50304,19,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_17,50304,17,Over 50,Over 50,Over 5,Other,Secondary,Diploma,Male,25-34,0,0,Official mission,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_13,50304,13,Over 50,Over 50,Over 5,Other,Secondary,Advanced,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_16,50304,16,Over 50,Over 50,Over 5,Other,,Diploma,0,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_18,50304,18,Over 50,Over 50,Over 5,Other,Secondary,Diploma,0,25-34,0,Yes,,Yes,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_26,50304,26,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,0,Younger than 25,0,Yes,,No,,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_12,50304,12,Over 50,Over 50,Over 5,Other,,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,,,,,,,,,,,,,1,,Mozambique-2014,0.6363636
50304_7,50304,7,Over 50,Over 50,Over 5,Clinical Officer,,Diploma,Male,25-34,Yes,Yes,,No,Yes,11.0,47.0,Other,,Diploma,Before 1990,Male,45 or older,0.0,"On call (pre on call, post on call)",,,1,1.0,Mozambique-2014,0.6363636
