unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2q5_c,m2q6_hr,m2q6_mn,m2q7_hr,m2q7_mn,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq14,has_roster,has_absentee,country,absence_rate
36_16,36,16,11-50,11-50,5 or less,503.0,11.0,50.0,12.0,40.0,16.0,Other,Secondary,Certificate,0.0,45 or older,0.0,0.0,"On call (pre on call, post on call)",Yes,,8.0,16.0,Other,Secondary,Certificate,In the 1990s,0.0,45 or older,0.0,Sickness/maternity,,,1.0,1.0,Tanzania-2016,0.3
36_18,36,18,11-50,11-50,5 or less,503.0,11.0,50.0,12.0,40.0,18.0,Other,Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
360_5,360,5,6-10,6-10,5 or less,401.0,9.0,27.0,9.0,52.0,5.0,Other,Primary,Certificate,0.0,45 or older,0.0,Yes,,Yes,,5.0,5.0,Other,Primary,Certificate,Before 1990,0.0,45 or older,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.5714286
360_3,360,3,6-10,6-10,5 or less,401.0,9.0,27.0,9.0,52.0,3.0,Nurse,Secondary,Diploma,Male,25-34,0.0,Yes,,Yes,,3.0,3.0,Nurse,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.5714286
360_4,360,4,6-10,6-10,5 or less,401.0,9.0,27.0,9.0,52.0,4.0,Nurse,Secondary,Diploma,0.0,25-34,0.0,0.0,Intership,Yes,,4.0,4.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,Authorised absence (permision/leave),,,1.0,1.0,Tanzania-2016,0.5714286
360_6,360,6,6-10,6-10,5 or less,401.0,9.0,27.0,9.0,52.0,6.0,Nurse,Secondary,Diploma,0.0,Younger than 25,0.0,0.0,Sickness/maternity,Yes,,6.0,6.0,Nurse,Post-Secondary,Certificate,After 2000,0.0,25-34,0.0,Sickness/maternity,,,1.0,1.0,Tanzania-2016,0.5714286
360_7,360,7,6-10,6-10,5 or less,401.0,9.0,27.0,9.0,52.0,7.0,Other,Primary,Certificate,0.0,35-44,0.0,0.0,"On call (pre on call, post on call)",Yes,,7.0,7.0,Other,Primary,Certificate,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.5714286
360_2,360,2,6-10,6-10,5 or less,401.0,9.0,27.0,9.0,52.0,2.0,Clinical Officer,Secondary,Advanced,Male,45 or older,Yes,Yes,,Yes,Yes,2.0,2.0,Clinical Officer,Secondary,Advanced,After 2000,Male,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.5714286
360_1,360,1,6-10,6-10,5 or less,401.0,9.0,27.0,9.0,52.0,1.0,Clinical Officer,Secondary,Advanced,Male,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Advanced,After 2000,Male,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.5714286
361_1,361,1,5 or less,5 or less,5 or less,402.0,13.0,34.0,13.0,40.0,1.0,Nurse,Secondary,Certificate,0.0,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.5
361_2,361,2,5 or less,5 or less,5 or less,402.0,13.0,34.0,13.0,40.0,2.0,Other,Primary,None,Male,45 or older,Yes,0.0,Authorised absence (permision/leave),Yes,,2.0,2.0,Other,Primary,None,In the 1990s,Male,45 or older,0.0,Authorised absence (permision/leave),,,1.0,1.0,Tanzania-2016,0.5
362_20,362,20,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,20.0,Other,Secondary,,Male,35-44,0.0,0.0,Training/seminar/meeting,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_37,362,37,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,37.0,Other,Post-Secondary,Certificate,0.0,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_28,362,28,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,28.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,9.0,28.0,Other,Post-Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
362_38,362,38,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,38.0,Other,Post-Secondary,Certificate,Male,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_18,362,18,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,18.0,Other,Secondary,Certificate,0.0,45 or older,0.0,0.0,Training/seminar/meeting,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_4,362,4,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,4.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_6,362,6,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,6.0,Other,Post-Secondary,Certificate,Male,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_14,362,14,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,14.0,Other,Secondary,None,Male,35-44,0.0,0.0,Outreach,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_35,362,35,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,35.0,Other,Post-Secondary,Certificate,0.0,Younger than 25,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_2,362,2,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,2.0,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,0.0,Sickness/maternity,Yes,,3.0,2.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.3
362_17,362,17,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,17.0,Other,Secondary,None,Male,Younger than 25,0.0,0.0,"On call (pre on call, post on call)",Yes,,2.0,17.0,Other,Secondary,None,After 2000,Male,Younger than 25,Yes,,Discussion with colleages/staff meeting,0.0,1.0,1.0,Tanzania-2016,0.3
362_39,362,39,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,39.0,Other,Post-Secondary,Certificate,0.0,Younger than 25,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_27,362,27,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,27.0,Other,Post-Secondary,Certificate,0.0,35-44,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_32,362,32,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,32.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_21,362,21,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,21.0,Other,Secondary,,Male,45 or older,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_30,362,30,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,30.0,Other,Post-Secondary,Certificate,0.0,35-44,0.0,Yes,,Yes,,1.0,30.0,Other,Post-Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.3
362_22,362,22,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,22.0,Other,Post-Secondary,Diploma,Male,Younger than 25,0.0,Yes,,Yes,,8.0,22.0,Other,Post-Secondary,Diploma,After 2000,Male,Younger than 25,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
362_29,362,29,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,29.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_15,362,15,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,15.0,Other,Secondary,None,Male,35-44,0.0,0.0,Outreach,Yes,,7.0,15.0,Doctor,Secondary,None,After 2000,Male,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
362_34,362,34,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,34.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,Yes,,Yes,,5.0,34.0,Other,Post-Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
362_26,362,26,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,26.0,Other,Post-Secondary,Certificate,0.0,45 or older,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_9,362,9,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,9.0,Other,Post-Secondary,Certificate,Male,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_23,362,23,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,23.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_1,362,1,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,1.0,Clinical Officer,Post-Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_19,362,19,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,19.0,Nurse,Post-Secondary,Diploma,0.0,45 or older,0.0,0.0,Training/seminar/meeting,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_10,362,10,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,10.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,Yes,,Yes,,4.0,10.0,Other,Post-Secondary,Certificate,After 2000,0.0,25-34,Yes,,Paperwork/reports,0.0,1.0,1.0,Tanzania-2016,0.3
362_8,362,8,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,8.0,Other,Post-Secondary,Certificate,Male,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_11,362,11,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,11.0,Other,Post-Secondary,Certificate,Male,25-34,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_16,362,16,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,16.0,Other,Secondary,None,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_25,362,25,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,25.0,Other,Post-Secondary,Certificate,0.0,45 or older,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_5,362,5,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,5.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_3,362,3,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,3.0,Other,Post-Secondary,Certificate,0.0,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_31,362,31,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,31.0,Other,Post-Secondary,Certificate,0.0,35-44,0.0,0.0,Sickness/maternity,Yes,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_24,362,24,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,24.0,Other,Post-Secondary,Certificate,Male,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_12,362,12,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,12.0,Other,Secondary,None,Male,35-44,0.0,0.0,Outreach,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_33,362,33,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,33.0,Other,Post-Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,10.0,33.0,Other,Post-Secondary,Certificate,In the 1990s,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.3
362_7,362,7,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,7.0,Other,Post-Secondary,Certificate,Male,25-34,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_13,362,13,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,13.0,Other,Secondary,None,Male,,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
362_36,362,36,11-50,11-50,Over 5,402.0,12.0,0.0,12.0,30.0,36.0,Other,Post-Secondary,Certificate,Male,Younger than 25,0.0,0.0,"On call (pre on call, post on call)",Yes,,6.0,36.0,Other,Post-Secondary,Certificate,After 2000,Male,Younger than 25,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.3
363_1,363,1,5 or less,5 or less,5 or less,404.0,12.0,0.0,12.0,7.0,1.0,Other,Primary,Certificate,0.0,35-44,Yes,Yes,,Yes,Yes,1.0,1.0,Other,Primary,Certificate,In the 1990s,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.5
363_2,363,2,5 or less,5 or less,5 or less,404.0,12.0,0.0,12.0,7.0,2.0,Clinical Officer,Secondary,Diploma,Male,Younger than 25,Yes,0.0,Sickness/maternity,Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,Younger than 25,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.5
364_1,364,1,5 or less,5 or less,5 or less,402.0,13.0,23.0,13.0,28.0,1.0,Clinical Officer,Post-Secondary,Certificate,Male,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Post-Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.0
364_2,364,2,5 or less,5 or less,5 or less,402.0,13.0,23.0,13.0,28.0,2.0,Nurse,Post-Secondary,Diploma,0.0,45 or older,0.0,Yes,,Yes,,2.0,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.0
364_3,364,3,5 or less,5 or less,5 or less,402.0,13.0,23.0,13.0,28.0,3.0,Other,Post-Secondary,Certificate,0.0,45 or older,0.0,0.0,Sickness/maternity,Yes,,3.0,3.0,Other,Post-Secondary,Certificate,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.0
365_1,365,1,5 or less,5 or less,5 or less,401.0,12.0,48.0,15.0,59.0,1.0,Other,Secondary,Certificate,0.0,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Other,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.33333334
365_2,365,2,5 or less,5 or less,5 or less,401.0,12.0,48.0,15.0,59.0,2.0,Nurse,Secondary,Certificate,0.0,25-34,Yes,Yes,,Yes,Yes,2.0,2.0,Nurse,Secondary,Certificate,After 2000,0.0,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.33333334
365_3,365,3,5 or less,5 or less,5 or less,401.0,12.0,48.0,15.0,59.0,3.0,Clinical Officer,Primary,Certificate,Male,45 or older,Yes,0.0,Sickness/maternity,Yes,,3.0,3.0,Clinical Officer,Primary,Certificate,Before 1990,Male,45 or older,0.0,Sickness/maternity,,,1.0,1.0,Tanzania-2016,0.33333334
366_5,366,5,6-10,5 or less,5 or less,402.0,6.0,30.0,6.0,45.0,5.0,Other,Primary,Certificate,Male,45 or older,0.0,Yes,,Yes,,5.0,5.0,Other,Primary,Certificate,Before 1990,Male,45 or older,Yes,,Paperwork/reports,0.0,1.0,1.0,Tanzania-2016,0.2
366_4,366,4,6-10,5 or less,5 or less,402.0,6.0,30.0,6.0,45.0,4.0,Other,Post-Secondary,Certificate,0.0,45 or older,0.0,0.0,Intership,Yes,,4.0,4.0,Other,Post-Secondary,Certificate,Before 1990,0.0,45 or older,0.0,Intership,,,1.0,1.0,Tanzania-2016,0.2
366_3,366,3,6-10,5 or less,5 or less,402.0,6.0,30.0,6.0,45.0,3.0,Other,Post-Secondary,Certificate,0.0,45 or older,0.0,Yes,,Yes,,3.0,3.0,Other,Post-Secondary,Certificate,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.2
366_1,366,1,6-10,5 or less,5 or less,402.0,6.0,30.0,6.0,45.0,1.0,Clinical Officer,Post-Secondary,Certificate,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Post-Secondary,Certificate,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.2
366_2,366,2,6-10,5 or less,5 or less,402.0,6.0,30.0,6.0,45.0,2.0,Nurse,Post-Secondary,Certificate,0.0,45 or older,0.0,Yes,,Yes,,2.0,2.0,Nurse,Post-Secondary,Certificate,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.2
368_6,368,6,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,6.0,Other,Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
368_9,368,9,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,9.0,Other,Secondary,Certificate,Male,25-34,0.0,Yes,,Yes,,6.0,9.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
368_10,368,10,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,10.0,Other,Secondary,Certificate,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
368_16,368,16,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,16.0,Doctor,Secondary,Diploma,Male,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
368_13,368,13,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,13.0,Other,Primary,Certificate,0.0,45 or older,0.0,Yes,,Yes,,4.0,13.0,Other,Primary,Certificate,Before 1990,0.0,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
368_4,368,4,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,4.0,Other,Secondary,Certificate,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
368_15,368,15,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,15.0,Clinical Officer,Secondary,Certificate,Male,45 or older,Yes,Yes,,Yes,No,10.0,15.0,Clinical Officer,Secondary,Certificate,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.3
368_3,368,3,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,3.0,Clinical Officer,Secondary,Certificate,0.0,25-34,Yes,Yes,,No,No,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
368_11,368,11,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,11.0,Other,Secondary,Certificate,0.0,35-44,0.0,Yes,,Yes,,3.0,11.0,Other,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
368_14,368,14,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,14.0,Other,Primary,Certificate,0.0,45 or older,0.0,Yes,,Yes,,8.0,14.0,Other,Primary,Certificate,In the 1990s,0.0,45 or older,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
368_12,368,12,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,12.0,Other,Primary,Certificate,Male,45 or older,0.0,0.0,"On call (pre on call, post on call)",Yes,,1.0,12.0,Other,Primary,Certificate,Before 1990,Male,45 or older,0.0,"On call (pre on call, post on call)",Consultation/visiting patient,Yes,1.0,1.0,Tanzania-2016,0.3
368_7,368,7,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,7.0,Other,Secondary,Certificate,Male,35-44,0.0,Yes,,Yes,,2.0,7.0,Other,Secondary,Certificate,After 2000,Male,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
368_8,368,8,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,8.0,Nurse,Secondary,Diploma,0.0,25-34,0.0,0.0,"On call (pre on call, post on call)",Yes,,9.0,8.0,Nurse,Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.3
368_1,368,1,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,1.0,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,0.0,"On call (pre on call, post on call)",Yes,Yes,5.0,1.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,0.0,Other (specify),,,1.0,1.0,Tanzania-2016,0.3
368_2,368,2,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,2.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,7.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.3
368_5,368,5,11-50,11-50,5 or less,404.0,15.0,22.0,15.0,41.0,5.0,Other,Secondary,Certificate,0.0,25-34,0.0,Yes,,Yes,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.3
369_7,369,7,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,7.0,Nurse,Post-Secondary,Certificate,0.0,25-34,Yes,Yes,,Yes,Yes,7.0,7.0,Nurse,Post-Secondary,Certificate,After 2000,Male,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
369_6,369,6,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,6.0,Nurse,Post-Secondary,Diploma,0.0,45 or older,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
369_2,369,2,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,2.0,Nurse,Post-Secondary,Diploma,0.0,25-34,0.0,Yes,,Yes,Yes,5.0,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
369_5,369,5,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,5.0,Nurse,Post-Secondary,Diploma,0.0,35-44,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
369_4,369,4,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,4.0,Nurse,Post-Secondary,Diploma,0.0,35-44,0.0,Yes,,Yes,,4.0,4.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
369_10,369,10,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,10.0,Other,Primary,Certificate,0.0,25-34,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
369_1,369,1,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,1.0,Clinical Officer,Post-Secondary,Diploma,Male,25-34,0.0,0.0,Sickness/maternity,Yes,Yes,10.0,1.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
369_13,369,13,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,13.0,Other,Post-Secondary,Certificate,Male,25-34,0.0,Yes,,Yes,,1.0,13.0,Other,Post-Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
369_14,369,14,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,14.0,Other,Post-Secondary,Certificate,0.0,Younger than 25,0.0,0.0,Sickness/maternity,Yes,,3.0,14.0,Other,Post-Secondary,Certificate,After 2000,0.0,Younger than 25,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
369_12,369,12,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,12.0,Nurse,Post-Secondary,Certificate,0.0,25-34,0.0,Yes,,Yes,,9.0,12.0,Other,Primary,Certificate,After 2000,0.0,25-34,0.0,"On call (pre on call, post on call)",,,1.0,1.0,Tanzania-2016,0.4
369_3,369,3,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,3.0,Clinical Officer,Post-Secondary,Certificate,Male,35-44,Yes,0.0,"On call (pre on call, post on call)",No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
369_11,369,11,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,11.0,Nurse,Post-Secondary,Certificate,Male,25-34,0.0,Yes,,Yes,,2.0,11.0,Nurse,Post-Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
369_15,369,15,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,15.0,Other,Post-Secondary,None,Male,35-44,0.0,Yes,,Yes,,8.0,15.0,Other,Post-Secondary,None,After 2000,Male,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
369_8,369,8,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,8.0,Other,Primary,Certificate,0.0,35-44,0.0,Yes,,Yes,,6.0,8.0,Other,Primary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.4
369_9,369,9,11-50,11-50,5 or less,401.0,14.0,50.0,15.0,10.0,9.0,Other,Primary,Certificate,0.0,Younger than 25,0.0,Yes,,No,,,,,,,,,,,,,,1.0,,Tanzania-2016,0.4
37_1,37,1,5 or less,5 or less,5 or less,503.0,10.0,17.0,10.0,52.0,1.0,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.0
37_3,37,3,5 or less,5 or less,5 or less,503.0,10.0,17.0,10.0,52.0,3.0,Other,Secondary,Certificate,0.0,35-44,0.0,Yes,,Yes,,3.0,3.0,Other,Secondary,Certificate,After 2000,0.0,35-44,Yes,,Consultation/visiting patient,0.0,1.0,1.0,Tanzania-2016,0.0
