unique_id,fac_id,staff_id,q110,q111,q112,q113,q114,q115,q115_b_other_specify,q117,q118,q119,q120,q120_b_other_specify,q121,q121_b_other_specify,q122,q116,has_roster,has_absentee,country,absence_rate
13766_3,13766,3,Clinical Officer,0.0,25-34,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,3.0,1,1.0,Kenya-2012,0.5
13766_4,13766,4,Nurse,MALE,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
13766_5,13766,5,Nurse,0.0,25-34,0.0,YES,, ,Nurse,0.0,0.0,, ,, ,,5.0,1,1.0,Kenya-2012,0.5
13766_6,13766,6,Nurse,0.0,45 or older,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
13766_7,13766,7,Nurse,0.0,35-44,0.0,0.0,APPROVED ABSENCE, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,7.0,1,1.0,Kenya-2012,0.5
13766_8,13766,8,Nurse,MALE,45 or older,0.0,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,8.0,1,1.0,Kenya-2012,0.5
13766_9,13766,9,Other,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
13766_10,13766,10,Nurse,0.0,45 or older,YES,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,10.0,1,1.0,Kenya-2012,0.5
13766_11,13766,11,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,11.0,1,1.0,Kenya-2012,0.5
13766_12,13766,12,Other,MALE,25-34,0.0,YES,, ,Other,MALE,0.0,, ,, ,,12.0,1,1.0,Kenya-2012,0.5
13766_13,13766,13,Other,MALE,35-44,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,13.0,1,1.0,Kenya-2012,0.5
13768_1,13768,1,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.6666667
13768_2,13768,2,Nurse,MALE,25-34,YES,0.0,IN TRAINING/SEMINAR, ,Nurse,MALE,0.0,IN TRAINING/SEMINAR, ,, ,,2.0,1,1.0,Kenya-2012,0.6666667
13768_3,13768,3,Other,0.0,Younger than 25,0.0,0.0,IN TRAINING/SEMINAR, ,Other,0.0,0.0,IN TRAINING/SEMINAR, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,3.0,1,1.0,Kenya-2012,0.6666667
13771_1,13771,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,0.0,OFFICIAL MISSION, ,, ,,1.0,1,1.0,Kenya-2012,0.75
13771_2,13771,2,Other,MALE,25-34,0.0,YES,, ,Other,MALE,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.75
13771_3,13771,3,Other,MALE,25-34,0.0,0.0,OFFICIAL MISSION, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,3.0,1,1.0,Kenya-2012,0.75
13771_4,13771,4,Nurse,0.0,25-34,YES,0.0,IN TRAINING/SEMINAR, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,4.0,1,1.0,Kenya-2012,0.75
13771_5,13771,5,Nurse,0.0,35-44,YES,0.0,IN TRAINING/SEMINAR, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,5.0,1,1.0,Kenya-2012,0.75
13771_6,13771,6,Other,0.0,25-34,0.0,0.0,OFFICIAL MISSION, ,Other,0.0,0.0,NOT APPROVED ABSENCE, ,, ,,6.0,1,1.0,Kenya-2012,0.75
13771_7,13771,7,Other,0.0,25-34,0.0,YES,, ,Other,0.0,0.0,OFFICIAL MISSION, ,, ,,7.0,1,1.0,Kenya-2012,0.75
13771_8,13771,8,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,8.0,1,1.0,Kenya-2012,0.75
13791_1,13791,1,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.25
13791_2,13791,2,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,0.0,OFFICIAL MISSION, ,, ,,2.0,1,1.0,Kenya-2012,0.25
13791_3,13791,3,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,3.0,1,1.0,Kenya-2012,0.25
13791_4,13791,4,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,4.0,1,1.0,Kenya-2012,0.25
13794_1,13794,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,0.0,MISSING,NOBODY AVAILABLE TO GIVE REASN,, ,,1.0,1,1.0,Kenya-2012,1.0
13840_1,13840,1,Clinical Officer,MALE,25-34,YES,0.0,IN TRAINING/SEMINAR, ,Doctor,MALE,0.0,IN TRAINING/SEMINAR, ,, ,,1.0,1,1.0,Kenya-2012,0.85714287
13840_2,13840,2,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,0.0,12.0, ,, ,,2.0,1,1.0,Kenya-2012,0.85714287
13840_3,13840,3,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,SICK/MATERNITY, ,, ,,3.0,1,1.0,Kenya-2012,0.85714287
13840_4,13840,4,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,4.0,1,1.0,Kenya-2012,0.85714287
13840_5,13840,5,Nurse,0.0,45 or older,YES,0.0,OFFICIAL MISSION, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,5.0,1,1.0,Kenya-2012,0.85714287
13840_6,13840,6,Nurse,MALE,35-44,YES,0.0,OFFICIAL MISSION, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,6.0,1,1.0,Kenya-2012,0.85714287
13840_7,13840,7,Other,MALE,45 or older,0.0,0.0,NOT APPROVED ABSENCE, ,Other,MALE,0.0,12.0, ,, ,,7.0,1,1.0,Kenya-2012,0.85714287
13841_1,13841,1,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,0.0,NOT APPROVED ABSENCE, ,, ,,1.0,1,1.0,Kenya-2012,0.8
13841_2,13841,2,Clinical Officer,0.0,25-34,YES,0.0,IN TRAINING/SEMINAR, ,Clinical Officer,0.0,0.0,NOT APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.8
13841_3,13841,3,Other,0.0,25-34,0.0,0.0,OFFICIAL MISSION, ,Other,0.0,0.0,12.0, ,, ,,3.0,1,1.0,Kenya-2012,0.8
13841_4,13841,4,Nurse,MALE,45 or older,0.0,0.0,APPROVED ABSENCE, ,Nurse,MALE,0.0,IN TRAINING/SEMINAR, ,, ,,4.0,1,1.0,Kenya-2012,0.8
13841_5,13841,5,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,0.0,12.0, ,, ,,5.0,1,1.0,Kenya-2012,0.8
13841_6,13841,6,Nurse,MALE,35-44,YES,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.8
13841_7,13841,7,Nurse,0.0,35-44,YES,0.0,12.0, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,7.0,1,1.0,Kenya-2012,0.8
13841_8,13841,8,Nurse,0.0,45 or older,YES,0.0,SICK/MATERNITY, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,8.0,1,1.0,Kenya-2012,0.8
13841_9,13841,9,Nurse,MALE,25-34,YES,0.0,12.0, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,9.0,1,1.0,Kenya-2012,0.8
13841_10,13841,10,Other,MALE,45 or older,0.0,YES,, ,Other,MALE,0.0,12.0, ,, ,,10.0,1,1.0,Kenya-2012,0.8
13841_11,13841,11,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,12.0, ,, ,,11.0,1,1.0,Kenya-2012,0.8
13852_1,13852,1,Doctor,0.0,45 or older,0.0,YES,, ,Doctor,0.0,0.0,MISSING,PREPARING FOR A BOARD MEETING,, ,,1.0,1,1.0,Kenya-2012,0.42857143
13852_2,13852,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,0.0,12.0, ,, ,,2.0,1,1.0,Kenya-2012,0.42857143
13852_3,13852,3,Nurse,0.0,Younger than 25,YES,YES,, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,0.0,3.0,1,1.0,Kenya-2012,0.42857143
13852_4,13852,4,Nurse,0.0,Younger than 25,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,4.0,1,1.0,Kenya-2012,0.42857143
13852_5,13852,5,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,5.0,1,1.0,Kenya-2012,0.42857143
13852_6,13852,6,Clinical Officer,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,Clinical Officer,0.0,0.0,APPROVED ABSENCE, ,, ,,6.0,1,1.0,Kenya-2012,0.42857143
13852_7,13852,7,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,7.0,1,1.0,Kenya-2012,0.42857143
13860_1,13860,1,Other,MALE,35-44,0.0,YES,, ,Other,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,1.0,1,1.0,Kenya-2012,0.25
13860_2,13860,2,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.25
13860_3,13860,3,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,3.0,1,1.0,Kenya-2012,0.25
13860_4,13860,4,Nurse,MALE,45 or older,YES,0.0,SICK/MATERNITY, ,Nurse,MALE,0.0,SICK/MATERNITY, ,, ,,4.0,1,1.0,Kenya-2012,0.25
13873_1,13873,1,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.5
13873_2,13873,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.5
13875_1,13875,1,Clinical Officer,0.0,25-34,YES,YES,, ,Clinical Officer,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,REPORTING OR RECORDING,0.0,1.0,1,1.0,Kenya-2012,0.7
13875_2,13875,2,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,HEALTH EDUCATION,0.0,2.0,1,1.0,Kenya-2012,0.7
13875_3,13875,3,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,PERFORMING DELIVERIES,YES,3.0,1,1.0,Kenya-2012,0.7
13875_4,13875,4,Nurse,0.0,25-34,YES,0.0,SICK/MATERNITY, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,4.0,1,1.0,Kenya-2012,0.7
13875_5,13875,5,Nurse,0.0,25-34,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,5.0,1,1.0,Kenya-2012,0.7
13875_6,13875,6,Nurse,0.0,25-34,YES,0.0,12.0, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,6.0,1,1.0,Kenya-2012,0.7
13875_7,13875,7,Nurse,0.0,35-44,YES,0.0,IN TRAINING/SEMINAR, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,7.0,1,1.0,Kenya-2012,0.7
13875_8,13875,8,Nurse,MALE,35-44,YES,0.0,APPROVED ABSENCE, ,Nurse,MALE,0.0,APPROVED ABSENCE, ,, ,,8.0,1,1.0,Kenya-2012,0.7
13875_9,13875,9,Nurse,0.0,45 or older,YES,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,9.0,1,1.0,Kenya-2012,0.7
13875_10,13875,10,Other,0.0,35-44,0.0,YES,, ,Other,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,10.0,1,1.0,Kenya-2012,0.7
13904_1,13904,1,Clinical Officer,MALE,25-34,YES,0.0,IN TRAINING/SEMINAR, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.5
13904_2,13904,2,Nurse,0.0,Younger than 25,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.5
13904_3,13904,3,Nurse,0.0,45 or older,YES,0.0,IN TRAINING/SEMINAR, ,Nurse,0.0,0.0,MISSING, ,, ,,3.0,1,1.0,Kenya-2012,0.5
13904_4,13904,4,Other,0.0,25-34,0.0,YES,, ,Other,0.0,0.0,NOT APPROVED ABSENCE, ,, ,,4.0,1,1.0,Kenya-2012,0.5
13904_5,13904,5,Other,MALE,25-34,0.0,YES,, ,Other,MALE,0.0,12.0, ,, ,,5.0,1,1.0,Kenya-2012,0.5
13904_6,13904,6,Other,0.0,25-34,0.0,0.0,IN TRAINING/SEMINAR, ,Other,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,0.0,6.0,1,1.0,Kenya-2012,0.5
13905_1,13905,1,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,1.0,1,1.0,Kenya-2012,0.33333334
13905_2,13905,2,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.33333334
13905_3,13905,3,Nurse,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,3.0,1,1.0,Kenya-2012,0.33333334
13911_1,13911,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0,1,1.0,Kenya-2012,0.5
13911_2,13911,2,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.5
13926_1,13926,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.25
13926_2,13926,2,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.25
13926_3,13926,3,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,3.0,1,1.0,Kenya-2012,0.25
13926_4,13926,4,Nurse,0.0,35-44,YES,0.0,OFFICIAL MISSION, ,Nurse,0.0,0.0,OFFICIAL MISSION, ,, ,,4.0,1,1.0,Kenya-2012,0.25
13929_1,13929,1,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,ATTENDING VISITORS,0.0,1.0,1,1.0,Kenya-2012,0.16666667
13929_2,13929,2,Nurse,0.0,35-44,YES,0.0,OFFICIAL MISSION, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,2.0,1,1.0,Kenya-2012,0.16666667
13929_3,13929,3,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,0.0,3.0,1,1.0,Kenya-2012,0.16666667
13929_4,13929,4,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,HAVING TEA,0.0,4.0,1,1.0,Kenya-2012,0.16666667
13929_5,13929,5,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,5.0,1,1.0,Kenya-2012,0.16666667
13929_6,13929,6,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,IN A MEETING,0.0,6.0,1,1.0,Kenya-2012,0.16666667
13936_1,13936,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,0.0,APPROVED ABSENCE, ,, ,,1.0,1,1.0,Kenya-2012,0.875
13936_2,13936,2,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.875
13936_3,13936,3,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,3.0,1,1.0,Kenya-2012,0.875
13936_4,13936,4,Nurse,0.0,45 or older,0.0,YES,, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,4.0,1,1.0,Kenya-2012,0.875
13936_5,13936,5,Other,MALE,35-44,0.0,0.0,APPROVED ABSENCE, ,Nurse,MALE,0.0,APPROVED ABSENCE, ,, ,,5.0,1,1.0,Kenya-2012,0.875
13936_6,13936,6,Other,0.0,35-44,0.0,0.0,12.0, ,Other,0.0,0.0,12.0, ,, ,,6.0,1,1.0,Kenya-2012,0.875
13936_7,13936,7,Nurse,0.0,35-44,0.0,0.0,12.0, ,Nurse,0.0,0.0,12.0, ,, ,,7.0,1,1.0,Kenya-2012,0.875
13936_8,13936,8,Other,0.0,25-34,0.0,YES,, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,8.0,1,1.0,Kenya-2012,0.875
13962_1,13962,1,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,1.0,1,1.0,Kenya-2012,0.25
13962_2,13962,2,Clinical Officer,0.0,25-34,YES,YES,, ,Clinical Officer,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,2.0,1,1.0,Kenya-2012,0.25
13962_3,13962,3,Nurse,0.0,25-34,YES,0.0,IN TRAINING/SEMINAR, ,Nurse,0.0,0.0,IN TRAINING/SEMINAR, ,, ,,3.0,1,1.0,Kenya-2012,0.25
13962_4,13962,4,Other,0.0,35-44,0.0,YES,, ,Other,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,4.0,1,1.0,Kenya-2012,0.25
14033_1,14033,1,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.4
14033_2,14033,2,Clinical Officer,MALE,Younger than 25,YES,YES,, ,Clinical Officer,MALE,0.0,12.0, ,, ,,2.0,1,1.0,Kenya-2012,0.4
14033_3,14033,3,Nurse,0.0,35-44,YES,YES,, ,Nurse,0.0,0.0,OFFICIAL MISSION, ,, ,,3.0,1,1.0,Kenya-2012,0.4
14033_4,14033,4,Nurse,0.0,Younger than 25,YES,YES,, ,Nurse,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,4.0,1,1.0,Kenya-2012,0.4
14033_5,14033,5,Nurse,MALE,25-34,YES,0.0,12.0, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,5.0,1,1.0,Kenya-2012,0.4
14033_6,14033,6,Other,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.4
14033_7,14033,7,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,0.0,7.0,1,1.0,Kenya-2012,0.4
14033_8,14033,8,Other,MALE,Younger than 25,0.0,0.0,12.0, ,,,,,,,,,,1,,Kenya-2012,0.4
14033_9,14033,9,Other,0.0,45 or older,0.0,YES,, ,Other,0.0,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS,SAMPLING,0.0,9.0,1,1.0,Kenya-2012,0.4
14033_10,14033,10,Other,0.0,25-34,0.0,YES,, ,Other,0.0,0.0,12.0, ,, ,,10.0,1,1.0,Kenya-2012,0.4
14033_11,14033,11,Other,0.0,45 or older,0.0,0.0,12.0, ,Other,0.0,0.0,12.0, ,, ,,11.0,1,1.0,Kenya-2012,0.4
14033_12,14033,12,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,0.0,12.0,1,1.0,Kenya-2012,0.4
14039_1,14039,1,Nurse,MALE,Younger than 25,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.5
14039_2,14039,2,Nurse,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,Nurse,0.0,0.0,APPROVED ABSENCE, ,, ,,2.0,1,1.0,Kenya-2012,0.5
14048_1,14048,1,Nurse,MALE,45 or older,YES,YES,, ,Nurse,MALE,0.0,MISSING, ,, ,,1.0,1,1.0,Kenya-2012,1.0
14048_2,14048,2,Nurse,0.0,25-34,YES,0.0,OFFICIAL MISSION, ,Nurse,0.0,0.0,MISSING, ,, ,,2.0,1,1.0,Kenya-2012,1.0
14048_3,14048,3,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,0.0,MISSING, ,, ,,3.0,1,1.0,Kenya-2012,1.0
14063_1,14063,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0,1,1.0,Kenya-2012,0.3
14063_2,14063,2,Clinical Officer,MALE,25-34,YES,0.0,12.0, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,2.0,1,1.0,Kenya-2012,0.3
14063_3,14063,3,Clinical Officer,0.0,25-34,YES,YES,, ,Clinical Officer,0.0,0.0,12.0, ,, ,,3.0,1,1.0,Kenya-2012,0.3
14063_4,14063,4,Nurse,0.0,25-34,0.0,YES,, ,Nurse,0.0,0.0,SICK/MATERNITY, ,, ,,4.0,1,1.0,Kenya-2012,0.3
14063_5,14063,5,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,5.0,1,1.0,Kenya-2012,0.3
14063_6,14063,6,Nurse,0.0,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
14063_7,14063,7,Nurse,0.0,25-34,YES,0.0,APPROVED ABSENCE, ,,,,,,,,,,1,,Kenya-2012,0.3
14063_8,14063,8,Nurse,MALE,25-34,YES,YES,, ,,,,,,,,,,1,,Kenya-2012,0.3
14063_9,14063,9,Other,MALE,25-34,0.0,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,9.0,1,1.0,Kenya-2012,0.3
14063_10,14063,10,Other,MALE,35-44,0.0,YES,, ,Other,MALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,YES,10.0,1,1.0,Kenya-2012,0.3
14063_11,14063,11,Other,0.0,25-34,0.0,YES,, ,Other,0.0,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,YES,11.0,1,1.0,Kenya-2012,0.3
14063_12,14063,12,Other,MALE,Younger than 25,0.0,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,12.0,1,1.0,Kenya-2012,0.3
14063_13,14063,13,Other,0.0,25-34,0.0,0.0,APPROVED ABSENCE, ,Other,0.0,0.0,APPROVED ABSENCE, ,, ,,13.0,1,1.0,Kenya-2012,0.3
14072_1,14072,1,Clinical Officer,MALE,25-34,YES,,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,1.0,1,1.0,Kenya-2012,0.5
14072_2,14072,2,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,0.0,12.0, ,, ,,2.0,1,1.0,Kenya-2012,0.5
14072_3,14072,3,Nurse,0.0,25-34,YES,YES,, ,Nurse,0.0,YES,, ,REVIEWING OR WRITING IN CART, ,0.0,3.0,1,1.0,Kenya-2012,0.5
14072_4,14072,4,Nurse,MALE,25-34,0.0,YES,, ,Nurse,MALE,0.0,12.0, ,, ,,4.0,1,1.0,Kenya-2012,0.5
14072_5,14072,5,Nurse,MALE,25-34,0.0,YES,, ,Nurse,MALE,0.0,12.0, ,, ,,5.0,1,1.0,Kenya-2012,0.5
14072_6,14072,6,Other,MALE,Younger than 25,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
14072_7,14072,7,Other,0.0,25-34,0.0,0.0,12.0, ,Other,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,7.0,1,1.0,Kenya-2012,0.5
14072_8,14072,8,Other,MALE,25-34,0.0,YES,, ,,,,,,,,,,1,,Kenya-2012,0.5
14072_9,14072,9,Other,0.0,35-44,0.0,YES,, ,Other,0.0,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,9.0,1,1.0,Kenya-2012,0.5
14072_10,14072,10,Other,0.0,35-44,0.0,YES,, ,Other,0.0,0.0,12.0, ,, ,,10.0,1,1.0,Kenya-2012,0.5
14072_11,14072,11,Other,0.0,45 or older,0.0,YES,, ,Other,0.0,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,0.0,11.0,1,1.0,Kenya-2012,0.5
14072_12,14072,12,Other,0.0,25-34,0.0,0.0,12.0, ,Other,0.0,0.0,12.0, ,, ,,12.0,1,1.0,Kenya-2012,0.5
14075_1,14075,1,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,0.0,OTHER (SPECIFY), ,, ,,1.0,1,1.0,Kenya-2012,0.8
14075_2,14075,2,Clinical Officer,MALE,25-34,YES,0.0,IN TRAINING/SEMINAR, ,Clinical Officer,MALE,0.0,IN TRAINING/SEMINAR, ,, ,,2.0,1,1.0,Kenya-2012,0.8
14075_3,14075,3,Clinical Officer,MALE,25-34,YES,0.0,OTHER (SPECIFY), ,Clinical Officer,MALE,0.0,OTHER (SPECIFY), ,, ,,3.0,1,1.0,Kenya-2012,0.8
14075_4,14075,4,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,0.0,4.0,1,1.0,Kenya-2012,0.8
