unique_id,fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217,has_roster,has_absentee,country,absence_rate
280_10,280,10,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.4
280_4,280,4,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,4.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.4
280_2,280,2,Doctor,Male,25-34,Yes,Yes,,,Yes,1.0,2.0,Doctor,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.4
280_6,280,6,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.4
280_5,280,5,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,3.0,5.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.4
280_9,280,9,Nurse,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.4
280_23,280,23,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.4
280_1,280,1,Doctor,Male,45 or older,Yes,0.0,In training/seminar,,Yes,5.0,1.0,Doctor,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.4
281_7,281,7,Other,Male,35-44,0.0,0.0,In training/seminar,,No,7.0,7.0,Other,Male,Yes,,,Interpreting laboratory work or radiographs,DISPENSING DRUGS,Yes,1,1.0,Uganda-2013,0.5
281_2,281,2,Clinical Officer,0.0,25-34,Yes,0.0,In training/seminar,,Yes,2.0,2.0,Clinical Officer,0.0,Yes,,,Interpreting laboratory work or radiographs,ARRIVING FOR WORK,Yes,1,1.0,Uganda-2013,0.5
281_8,281,8,Other,0.0,25-34,0.0,Yes,,,No,8.0,8.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
281_3,281,3,Nurse,0.0,Younger than 25,0.0,Yes,,,No,3.0,3.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,ARRIVING FOR WORK,Yes,1,1.0,Uganda-2013,0.5
281_4,281,4,Nurse,0.0,Younger than 25,0.0,0.0,Approved absence,,No,4.0,4.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5
281_1,281,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.5
281_6,281,6,Other,0.0,25-34,0.0,Yes,,,No,6.0,6.0,Other,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.5
281_5,281,5,Other,Male,Younger than 25,0.0,Yes,,,No,5.0,5.0,Other,Male,Yes,,,Interpreting laboratory work or radiographs,LEAVING THE FACILITY,Yes,1,1.0,Uganda-2013,0.5
282_2,282,2,Clinical Officer,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
282_4,282,4,Other,Male,25-34,0.0,Yes,,,No,4.0,4.0,Other,Male,Yes,,,Waiting for patient to undress,,Yes,1,1.0,Uganda-2013,0.7
282_3,282,3,Nurse,0.0,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
282_8,282,8,Other,0.0,Younger than 25,0.0,0.0,In training/seminar,WORKSHOP,No,8.0,8.0,Other,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,0.7
282_5,282,5,Nurse,0.0,25-34,0.0,0.0,In training/seminar,WORKSHOP,No,5.0,5.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.7
282_10,282,10,Other,0.0,25-34,0.0,Yes,,,No,10.0,10.0,Other,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
282_6,282,6,Nurse,0.0,35-44,Yes,Yes,,,Yes,6.0,6.0,Nurse,0.0,0.0,Other (to specify),STILL AT HOME,,,,1,1.0,Uganda-2013,0.7
282_9,282,9,Other,0.0,35-44,0.0,0.0,In training/seminar,WORKSHOP,No,9.0,9.0,Other,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.7
282_7,282,7,Nurse,0.0,25-34,0.0,0.0,Sick/maternity,,No,7.0,7.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.7
282_1,282,1,Clinical Officer,Male,25-34,Yes,0.0,Other (to specify),WENT FOR BURIAL,Yes,1.0,1.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
283_2,283,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,0.0,Sick/maternity,,,,,1,1.0,Uganda-2013,1.0
283_3,283,3,Nurse,0.0,25-34,Yes,0.0,In training/seminar,,Yes,3.0,3.0,Nurse,0.0,0.0,Other (to specify),ON BREAK,,,,1,1.0,Uganda-2013,1.0
283_4,283,4,Nurse,Male,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
283_1,283,1,Nurse,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,0.0,In training/seminar,,,,Yes,1,1.0,Uganda-2013,1.0
284_4,284,4,Nurse,Male,25-34,Yes,0.0,In training/seminar,,Yes,4.0,4.0,Nurse,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
284_1,284,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
284_3,284,3,Other,0.0,35-44,0.0,Yes,,,No,3.0,3.0,Other,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.75
284_2,284,2,Nurse,0.0,35-44,Yes,0.0,In training/seminar,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.75
285_3,285,3,Nurse,0.0,25-34,0.0,0.0,In training/seminar,,No,3.0,3.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.33333334
285_1,285,1,Other,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Other,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.33333334
285_2,285,2,Nurse,Male,25-34,0.0,0.0,In training/seminar,,No,2.0,2.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.33333334
286_2,286,2,Nurse,Male,25-34,Yes,0.0,Approved absence,,Yes,2.0,2.0,Nurse,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
286_3,286,3,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
286_1,286,1,Other,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Other,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
287_9,287,9,Other,Male,Younger than 25,0.0,0.0,In training/seminar,,No,9.0,9.0,Other,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
287_12,287,12,Other,0.0,25-34,Yes,0.0,In training/seminar,,No,10.0,12.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,DISPENSING,Yes,1,1.0,Uganda-2013,0.7
287_10,287,10,Other,0.0,25-34,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,0.7
287_6,287,6,Other,0.0,Younger than 25,0.0,Yes,,,No,6.0,6.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.7
287_4,287,4,Other,Male,25-34,0.0,0.0,Other (to specify),GONE TO TAKE CARE OF SICK MOTHER,No,4.0,4.0,Other,Male,Yes,,,Waiting for patient to undress,,Yes,1,1.0,Uganda-2013,0.7
287_2,287,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
287_11,287,11,Nurse,0.0,45 or older,Yes,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.7
287_5,287,5,Nurse,0.0,Younger than 25,0.0,Yes,,,No,5.0,5.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
287_8,287,8,Nurse,0.0,25-34,0.0,0.0,In training/seminar,,No,8.0,8.0,Nurse,0.0,0.0,Other (to specify),STUDY LEAVE,,,,1,1.0,Uganda-2013,0.7
287_3,287,3,Nurse,Male,25-34,Yes,0.0,In training/seminar,,Yes,3.0,3.0,Nurse,Male,0.0,In training/seminar,,,,Yes,1,1.0,Uganda-2013,0.7
287_1,287,1,Clinical Officer,Male,25-34,Yes,0.0,Other (to specify),FOR BURIAL,Yes,1.0,1.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.7
287_7,287,7,Nurse,0.0,25-34,Yes,0.0,Other (to specify),TAKE INLAW TO HOSPITAL,Yes,7.0,7.0,Nurse,0.0,0.0,Other (to specify),ATTEND TO SICK MOTHER,,,,1,1.0,Uganda-2013,0.7
288_15,288,15,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
288_14,288,14,Other,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
288_10,288,10,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
288_13,288,13,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
288_8,288,8,Clinical Officer,Male,35-44,Yes,0.0,12.0,,Yes,4.0,8.0,Clinical Officer,Male,,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,
288_9,288,9,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
288_1,288,1,Nurse,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,
288_7,288,7,Clinical Officer,0.0,45 or older,Yes,0.0,Approved absence,,Yes,3.0,7.0,Clinical Officer,0.0,,,,,,,1,1.0,Uganda-2013,
288_3,288,3,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
288_2,288,2,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
288_5,288,5,Doctor,0.0,35-44,Yes,0.0,12.0,,Yes,1.0,5.0,Doctor,0.0,,,,,,,1,1.0,Uganda-2013,
288_16,288,16,Other,Male,35-44,0.0,0.0,Official mission,,No,,,,,,,,,,,1,,Uganda-2013,
288_11,288,11,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,
288_12,288,12,Nurse,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,
288_4,288,4,Nurse,0.0,45 or older,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,
288_6,288,6,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,6.0,Clinical Officer,Male,,,,Arranging for tests or consultations,,Yes,1,1.0,Uganda-2013,
289_2,289,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,2.0,Nurse,0.0,Yes,,,Reviewing or writing in cart,,0.0,1,1.0,Uganda-2013,0.6
289_6,289,6,,,,,,,,,5.0,6.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
289_3,289,3,Clinical Officer,Male,35-44,Yes,0.0,12.0,,Yes,2.0,3.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
289_4,289,4,Clinical Officer,Male,Younger than 25,Yes,Yes,,,Yes,3.0,4.0,Clinical Officer,Male,Yes,,,Reviewing or writing in cart,,0.0,1,1.0,Uganda-2013,0.6
289_1,289,1,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.6
289_5,289,5,Clinical Officer,Male,Younger than 25,Yes,0.0,12.0,,Yes,4.0,5.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.6
29_1,29,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,0.5
29_3,29,3,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
29_2,29,2,Nurse,0.0,35-44,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
29_4,29,4,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
290_1,290,1,Nurse,0.0,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
290_3,290,3,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Clinical Officer,Male,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
290_2,290,2,Nurse,0.0,25-34,Yes,0.0,Other (to specify),ESCORTED A REFFERAL CASE,Yes,2.0,2.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
291_10,291,10,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_5,291,5,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_11,291,11,Nurse,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_16,291,16,Other,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_2,291,2,Doctor,Male,45 or older,Yes,Yes,,,Yes,2.0,2.0,Doctor,Male,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.75
291_15,291,15,Other,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_7,291,7,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_14,291,14,Other,Male,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_6,291,6,Nurse,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_1,291,1,Doctor,Male,45 or older,Yes,0.0,12.0,,Yes,1.0,1.0,Doctor,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
291_4,291,4,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,4.0,4.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
291_8,291,8,Other,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_17,291,17,Other,0.0,25-34,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_13,291,13,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_9,291,9,Nurse,0.0,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.75
291_3,291,3,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,3.0,3.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.75
291_12,291,12,Other,Male,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.75
292_1,292,1,Doctor,0.0,25-34,Yes,0.0,12.0,,Yes,1.0,1.0,Doctor,0.0,0.0,Other (to specify),CLOSED,,,,1,1.0,Uganda-2013,1.0
292_3,292,3,Nurse,Male,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
292_2,292,2,Nurse,0.0,45 or older,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,0.0,Other (to specify),CLOSED,,,,1,1.0,Uganda-2013,1.0
293_9,293,9,Doctor,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
293_5,293,5,Nurse,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,1.0
293_2,293,2,Doctor,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
293_8,293,8,Nurse,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,1.0
293_6,293,6,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
293_1,293,1,Doctor,Male,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
293_3,293,3,Doctor,Male,45 or older,Yes,Yes,,,Yes,1.0,3.0,Doctor,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
293_7,293,7,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
293_4,293,4,Nurse,0.0,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
294_1,294,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Not approved Absence,,,,,1,1.0,Uganda-2013,1.0
294_2,294,2,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
295_6,295,6,Doctor,Male,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.0
295_1,295,1,Doctor,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,Arranging for tests or consultations,,0.0,1,1.0,Uganda-2013,0.0
295_8,295,8,Nurse,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
295_3,295,3,Other,Male,35-44,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
295_5,295,5,Other,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,0.0
295_2,295,2,Doctor,Male,35-44,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.0
296_2,296,2,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
296_1,296,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,RESTING,0.0,1,1.0,Uganda-2013,0.0
297_1,297,1,Doctor,Male,25-34,Yes,Yes,,,Yes,,,,,,,,,,,1,,Uganda-2013,
297_2,297,2,Nurse,0.0,25-34,0.0,Yes,,,Yes,,,,,,,,,,,1,,Uganda-2013,
297_3,297,3,Doctor,Male,45 or older,Yes,0.0,12.0,,Yes,,,,,,,,,,,1,,Uganda-2013,
298_2,298,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
298_1,298,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.5
299_2,299,2,Other,0.0,35-44,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
299_3,299,3,Other,0.0,35-44,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
299_1,299,1,Doctor,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,0.0,,,,,,1,1.0,Uganda-2013,1.0
3_1,3,1,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Official mission,,,,,1,1.0,Uganda-2013,1.0
3_2,3,2,Nurse,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,1.0
30_3,30,3,Other,0.0,Younger than 25,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.0
30_2,30,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Doctor,Male,Yes,,,Completing encounter form or billing sheet,,0.0,1,1.0,Uganda-2013,0.0
30_4,30,4,Other,Male,25-34,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
30_1,30,1,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.0
300_2,300,2,Nurse,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS TO COME,0.0,1,1.0,Uganda-2013,0.0
300_1,300,1,Doctor,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS TO COME,0.0,1,1.0,Uganda-2013,0.0
301_5,301,5,Nurse,0.0,25-34,Yes,0.0,Other (to specify),NOT YET BACK ON DUTY,Yes,4.0,5.0,Nurse,0.0,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
301_1,301,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.5
301_3,301,3,Other,Male,25-34,0.0,0.0,Other (to specify),NOT YET BACK ON DUTY,No,,,,,,,,,,,1,,Uganda-2013,0.5
301_4,301,4,Nurse,0.0,25-34,Yes,Yes,,,Yes,3.0,4.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.5
301_2,301,2,Clinical Officer,Male,35-44,Yes,0.0,Other (to specify),NOT YET BACK ON DUTY,Yes,2.0,2.0,Clinical Officer,Male,0.0,,,,,,1,1.0,Uganda-2013,0.5
302_4,302,4,Nurse,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
302_1,302,1,Clinical Officer,Male,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,0.0,Official mission,,,,0.0,1,1.0,Uganda-2013,0.5
302_2,302,2,Nurse,0.0,45 or older,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Providing Consultation (face-to face patient care),,0.0,1,1.0,Uganda-2013,0.5
302_3,302,3,Nurse,0.0,Younger than 25,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,0.5
303_7,303,7,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
303_4,303,4,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
303_3,303,3,Nurse,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
303_6,303,6,Other,0.0,25-34,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
303_1,303,1,Doctor,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,Arranging for tests or consultations,,0.0,1,1.0,Uganda-2013,0.5
303_5,303,5,Other,0.0,45 or older,0.0,Yes,,,No,,,,,,,,,,,1,,Uganda-2013,0.5
303_2,303,2,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,2.0,2.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
304_1,304,1,Clinical Officer,Male,25-34,Yes,0.0,12.0,,Yes,1.0,1.0,Clinical Officer,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,0.5
304_2,304,2,Other,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,Yes,,,Providing Consultation (face-to face patient care),,Yes,1,1.0,Uganda-2013,0.5
305_2,305,2,Other,0.0,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Other,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,Yes,1,1.0,Uganda-2013,0.5
305_1,305,1,Nurse,0.0,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,0.0,0.0,Approved absence,,,,,1,1.0,Uganda-2013,0.5
306_1,306,1,Clinical Officer,Male,25-34,Yes,0.0,Approved absence,,Yes,1.0,1.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
306_2,306,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,1.0
307_2,307,2,Nurse,0.0,45 or older,Yes,Yes,,,Yes,1.0,2.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING FOR PATIENTS,0.0,1,1.0,Uganda-2013,0.0
307_1,307,1,Nurse,0.0,45 or older,0.0,0.0,Approved absence,,No,,,,,,,,,,,1,,Uganda-2013,0.0
308_2,308,2,Nurse,0.0,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,0.0,Yes,,,Interpreting laboratory work or radiographs,WAITING PATIENTS,0.0,1,1.0,Uganda-2013,0.5
308_1,308,1,Clinical Officer,Male,25-34,Yes,0.0,In training/seminar,,Yes,1.0,1.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,0.5
309_1,309,1,Nurse,0.0,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Nurse,0.0,0.0,Other (to specify),THE FACILITY WAS LOCKED,,,,1,1.0,Uganda-2013,1.0
309_2,309,2,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,0.0,Other (to specify),THE FACILITY WAS LOCKED,,,,1,1.0,Uganda-2013,1.0
31_10,31,10,Other,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
31_9,31,9,Other,Male,45 or older,0.0,0.0,Not approved Absence,,No,,,,,,,,,,,1,,Uganda-2013,1.0
31_6,31,6,Nurse,0.0,25-34,0.0,0.0,In training/seminar,,No,,,,,,,,,,,1,,Uganda-2013,1.0
31_7,31,7,Other,0.0,25-34,0.0,0.0,Sick/maternity,,No,,,,,,,,,,,1,,Uganda-2013,1.0
31_1,31,1,Clinical Officer,Male,35-44,Yes,0.0,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
31_11,31,11,Nurse,0.0,Younger than 25,Yes,0.0,In training/seminar,,Yes,5.0,11.0,Nurse,Male,0.0,12.0,,,,,1,1.0,Uganda-2013,1.0
31_4,31,4,Nurse,0.0,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
31_3,31,3,Nurse,0.0,35-44,Yes,0.0,12.0,,Yes,3.0,3.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
31_5,31,5,Nurse,0.0,45 or older,0.0,0.0,12.0,,No,,,,,,,,,,,1,,Uganda-2013,1.0
31_8,31,8,Nurse,0.0,25-34,Yes,0.0,12.0,,Yes,6.0,8.0,Nurse,0.0,0.0,In training/seminar,,,,,1,1.0,Uganda-2013,1.0
