fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2q5_c,m2q6_hr,m2q6_mn,m2q7_hr,m2q7_mn,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq14
215,18,11-50,11-50,5 or less,302,8,45,9,10,18,Nurse,Post-Secondary,Diploma,Female,35-44,No,Yes,,Yes,,,,,,,,,,,,,
215,19,11-50,11-50,5 or less,302,8,45,9,10,19,Other,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,10.0,19.0,Other,Post-Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Paperwork/reports,Yes
215,20,11-50,11-50,5 or less,302,8,45,9,10,20,Nurse,Post-Secondary,Diploma,Female,35-44,No,Yes,,Yes,,7.0,20.0,Nurse,Post-Secondary,Diploma,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
215,21,11-50,11-50,5 or less,302,8,45,9,10,21,Nurse,Post-Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,,,,,,,,,,,,
215,22,11-50,11-50,5 or less,302,8,45,9,10,22,Other,Secondary,Certificate,Female,45 or older,No,Yes,,Yes,,,,,,,,,,,,,
217,1,11-50,11-50,5 or less,803,9,0,9,53,1,Doctor,Post-Secondary,Advanced,Male,45 or older,Yes,Yes,,Yes,Yes,7.0,1.0,Doctor,Post-Secondary,Advanced,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,No
217,2,11-50,11-50,5 or less,803,9,0,9,53,2,Clinical Officer,Post-Secondary,Advanced,Male,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,3,11-50,11-50,5 or less,803,9,0,9,53,3,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,4,11-50,11-50,5 or less,803,9,0,9,53,4,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,5,11-50,11-50,5 or less,803,9,0,9,53,5,Clinical Officer,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,6,11-50,11-50,5 or less,803,9,0,9,53,6,Doctor,Secondary,Diploma,Male,25-34,Yes,Yes,,No,Yes,,,,,,,,,,,,
217,7,11-50,11-50,5 or less,803,9,0,9,53,7,Nurse,Secondary,Diploma,Female,45 or older,No,Yes,,Yes,,4.0,7.0,Nurse,Secondary,Diploma,In the 1990s,Female,45 or older,Yes,,Paperwork/reports,No
217,8,11-50,11-50,5 or less,803,9,0,9,53,8,Nurse,Secondary,Certificate,Male,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,9,11-50,11-50,5 or less,803,9,0,9,53,9,Nurse,Secondary,Certificate,Male,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,10,11-50,11-50,5 or less,803,9,0,9,53,10,Nurse,Secondary,Certificate,Male,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,11,11-50,11-50,5 or less,803,9,0,9,53,11,Nurse,Secondary,Certificate,Male,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
217,12,11-50,11-50,5 or less,803,9,0,9,53,12,Doctor,Post-Secondary,Advanced,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,13,11-50,11-50,5 or less,803,9,0,9,53,13,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,3.0,13.0,Clinical Officer,Secondary,Diploma,In the 1990s,Male,45 or older,No,"On call (pre on call, post on call)",,
217,14,11-50,11-50,5 or less,803,9,0,9,53,14,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,No,Yes,,,,,,,,,,,,
217,15,11-50,11-50,5 or less,803,9,0,9,53,15,Other,Secondary,Certificate,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
217,16,11-50,11-50,5 or less,803,9,0,9,53,16,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,No,Intership,No,,,,,,,,,,,,,
217,17,11-50,11-50,5 or less,803,9,0,9,53,17,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
217,18,11-50,11-50,5 or less,803,9,0,9,53,18,Other,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,19,11-50,11-50,5 or less,803,9,0,9,53,19,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,5.0,19.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
217,20,11-50,11-50,5 or less,803,9,0,9,53,20,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
217,21,11-50,11-50,5 or less,803,9,0,9,53,21,Other,Secondary,Certificate,Female,35-44,No,Yes,,Yes,,9.0,21.0,Other,Secondary,Certificate,After 2000,Female,35-44,No,"On call (pre on call, post on call)",,
217,22,11-50,11-50,5 or less,803,9,0,9,53,22,Other,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",Yes,,6.0,22.0,Other,Secondary,Certificate,After 2000,Female,35-44,Yes,,Paperwork/reports,No
217,23,11-50,11-50,5 or less,803,9,0,9,53,23,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
217,24,11-50,11-50,5 or less,803,9,0,9,53,24,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
217,25,11-50,11-50,5 or less,803,9,0,9,53,25,Other,Secondary,Certificate,Female,Younger than 25,No,Yes,,Yes,,2.0,25.0,Other,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,Yes
217,26,11-50,11-50,5 or less,803,9,0,9,53,26,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
217,27,11-50,11-50,5 or less,803,9,0,9,53,27,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
217,28,11-50,11-50,5 or less,803,9,0,9,53,28,Other,Secondary,None,Female,25-34,No,No,Sickness/maternity,No,,,,,,,,,,,,,
217,29,11-50,11-50,5 or less,803,9,0,9,53,29,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,1.0,29.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
217,30,11-50,11-50,5 or less,803,9,0,9,53,30,Other,Secondary,Diploma,Male,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,31,11-50,11-50,5 or less,803,9,0,9,53,31,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,10.0,31.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Laboratory/investigations/X-ray,No
217,32,11-50,11-50,5 or less,803,9,0,9,53,32,Other,Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
217,33,11-50,11-50,5 or less,803,9,0,9,53,33,Other,Secondary,Certificate,Male,25-34,No,No,"On call (pre on call, post on call)",Yes,,8.0,33.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Looking for information/teaching,No
218,1,11-50,11-50,5 or less,601,8,50,9,15,1,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,1.0,1.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,Yes
218,2,11-50,11-50,5 or less,601,8,50,9,15,2,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,No,Official mission,Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,No,"On call (pre on call, post on call)",,
218,3,11-50,11-50,5 or less,601,8,50,9,15,3,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,Yes,,Yes,Yes,3.0,3.0,Clinical Officer,Secondary,Diploma,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
218,4,11-50,11-50,5 or less,601,8,50,9,15,4,Nurse,Secondary,Certificate,Male,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,4.0,4.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
218,5,11-50,11-50,5 or less,601,8,50,9,15,5,Nurse,Secondary,Certificate,Male,35-44,Yes,No,Authorised absence (permision/leave),Yes,,5.0,5.0,Nurse,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
218,6,11-50,11-50,5 or less,601,8,50,9,15,6,Other,Primary,Certificate,Male,35-44,No,No,"On call (pre on call, post on call)",Yes,,6.0,6.0,Other,Primary,Certificate,In the 1990s,Male,35-44,Yes,,Consultation/visiting patient,Yes
218,7,11-50,11-50,5 or less,601,8,50,9,15,7,Other,Primary,Certificate,Male,45 or older,No,No,"On call (pre on call, post on call)",Yes,,7.0,7.0,Other,Primary,Certificate,In the 1990s,Male,45 or older,No,Authorised absence (permision/leave),,
218,8,11-50,11-50,5 or less,601,8,50,9,15,8,Other,Secondary,Certificate,Male,45 or older,No,Yes,,Yes,,8.0,8.0,Other,Secondary,Certificate,Before 1990,Female,45 or older,No,"On call (pre on call, post on call)",,
218,9,11-50,11-50,5 or less,601,8,50,9,15,9,Nurse,Secondary,Certificate,Male,25-34,No,Yes,,Yes,,9.0,9.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
218,10,11-50,11-50,5 or less,601,8,50,9,15,10,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,10.0,10.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
218,11,11-50,11-50,5 or less,601,8,50,9,15,11,Other,Secondary,Certificate,Female,25-34,No,No,Other (specify),No,,,,,,,,,,,,,
219,1,6-10,5 or less,5 or less,802,8,13,8,37,1,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,1.0,1.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Consultation/visiting patient,No
219,2,6-10,5 or less,5 or less,802,8,13,8,37,2,Other,Primary,Certificate,Male,45 or older,No,Yes,,Yes,,2.0,2.0,Other,Primary,Certificate,Before 1990,Male,45 or older,Yes,,Laboratory/investigations/X-ray,No
219,3,6-10,5 or less,5 or less,802,8,13,8,37,3,Nurse,Secondary,Diploma,Female,25-34,No,Yes,,Yes,,3.0,3.0,Nurse,Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
219,4,6-10,5 or less,5 or less,802,8,13,8,37,4,Other,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,4.0,4.0,Other,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
219,5,6-10,5 or less,5 or less,802,8,13,8,37,5,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,5.0,5.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
220,1,11-50,11-50,5 or less,303,9,30,10,0,1,Clinical Officer,Secondary,Diploma,Male,45 or older,Yes,Yes,,Yes,Yes,9.0,1.0,Clinical Officer,Secondary,Diploma,Before 1990,Male,45 or older,Yes,,Discussion with colleages/staff meeting,No
220,2,11-50,11-50,5 or less,303,9,30,10,0,2,Nurse,Primary,Certificate,Female,45 or older,No,No,Official mission,Yes,,10.0,2.0,Nurse,Primary,Certificate,Before 1990,Female,45 or older,Yes,,Paperwork/reports,No
220,3,11-50,11-50,5 or less,303,9,30,10,0,3,Nurse,Secondary,Certificate,Female,35-44,No,Yes,,Yes,,4.0,3.0,Nurse,Secondary,Certificate,In the 1990s,Female,35-44,Yes,,Consultation/visiting patient,No
220,4,11-50,11-50,5 or less,303,9,30,10,0,4,Other,Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,1.0,4.0,Other,Secondary,Certificate,In the 1990s,Female,45 or older,Yes,,Consultation/visiting patient,No
220,5,11-50,11-50,5 or less,303,9,30,10,0,5,Nurse,Secondary,Certificate,Female,25-34,No,No,Intership,Yes,,7.0,5.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,No,Intership,,
220,6,11-50,11-50,5 or less,303,9,30,10,0,6,Other,Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,,,,,,,,,,,,
220,7,11-50,11-50,5 or less,303,9,30,10,0,7,Other,Primary,None,Female,45 or older,No,Yes,,Yes,,2.0,7.0,Other,Primary,None,Before 1990,Female,45 or older,Yes,,Discussion with colleages/staff meeting,No
220,8,11-50,11-50,5 or less,303,9,30,10,0,8,Other,Secondary,Certificate,Male,35-44,No,No,"On call (pre on call, post on call)",Yes,,6.0,8.0,Other,Secondary,Certificate,After 2000,Male,35-44,Yes,,Consultation/visiting patient,No
220,9,11-50,11-50,5 or less,303,9,30,10,0,9,Nurse,Primary,None,Female,45 or older,No,Yes,,Yes,,3.0,9.0,Nurse,Primary,None,Before 1990,Female,45 or older,Yes,,Discussion with colleages/staff meeting,No
220,10,11-50,11-50,5 or less,303,9,30,10,0,10,Nurse,Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,8.0,10.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,Yes,,Paperwork/reports,No
220,11,11-50,11-50,5 or less,303,9,30,10,0,11,Other,Secondary,Certificate,Male,25-34,No,Yes,,Yes,,5.0,11.0,Other,Secondary,Certificate,After 2000,Male,25-34,Yes,,Discussion with colleages/staff meeting,No
221,1,11-50,11-50,5 or less,303,13,45,14,10,1,Nurse,Secondary,Diploma,Female,35-44,No,Yes,,Yes,,1.0,1.0,Nurse,Secondary,Diploma,In the 1990s,Female,35-44,Yes,,Consultation/visiting patient,Yes
221,2,11-50,11-50,5 or less,303,13,45,14,10,2,Clinical Officer,Secondary,Certificate,Male,25-34,Yes,No,Training/seminar/meeting,Yes,,2.0,2.0,Clinical Officer,Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes
221,3,11-50,11-50,5 or less,303,13,45,14,10,3,Nurse,Secondary,Certificate,Male,35-44,No,No,"On call (pre on call, post on call)",Yes,,3.0,3.0,Nurse,Secondary,Certificate,After 2000,Male,35-44,No,"On call (pre on call, post on call)",,
221,4,11-50,11-50,5 or less,303,13,45,14,10,4,Other,Primary,Certificate,Female,45 or older,No,Yes,,Yes,,4.0,4.0,Other,Primary,Certificate,Before 1990,Female,45 or older,No,Authorised absence (permision/leave),,
221,5,11-50,11-50,5 or less,303,13,45,14,10,5,Nurse,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,5.0,5.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
221,6,11-50,11-50,5 or less,303,13,45,14,10,6,Nurse,Secondary,Certificate,Female,25-34,No,Yes,,Yes,,6.0,6.0,Nurse,Secondary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
221,7,11-50,11-50,5 or less,303,13,45,14,10,7,Clinical Officer,Secondary,Diploma,Male,25-34,Yes,No,Training/seminar/meeting,Yes,,7.0,7.0,Clinical Officer,Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes
221,8,11-50,11-50,5 or less,303,13,45,14,10,8,Nurse,Secondary,Advanced,Male,35-44,Yes,Yes,,Yes,Yes,8.0,8.0,Nurse,Secondary,Advanced,After 2000,Male,35-44,Yes,,Paperwork/reports,Yes
221,9,11-50,11-50,5 or less,303,13,45,14,10,9,Nurse,Secondary,Certificate,Female,35-44,No,Yes,,Yes,,9.0,9.0,Nurse,Secondary,Certificate,In the 1990s,Female,35-44,No,"On call (pre on call, post on call)",,
221,10,11-50,11-50,5 or less,303,13,45,14,10,10,Clinical Officer,Secondary,Diploma,Female,45 or older,Yes,No,Training/seminar/meeting,Yes,,10.0,10.0,Clinical Officer,Secondary,Diploma,In the 1990s,Female,45 or older,Yes,,Paperwork/reports,Yes
221,11,11-50,11-50,5 or less,303,13,45,14,10,11,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,No,Training/seminar/meeting,Yes,,,,,,,,,,,,,
222,1,11-50,11-50,5 or less,101,15,10,15,53,1,Doctor,Post-Secondary,Diploma,Male,45 or older,Yes,No,"On call (pre on call, post on call)",Yes,,4.0,1.0,Doctor,Post-Secondary,Diploma,In the 1990s,Male,45 or older,No,"On call (pre on call, post on call)",,
222,2,11-50,11-50,5 or less,101,15,10,15,53,2,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",Yes,,6.0,2.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
222,3,11-50,11-50,5 or less,101,15,10,15,53,3,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,Yes,,Yes,Yes,5.0,3.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes
222,4,11-50,11-50,5 or less,101,15,10,15,53,4,Clinical Officer,Post-Secondary,Diploma,Male,25-34,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
222,5,11-50,11-50,5 or less,101,15,10,15,53,5,Nurse,Post-Secondary,Certificate,Female,45 or older,No,No,"On call (pre on call, post on call)",Yes,,7.0,5.0,Nurse,Post-Secondary,Certificate,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,Yes
222,6,11-50,11-50,5 or less,101,15,10,15,53,6,Nurse,Post-Secondary,Certificate,Female,35-44,No,Yes,,Yes,,8.0,6.0,Nurse,Post-Secondary,Certificate,After 2000,Female,35-44,No,"On call (pre on call, post on call)",,
222,7,11-50,11-50,5 or less,101,15,10,15,53,7,Other,Post-Secondary,Certificate,Female,35-44,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
222,8,11-50,11-50,5 or less,101,15,10,15,53,8,Other,Post-Secondary,Certificate,Female,Younger than 25,No,No,"On call (pre on call, post on call)",Yes,,3.0,8.0,Other,Post-Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,Yes
222,9,11-50,11-50,5 or less,101,15,10,15,53,9,Nurse,Post-Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,10.0,9.0,Nurse,Post-Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
222,10,11-50,11-50,5 or less,101,15,10,15,53,10,Nurse,Post-Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,9.0,10.0,Nurse,Post-Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
222,11,11-50,11-50,5 or less,101,15,10,15,53,11,Other,Post-Secondary,Certificate,Male,Younger than 25,No,Yes,,Yes,,1.0,11.0,Other,Post-Secondary,Certificate,After 2000,Male,Younger than 25,Yes,,Consultation/visiting patient,Yes
222,12,11-50,11-50,5 or less,101,15,10,15,53,12,Other,Post-Secondary,Certificate,Male,25-34,No,No,"On call (pre on call, post on call)",Yes,,2.0,12.0,Other,Post-Secondary,Certificate,After 2000,Male,25-34,No,"On call (pre on call, post on call)",,
223,1,6-10,6-10,5 or less,303,10,45,11,4,1,Clinical Officer,Secondary,Diploma,Female,35-44,Yes,No,Sickness/maternity,Yes,,1.0,1.0,Clinical Officer,Secondary,Diploma,After 2000,Female,35-44,No,"On call (pre on call, post on call)",,
223,2,6-10,6-10,5 or less,303,10,45,11,4,2,Clinical Officer,Secondary,Diploma,Female,25-34,Yes,No,Sickness/maternity,Yes,,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
223,3,6-10,6-10,5 or less,303,10,45,11,4,3,Nurse,Secondary,Diploma,Female,45 or older,Yes,Yes,,Yes,Yes,3.0,3.0,Nurse,Secondary,Diploma,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
223,4,6-10,6-10,5 or less,303,10,45,11,4,4,Nurse,Secondary,Diploma,Female,25-34,No,No,Sickness/maternity,Yes,,4.0,4.0,Nurse,Secondary,Diploma,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
223,5,6-10,6-10,5 or less,303,10,45,11,4,5,Other,Primary,Certificate,Female,45 or older,No,Yes,,Yes,,5.0,5.0,Other,Primary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
223,6,6-10,6-10,5 or less,303,10,45,11,4,6,Other,Secondary,Certificate,Male,Younger than 25,No,No,Official mission,Yes,,6.0,6.0,Other,Secondary,Certificate,After 2000,Male,Younger than 25,Yes,,Laboratory/investigations/X-ray,Yes
224,1,11-50,11-50,5 or less,101,8,10,8,25,1,Doctor,Post-Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,3.0,1.0,Doctor,Post-Secondary,Diploma,After 2000,Male,35-44,Yes,,Paperwork/reports,Yes
224,2,11-50,11-50,5 or less,101,8,10,8,25,2,Doctor,Post-Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
224,3,11-50,11-50,5 or less,101,8,10,8,25,3,Nurse,Post-Secondary,Diploma,Female,45 or older,No,Yes,,Yes,,4.0,3.0,Nurse,Post-Secondary,Diploma,After 2000,Female,45 or older,Yes,,Consultation/visiting patient,Yes
224,4,11-50,11-50,5 or less,101,8,10,8,25,4,Clinical Officer,Post-Secondary,Certificate,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
224,5,11-50,11-50,5 or less,101,8,10,8,25,5,Clinical Officer,Post-Secondary,Certificate,Male,45 or older,No,Yes,,Yes,,2.0,5.0,Clinical Officer,Post-Secondary,Diploma,After 2000,Male,45 or older,Yes,,Consultation/visiting patient,Yes
224,6,11-50,11-50,5 or less,101,8,10,8,25,6,Other,Post-Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
224,7,11-50,11-50,5 or less,101,8,10,8,25,7,Other,Post-Secondary,Certificate,Male,25-34,No,Yes,,Yes,,8.0,7.0,Other,Post-Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes
224,8,11-50,11-50,5 or less,101,8,10,8,25,8,Clinical Officer,Post-Secondary,Diploma,Female,35-44,No,Yes,,No,,,,,,,,,,,,,
224,9,11-50,11-50,5 or less,101,8,10,8,25,9,Clinical Officer,Post-Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
224,10,11-50,11-50,5 or less,101,8,10,8,25,10,Nurse,Post-Secondary,Certificate,Male,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
224,11,11-50,11-50,5 or less,101,8,10,8,25,11,Other,Post-Secondary,Certificate,Male,25-34,No,Yes,,Yes,,1.0,11.0,Doctor,Post-Secondary,Certificate,After 2000,Male,25-34,Yes,,Consultation/visiting patient,Yes
224,12,11-50,11-50,5 or less,101,8,10,8,25,12,Clinical Officer,Post-Secondary,Diploma,Male,25-34,No,Yes,,No,,,,,,,,,,,,,
224,13,11-50,11-50,5 or less,101,8,10,8,25,13,Other,Secondary,None,Female,25-34,No,Yes,,Yes,,5.0,13.0,Other,Post-Secondary,Certificate,After 2000,Female,25-34,No,Official mission,,
224,14,11-50,11-50,5 or less,101,8,10,8,25,14,Other,Secondary,None,Female,45 or older,No,Yes,,Yes,,10.0,14.0,Other,Secondary,Certificate,Before 1990,Female,45 or older,Yes,,Consultation/visiting patient,Yes
224,15,11-50,11-50,5 or less,101,8,10,8,25,15,Other,Secondary,None,Female,Younger than 25,No,Yes,,Yes,,6.0,15.0,Other,Secondary,Certificate,After 2000,Female,Younger than 25,Yes,,Consultation/visiting patient,Yes
224,16,11-50,11-50,5 or less,101,8,10,8,25,16,Other,Secondary,None,Female,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
224,17,11-50,11-50,5 or less,101,8,10,8,25,17,Other,Secondary,None,Female,25-34,No,Yes,,Yes,,9.0,17.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,Yes
224,18,11-50,11-50,5 or less,101,8,10,8,25,18,Other,Secondary,None,Female,35-44,No,Yes,,Yes,,7.0,18.0,Other,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
224,19,11-50,11-50,5 or less,101,8,10,8,25,19,Other,Secondary,None,Female,Younger than 25,No,Yes,,No,,,,,,,,,,,,,
225,1,11-50,11-50,5 or less,403,8,14,8,49,1,Doctor,Secondary,Diploma,Male,45 or older,No,Yes,,Yes,,1.0,1.0,Doctor,Secondary,Diploma,Before 1990,Male,45 or older,No,"On call (pre on call, post on call)",,
225,2,11-50,11-50,5 or less,403,8,14,8,49,2,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,Yes,,Yes,Yes,2.0,2.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,Yes,,Consultation/visiting patient,Yes
225,3,11-50,11-50,5 or less,403,8,14,8,49,3,Clinical Officer,Secondary,Certificate,Female,35-44,Yes,Yes,,No,Yes,,,,,,,,,,,,
225,4,11-50,11-50,5 or less,403,8,14,8,49,4,Clinical Officer,Secondary,Certificate,Male,45 or older,Yes,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
225,5,11-50,11-50,5 or less,403,8,14,8,49,5,Clinical Officer,Secondary,Certificate,Female,35-44,Yes,No,"On call (pre on call, post on call)",Yes,,3.0,5.0,Clinical Officer,Secondary,Certificate,After 2000,Female,35-44,Yes,,Consultation/visiting patient,Yes
225,6,11-50,11-50,5 or less,403,8,14,8,49,6,Clinical Officer,Secondary,Diploma,Male,35-44,Yes,No,"On call (pre on call, post on call)",Yes,,4.0,6.0,Clinical Officer,Secondary,Diploma,After 2000,Male,35-44,No,"On call (pre on call, post on call)",,
225,7,11-50,11-50,5 or less,403,8,14,8,49,7,Nurse,Secondary,Certificate,Female,45 or older,No,Yes,,No,,,,,,,,,,,,,
225,8,11-50,11-50,5 or less,403,8,14,8,49,8,Nurse,Primary,Certificate,Female,45 or older,No,Yes,,Yes,,5.0,8.0,Nurse,Primary,Certificate,Before 1990,Female,45 or older,No,"On call (pre on call, post on call)",,
225,9,11-50,11-50,5 or less,403,8,14,8,49,9,Nurse,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
225,10,11-50,11-50,5 or less,403,8,14,8,49,10,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",Yes,,6.0,10.0,Other,Secondary,Certificate,After 2000,Female,25-34,Yes,,Consultation/visiting patient,No
225,11,11-50,11-50,5 or less,403,8,14,8,49,11,Other,Secondary,Certificate,Female,25-34,No,No,"On call (pre on call, post on call)",No,,,,,,,,,,,,,
225,12,11-50,11-50,5 or less,403,8,14,8,49,12,Other,Primary,Certificate,Female,25-34,No,Yes,,Yes,,7.0,12.0,Other,Primary,Certificate,After 2000,Female,25-34,No,"On call (pre on call, post on call)",,
225,13,11-50,11-50,5 or less,403,8,14,8,49,13,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
225,14,11-50,11-50,5 or less,403,8,14,8,49,14,Other,Secondary,Certificate,Female,25-34,No,Yes,,No,,,,,,,,,,,,,
