fac_id,staff_id,m3saq5,m3saq6,m3saq7b,m3saq7d,m3saq8,m3saq9,m3saq12,m3saq11,m3saq13,m3saq15,m3sbq1_hr,m3sbq1_mn,m3sbq2,m3sbq3,m3sbq4,m3sbq5,m3sbq6,m3sbq7,m3sbq8,m3sbq9,m3sbq10,m3sbq11,m3sbq12,m3sbq13,m3sbq14,m3sbq15,m3sbq16,m3sbq17,m3sbq18,m3sbq19,m3sbq20,m3sbq21,m3sbq22,m3sbq23,m3sbq24,m3sbqch1,m3sbqch2,m3sbq25,m3sbq26,m3sbq27,m3sbq28,m3sbq29,m3sbq30,m3sbqco1,m3sbqco2,m3sbq31,m3sbq32,m3sbq33,m3sbq34,m3sbq35,m3sbq36,m3sbq37,m3sbq38,m3sbq39,m3sbq40,m3sbq41,m3sbq42,m3sbqcp1,m3sbqcp2,m3sbq43,m3sbq44,m3sbq45,m3sbq46,m3sbqcl1,m3sbqcl2,m3sbq47,m3sbq48,m3sbq49,m3sbq50,m3sbq51,m3sbq52,m3sbqcd1,m3sbqcd2,m3sbq53,m3sbq54,m3sbq55,m3sbq56,m3sbq57,m3sbq58,m3sbq59,m3sbqct1,m3sbqct2,m3sbq60,m3sbq61,m3sbq62,m3sbqcr1,m3sbqcr2,m3sbq63,m3sbq64,m3sbq65,m3sbq66,m3sbq67,m3sbq68,m3sbq69,m3sbq70_hr,m3sbq70_mn,m3scq1_hr,m3scq1_mn,m3scq2,m3scq3,m3scq4,m3scq5,m3scq6,m3scq7,m3scq8,m3scq9,m3scq10,m3scq11,m3scq12,m3scq13,m3scq14,m3scq15,m3scq16,m3scq17,m3scq18,m3scq19,m3scq20,m3scq21,m3scq22,m3scqch1,m3scqch2,m3scq23,m3scq24,m3scq25,m3scq26,m3scq27,m3scq28,m3scqco1,m3scqco2,m3scq29,m3scq30,m3scq31,m3scq32,m3scq33,m3scq34,m3scq35,m3scq36,m3scqcp1,m3scqcp2,m3scq37,m3scq38,m3scq39,m3scq40,m3scqcl1,m3scqcl2,m3scq41,m3scq41a,m3scq41b,m3scq41c,m3scq41d,m3scq42,m3scq43,m3scqcd1,m3scqcd2,m3scq44,m3scq45,m3scq46,m3scq47,m3scq48,m3scq49,m3scq50,m3scq51,m3scqct1,m3scqct2,m3scq52,m3scq53,m3scq54,m3scqcr1,m3scqcr2,m3scq55,m3scq56,m3scq57,m3scq58,m3scq59,m3scq60,m3scq61_hr,m3scq61_mn,m3sdq1_hr,m3sdq1_mn,m3sdq2,m3sdq3,m3sdq4,m3sdq5,m3sdq6,m3sdq7,m3sdq8,m3sdq9,m3sdq10,m3sdq11,m3sdq12,m3sdq13,m3sdq14,m3sdq15,m3sdq16,m3sdq17,m3sdq18,m3sdq19,m3sdq20,m3sdq21,m3sdq22,m3sdq23,m3sdq24,m3sdqch1,m3sdqch2,m3sdq25,m3sdq26,m3sdq27,m3sdq28,m3sdq29,m3sdq30,m3sdqco1,m3sdqco2,m3sdq31,m3sdq32,m3sdq33,m3sdq34,m3sdq35,m3sdq36,m3sdqcp1,m3sdqcp2,m3sdq37,m3sdq38,m3sdq39,m3sdq40,m3sdq41,m3sdqcl1,m3sdqcl2,m3sdq42,m3sdq43,m3sdq44,m3sdq45,m3sdqcd1,m3sdqcd2,m3sdq46,m3sdq47,m3sdqct1,m3sdqct2,m3sdq48,m3sdq49,m3sdq50,m3sdqcr1,m3sdqcr2,m3sdq51,m3sdq52,m3sdq53,m3sdq54,m3sdq55,m3sdq56,m3sdq56a,m3sdq57,m3sdq58_hr,m3sdq58_mn,m3seq1_hr,m3seq1_mn,m3seq2,m3seq3,m3seq4,m3seq5,m3seq6,m3seq7,m3seq8,m3seq9,m3seq10,m3seq11,m3seq12,m3seq13,m3seq14,m3seq15,m3seq16,m3seq17,m3seq18,m3seq19,m3seq20,m3seq21,m3seq22,m3seq23,m3seqch1,m3seqch2,m3seq24,m3seq25,m3seq26,m3seq27,m3seq28,m3seq29,m3seqco1,m3seqco2,m3seq30,m3seq31,m3seqcp1,m3seqcp2,m3seq32,m3seq33,m3seq34,m3seq35,m3seq36,m3seq37,m3seq38,m3seq39,m3seqcl1,m3seqcl2,m3seq40,m3seq41,m3seq42,m3seq43,m3seq44,m3seqcd1,m3seqcd2,m3seq45,m3seq46,m3seq47,m3seq48,m3seq49,m3seq50,m3seq51,m3seqct1,m3seqct2,m3seq52,m3seq53,m3seq54,m3seqcr1,m3seqcr2,m3seq55,m3seq56,m3seq57_hr,m3seq57_mn,m3sfq1_hr,m3sfq1_mn,m3sfq2,m3sfq3,m3sfq4,m3sfq5,m3sfq6,m3sfq7,m3sfq8,m3sfq9,m3sfq10,m3sfq11,m3sfq12,m3sfq13,m3sfq14,m3sfq15,m3sfq16,m3sfq17,m3sfq18,m3sfq19,m3sfq20,m3sfq21,m3sfq22,m3sfqch1,m3sfqch2,m3sfq23,m3sfq24,m3sfq25,m3sfq26,m3sfq27,m3sfq28,m3sfqco1,m3sfqco2,m3sfq29,m3sfq30,m3sfq31,m3sfq32,m3sfq33,m3sfq34,m3sfq35,m3sfq36,m3sfq37,m3sfq38,m3sfq39,m3sfq40,m3sfq41,m3sfq42,m3sfq43,m3sfq44,m3sfqcp1,m3sfqcp2,m3sfq45,m3sfq46,m3sfq47,m3sfq48,m3sfq49,m3sfq50,m3sfq51,m3sfq52,m3sfqcl1,m3sfqcl2,m3sfq53,m3sfq54,m3sfq55,m3sfq56,m3sfq57,m3sfq58,m3sfqcd1,m3sfqcd2,m3sfq59,m3sfq60,m3sfq61,m3sfq62,m3sfq63,m3sfq64,m3sfq64a,m3sfq65,m3sfq66,m3sfq67,m3sfq68,m3sfq69,m3sfq70,m3sfqct1,m3sfqct2,m3sfq71,m3sfq72,m3sfq73,m3sfqcr1,m3sfqcr2,m3sfq74,m3sfq75,m3sfq76,m3sfq77,m3sfq78,m3sfq79,m3sfq80_hr,m3sfq80_mn,m3sgq1_hr,m3sgq1_mn,m3sgq2,m3sgq3,m3sgq4,m3sgq5,m3sgq6,m3sgq7,m3sgq8,m3sgq9,m3sgq10,m3sgq11,m3sgq12,m3sgq13,m3sgq14,m3sgq15,m3sgq16,m3sgq17,m3sgq18,m3sgq19,m3sgq20,m3sgqch1,m3sgqch2,m3sgq21,m3sgq22,m3sgq23,m3sgq24,m3sgq25,m3sgq26,m3sgqco1,m3sgqco2,m3sgq27,m3sgq28,m3sgq29,m3sgq30,m3sgq31,m3sgq32,m3sgq33,m3sgqcp1,m3sgqcp2,m3sgq34,m3sgq35,m3sgq36,m3sgq37,m3sgq38,m3sgqcl1,m3sgqcl2,m3sgq39,m3sgq40,m3sgq41,m3sgqcd1,m3sgqcd2,m3sgq42,m3sgq43,m3sgq44,m3sgq44a,m3scq44b,m3sgq45,m3sgq45a,m3sgq46,m3sgq47,m3sgq47a,m3sgq47b,m3sgq47c,m3sgq48,m3sgq49,m3sgq50,m3sgq51,m3sgq52,m3sgq53,m3sgq54,m3sgqct1,m3sgqct2,m3sgq55,m3sgq56,m3sgq57,m3sgqcr1,m3sgqcr2,m3sgq58_hr,m3sgq58_mn,m3shq1_hr,m3shq1_mn,m3shq2,m3shq3,m3shq4,m3shq5,m3shq6,m3shq7,m3shqcp1,m3shqcp2,m3shq8,m3shq9,m3shq10,m3shq11,m3shq12,m3shq13,m3shq14,m3shq15,m3shq16,m3shq17,m3shq18,m3shq18a,m3shq19,m3shq20,m3shq21,m3shq22,m3shq23,m3shq24,m3shq25,m3shqcm1,m3shqcm2,m3shq26,m3shq26a,m3shq27,m3shq28,m3shq29,m3shq30,m3shq31,m3shqcd1,m3shqcd2,m3shq32_hr,m3shq32_mn,m3siq1,m3siq2,m3siq3,m3siq4,m3siq5
77,1.0,1.0,Yes,203.0,202.0,Yes,,Clinical Officer,Post-Secondary,Diploma,Yes,12.0,5.0,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,Yes,No,,,No,No,No,No,Yes,No,,,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,No,No,Yes,Yes,,,No,No,Yes,No,No,No,,,Yes,No,No,No,No,No,Yes,,,No,No,No,,,No,No,No,Yes,No,No,No,12.0,10.0,12.0,11.0,No,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes,No,No,No,No,Yes,No,No,No,No,No,,,Yes,No,No,No,No,No,,,No,No,No,No,Yes,No,No,No,,,No,No,No,No,,,Yes,No,No,No,No,No,No,,,No,Yes,No,No,No,Yes,No,No,,,No,No,No,,,No,No,No,Yes,No,No,12.0,15.0,12.0,17.0,No,Yes,No,No,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,Yes,No,Yes,No,No,No,,,No,No,Yes,No,No,No,,,No,No,No,No,No,No,,,Yes,No,No,No,No,,,Yes,No,No,No,,,Yes,No,,,Yes,No,No,,,No,No,No,No,No,Yes,No,No,12.0,21.0,12.0,33.0,No,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,,,Yes,No,No,No,No,No,,,Yes,No,,,Yes,Yes,No,Yes,No,No,No,No,,,Yes,No,No,No,No,,,Yes,Yes,No,No,No,No,No,,,Yes,No,No,,,No,No,12.0,28.0,12.0,30.0,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,,,Yes,No,No,No,No,No,,,Yes,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,No,No,No,No,No,,,Yes,No,No,Yes,No,No,,,Yes,No,No,No,No,No,No,No,No,No,Yes,No,Yes,,,No,No,No,,,No,No,No,No,No,No,12.0,35.0,12.0,37.0,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,Yes,,,No,No,Yes,No,No,No,,,No,No,Yes,Yes,Yes,No,Yes,,,No,Yes,After,No,No,,,Yes,No,No,,,No,No,No,No,Yes,No,No,2.0,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,No,,,12.0,44.0,12.0,45.0,Yes,Yes,No,Yes,No,No,,,Yes,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,1.0,No,No,No,1.TURN UPSIDE DOWNS WHILE KNOCKING THE BABY TO PUT BABY LYIN,G A BABY IN LATERAL POSITION. 3-OXYGEN,Yes,No,No,No,No,Yes,No,QN 30:FOETAL DISTRESS,,12.0,55.0,Daily or more often,Daily or more often,Daily or more often,Daily or more often,More than 20
77,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
78,1.0,1.0,Yes,201.0,204.0,Yes,,Doctor,Post-Secondary,Advanced,Yes,10.0,45.0,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,Yes,No,No,No,No,No,No,,,No,No,No,No,Yes,No,ABNOMINAL PAIN      -AMOUNT OF STOOL,SMELL OF STOOL,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,,,No,No,Yes,No,3-STOOL FOR CULTURE,,No,Yes,No,Yes,No,No,,,Yes,No,No,No,No,Yes,No,,,No,No,No,,,No,No,No,No,Yes,No,Yes,10.0,55.0,10.0,57.0,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,No,Yes,No,No,,,No,No,No,No,Yes,No,No,No,,,No,No,No,Yes,,,Yes,No,No,No,Yes,No,No,,,No,No,Yes,No,No,No,Yes,Yes,,,No,No,No,,,No,No,No,Yes,No,No,11.0,3.0,11.0,5.0,No,Yes,Yes,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes,No,No,No,No,Yes,No,Yes,No,No,,,No,No,Yes,No,No,No,,,No,No,No,No,No,No,,,Yes,No,After,Yes,No,,,No,Yes,No,No,,,Yes,No,,,No,No,No,,,Yes,Yes,No,Yes,No,No,Yes,Yes,11.0,9.0,11.0,11.0,No,Yes,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,,,Yes,No,Yes,No,No,No,,,Yes,No,,,After,After,After,After,No,No,No,No,,,Yes,No,No,No,No,,,No,No,No,No,No,No,No,,,Yes,No,No,,,Yes,Yes,11.0,17.0,11.0,19.0,No,Yes,Yes,No,No,Yes,No,Yes,Yes,Yes,Yes,No,No,No,No,No,No,No,No,No,No,,,Yes,No,No,Yes,No,No,,,No,Yes,No,Yes,No,No,No,No,No,No,No,Yes,No,No,No,No,,,Yes,No,No,No,No,After,No,No,,,No,Yes,No,Yes,No,No,,,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes,Yes,No,Yes,,,No,No,No,,,No,No,No,Yes,No,No,11.0,23.0,11.0,25.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,No,Yes,,,Yes,Yes,Yes,No,No,No,,,No,No,No,Yes,No,No,Yes,,,After,Yes,No,No,After,,,Yes,No,No,,,No,No,No,No,No,No,No,2.0,No,No,No,No,No,No,No,No,No,After,No,,,Yes,No,No,,,11.0,31.0,11.0,33.0,Yes,No,No,No,No,Yes,,,Yes,Yes,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,1.0,After,Yes,No,3-INCUBATOR,3-PULSE OXIOMITER      -CHECK BLOOD SUGAR,Yes,No,Yes,No,No,Yes,No,,,11.0,38.0,Daily or more often,Daily or more often,Daily or more often,Less often than daily,11-20
78,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
80,1.0,1.0,Yes,201.0,204.0,Yes,,Doctor,Post-Secondary,Advanced,Yes,15.0,42.0,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes,No,,,Yes,No,No,No,No,No,,,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,No,No,,,No,Yes,Yes,No,,,No,Yes,No,Yes,No,No,,,Yes,No,Yes,No,No,Yes,Yes,,,No,No,No,,,Yes,Yes,No,Yes,Yes,No,No,15.0,46.0,15.0,47.0,No,Yes,Yes,Yes,Yes,No,No,No,Yes,No,Yes,No,No,No,Yes,No,No,No,No,Yes,No,,,Yes,No,No,No,No,No,,,No,Yes,No,No,Yes,No,No,No,,,No,No,No,Yes,,,Yes,No,No,No,No,No,No,,,No,Yes,No,No,No,No,Yes,No,,,No,No,No,,,No,No,Yes,No,No,Yes,15.0,52.0,15.0,54.0,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,No,No,Yes,No,No,No,,,No,No,Yes,No,No,No,,,No,No,No,No,No,After,,,Yes,No,After,No,Yes,3-R.F.T.(RENA FUNCTION TEST),3-ECHO 3-ECG,Yes,Yes,No,No,,,No,No,,,No,No,No,,,Yes,Yes,Yes,No,No,Yes,No,Yes,16.0,0.0,16.0,2.0,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,No,No,No,No,Yes,No,No,No,,,Yes,No,Yes,No,No,No,,,Yes,No,,,Yes,No,No,After,No,No,No,No,,,Yes,No,No,No,No,,,No,Yes,Yes,No,No,No,No,,,No,No,No,,,No,No,16.0,7.0,16.0,9.0,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,No,No,Yes,No,,,Yes,No,No,No,No,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,No,No,No,No,No,WIDAL TEST,,No,Yes,No,No,Yes,No,QN 57:TYPHOID FEVER,,Yes,No,No,No,No,No,No,No,No,No,No,No,Yes,,,No,No,No,,,Yes,No,No,No,No,No,16.0,13.0,16.0,15.0,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,No,No,No,No,,,No,Yes,Yes,No,No,No,,,No,No,Yes,Yes,Yes,Yes,Yes,,,No,Yes,No,No,No,,,Yes,No,No,,,No,Yes,Yes,No,No,No,Yes,2.0,No,No,No,No,No,No,No,Yes,No,No,No,,,No,No,No,,,16.0,21.0,16.0,23.0,Yes,Yes,No,No,No,No,,,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,Yes,No,2.0,No,No,No,,,No,No,No,No,Yes,Yes,No,QN 30: APNEA OF NEWBORN OR STILL BIRTH,,16.0,28.0,Daily or more often,Daily or more often,Daily or more often,Daily or more often,More than 20
80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
81,2.0,2.0,Yes,203.0,202.0,Yes,,Nurse,Post-Secondary,Diploma,Yes,16.0,2.0,No,Yes,No,Yes,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,No,No,No,No,No,Yes,No,,,Yes,No,No,No,No,No,,,Yes,No,Yes,No,Yes,No,Yes,No,No,No,No,No,,,No,No,Yes,No,,,Yes,No,Yes,No,No,No,,,Yes,No,No,No,No,No,No,,,No,No,No,,,Yes,No,Yes,No,No,No,No,16.0,6.0,16.0,8.0,No,Yes,Yes,No,No,No,Yes,No,No,Yes,Yes,No,No,No,No,No,No,No,No,Yes,No,,,Yes,No,No,No,No,No,,,No,No,No,Yes,Yes,No,No,No,,,No,No,No,Yes,,,Yes,No,No,No,No,No,No,,,No,Yes,Yes,No,No,Yes,No,No,,,No,No,No,,,No,No,Yes,Yes,No,No,16.0,11.0,16.0,13.0,No,Yes,Yes,No,No,No,No,Yes,No,No,No,No,Yes,Yes,No,No,No,Yes,No,No,No,No,No,,,Yes,No,Yes,No,No,No,,,No,No,No,No,No,No,,,Yes,No,No,No,No,,,Yes,No,No,No,,,Yes,No,,,Yes,No,No,,,Yes,No,No,Yes,No,No,No,No,16.0,18.0,16.0,20.0,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,No,No,No,No,No,,,Yes,No,No,No,No,No,,,No,No,,,Yes,No,No,No,No,No,Yes,No,,,Yes,No,No,No,No,,,No,Yes,No,No,No,No,No,,,Yes,No,No,,,No,No,16.0,25.0,16.0,27.0,No,Yes,Yes,Yes,No,Yes,Yes,No,No,Yes,Yes,No,No,No,No,No,Yes,No,No,No,No,,,Yes,No,No,No,No,No,,,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,Yes,No,No,No,No,No,,,Yes,No,No,No,No,No,,,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,No,No,No,,,Yes,No,No,No,No,No,16.0,32.0,16.0,34.0,No,Yes,No,Yes,Yes,No,No,Yes,No,No,No,No,Yes,No,No,No,No,No,No,,,Yes,No,No,No,No,No,,,No,No,Yes,No,Yes,No,No,,,No,Yes,No,No,No,,,Yes,No,No,,,No,Yes,No,No,Yes,No,No,2.0,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,No,,,16.0,39.0,16.0,41.0,Yes,Yes,No,No,Yes,No,,,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No,No,No,No,Yes,No,2.0,No,Yes,No,,,No,No,No,No,Yes,No,No,,,16.0,48.0,Daily or more often,Daily or more often,Daily or more often,Daily or more often,More than 20
81,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
82,2.0,2.0,Yes,203.0,202.0,Yes,,Doctor,Post-Secondary,Diploma,Yes,13.0,15.0,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,No,No,No,Yes,No,No,Yes,No,No,No,No,No,No,,,No,No,No,No,No,No,,,Yes,No,Yes,No,No,Yes,No,No,No,No,No,No,,,No,No,Yes,Yes,,,No,No,No,Yes,No,No,,,Yes,No,Yes,Yes,Yes,No,No,QN 56:ERYTHROMYCIN,,No,No,No,,,No,Yes,No,No,Yes,No,No,13.0,20.0,13.0,21.0,No,No,Yes,Yes,No,No,Yes,No,Yes,No,No,No,No,No,No,Yes,No,Yes,No,No,No,,,Yes,No,No,Yes,No,No,,,No,No,No,No,Yes,Yes,No,No,,,No,No,Yes,No,,,Yes,No,No,No,No,No,No,,,No,No,No,Yes,No,Yes,No,No,QN 47:AMPICLOX CAPSULES,,No,No,No,,,No,No,No,No,Yes,No,13.0,26.0,13.0,27.0,No,Yes,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,No,Yes,No,Yes,No,No,Yes,Yes,No,No,No,,,No,No,Yes,No,No,No,,,No,No,No,No,No,No,,,Yes,No,No,No,No,,,Yes,No,Yes,No,QN 44:LEUKAEMIA,,No,No,,,Yes,No,No,,,No,No,No,No,No,No,No,No,13.0,32.0,13.0,33.0,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No,No,No,,,Yes,No,No,Yes,No,No,,,Yes,No,,,Yes,Yes,No,No,No,No,Yes,No,,,Yes,No,No,No,No,,,Yes,Yes,No,No,No,No,No,,,No,No,No,,,No,No,13.0,39.0,13.0,40.0,No,Yes,Yes,No,No,No,No,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,No,No,No,No,,,Yes,No,No,No,No,No,|,,Yes,No,No,Yes,No,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,No,No,Yes,No,No,No,,,No,Yes,No,Yes,No,No,,,Yes,No,No,No,No,No,No,Yes,No,No,Yes,No,No,,,No,No,No,,,Yes,No,Yes,No,No,No,13.0,45.0,13.0,46.0,No,Yes,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,No,No,No,No,No,No,Yes,,,No,No,Yes,Yes,No,No,,,No,No,Yes,Yes,No,No,Yes,,,No,Yes,No,No,No,,,Yes,No,No,,,Yes,No,No,No,Yes,No,No,2.0,No,No,No,No,No,No,No,No,No,No,No,,,Yes,No,No,,,13.0,52.0,13.0,55.0,Yes,Yes,Yes,No,Yes,No,,,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No,No,No,No,No,No,1.0,No,No,No,,,Yes,No,Yes,No,Yes,No,No,,,14.0,5.0,Daily or more often,Daily or more often,Less often than daily,Less often than daily,More than 20
82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
