fac_id,staff_id,q110_cadre,q111_gender,q112_age,q113_does_regularly_perform_outp,q114_is_currently_in_the_facilit,q115_reason_for_absence,q115_b_other_specify,q117_cadre,q118_gender,q119_currently_in_facility,q120_reason_for_absence,q120_b_other_specify,q121_current_activity,q121_b_other_specify,q122_experience_salary_delay,q116b
13156,14,Clinical Officer,MALE,45 or older,NO,YES,, ,,,,,,,,,
13156,15,Clinical Officer,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13156,16,Clinical Officer,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13156,17,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,17.0
13156,18,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,18.0
13156,19,Clinical Officer,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13156,20,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13156,21,Other,MALE,35-44,NO,YES,, ,,,,,,,,,
13156,22,Clinical Officer,MALE,35-44,NO,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,22.0
13156,23,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,23.0
13156,24,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,24.0
13156,25,Nurse,MALE,35-44,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13218,1,Other,,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13218,2,Other,MALE,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13218,3,Other,MALE,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13218,4,Other,MALE,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13218,5,Other,,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13218,6,Other,MALE,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13218,7,Other,MALE,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13218,8,Other,,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13218,9,Other,,,,,OTHER (SPECIFY),"Interns aded since present in SDI file, but uncertain if present at first visit",,,,,,,,,
13220,1,Nurse,MALE,25-34,YES,YES,, ,,,,,,,,,
13220,2,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,2.0
13220,3,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
13220,4,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,4.0
13220,5,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,5.0
13220,6,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,TELEPHONE CALL FROM/TO PATIENT OR FAMILY MEMBERS, ,NO,6.0
13220,7,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
13220,8,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,8.0
13220,9,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,OTHER (SPECIFY),DISPENSING DRUGS,NO,9.0
13220,10,Other,FEMALE,25-34,NO,NO,SICK/MATERNITY, ,,,,,,,,,
13220,11,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,OFFICIAL MISSION, ,, ,,11.0
13220,12,Nurse,FEMALE,45 or older,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13220,13,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,13.0
13220,14,Other,MALE,25-34,NO,NO,OTHER (SPECIFY),CLIENT VISIT,Other,MALE,NO,OTHER (SPECIFY),CLIENT VISIT,, ,,14.0
13220,15,Other,FEMALE,25-34,NO,NO,OTHER (SPECIFY),CLIENT VISIT,,,,,,,,,
13220,16,Other,FEMALE,25-34,NO,NO,OTHER (SPECIFY),CLIENT VISIT,Other,FEMALE,NO,OTHER (SPECIFY),CLIENT VISIT,, ,,16.0
13240,1,Nurse,MALE,35-44,NO,YES,, ,Nurse,MALE,YES,, ,COMPLETING FORMS, ,NO,1.0
13240,2,Clinical Officer,MALE,,YES,NO,OFFICIAL MISSION, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13240,3,Clinical Officer,FEMALE,,YES,NO,OFFICIAL MISSION, ,Clinical Officer,FEMALE,NO,NOT APPROVED ABSENCE, ,, ,,3.0
13240,4,Nurse,FEMALE,,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,4.0
13240,5,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,5.0
13240,6,Nurse,FEMALE,,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13240,7,Nurse,FEMALE,,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,7.0
13240,8,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13240,9,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,9.0
13240,10,Nurse,FEMALE,,NO,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,10.0
13240,11,Nurse,FEMALE,,NO,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,11.0
13240,12,Nurse,FEMALE,,NO,NO,SICK/MATERNITY, ,Nurse,FEMALE,NO,SICK/MATERNITY, ,, ,,12.0
13240,13,Other,FEMALE,,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13240,14,Other,FEMALE,,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13240,15,Other,FEMALE,,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13243,1,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13243,2,Nurse,MALE,45 or older,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,2.0
13243,3,Nurse,MALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,IN TRAINING/SEMINAR, ,, ,,3.0
13243,4,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,4.0
13243,5,Other,MALE,25-34,NO,YES,, ,Other,MALE,NO,APPROVED ABSENCE, ,, ,,5.0
13248,1,Doctor,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Doctor,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
13248,2,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13248,3,Nurse,FEMALE,Younger than 25,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,3.0
13248,4,Other,FEMALE,Younger than 25,NO,YES,, ,Other,FEMALE,YES,, ,OTHER (SPECIFY), ,NO,4.0
13248,5,Other,FEMALE,Younger than 25,NO,YES,, ,Other,FEMALE,YES,, ,COMPLETING FORMS, ,NO,5.0
13249,1,Nurse,FEMALE,35-44,YES,YES,, ,,,,,,,,,
13249,2,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,2.0
13249,3,Nurse,FEMALE,,NO,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,3.0
13249,4,Nurse,MALE,,YES,NO,OFFICIAL MISSION, ,Nurse,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,4.0
13249,5,Other,MALE,,NO,YES,, ,Other,MALE,YES,, ,, ,,5.0
13249,6,Nurse,FEMALE,,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,6.0
13249,7,Clinical Officer,MALE,,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
13249,8,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
13249,9,Clinical Officer,FEMALE,,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
13249,10,Nurse,MALE,,NO,NO,OFFICIAL MISSION, ,Nurse,MALE,NO,OFFICIAL MISSION, ,, ,,10.0
13249,11,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13249,12,Nurse,FEMALE,,NO,YES,, ,,,,,,,,,
13249,13,Nurse,FEMALE,,NO,NO,OFFICIAL MISSION, ,Nurse,FEMALE,YES,, ,WRITING A PRESCRIPTION, ,NO,13.0
13249,14,Nurse,FEMALE,,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13249,15,Nurse,FEMALE,,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13249,16,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13249,17,Nurse,FEMALE,,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,, ,, ,,17.0
13249,18,Nurse,FEMALE,,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13249,19,Nurse,FEMALE,,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
13249,20,Nurse,MALE,,YES,YES,, ,,,,,,,,,
13249,21,Nurse,FEMALE,,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13249,22,Nurse,FEMALE,,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,22.0
13249,23,Nurse,FEMALE,,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13249,24,Other,FEMALE,,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13249,25,Other,MALE,,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,OFFICIAL MISSION, ,, ,,25.0
13473,1,Nurse,FEMALE,25-34,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,NO,1.0
13473,2,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,WRITING A PRESCRIPTION, ,NO,2.0
13473,3,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,, ,NO,3.0
13473,4,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,NO,4.0
13473,5,Clinical Officer,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Clinical Officer,FEMALE,YES,, ,WAITING FOR PATIENT TO UNDRESS, ,NO,5.0
13473,6,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,NO,6.0
13473,7,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,OTHER (SPECIFY), ,NO,7.0
13473,8,Other,FEMALE,Younger than 25,NO,NO,SICK/MATERNITY, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,NO,8.0
13473,9,Other,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,NO,9.0
13476,1,Nurse,FEMALE,45 or older,YES,YES,, ,,,,,,,,,
13476,2,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
13476,3,Nurse,FEMALE,45 or older,NO,YES,, ,,,,,,,,,
13476,4,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,4.0
13476,5,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,NO,NOT HIS/HER SHIFT, ,, ,,5.0
13476,6,Clinical Officer,FEMALE,25-34,YES,YES,, ,,,,,,,,,
13476,7,Clinical Officer,FEMALE,Younger than 25,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,COMPLETING FORMS, ,NO,7.0
13476,8,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
13476,9,Doctor,FEMALE,25-34,YES,NO,OFFICIAL MISSION, ,Doctor,FEMALE,NO,OFFICIAL MISSION, ,, ,,9.0
13476,10,Clinical Officer,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13476,11,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,11.0
13476,12,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,12.0
13476,13,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13476,14,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13476,15,Nurse,FEMALE,35-44,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13476,16,Other,MALE,25-34,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13476,17,Other,MALE,25-34,NO,NO,OFFICIAL MISSION, ,,,,,,,,,
13476,18,Other,MALE,45 or older,NO,YES,, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,18.0
13476,19,Other,MALE,45 or older,NO,YES,, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,19.0
13476,20,Other,MALE,25-34,NO,YES,, ,Other,MALE,NO,OTHER (SPECIFY),TRANSFERED,, ,,20.0
13476,21,Other,MALE,45 or older,NO,YES,, ,,,,,,,,,
13476,22,Other,FEMALE,25-34,NO,NO,NOT APPROVED ABSENCE, ,,,,,,,,,
13485,1,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,OTHER (SPECIFY),READING A JOURNAL,NO,1.0
13485,2,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,COMPLETING FORMS, ,NO,2.0
13485,3,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,3.0
13489,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,1.0
13489,2,Other,FEMALE,25-34,NO,MISSING,SICK/MATERNITY, ,Other,FEMALE,YES,, ,GETTING MATERIALS OR EQUIPMENT FOR CONSULTATION, ,YES,2.0
13535,1,Clinical Officer,MALE,45 or older,NO,YES,, ,Clinical Officer,MALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
13535,2,Clinical Officer,MALE,35-44,YES,YES,, ,Clinical Officer,MALE,NO,NOT HIS/HER SHIFT, ,, ,,2.0
13535,3,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
13535,4,Clinical Officer,FEMALE,Younger than 25,YES,YES,, ,Clinical Officer,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,4.0
13535,5,Clinical Officer,MALE,45 or older,YES,YES,, ,Clinical Officer,MALE,NO,APPROVED ABSENCE, ,, ,,5.0
13535,6,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,6.0
13535,7,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
13535,8,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,8.0
13535,9,Nurse,MALE,45 or older,NO,YES,, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,9.0
13535,10,Other,FEMALE,35-44,NO,YES,, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,10.0
13535,11,Other,MALE,25-34,NO,YES,, ,Other,MALE,NO,NOT HIS/HER SHIFT, ,, ,,11.0
13535,12,Other,FEMALE,Younger than 25,NO,NO,APPROVED ABSENCE, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,12.0
13540,1,Doctor,MALE,25-34,YES,NO,APPROVED ABSENCE, ,Doctor,MALE,NO,NOT HIS/HER SHIFT, ,, ,,1.0
13540,2,Clinical Officer,MALE,25-34,YES,YES,, ,Clinical Officer,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13540,3,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
13540,4,Clinical Officer,FEMALE,25-34,YES,YES,, ,,,,,,,,,
13540,5,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13540,6,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13540,7,Nurse,MALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13540,8,Nurse,FEMALE,25-34,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,8.0
13540,9,Nurse,FEMALE,35-44,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,9.0
13540,10,Nurse,FEMALE,45 or older,NO,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,10.0
13540,11,Nurse,FEMALE,35-44,NO,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,11.0
13540,12,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
13540,13,Nurse,MALE,45 or older,NO,YES,, ,Nurse,MALE,YES,, ,REVIEWING OR WRITING IN CART, ,NO,13.0
13540,14,Nurse,FEMALE,25-34,NO,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,14.0
13540,15,Other,MALE,45 or older,NO,YES,, ,Other,MALE,YES,, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,NO,15.0
13540,16,Other,FEMALE,25-34,NO,YES,, ,,,,,,,,,
13540,17,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
13540,18,Other,FEMALE,25-34,,NO,SICK/MATERNITY, ,Other,FEMALE,YES,, ,OTHER (SPECIFY),DISPENSING DRUGS,NO,18.0
13540,19,Other,FEMALE,25-34,NO,NO,APPROVED ABSENCE, ,,,,,,,,,
13540,20,Other,MALE,35-44,NO,YES,, ,,,,,,,,,
13547,1,Nurse,FEMALE,45 or older,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13547,2,Nurse,FEMALE,25-34,YES,NO,OFFICIAL MISSION, ,Nurse,FEMALE,YES,, ,CHECKING SCHEDULE, ,NO,2.0
13547,3,Nurse,FEMALE,35-44,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,3.0
13547,4,Other,FEMALE,25-34,NO,NO,OFFICIAL MISSION, ,Other,FEMALE,NO,NOT HIS/HER SHIFT, ,, ,,4.0
13562,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,NO,1.0
13562,2,Nurse,FEMALE,35-44,YES,NO,SICK/MATERNITY, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,2.0
13562,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,3.0
13562,4,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,COMPLETING FORMS, ,YES,4.0
13588,1,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
13588,2,Clinical Officer,MALE,35-44,YES,NO,IN TRAINING/SEMINAR, ,,,,,,,,,
13588,3,Nurse,MALE,45 or older,YES,NO,OFFICIAL MISSION, ,Nurse,MALE,YES,, ,COMPLETING ENCOUNTER FORM OR BILLING SHEET, ,YES,3.0
13588,4,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,ARRANGING FOR TESTS OR CONSULTATIONS, ,NO,4.0
13588,5,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,5.0
13588,6,Nurse,MALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,,,,,,,,,
13588,7,Nurse,FEMALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,7.0
13588,8,Nurse,MALE,25-34,YES,YES,, ,,,,,,,,,
13588,9,Nurse,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,9.0
13588,10,Nurse,MALE,45 or older,YES,NO,NOT HIS/HER SHIFT, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,10.0
13588,11,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,11.0
13588,12,Nurse,MALE,25-34,YES,NO,OFFICIAL MISSION, ,Nurse,MALE,NO,NOT HIS/HER SHIFT, ,, ,,12.0
13588,13,Clinical Officer,FEMALE,25-34,NO,YES,, ,Clinical Officer,FEMALE,NO,OTHER (SPECIFY),TRANSFERED TO ANOTHER FACILITY,, ,,13.0
13588,14,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,YES,, ,PERFORMING LABORATORY WORK, ,YES,14.0
13588,15,Other,MALE,25-34,NO,YES,, ,,,,,,,,,
13588,16,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
13588,17,Clinical Officer,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
13589,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY),REPORT RECORDING,NO,1.0
13589,2,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,OTHER (SPECIFY),REPORT RECORDING,YES,2.0
13589,3,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,NO,OFFICIAL MISSION, ,, ,,3.0
13589,4,Nurse,MALE,25-34,YES,NO,OFFICIAL MISSION, ,Nurse,MALE,NO,OFFICIAL MISSION, ,, ,,4.0
13589,5,Nurse,FEMALE,25-34,YES,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,5.0
13589,6,Other,FEMALE,35-44,NO,NO,OFFICIAL MISSION, ,Other,FEMALE,NO,APPROVED ABSENCE, ,, ,,6.0
13600,1,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,NO,1.0
13600,2,Clinical Officer,MALE,25-34,YES,NO,NOT HIS/HER SHIFT, ,Clinical Officer,MALE,YES,, ,WRITING A PRESCRIPTION, ,YES,2.0
13600,3,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,3.0
13600,4,Nurse,MALE,35-44,YES,YES,, ,Nurse,MALE,YES,, ,WRITING A PRESCRIPTION, ,NO,4.0
13600,5,Nurse,FEMALE,25-34,YES,NO,IN TRAINING/SEMINAR, ,Nurse,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,5.0
13600,6,Other,MALE,25-34,NO,NO,APPROVED ABSENCE, ,Other,MALE,NO,APPROVED ABSENCE, ,INTERPRETING LABORATORY WORK OR RADIOGRAPHS, ,YES,6.0
13600,7,Other,MALE,25-34,NO,NO,DOING FIELDWORK, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,7.0
13600,8,Other,MALE,35-44,NO,NO,DOING FIELDWORK, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,8.0
13606,1,Clinical Officer,FEMALE,35-44,YES,NO,APPROVED ABSENCE, ,Clinical Officer,FEMALE,NO,APPROVED ABSENCE, ,, ,,1.0
13606,2,Clinical Officer,FEMALE,25-34,YES,YES,, ,Clinical Officer,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,2.0
13606,3,Clinical Officer,MALE,25-34,YES,YES,, ,,,,,,,,,
13606,4,Nurse,FEMALE,35-44,NO,NO,APPROVED ABSENCE, ,Nurse,FEMALE,NO,APPROVED ABSENCE, ,, ,,4.0
13606,5,Nurse,FEMALE,45 or older,NO,YES,, ,Nurse,FEMALE,YES,, ,, ,NO,5.0
13606,6,Nurse,FEMALE,25-34,NO,YES,, ,,,,,,,,,
13606,7,Nurse,MALE,25-34,NO,YES,, ,Nurse,MALE,NO,IN TRAINING/SEMINAR, ,, ,,7.0
13606,8,Other,FEMALE,25-34,NO,YES,, ,Other,FEMALE,NO,IN TRAINING/SEMINAR, ,, ,,8.0
13606,9,Other,FEMALE,25-34,NO,NO,SICK/MATERNITY, ,Other,FEMALE,NO,SICK/MATERNITY, ,, ,,9.0
13606,10,Other,FEMALE,25-34,NO,NO,SICK/MATERNITY, ,Other,FEMALE,NO,SICK/MATERNITY, ,, ,,10.0
13606,11,Other,MALE,25-34,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,11.0
13606,12,Other,MALE,35-44,NO,YES,, ,Other,MALE,YES,, ,PERFORMING LABORATORY WORK, ,NO,12.0
13607,1,Nurse,MALE,25-34,YES,YES,, ,Nurse,MALE,YES,, ,OTHER (SPECIFY),DOING REPORT,NO,1.0
13607,2,Nurse,FEMALE,Younger than 25,YES,YES,, ,Nurse,FEMALE,YES,, ,PROVIDING CONSULTATION (FACE-TO FACE PATIENT CARE), ,YES,2.0
13607,3,Nurse,FEMALE,25-34,YES,YES,, ,Nurse,FEMALE,YES,, ,COMPLETING FORMS, ,NO,3.0
13607,4,Nurse,MALE,35-44,YES,NO,APPROVED ABSENCE, ,Nurse,MALE,NO,APPROVED ABSENCE, ,, ,,4.0
13607,5,Other,MALE,35-44,NO,NO,DOING FIELDWORK, ,Other,MALE,NO,DOING FIELDWORK, ,, ,,5.0
13608,1,Clinical Officer,MALE,35-44,YES,YES,, ,,,,,,,,,
13608,2,Clinical Officer,FEMALE,35-44,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
13608,3,Clinical Officer,MALE,35-44,YES,NO,APPROVED ABSENCE, ,,,,,,,,,
13608,4,Clinical Officer,MALE,45 or older,YES,NO,IN TRAINING/SEMINAR, ,Clinical Officer,MALE,NO,ON STRIKE, ,, ,,4.0
