fac_id,q1_agree,q2_refusal_reason,q7_facility_code,q8_urban_rural,q11_enumerator2_code_1st_visit,q15_enumerator2_code_2nd_visit,q16_supervisor_verif,q20_fac_owner,q24_fac_type,q30_deliveries_3months,q31_outpatient_3months,q46_fac_landline_functioning,q47_fac_cellphone_functioning,q48_fac_shortwave_radio_funct,q49_fac_computer_functioning,q50_fac_email_access,q55_adult_scale_functioning,q56_thermometer_available,q56_thermometer_functioning,q57_child_scale_available,q57_child_scale_functioning,q58_stethoscope_available,q58_stethoscope_functioning,q59_infant_scale_available,q59_infant_scale_functioning,q60_sphygmonometer_availabli,q60_sphygmonometer_functionink,q61_autoclave_available,q61_autoclave_functioning,q62_electric_boiler_available,q62_electric_boiler_functioning,q63_electric_dry_available,q63_electric_dry_functioning,q64_non_electric_equip_available,q64_non_electric_equip_function,q66_oxytocin_injectable,q67_misoprostol_cap_tab,q68_sodium_chloride_saline_sol,q69_azithromycin_cap_tab_or_orl,q70_calcium_gluconate_injectabl,q71_cefixime_cap_tab,q72_magnesium_sulfate_injectabl,q73_benzathinebenzylpenicillinq,q74_ampicillin_powder_for_injec,q75_betamethasone_or_dexamethaso,q76_gentamicin_injectable,q77_nifedipine_cap_tab,q78_metronidazole_injectable,q79_medroxyprogesterone_acetate,q80_iron_supplements_cap_tab,q81_folic_acid_supplements_cap,q82_amoxicillin_syrup_susp,q83_oral_rehydration_salts_ors,q84_ampicillin_powder_for_injec,q85_zinc_tablets,q86_ceftriaxone_powder_for_inje,q87_artemisinin_combination_ther,q88_gentamicin_injectable,q89_artusunate_rectal_or_inject,q90_benzylpenicillin,q91_vitamin_a_capsules,q92_fac_store_any_vaccines,q93_fac_working_vac_refrigerator,q94_fac_vac_stored_in_other_fac,q95_measles_vaccine_and_diluent,q96_oral_polio_vaccine,q97_dpt_hib_hepb_pentavalent,q98_bcg_vaccine_and_diluent,q99_pneumococcal_conjugate_vac,q100_disposable_syringes,q101_vaccine_carrier_s,q102_auto_disable_syringes,q103_ice_packs_for_vac_carriert,q104_sharps_container,q105_disposable_gloves,q106_condoms,q3_province,q4_district,q5_county
15365,YES, ,15365,Urban,34,34,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,1001-2000,NO,YES,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),NO,,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,NO,YES AND OBSERVED,YES AND OBSERVED,6,50,9
15406,YES, ,15406,Rural,33,33,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,1001-2000,NO,YES,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,YES (OBSERVED),YES (OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,YES,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,NO,6,49,9
15446,YES, ,15446,Rural,14,14,QUESTIONNAIRE COMPLETED,Private,Hospital,Over 50,1001-2000,NO,YES,NO,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (BUT EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,NO,6,58,15
15458,YES, ,15458,Rural,23,23,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,1001-2000,NO,NO,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,YES (OBSERVED),YES (OBSERVED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,6,65,13
15464,YES, ,15464,Urban,33,33,QUESTIONNAIRE COMPLETED,Private,Hospital,Over 50,1001-2000,NO,YES,NO,YES,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,NO,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,6,10,14
15509,YES, ,15509,Rural,33,33,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,501-1000,NO,NO,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,6,42,9
15551,YES, ,15551,Rural,14,14,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,1001-2000,NO,YES,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,6,69,15
15623,YES, ,15623,Rural,34,34,QUESTIONNAIRE COMPLETED,Public,Health Center,50 or less,Over 3000,NO,YES,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),NO,,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (BUT EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,NO,YES AND OBSERVED,YES AND OBSERVED,6,11,14
15632,YES, ,15632,Urban,34,34,QUESTIONNAIRE COMPLETED,Private,Health Center,50 or less,501-1000,NO,YES,NO,YES,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,NO,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,NO,6,68,14
15639,YES, ,15639,Rural,33,33,INCOMPLETE QUESTIONNAIRE,Private,Health Center,50 or less,501-1000,NO,YES,NO,NO,NO,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,YES (OBSERVED),YES (OBSERVED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,NO,6,61,9
15651,YES, ,15651,Rural,44,44,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,Over 3000,NO,NO,NO,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NOT AVAILABLE TODAY,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NOT AVAILABLE TODAY,AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,NO,6,30,9
15655,YES, ,15655,Urban,34,34,QUESTIONNAIRE COMPLETED,Private,Health Post,50 or less,2001-3000,NO,YES,NO,YES,YES,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),YES (OBSERVED),NO,,NO,,NO,,NEVER AVAILABLE,NEVER AVAILABLE,NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),NEVER AVAILABLE,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES,YES AND OBSERVED,NO,AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),AT LEAST ONE OBSERVED (AND NON-EXPIRED),YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,YES AND OBSERVED,6,10,14
