unique_id,fac_id,staff_id,id11,m2saq2,m2saq3,m2saq1,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq14_autre,m2saq15,m2saq16,suite60,m2sa_selection10,m2sa_selection,m2sa_dispo,m2sa_dispolib,m2sa_q7_2,m2sbq1,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq12_autre,m2sbq13,m2sbq14,has_roster,has_absentee,country,absence_rate
3_12,3,12,3,11-50,Over 5,Over 50,12.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,Before 1990,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.4
3_23,3,23,3,11-50,Over 5,Over 50,23.0,Nurse,Post-Secondary,Diploma,homme,35-44,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_10,3,10,3,11-50,Over 5,Over 50,10.0,Doctor,Post-Secondary,Advanced,0,45 or older,oui,0.0,absence autorisee (permission/conge),,,oui,T,2.0,5.0,eny,Eny,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_32,3,32,3,11-50,Over 5,Over 50,32.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_8,3,8,3,11-50,Over 5,Over 50,8.0,Other,Post-Secondary,Advanced,homme,45 or older,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_17,3,17,3,11-50,Over 5,Over 50,17.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,,,T,,6.0,tsy eo,Tsy eo,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_24,3,24,3,11-50,Over 5,Over 50,24.0,Other,Post-Secondary,Diploma,homme,45 or older,0.0,oui,,,oui,,T,,,,,Other,8.0,Other,Post-Secondary,Diploma,,homme,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.4
3_14,3,14,3,11-50,Over 5,Over 50,14.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_20,3,20,3,11-50,Over 5,Over 50,20.0,Other,Post-Secondary,Certificate,homme,45 or older,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_31,3,31,3,11-50,Over 5,Over 50,31.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,9.0,Nurse,Post-Secondary,Diploma,,0.0,45 or older,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.4
3_22,3,22,3,11-50,Over 5,Over 50,22.0,Nurse,Post-Secondary,Diploma,homme,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_9,3,9,3,11-50,Over 5,Over 50,9.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,0.0,"repos de garde (pre-garde, sortie de garde)",,,,T,,4.0,tsy eo,Tsy eo,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_2,3,2,3,11-50,Over 5,Over 50,2.0,Doctor,Post-Secondary,Advanced,homme,45 or older,0.0,oui,,,oui,,T,,,,,Doctor,2.0,Doctor,Post-Secondary,Advanced,In the 1990s,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.4
3_11,3,11,3,11-50,Over 5,Over 50,11.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_13,3,13,3,11-50,Over 5,Over 50,13.0,Other,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_34,3,34,3,11-50,Over 5,Over 50,34.0,Other,Post-Secondary,,homme,35-44,0.0,oui,,,oui,,T,,,,,Other,10.0,Other,Post-Secondary,,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.4
3_4,3,4,3,11-50,Over 5,Over 50,4.0,Doctor,Post-Secondary,Advanced,homme,45 or older,0.0,oui,,,oui,,T,,,,,Doctor,3.0,Doctor,Post-Secondary,Advanced,In the 1990s,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.4
3_27,3,27,3,11-50,Over 5,Over 50,27.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_21,3,21,3,11-50,Over 5,Over 50,21.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_26,3,26,3,11-50,Over 5,Over 50,26.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_15,3,15,3,11-50,Over 5,Over 50,15.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_6,3,6,3,11-50,Over 5,Over 50,6.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,0.0,"repos de garde (pre-garde, sortie de garde)",,,,T,,2.0,tsy eo,Tsy eo,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_29,3,29,3,11-50,Over 5,Over 50,29.0,Other,Post-Secondary,Certificate,homme,35-44,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
3_16,3,16,3,11-50,Over 5,Over 50,16.0,Nurse,Post-Secondary,Diploma,homme,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,,homme,45 or older,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.4
3_25,3,25,3,11-50,Over 5,Over 50,25.0,Other,Post-Secondary,Diploma,homme,35-44,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.4
30_1,30,1,30,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.5
30_2,30,2,30,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,0,35-44,oui,0.0,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Nurse,2.0,Nurse,Post-Secondary,Diploma,,0.0,35-44,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.5
300_3,300,3,300,5 or less,5 or less,5 or less,3.0,Other,Secondary,Certificate,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Secondary,Certificate,After 2000,0.0,45 or older,oui,,,autre,0.0,1.0,1.0,Madagascar-2016,0.33333334
300_2,300,2,300,5 or less,5 or less,5 or less,2.0,Other,Secondary,Certificate,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,Certificate,,0.0,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.33333334
300_1,300,1,300,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.33333334
301_3,301,3,301,5 or less,5 or less,6-10,3.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.25
301_2,301,2,301,5 or less,5 or less,6-10,2.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.25
301_4,301,4,301,5 or less,5 or less,6-10,4.0,Other,Post-Secondary,None,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,4.0,Other,Post-Secondary,None,After 2000,0.0,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.25
301_1,301,1,301,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.25
302_1,302,1,302,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
302_2,302,2,302,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,None,After 2000,0.0,45 or older,oui,,,traitement de dossiers/elaboration de rapports,oui,1.0,1.0,Madagascar-2016,0.0
303_3,303,3,303,5 or less,5 or less,5 or less,3.0,Other,Secondary,Certificate,0,25-34,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Secondary,Certificate,After 2000,0.0,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
303_1,303,1,303,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
303_2,303,2,303,5 or less,5 or less,5 or less,2.0,Other,Post-Secondary,None,homme,25-34,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Post-Secondary,None,After 2000,homme,25-34,oui,,,laboratoires/examens/radios,0.0,1.0,1.0,Madagascar-2016,0.0
304_2,304,2,304,5 or less,5 or less,5 or less,2.0,Other,Secondary,Certificate,0,35-44,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,Certificate,After 2000,0.0,35-44,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
304_1,304,1,304,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
305_1,305,1,305,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
306_2,306,2,306,5 or less,5 or less,5 or less,2.0,Other,Secondary,None,0,25-34,0.0,oui,,,oui,,T,,,,,Other,2.0,Other,Secondary,None,,0.0,25-34,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.5
306_1,306,1,306,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.5
307_2,307,2,307,5 or less,5 or less,6-10,2.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
307_1,307,1,307,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,0,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
307_3,307,3,307,5 or less,5 or less,6-10,3.0,Other,Primary,Certificate,0,45 or older,0.0,oui,,,oui,,T,,,,,Other,3.0,Other,Primary,Certificate,After 2000,0.0,45 or older,oui,,,discussion avec collegues/reunion/staff,oui,1.0,1.0,Madagascar-2016,0.0
307_4,307,4,307,5 or less,5 or less,6-10,4.0,Other,Secondary,Certificate,0,35-44,0.0,oui,,,oui,,T,,,,,Other,4.0,Other,Secondary,Certificate,After 2000,0.0,35-44,oui,,,discussion avec collegues/reunion/staff,oui,1.0,1.0,Madagascar-2016,0.0
308_7,308,7,308,11-50,5 or less,11-50,7.0,Doctor,Post-Secondary,Advanced,homme,35-44,0.0,0.0,formation/seminaire/reunion,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.1
308_4,308,4,308,11-50,5 or less,11-50,4.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,0.0,formation/seminaire/reunion,,,,T,,4.0,tsy eo,Tsy eo,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.1
308_6,308,6,308,11-50,5 or less,11-50,6.0,Doctor,Post-Secondary,Advanced,homme,45 or older,0.0,oui,,,oui,,T,,,,,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.1
308_9,308,9,308,11-50,5 or less,11-50,9.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,0.0,maladie/maternite,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.1
308_13,308,13,308,11-50,5 or less,11-50,13.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,3.0,6.0,eny,Eny,Nurse,7.0,Nurse,Post-Secondary,Diploma,Before 1990,homme,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.1
308_14,308,14,308,11-50,5 or less,11-50,14.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,4.0,7.0,eny,Eny,Nurse,8.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.1
308_1,308,1,308,11-50,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,,T,,1.0,tsy afaka,Tsy afaka,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.1
308_8,308,8,308,11-50,5 or less,11-50,8.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.1
308_15,308,15,308,11-50,5 or less,11-50,15.0,Nurse,Post-Secondary,Diploma,0,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,9.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.1
308_3,308,3,308,11-50,5 or less,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,,oui,T,1.0,3.0,eny,Eny,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.1
308_11,308,11,308,11-50,5 or less,11-50,11.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.1
308_10,308,10,308,11-50,5 or less,11-50,10.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.1
308_16,308,16,308,11-50,5 or less,11-50,16.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,,T,,8.0,tsy afaka,Tsy afaka,Nurse,10.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.1
308_12,308,12,308,11-50,5 or less,11-50,12.0,Nurse,Post-Secondary,Diploma,0,45 or older,oui,oui,,,oui,oui,T,2.0,5.0,eny,Eny,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.1
308_5,308,5,308,11-50,5 or less,11-50,5.0,Doctor,Post-Secondary,Advanced,0,45 or older,0.0,oui,,,oui,,T,,,,,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,0.0,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.1
308_2,308,2,308,11-50,5 or less,11-50,2.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,0.0,formation/seminaire/reunion,,,,T,,2.0,tsy afaka,Tsy afaka,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.1
309_1,309,1,309,6-10,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.44444445
309_7,309,7,309,6-10,Over 5,11-50,7.0,Nurse,Post-Secondary,Diploma,homme,25-34,0.0,oui,,,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.44444445
309_8,309,8,309,6-10,Over 5,11-50,8.0,Other,Post-Secondary,Diploma,homme,25-34,0.0,oui,,,oui,,T,,,,,Other,8.0,Other,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,laboratoires/examens/radios,0.0,1.0,1.0,Madagascar-2016,0.44444445
309_2,309,2,309,6-10,Over 5,11-50,2.0,Doctor,,Advanced,homme,45 or older,0.0,oui,,,oui,,T,,,,,Doctor,2.0,Doctor,,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.44444445
309_9,309,9,309,6-10,Over 5,11-50,9.0,Other,Post-Secondary,Diploma,homme,25-34,0.0,oui,,,oui,,T,,,,,Other,9.0,Other,Post-Secondary,Diploma,,homme,25-34,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.44444445
309_6,309,6,309,6-10,Over 5,11-50,6.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.44444445
309_3,309,3,309,6-10,Over 5,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,0.0,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,35-44,0.0,absence autorisee (permission/conge),,,,1.0,1.0,Madagascar-2016,0.44444445
309_5,309,5,309,6-10,Over 5,11-50,5.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.44444445
309_4,309,4,309,6-10,Over 5,11-50,4.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.44444445
31_1,31,1,31,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,25-34,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
310_1,310,1,310,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
310_2,310,2,310,5 or less,5 or less,6-10,2.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
310_3,310,3,310,5 or less,5 or less,6-10,3.0,Nurse,Post-Secondary,Diploma,homme,25-34,0.0,0.0,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
310_4,310,4,310,5 or less,5 or less,6-10,4.0,Other,Primary,None,0,35-44,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.0
311_1,311,1,311,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
311_2,311,2,311,5 or less,5 or less,5 or less,2.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,0.0,absence non autorisee,,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,discussion avec collegues/reunion/staff,0.0,1.0,1.0,Madagascar-2016,0.0
311_3,311,3,311,5 or less,5 or less,5 or less,3.0,Nurse,Post-Secondary,Diploma,0,35-44,0.0,oui,,,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,35-44,oui,,,discussion avec collegues/reunion/staff,,1.0,1.0,Madagascar-2016,0.0
312_1,312,1,312,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,0,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,0.0,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
313_2,313,2,313,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
313_1,313,1,313,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,0.0,formation/seminaire/reunion,,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
314_1,314,1,314,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.0
315_1,315,1,315,5 or less,5 or less,5 or less,1.0,Nurse,Post-Secondary,Diploma,homme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Nurse,1.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.0
316_13,316,13,316,11-50,5 or less,11-50,13.0,Other,Post-Secondary,Diploma,homme,45 or older,0.0,oui,,,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.2
316_1,316,1,316,11-50,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,0.0,1.0,1.0,Madagascar-2016,0.2
316_10,316,10,316,11-50,5 or less,11-50,10.0,Nurse,Post-Secondary,Diploma,0,25-34,0.0,oui,,,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,,0.0,25-34,0.0,"repos de garde (pre-garde, sortie de garde)",,,,1.0,1.0,Madagascar-2016,0.2
316_6,316,6,316,11-50,5 or less,11-50,6.0,Nurse,Post-Secondary,Diploma,homme,45 or older,0.0,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.2
316_14,316,14,316,11-50,5 or less,11-50,14.0,Other,Post-Secondary,Diploma,homme,35-44,0.0,oui,,,oui,,T,,,,,Other,10.0,Other,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,laboratoires/examens/radios,0.0,1.0,1.0,Madagascar-2016,0.2
316_5,316,5,316,11-50,5 or less,11-50,5.0,Doctor,Post-Secondary,Advanced,homme,35-44,0.0,oui,,,oui,,T,,,,,Doctor,4.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,traitement de dossiers/elaboration de rapports,0.0,1.0,1.0,Madagascar-2016,0.2
316_15,316,15,316,11-50,5 or less,11-50,15.0,Other,Post-Secondary,Diploma,0,45 or older,0.0,0.0,absence autorisee (permission/conge),,,,T,,,,,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.2
316_2,316,2,316,11-50,5 or less,11-50,2.0,Doctor,Post-Secondary,Advanced,0,25-34,oui,oui,,,,oui,T,2.0,2.0,eny,Eny,,,,,,,,,,,,,,1.0,,Madagascar-2016,0.2
