fac_id,staff_id,id11,m2saq2,m2saq3,m2saq1,m2saq4,m2saq7,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq14_autre,m2saq15,m2saq16,suite60,m2sa_selection10,m2sa_selection,m2sa_dispo,m2sa_dispolib,m2sa_q7_2,m2sbq1,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq12_autre,m2sbq13,m2sbq14
263,3.0,263,11-50,5 or less,11-50,3.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,,oui,T,2.0,2.0,eny,Eny,,,,,,,,,,,,,
263,4.0,263,11-50,5 or less,11-50,4.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA IZY,oui,,T,,3.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,After 2000,femme,35-44,oui,,,consultation/visite de malade,non
263,5.0,263,11-50,5 or less,11-50,5.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA IZY,,,T,,4.0,tsy eo,Tsy eo,,,,,,,,,,,,,
263,6.0,263,11-50,5 or less,11-50,6.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,,,T,,,,,,,,,,,,,,,,,
263,7.0,263,11-50,5 or less,11-50,7.0,Nurse,Post-Secondary,Diploma,homme,25-34,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
263,8.0,263,11-50,5 or less,11-50,8.0,Nurse,Post-Secondary,Diploma,homme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
263,9.0,263,11-50,5 or less,11-50,9.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,,,T,,,,,,,,,,,,,,,,,
263,10.0,263,11-50,5 or less,11-50,10.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,,,T,,,,,,,,,,,,,,,,,
263,11.0,263,11-50,5 or less,11-50,11.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,non,autre (a preciser),SABOTSY DIA MIAKATRA,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,non
263,12.0,263,11-50,5 or less,11-50,12.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,non,autre (a preciser),SABOTSY DIA MIAKATRA,,,T,,,,,,,,,,,,,,,,,
263,13.0,263,11-50,5 or less,11-50,13.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,,,T,,,,,,,,,,,,,,,,,
263,14.0,263,11-50,5 or less,11-50,14.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,discussion avec collegues/reunion/staff,non
263,15.0,263,11-50,5 or less,11-50,15.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,autre (a preciser),SABOTSY DIA MIAKATRA,,,T,,,,,,,,,,,,,,,,,
263,16.0,263,11-50,5 or less,11-50,16.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,discussion avec collegues/reunion/staff,non
263,17.0,263,11-50,5 or less,11-50,17.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,discussion avec collegues/reunion/staff,non
263,18.0,263,11-50,5 or less,11-50,18.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,,,T,,,,,,,,,,,,,,,,,
263,19.0,263,11-50,5 or less,11-50,19.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,autre (a preciser),SABOTSY DIA TSY MIAKATRA,,,T,,,,,,,,,,,,,,,,,
263,20.0,263,11-50,5 or less,11-50,20.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,autre (a preciser),SABOTSY DIA MIAKATRA,oui,,T,,,,,Nurse,9.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,traitement de dossiers/elaboration de rapports,non
263,21.0,263,11-50,5 or less,11-50,21.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,autre (a preciser),SABOTSY DIA MIAKTRA,oui,,T,,,,,Nurse,10.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,traitement de dossiers/elaboration de rapports,non
263,22.0,263,11-50,5 or less,11-50,22.0,Other,Post-Secondary,Diploma,femme,25-34,non,non,autre (a preciser),SABOTSY DIA MIAKATRA,,,T,,,,,,,,,,,,,,,,,
264,1.0,264,6-10,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,,T,,1.0,tsy afaka,Tsy afaka,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,formation/seminaire/reunion,,,
264,2.0,264,6-10,5 or less,11-50,2.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,,femme,45 or older,non,absence autorisee (permission/conge),,,
264,3.0,264,6-10,5 or less,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,3.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,25-34,non,absence non autorisee,,,
264,4.0,264,6-10,5 or less,11-50,4.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,discussion avec collegues/reunion/staff,non
264,5.0,264,6-10,5 or less,11-50,5.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,recherche des informations/ formation,non
264,6.0,264,6-10,5 or less,11-50,6.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,"repos de garde (pre-garde, sortie de garde)",,,
264,7.0,264,6-10,5 or less,11-50,7.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,"repos de garde (pre-garde, sortie de garde)",,,
264,8.0,264,6-10,5 or less,11-50,8.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,absence autorisee (permission/conge),,,
264,9.0,264,6-10,5 or less,11-50,9.0,Other,Post-Secondary,Diploma,femme,35-44,non,oui,,,oui,,T,,,,,Other,9.0,Other,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,traitement de dossiers/elaboration de rapports,non
264,10.0,264,6-10,5 or less,11-50,10.0,Doctor,Post-Secondary,Advanced,femme,25-34,non,non,autre (a preciser),MIANATRA ANY TANA,,,T,,,,,,,,,,,,,,,,,
265,1.0,265,6-10,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,est alle retirer son salaire,,,
265,2.0,265,6-10,5 or less,6-10,2.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,absence autorisee (permission/conge),,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,est alle retirer son salaire,,,
265,3.0,265,6-10,5 or less,6-10,3.0,Nurse,Post-Secondary,Diploma,homme,35-44,non,oui,,,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,discussion avec collegues/reunion/staff,non
265,4.0,265,6-10,5 or less,6-10,4.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,absence autorisee (permission/conge),,,
265,5.0,265,6-10,5 or less,6-10,5.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,discussion avec collegues/reunion/staff,non
265,6.0,265,6-10,5 or less,6-10,6.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
265,7.0,265,6-10,5 or less,6-10,7.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,est alle retirer son salaire,,,
265,8.0,265,6-10,5 or less,6-10,8.0,Other,Secondary,,femme,35-44,non,oui,,,oui,,T,,,,,Other,8.0,Other,Secondary,,,femme,35-44,non,absence autorisee (permission/conge),,,
266,1.0,266,5 or less,Over 5,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,non
266,2.0,266,5 or less,Over 5,11-50,2.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,,homme,35-44,non,est alle retirer son salaire,,,
266,3.0,266,5 or less,Over 5,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,35-44,oui,oui,,,oui,oui,T,3.0,3.0,eny,Eny,Doctor,3.0,Doctor,Post-Secondary,Advanced,After 2000,homme,35-44,oui,,,consultation/visite de malade,non
266,4.0,266,5 or less,Over 5,11-50,4.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,non,maladie/maternite,,oui,,T,,4.0,tsy eo,Tsy eo,Doctor,4.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,absence autorisee (permission/conge),,,
266,5.0,266,5 or less,Over 5,11-50,5.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,,femme,45 or older,non,est alle retirer son salaire,,,
267,1.0,267,11-50,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
267,2.0,267,11-50,5 or less,11-50,2.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,autre (a preciser),MANAO REGROUPEMENT EN MASTERS,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,femme,35-44,oui,,,discussion avec collegues/reunion/staff,non
267,3.0,267,11-50,5 or less,11-50,3.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,oui,T,2.0,3.0,eny,Eny,Doctor,3.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,absence autorisee (permission/conge),,,
267,4.0,267,11-50,5 or less,11-50,4.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,non,absence autorisee (permission/conge),,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,non
267,5.0,267,11-50,5 or less,11-50,5.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,discussion avec collegues/reunion/staff,non
267,6.0,267,11-50,5 or less,11-50,6.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
267,7.0,267,11-50,5 or less,11-50,7.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,discussion avec collegues/reunion/staff,non
267,8.0,267,11-50,5 or less,11-50,8.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,,femme,25-34,non,absence autorisee (permission/conge),,,
267,9.0,267,11-50,5 or less,11-50,9.0,Nurse,Post-Secondary,Diploma,homme,35-44,non,oui,,,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,After 2000,homme,35-44,oui,,,traitement de dossiers/elaboration de rapports,non
267,10.0,267,11-50,5 or less,11-50,10.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,absence autorisee (permission/conge),,oui,,T,,,,,Nurse,9.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
267,11.0,267,11-50,5 or less,11-50,11.0,Nurse,Post-Secondary,Diploma,homme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
267,12.0,267,11-50,5 or less,11-50,12.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,non,absence autorisee (permission/conge),,oui,,T,,,,,Nurse,10.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,discussion avec collegues/reunion/staff,non
267,13.0,267,11-50,5 or less,11-50,13.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
268,1.0,268,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,non,autre (a preciser),2 FOIS PAR SEMAINE IZY NOMIASA,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,formation/seminaire/reunion,,,
268,2.0,268,5 or less,5 or less,5 or less,2.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Nurse,2.0,Nurse,Post-Secondary,Diploma,In the 1990s,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,non
268,3.0,268,5 or less,5 or less,5 or less,3.0,Nurse,Post-Secondary,Diploma,homme,45 or older,oui,oui,,,oui,oui,T,2.0,3.0,eny,Eny,Nurse,3.0,Nurse,Post-Secondary,Diploma,In the 1990s,homme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,non
269,1.0,269,11-50,5 or less,11-50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,,T,,1.0,tsy afaka,Tsy afaka,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,non
269,2.0,269,11-50,5 or less,11-50,2.0,Doctor,Post-Secondary,Advanced,femme,25-34,oui,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,2.0,tsy eo,Tsy eo,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,femme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
269,3.0,269,11-50,5 or less,11-50,3.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,non,autre (a preciser),INDRAINDRAY IHANY VAO AO,oui,,T,,3.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,absence autorisee (permission/conge),,,
269,4.0,269,11-50,5 or less,11-50,4.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,oui,T,1.0,4.0,eny,Eny,Doctor,4.0,Doctor,Post-Secondary,Advanced,,femme,35-44,non,formation/seminaire/reunion,,,
269,5.0,269,11-50,5 or less,11-50,5.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,non
269,6.0,269,11-50,5 or less,11-50,6.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,,femme,35-44,non,formation/seminaire/reunion,,,
269,7.0,269,11-50,5 or less,11-50,7.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
269,8.0,269,11-50,5 or less,11-50,8.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,oui,,T,,,,,Nurse,7.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,discussion avec collegues/reunion/staff,non
269,9.0,269,11-50,5 or less,11-50,9.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,,femme,35-44,non,absence autorisee (permission/conge),,,
269,10.0,269,11-50,5 or less,11-50,10.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
269,11.0,269,11-50,5 or less,11-50,11.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,9.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
269,12.0,269,11-50,5 or less,11-50,12.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
269,13.0,269,11-50,5 or less,11-50,13.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
269,14.0,269,11-50,5 or less,11-50,14.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
269,15.0,269,11-50,5 or less,11-50,15.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,10.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,discussion avec collegues/reunion/staff,non
269,16.0,269,11-50,5 or less,11-50,16.0,Other,Secondary,Certificate,femme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
270,1.0,270,5 or less,5 or less,5 or less,1.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
271,1.0,271,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,non,absence autorisee (permission/conge),,oui,,T,,1.0,tsy eo,Tsy eo,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,35-44,oui,,,consultation/visite de malade,non
271,2.0,271,5 or less,5 or less,6-10,2.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,1.0,2.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
271,3.0,271,5 or less,5 or less,6-10,3.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,non,absence autorisee (permission/conge),,oui,,T,,3.0,tsy eo,Tsy eo,Doctor,3.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,traitement de dossiers/elaboration de rapports,non
271,4.0,271,5 or less,5 or less,6-10,4.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,discussion avec collegues/reunion/staff,non
271,5.0,271,5 or less,5 or less,6-10,5.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,femme,45 or older,oui,,,discussion avec collegues/reunion/staff,non
272,1.0,272,5 or less,5 or less,6-10,1.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,After 2000,femme,35-44,oui,,,consultation/visite de malade,non
272,2.0,272,5 or less,5 or less,6-10,2.0,Doctor,Post-Secondary,Advanced,femme,35-44,oui,oui,,,oui,oui,T,2.0,2.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,femme,35-44,oui,,,consultation/visite de malade,non
272,3.0,272,5 or less,5 or less,6-10,3.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
272,4.0,272,5 or less,5 or less,6-10,4.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,non,absence autorisee (permission/conge),,oui,,T,,,,,Nurse,4.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
272,5.0,272,5 or less,5 or less,6-10,5.0,Nurse,Post-Secondary,Diploma,femme,25-34,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,After 2000,femme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
273,1.0,273,5 or less,5 or less,5 or less,1.0,Other,Post-Secondary,,homme,45 or older,non,oui,,,oui,,T,,,,,Other,1.0,Other,Post-Secondary,,,homme,45 or older,non,formation/seminaire/reunion,,,
273,2.0,273,5 or less,5 or less,5 or less,2.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,In the 1990s,homme,45 or older,oui,,,consultation/visite de malade,non
273,3.0,273,5 or less,5 or less,5 or less,3.0,Nurse,Post-Secondary,Diploma,homme,25-34,non,oui,,,oui,,T,,,,,Nurse,3.0,Nurse,Post-Secondary,Diploma,After 2000,homme,25-34,oui,,,traitement de dossiers/elaboration de rapports,non
274,1.0,274,11-50,Over 5,Over 50,1.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,1.0,1.0,eny,Eny,Doctor,1.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,est alle retirer son salaire,,,
274,2.0,274,11-50,Over 5,Over 50,2.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,non,mission officielle,,,,T,,2.0,tsy eo,Tsy eo,,,,,,,,,,,,,
274,3.0,274,11-50,Over 5,Over 50,3.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,oui,oui,T,2.0,3.0,eny,Eny,Doctor,2.0,Doctor,Post-Secondary,Advanced,After 2000,homme,45 or older,oui,,,consultation/visite de malade,non
274,4.0,274,11-50,Over 5,Over 50,4.0,Other,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,4.0,tsy eo,Tsy eo,,,,,,,,,,,,,
274,5.0,274,11-50,Over 5,Over 50,5.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,,,T,,5.0,tsy eo,Tsy eo,,,,,,,,,,,,,
274,6.0,274,11-50,Over 5,Over 50,6.0,Doctor,Post-Secondary,Advanced,homme,45 or older,oui,oui,,,,oui,T,3.0,6.0,eny,Eny,,,,,,,,,,,,,
274,7.0,274,11-50,Over 5,Over 50,7.0,Other,Post-Secondary,Diploma,femme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
274,8.0,274,11-50,Over 5,Over 50,8.0,Doctor,Post-Secondary,Advanced,femme,45 or older,oui,oui,,,oui,oui,T,4.0,7.0,eny,Eny,Doctor,3.0,Doctor,Post-Secondary,Advanced,After 2000,femme,45 or older,oui,,,consultation/visite de malade,non
274,9.0,274,11-50,Over 5,Over 50,9.0,Doctor,Post-Secondary,Advanced,homme,45 or older,non,oui,,,oui,,T,,,,,Doctor,4.0,Doctor,Post-Secondary,Advanced,,homme,45 or older,non,est alle retirer son salaire,,,
274,10.0,274,11-50,Over 5,Over 50,10.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,oui,,,,oui,T,5.0,8.0,eny,Eny,,,,,,,,,,,,,
274,11.0,274,11-50,Over 5,Over 50,11.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,oui,,,,oui,T,6.0,9.0,eny,Eny,,,,,,,,,,,,,
274,12.0,274,11-50,Over 5,Over 50,12.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
274,13.0,274,11-50,Over 5,Over 50,13.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
274,14.0,274,11-50,Over 5,Over 50,14.0,Other,Post-Secondary,Diploma,homme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
274,15.0,274,11-50,Over 5,Over 50,15.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,oui,,T,,,,,Nurse,5.0,Nurse,Post-Secondary,Diploma,,femme,45 or older,non,absence autorisee (permission/conge),,,
274,16.0,274,11-50,Over 5,Over 50,16.0,Nurse,Post-Secondary,Diploma,femme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
274,17.0,274,11-50,Over 5,Over 50,17.0,Nurse,Post-Secondary,Diploma,homme,45 or older,non,oui,,,oui,,T,,,,,Nurse,6.0,Nurse,Post-Secondary,Diploma,,homme,45 or older,non,"repos de garde (pre-garde, sortie de garde)",,,
274,18.0,274,11-50,Over 5,Over 50,18.0,Other,Secondary,Certificate,homme,45 or older,non,non,mission officielle,,,,T,,,,,,,,,,,,,,,,,
274,19.0,274,11-50,Over 5,Over 50,19.0,Doctor,Post-Secondary,Advanced,homme,25-34,oui,non,"repos de garde (pre-garde, sortie de garde)",,oui,,T,,,,,Doctor,7.0,Doctor,Post-Secondary,Advanced,After 2000,homme,25-34,oui,,,consultation/visite de malade,non
274,20.0,274,11-50,Over 5,Over 50,20.0,Nurse,Post-Secondary,Diploma,femme,35-44,non,oui,,,oui,,T,,,,,Nurse,8.0,Nurse,Post-Secondary,Diploma,After 2000,femme,35-44,oui,,,discussion avec collegues/reunion/staff,non
274,21.0,274,11-50,Over 5,Over 50,21.0,Other,Post-Secondary,Diploma,homme,45 or older,non,oui,,,,,T,,,,,,,,,,,,,,,,,
274,22.0,274,11-50,Over 5,Over 50,22.0,Other,Post-Secondary,Diploma,homme,35-44,non,oui,,,,,T,,,,,,,,,,,,,,,,,
274,23.0,274,11-50,Over 5,Over 50,23.0,Nurse,Post-Secondary,Diploma,homme,25-34,non,oui,,,,,T,,,,,,,,,,,,,,,,,
