fac_id,staff_id,m2sfq1,m2sfq3,m2sfq4,m2sfq7,m2sfq8,m2sfq9,m2sfq10,m2sfq11,m2sfq12,m2sfq13,m2sfq14,m2sfq14aut,m2sfq15,m2sfq16,m2sgq1,m2sgq3,m2sgq5,m2sgq6,m2sgq7,m2sgq8,m2sgq8aut,m2sgq9,m2sgq10
84,6,11-50,Over 5,6,Clinical Officer,Post-Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,3.0,6.0,Clinical Officer,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
84,7,11-50,Over 5,7,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Non,Absence non autorisée,,Non,Non,,,,,,,,,
84,8,11-50,Over 5,8,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Non,4.0,8.0,Nurse,Homme,Non,Autres (à préciser),IL EST ALLE MANGER,,
84,9,11-50,Over 5,9,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Non,Non,,,,,,,,,
84,10,11-50,Over 5,10,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,5.0,10.0,Nurse,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
84,11,11-50,Over 5,11,Nurse,Primary,Certificate,Homme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,6.0,11.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
84,12,11-50,Over 5,12,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
84,13,11-50,Over 5,13,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
84,14,11-50,Over 5,14,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
84,15,11-50,Over 5,15,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,Non,,,,,,,,,
84,16,11-50,Over 5,16,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,7.0,16.0,Nurse,Femme,Non,Absence non autorisée,,,
84,17,11-50,Over 5,17,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),,Non,Non,,,,,,,,,
84,18,11-50,Over 5,18,Other,Primary,Certificate,Femme,45 or older,Oui,Non,Maladie/maternité,,Non,Non,,,,,,,,,
84,19,11-50,Over 5,19,Other,Primary,Certificate,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,Non,8.0,19.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
84,20,11-50,Over 5,20,Other,Primary,Certificate,Femme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,Non,9.0,20.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
84,21,11-50,Over 5,21,Other,Primary,Certificate,Femme,45 or older,Oui,Oui,,,Non,Non,,,,,,,,,
84,22,11-50,Over 5,22,Other,Post-Secondary,,Homme,25-34,Non,Non,Absence autorisée (permission/congé),,Oui,Non,10.0,22.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
84,23,11-50,Over 5,23,Other,Post-Secondary,,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
84,24,11-50,Over 5,24,Other,Secondary,None,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
84,25,11-50,Over 5,25,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
85,1,11-50,Over 5,1,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Oui,,,Consultation/visite de malade,Non
85,2,11-50,Over 5,2,Other,Post-Secondary,None,Homme,45 or older,Oui,Oui,,,Oui,Non,2.0,2.0,Nurse,Homme,Non,Absence autorisée (permission/congé),,,
85,3,11-50,Over 5,3,Clinical Officer,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,3.0,3.0,Clinical Officer,Homme,Non,Autres (à préciser),RETARD,,
85,4,11-50,Over 5,4,Other,Post-Secondary,,Homme,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Doctor,Homme,Non,Autres (à préciser),RETARD,,
85,5,11-50,Over 5,5,Other,Secondary,None,Femme,Younger than 25,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
85,6,11-50,Over 5,6,Other,Post-Secondary,Advanced,Homme,35-44,Non,Non,Absence autorisée (permission/congé),,Oui,Non,6.0,6.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
85,7,11-50,Over 5,7,Other,Post-Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,7.0,7.0,Other,Homme,Non,Autres (à préciser),RETARD,,
86,1,6-10,5 or less,1,Clinical Officer,Secondary,Advanced,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Oui
86,2,6-10,5 or less,2,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
86,3,6-10,5 or less,3,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Femme,Non,Maladie/maternité,,,
86,4,6-10,5 or less,4,Other,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Non,Organisation interne en journée continue,,,
86,5,6-10,5 or less,5,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Oui,Non,5.0,5.0,Other,Homme,Non,Absence non autorisée,,,
87,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
87,2,6-10,5 or less,2,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
87,3,6-10,5 or less,3,Other,Primary,None,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),,Oui,,3.0,3.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
87,4,6-10,5 or less,4,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
87,5,6-10,5 or less,5,Nurse,Secondary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,5.0,5.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
87,6,6-10,5 or less,6,Other,,,Femme,45 or older,Non,Non,Organisation interne en journée continue,,Oui,,6.0,6.0,Other,Femme,Non,Organisation interne en journée continue,,,
88,1,5 or less,5 or less,1,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
88,2,5 or less,5 or less,2,Nurse,Secondary,Diploma,Homme,35-44,Oui,Non,Formation/séminaire/réunion,,Oui,Non,2.0,2.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
88,3,5 or less,5 or less,3,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
88,4,5 or less,5 or less,4,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
89,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence autorisée (permission/congé),,,
89,2,5 or less,5 or less,2,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
90,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Femme,35-44,Oui,Non,Formation/séminaire/réunion,,Non,,,,,,,,,,
90,2,11-50,5 or less,2,Nurse,Post-Secondary,Advanced,Homme,35-44,Non,Oui,,,Oui,Oui,1.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
90,3,11-50,5 or less,3,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,2.0,3.0,Nurse,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
90,4,11-50,5 or less,4,Nurse,Primary,Certificate,Femme,35-44,Oui,Oui,,,Oui,Non,3.0,4.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
90,5,11-50,5 or less,5,Nurse,Primary,Certificate,Homme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,4.0,5.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
90,6,11-50,5 or less,6,Nurse,Secondary,Diploma,Femme,25-34,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,
90,7,11-50,5 or less,7,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Oui,,,Oui,Oui,5.0,7.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
90,8,11-50,5 or less,8,Other,Primary,Certificate,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
90,9,11-50,5 or less,9,Other,Primary,Certificate,Femme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,6.0,9.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
90,10,11-50,5 or less,10,Other,Secondary,Diploma,Femme,35-44,Oui,Non,Formation/séminaire/réunion,,Non,,,,,,,,,,
90,11,11-50,5 or less,11,Other,Primary,Certificate,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),,Oui,,7.0,11.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
90,12,11-50,5 or less,12,Other,Primary,Certificate,Femme,45 or older,Non,Oui,,,Oui,Non,8.0,12.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
90,13,11-50,5 or less,13,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Oui,Non,9.0,13.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
90,14,11-50,5 or less,14,Other,Secondary,Diploma,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
90,15,11-50,5 or less,15,Other,Secondary,Diploma,Femme,25-34,Non,Oui,,,Non,Non,,,,,,,,,
90,16,11-50,5 or less,16,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
90,17,11-50,5 or less,17,Other,Post-Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,10.0,17.0,Other,Homme,Non,Autres (à préciser),,,
91,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,Mission officielle,,Oui,Non,1.0,1.0,Nurse,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
91,2,5 or less,5 or less,2,Other,Primary,Certificate,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
92,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
92,2,5 or less,5 or less,2,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
92,3,5 or less,5 or less,3,Other,Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Non,Absence non autorisée,,,
93,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
93,2,5 or less,5 or less,2,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
93,3,5 or less,5 or less,3,Other,Secondary,None,Homme,45 or older,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
94,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Autres (à préciser),AUCUN PERSONNLE SOIGNANT N'EST PRESENT DANS LE CE,,
94,2,5 or less,5 or less,2,Other,Secondary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Autres (à préciser),AUCUN PERSONNEL SOIGNANT N'EST PRESENT DANS LE CE,,
95,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Oui
95,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Oui
95,3,5 or less,5 or less,3,Other,Secondary,None,Homme,35-44,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,Oui
96,1,6-10,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
96,2,6-10,5 or less,2,Nurse,Secondary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
96,3,6-10,5 or less,3,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Non,Formation/séminaire/réunion,,Oui,Non,3.0,3.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
96,4,6-10,5 or less,4,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
96,5,6-10,5 or less,5,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Oui,Oui,5.0,5.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
96,6,6-10,5 or less,6,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,6.0,6.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
97,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Absence non autorisée,,,
97,2,5 or less,5 or less,2,Other,Secondary,Diploma,Femme,Younger than 25,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Autres,Non
97,3,5 or less,5 or less,3,Other,Post-Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Autres,Oui
98,1,6-10,5 or less,1,Nurse,Post-Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
98,2,6-10,5 or less,2,Nurse,Post-Secondary,Advanced,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
98,3,6-10,5 or less,3,Other,Primary,Certificate,Femme,35-44,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Oui
98,4,6-10,5 or less,4,Other,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Other,Femme,Oui,,,Consultation/visite de malade,Oui
98,5,6-10,5 or less,5,Other,Secondary,None,Femme,35-44,Non,Oui,,,Oui,Non,5.0,5.0,Other,Femme,Oui,,,Autres,Oui
99,1,5 or less,5 or less,1,Nurse,Secondary,None,Homme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,Non,1.0,1.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
99,2,5 or less,5 or less,2,Other,Secondary,None,Femme,35-44,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,2.0,2.0,Other,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
99,3,5 or less,5 or less,3,Other,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
99,4,5 or less,5 or less,4,Other,Primary,None,Homme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
100,1,6-10,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
100,2,6-10,5 or less,2,Other,Secondary,Certificate,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
100,3,6-10,5 or less,3,Other,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
100,4,6-10,5 or less,4,Other,Secondary,Diploma,Homme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Oui,,,Laboratoires/examens/radios,Non
100,5,6-10,5 or less,5,Other,Secondary,Diploma,Femme,25-34,Non,Oui,,,Oui,Non,5.0,5.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
101,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,Non,1.0,1.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
101,2,5 or less,5 or less,2,Nurse,Secondary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
101,3,5 or less,5 or less,3,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
101,4,5 or less,5 or less,4,Other,Secondary,None,Homme,35-44,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
102,1,5 or less,5 or less,1,Nurse,Post-Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
102,2,5 or less,5 or less,2,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Organisation interne en journée continue,,,
102,3,5 or less,5 or less,3,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Femme,Oui,,,Autres,Non
103,1,5 or less,5 or less,1,Other,Primary,Certificate,Femme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Other,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
104,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
104,2,5 or less,5 or less,2,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Non,Absence non autorisée,,,
104,3,5 or less,5 or less,3,Other,Primary,None,Homme,45 or older,Non,Non,Absence autorisée (permission/congé),,Oui,,3.0,3.0,Other,Homme,Non,Absence non autorisée,,,
105,1,5 or less,5 or less,1,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Mission officielle,,,
105,2,5 or less,5 or less,2,Nurse,Secondary,Diploma,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Nurse,Femme,Non,Mission officielle,,,
105,3,5 or less,5 or less,3,Other,Secondary,None,Femme,25-34,Oui,Non,Absence autorisée (permission/congé),,Oui,Non,3.0,3.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
105,4,5 or less,5 or less,4,Nurse,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,4.0,4.0,Nurse,Femme,Oui,,,Autres,Non
106,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Non,Formation/séminaire/réunion,,,
106,2,5 or less,5 or less,2,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
106,3,5 or less,5 or less,3,Other,Post-Secondary,None,Homme,25-34,Non,Oui,,,Oui,Non,3.0,3.0,Other,Homme,Oui,,,Consultation/visite de malade,Non
107,1,5 or less,5 or less,1,Nurse,Post-Secondary,None,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
107,2,5 or less,5 or less,2,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
107,3,5 or less,5 or less,3,Other,Secondary,None,Femme,25-34,Non,Non,Maladie/maternité,,Oui,Non,3.0,3.0,Other,Femme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
108,1,11-50,5 or less,1,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,,Oui,Oui,1.0,1.0,Clinical Officer,Homme,Non,Absence non autorisée,,,
108,2,11-50,5 or less,2,Nurse,Post-Secondary,Advanced,Femme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,,2.0,2.0,Nurse,Femme,Non,Formation/séminaire/réunion,,,
108,3,11-50,5 or less,3,Nurse,Secondary,Diploma,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Nurse,Femme,Oui,,,Consultation/visite de malade,Non
108,4,11-50,5 or less,4,Other,Post-Secondary,Advanced,Homme,25-34,Non,Oui,,,Oui,Non,4.0,4.0,Other,Homme,Non,Absence autorisée (permission/congé),,,
108,5,11-50,5 or less,5,Nurse,Primary,None,Femme,35-44,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Oui,,5.0,5.0,Nurse,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
108,6,11-50,5 or less,6,Other,Primary,None,Homme,35-44,Non,Oui,,,Oui,Non,6.0,6.0,Other,Homme,Oui,,,Discussion avec collègues/réunion/Staff,Non
108,7,11-50,5 or less,7,Other,Primary,None,Femme,45 or older,Non,Oui,,,Oui,Non,7.0,7.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
108,8,11-50,5 or less,8,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,8.0,8.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
108,9,11-50,5 or less,9,Other,Primary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,9.0,9.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
108,10,11-50,5 or less,10,Other,Primary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,10.0,10.0,Other,Femme,Oui,,,Discussion avec collègues/réunion/Staff,Non
108,11,11-50,5 or less,11,Other,Primary,None,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
109,1,5 or less,5 or less,1,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,,Oui,Oui,1.0,1.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
109,2,5 or less,5 or less,2,Other,Secondary,None,Femme,35-44,Oui,Oui,,,Oui,Oui,2.0,2.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
110,1,5 or less,5 or less,1,Nurse,Primary,Certificate,Homme,45 or older,Oui,Non,Absence non autorisée,,Oui,,1.0,1.0,Nurse,Homme,Non,Absence non autorisée,,,
110,2,5 or less,5 or less,2,Nurse,Post-Secondary,Diploma,Homme,25-34,Oui,Non,Formation/séminaire/réunion,,Oui,,2.0,2.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
110,3,5 or less,5 or less,3,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,3.0,3.0,Other,Femme,Oui,,,Consultation/visite de malade,Non
111,1,11-50,Over 5,1,Doctor,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Non,Oui,,,,,,,,,
111,2,11-50,Over 5,2,Clinical Officer,Post-Secondary,Advanced,Homme,45 or older,Oui,Non,Mission officielle,,Non,,,,,,,,,,
111,3,11-50,Over 5,3,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,,Oui,Oui,1.0,3.0,Nurse,Homme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
111,4,11-50,Over 5,4,Nurse,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,,Oui,Non,2.0,4.0,Nurse,Homme,Oui,,,Traitement de dossiers/élaboration de rapports,Non
111,5,11-50,Over 5,5,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,,Oui,Oui,3.0,5.0,Nurse,Homme,Oui,,,Consultation/visite de malade,Non
111,6,11-50,Over 5,6,Nurse,Secondary,Diploma,Femme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
111,7,11-50,Over 5,7,Other,Primary,None,Femme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
111,8,11-50,Over 5,8,Other,Primary,None,Femme,45 or older,Oui,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,
111,9,11-50,Over 5,9,Other,Secondary,Diploma,Femme,Younger than 25,Oui,Oui,,,Oui,Oui,4.0,9.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
111,10,11-50,Over 5,10,Other,Secondary,Diploma,Femme,35-44,Oui,Non,Maladie/maternité,,Oui,,5.0,10.0,Other,Femme,Non,Maladie/maternité,,,
111,11,11-50,Over 5,11,Other,Primary,None,Femme,45 or older,Oui,Oui,,,Non,Oui,,,,,,,,,
111,12,11-50,Over 5,12,Other,Secondary,None,Femme,35-44,Non,Oui,,,Non,Non,,,,,,,,,
111,13,11-50,Over 5,13,Other,Primary,None,Homme,25-34,Oui,Non,Mission officielle,,Non,,,,,,,,,,
111,14,11-50,Over 5,14,Other,Secondary,None,Femme,25-34,Oui,Oui,,,Oui,Oui,6.0,14.0,Other,Femme,Non,"Repos de garde (pré-garde, sortie de garde)",,,
111,15,11-50,Over 5,15,Clinical Officer,Post-Secondary,Advanced,Homme,25-34,Oui,Non,Absence autorisée (permission/congé),,Non,,,,,,,,,,
111,16,11-50,Over 5,16,Other,Post-Secondary,Advanced,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
111,17,11-50,Over 5,17,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
111,18,11-50,Over 5,18,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,7.0,18.0,Other,Femme,Non,Absence autorisée (permission/congé),,,
111,19,11-50,Over 5,19,Other,Primary,None,Femme,45 or older,Non,Non,"Repos de garde (pré-garde, sortie de garde)",,Non,,,,,,,,,,
111,20,11-50,Over 5,20,Other,Post-Secondary,None,Homme,35-44,Non,Oui,,,Oui,Non,8.0,20.0,Other,Homme,Oui,,,Autres,Non
111,21,11-50,Over 5,21,Other,Secondary,None,Femme,25-34,Non,Oui,,,Oui,Non,9.0,21.0,Other,Femme,Oui,,,Autres,Oui
111,22,11-50,Over 5,22,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
111,23,11-50,Over 5,23,Other,Secondary,Diploma,Homme,45 or older,Non,Oui,,,Non,Non,,,,,,,,,
