fac_id,wgt_fac,wgt_abs,wgt_know,has_weights,m1saq1,m1saq2,m1saq3,m1saq5,m1saq7,m1saq10_1b,m1saq10_2b,m1saq11,m1saq11_hr,m1saq11_mn,m1saq12,m1saq12_hr,m1saq12_mn,m1saq14a,m1saq14a_hr,m1saq14a_mn,m1saq14b,m1saq14b_hr,m1saq14b_mn,m1saq15_1b,m1saq15_2b,m1saq16a,m1saq16c,m1sa1q1,m1sa1q2,m1sbq4,m1sbq8,m1sbq14,m1sbq15,m1scq14a,m1scq14b,m1scq15a,m1scq15b,m1scq16a,m1scq16b,m1scq17a,m1scq17b,m1scq18a,m1scq18b,m1scq19a,m1scq19b,m1scq25a,m1scq25b,m1scq25c,m1scq25d,m1scq25e,m1scq25f,m1scq25g,m1scq25h,m1scq25i,m1scq25j,m1scq25k,m1scq25l,m1scq25m,m1scq25m_oth,m1scq25n,m1scq26,m1scq27a,m1scq27b,m1scq27c,m1scq27d,m1scq27e,m1scq27f,m1scq27g,m1scq27h,m1scq27i,m1scq27j,m1scq27k,m1scq27l,m1scq27m,m1scq27m_oth,m1scq27n,m1scq28,m1scq29,m1scq30,m1scq31,m1scq32,m1sdq1a,m1sdq1b,m1sdq2a,m1sdq2b,m1sdq3a,m1sdq3b,m1sdq4a,m1sdq4b,m1sdq5a,m1sdq5b,m1sdq6a,m1sdq6b,m1sdq7a,m1sdq7b,m1sdq8a,m1sdq8b,m1sdq9a,m1sdq9b,m1sdq10a,m1sdq10b,m1sdq11a,m1sdq11b,m1seq1,m1seq2,m1seq3,m1seq4,m1seq5,m1seq6,m1seq7,m1seq8,m1seq9,m1seq10,m1seq11,m1seq12,m1seq13,m1seq14,m1seq15,m1seq16,m1seq17,m1seq18,m1seq19,m1seq20,m1seq21,m1seq22,m1seq23,m1seq24,m1seq25,m1seq26,m1seq27,m1seq28,m1seq29,m1seq30,m1seq31,m1seq32a,m1seq33,m1seq34,m1seq35,m1seq36,m1seq37,m1seq38,m1seq39,m1seq40,m1seq41,m1seq42,m1seq43,m1seq44,m1seq45,m1seq46,m1seq47,m1seq48,m1seq49,m1seq50,m1seq51,m1seq52,m1seq53,m1seq54,m1seq55,m1seq56,m1seq57,m1seq58,has_facility,country,m1seq32b
601004,1.0,37.0,6.0,1,Bayelsa,1.0,102.0,601004,Rural,62003,62004.0,16 0,16,0,1703,17.0,3.0,1105,11.0,5.0,1315,13.0,15.0,61005.0,61005.0,Questionnaire Completed,620.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,Yes,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,0,0.0,0.0,0,0,0,Yes,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0.0,,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),,,,,,,,,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
601005,1.0,17.0,3.3333333,1,Bayelsa,1.0,103.0,601005,Rural,61005,61002.0,1711,17,11,1830,18.0,30.0,1239,12.0,39.0,1408,14.0,8.0,61005.0,61002.0,Questionnaire Completed,6100.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,Yes,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,Yes,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),0.0,0,,0,,Yes (not obsered),No,0.0,,Available BUT not observed,Never available,Not available today,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Available BUT not observed,At least one observed (AND non-expired),,,,,,,,,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
601006,1.0,13.0,6.0,1,Bayelsa,1.0,104.0,601006,Rural,61008,63003.0,1116,11,16,1420,14.0,20.0,1045,10.0,45.0,1540,15.0,40.0,61008.0,61008.0,Questionnaire Completed,620.0,Yes,,Public,,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,Yes,0,0,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,0,0,Yes,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),0.0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),0.0,0,,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1,Nigeria-2013,1.0
601008,1.0,22.0,3.2499998,1,Bayelsa,1.0,106.0,601008,Rural,61003,61004.0,12 5,12,5,1622,16.0,22.0,1108,11.0,8.0,1315,13.0,15.0,61004.0,61003.0,Questionnaire Completed,620.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,Yes,0,0,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,Yes,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,Yes,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,Yes (not obsered),No,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,No,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
601009,1.0,8.0,3.4999998,1,Bayelsa,1.0,101.0,601009,Rural,61005,61002.0,1224,12,24,1438,14.0,38.0,1120,11.0,20.0,1545,15.0,45.0,61004.0,61003.0,Questionnaire Completed,6100.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,Yes (not obsered),No,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,5.0,Available,5.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
601010,1.0,8.0,3.0,1,Bayelsa,1.0,101.0,601010,Rural,61005,61002.0,926,9,26,1057,10.0,57.0,1210,12.0,10.0,1415,14.0,15.0,62004.0,62004.0,Questionnaire Completed,610.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,Yes,0,0.0,0,Yes,BURNED OFFSITE,0.0,WASTE SITE NOT INSPECTED,0,0,0,0,0.0,0.0,0,0,Yes,0,0,0,Yes,BURNED OFFSITE,0.0,WASTE SITE NOT INSPECTED,,,0.0,Yes,Yes (not obsered),No,Yes (observed),0.0,0,,Yes (not obsered),0.0,Yes (not obsered),0.0,Yes (not obsered),0.0,Yes (not obsered),0.0,Yes (not obsered),0.0,0,,Yes (observed),0.0,0.0,,Never available,Never available,At least one observed (BUT expired),Never available,Never available,Never available,At least one observed (BUT expired),Never available,Never available,At least one observed (BUT expired),At least one observed (BUT expired),Never available,At least one observed (BUT expired),At least one observed (BUT expired),At least one observed (BUT expired),At least one observed (BUT expired),At least one observed (BUT expired),At least one observed (BUT expired),At least one observed (BUT expired),Never available,Never available,Never available,At least one observed (BUT expired),At least one observed (BUT expired),Available BUT not observed,Never available,At least one observed (BUT expired),At least one observed (BUT expired),Available BUT not observed,At least one observed (BUT expired),At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,5.0,Available,5.0,Available,Available,Available,Yes but not observed,Yes and observed,Yes but not observed,Yes but not observed,Yes and observed,1,Nigeria-2013,0.0
601011,1.0,14.0,2.0,1,Bayelsa,1.0,102.0,601011,Rural,62003,62004.0,12 0,12,0,1609,16.0,9.0,1000,10.0,0.0,1200,12.0,0.0,62003.0,62004.0,Questionnaire Completed,620.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (observed),No,0,,0,,Yes (not obsered),No,0.0,,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
601013,1.0,11.0,1.0,1,Bayelsa,1.0,109.0,601013,Rural,61005,61002.0,1458,14,58,1749,17.0,49.0,1210,12.0,10.0,1445,14.0,45.0,61005.0,61002.0,Questionnaire Completed,6100.0,Yes,,Public,Hospital,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,Yes,0,0,0,0,0,0,0,0.0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,"WASTE VISIBLE, NOT PROTECTED",,,0.0,Yes,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,Yes (observed),0.0,Yes (not obsered),No,Yes (observed),0.0,0,,0,,Yes (not obsered),No,0.0,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,Not available today,Never available,Not available today,Not available today,At least one observed (AND non-expired),Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Available BUT not observed,Not available today,At least one observed (AND non-expired),Not available today,Not available today,Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,5.0,Available,5.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
601014,1.0,1.0,1.0,1,Bayelsa,1.0,109.0,601014,Rural,630,620.0,11 0,11,0,1543,15.0,43.0,1139,11.0,39.0,1500,15.0,0.0,630.0,630.0,Questionnaire Completed,630.0,Yes,,Private,Health Post,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0.0,0,0.0,,Yes,NO WASTE VISIBLE,0,0,Yes,0,0.0,0.0,0,0,0,0,0,0,Yes,THROW IN THE RIVER,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0,,0,,0,,0,,0,,0.0,,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,1,Nigeria-2013,1.0
602001,1.0,4.0,1.0,1,Bayelsa,2.0,210.0,602001,Rural,63005,63006.0,12 0,12,0,1535,15.0,35.0,1505,15.0,5.0,1715,17.0,15.0,63004.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,Yes,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,0,,Yes (not obsered),No,0,,Yes (not obsered),No,0,,Yes (not obsered),No,0,,0,,0,,0,,0.0,,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Never available,Never available,Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,5.0,Available,Available,Available,Available,Available,Yes but not observed,Yes but not observed,0.0,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
602002,1.0,25.0,2.0,1,Bayelsa,2.0,848.0,602002,Rural,63005,63006.0,1130,11,30,1628,16.0,28.0,1000,10.0,0.0,1243,12.0,43.0,63005.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Hospital,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,Yes (not obsered),No,0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,No,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),,,,,,,,,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
602003,1.0,4.0,1.5,1,Bayelsa,2.0,201.0,602003,Rural,63005,63006.0,815,8,15,1504,15.0,4.0,1657,16.0,57.0,1758,17.0,58.0,63005.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,NO WASTE VISIBLE,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,Yes (not obsered),No,0,,Yes (not obsered),No,0.0,,At least one observed (AND non-expired),Never available,Never available,Not available today,Never available,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Never available,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,Yes,,0.0,Yes,,,,,,,,,Available,Available,4.0,Available,4.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
602004,1.0,12.0,3.0,1,Bayelsa,2.0,201.0,602004,Rural,63003,63004.0,850,8,50,1410,14.0,10.0,1509,15.0,9.0,1648,16.0,48.0,63004.0,63003.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),0.0,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,Yes,0,0.0,0,0.0,,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,0.0,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0,,0,,0.0,,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),0.0,0.0,Yes,,Yes,,At least one observed (AND non-expired),Not available today,Never available,Not available today,Not available today,Not available today,Available BUT not observed,Not available today,,,,,,,,,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,0.0
602005,1.0,25.0,1.0,1,Bayelsa,2.0,202.0,602005,Rural,63003,63004.0,1138,11,38,1500,15.0,0.0,1305,13.0,5.0,1445,14.0,45.0,63004.0,63006.0,Questionnaire Completed,30.0,Yes,,Public,,,,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,0,0,0,0,0,0,0,0.0,0,Yes,BURY,0.0,NO WASTE VISIBLE,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines observed,Yes,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),0.0,Yes (not obsered),No,0,,Yes (not obsered),No,0.0,,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Never available,Not available today,Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,Not available today,Never available,Not available today,Not available today,Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Not available today,Not available today,At least one observed (AND non-expired),0.0,At least one observed (AND non-expired),No,0.0,Yes,0.0,Yes,,,,,,,,,Available,Available,5.0,Available,5.0,Available,Available,Available,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
602006,1.0,13.0,8.0,1,Bayelsa,2.0,202.0,602006,Rural,63004,63006.0,1415,14,15,1630,16.0,30.0,1307,13.0,7.0,1502,15.0,2.0,63004.0,63006.0,Questionnaire Completed,630.0,Yes,,Public,Health Center,50 or less,0-500,0.0,,Yes(Not Observed),No,0.0,,0.0,,0.0,,0.0,,0,0,0,Yes,0,0,0,0,0,0,0.0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,0,0,0,Yes,0.0,0.0,0,0,0,0,0,0,0.0,,0.0,WASTE VISIBLE BUT PROTECTED AREA,,,Yes - guidelines observed,0,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,Yes (not obsered),No,0,,0,,0.0,,At least one observed (AND non-expired),At least one observed (BUT expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,Never available,Never available,At least one observed (AND non-expired),Not available today,At least one observed (AND non-expired),Never available,At least one observed (AND non-expired),Never available,At least one observed (BUT expired),Not available today,At least one observed (AND non-expired),At least one observed (AND non-expired),No,Yes,,Yes,,At least one observed (AND non-expired),At least one observed (BUT expired/VVM Status Stage 3 above),Never available,At least one observed (BUT expired/VVM Status Stage 3 above),At least one observed (BUT expired/VVM Status Stage 3 above),At least one observed (AND non-expired),Not available today,At least one observed (BUT expired/VVM Status Stage 3 above),,,,,,,,,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,Yes but not observed,1,Nigeria-2013,1.0
