fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,strate,weight_m1p,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,weight_m2,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,weight_m3
89,0,15,23,Nurse,Homme,45 or older,Oui,Oui,,,5 or less,1,5.420559,15.0,12.0,1.0,4.0,23.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,27.102795,15.0,12.0,1.0,4.0,23.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,11.0,24.0,11.0,49.0,Non,Pas sa période de travail,,27.102795
89,1,15,23,Other,Femme,45 or older,Non,Oui,,,5 or less,1,5.420559,15.0,12.0,1.0,4.0,23.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,45 or older,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,27.102795,15.0,12.0,1.0,4.0,23.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,11.0,24.0,11.0,49.0,Oui,,,27.102795
89,2,15,23,Other,Femme,45 or older,Non,Oui,,,5 or less,1,5.420559,15.0,12.0,1.0,4.0,23.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,27.102795,15.0,12.0,1.0,4.0,23.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,11.0,24.0,11.0,49.0,Oui,,,27.102795
90,5,77,69,Other,Homme,25-34,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
90,4,77,69,Other,Femme,35-44,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
90,1,77,69,Nurse,Femme,25-34,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,7.0,Oui,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
90,3,77,69,Other,Femme,,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,non,Other,,,,,,,,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Non,Absence approuvée,,52.10792
90,7,77,69,Nurse,Femme,35-44,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,7.0,oui,Nurse,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
90,9,77,69,Other,Femme,35-44,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,9.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
90,6,77,69,Nurse,Femme,45 or older,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,6.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
90,2,77,69,Nurse,Femme,25-34,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
90,8,77,69,Other,Homme,25-34,Non,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,8.0,oui,Other,25-34,Secondary,After 2000,,,,,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
90,0,77,69,Nurse,Homme,35-44,Oui,Oui,,,6-10,12,5.210792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,52.10792,77.0,12.0,6.0,23.0,69.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,10.0,8.0,40.0,Oui,,,52.10792
91,2,64,62,Nurse,Femme,35-44,Non,Oui,,,6-10,10,7.144275,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,42.86565,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,8.0,Oui,,,42.86565
91,0,64,62,Nurse,Femme,25-34,Oui,Oui,,,6-10,10,7.144275,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,42.86565,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,8.0,Oui,,,42.86565
91,4,64,62,Nurse,Femme,45 or older,Non,Oui,,,6-10,10,7.144275,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Nurse,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,1ere,42.86565,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,8.0,Oui,,,42.86565
91,5,64,62,Other,Homme,45 or older,Non,Oui,,,6-10,10,7.144275,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,5.0,oui,Other,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,42.86565,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,8.0,Oui,,,42.86565
91,3,64,62,Nurse,Femme,Younger than 25,Non,Oui,,,6-10,10,7.144275,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Nurse,Younger than 25,Secondary,After 2000,0.0,Oui,5.0,Oui,1ere,42.86565,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,8.0,Oui,,,42.86565
91,1,64,62,Other,Homme,25-34,Non,Oui,,,6-10,10,7.144275,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,42.86565,64.0,51.0,5.0,19.0,62.0,Questionnaire complet,Oui,52.0,Questionnaire complet,Oui,2.0,11.0,0.0,11.0,8.0,Oui,,,42.86565
92,1,45,49,Other,Homme,45 or older,Oui,Oui,,,5 or less,8,11.242344,45.0,41.0,4.0,13.0,49.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,1ere,44.969376,45.0,41.0,4.0,13.0,49.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,28.0,11.0,42.0,Oui,,,44.969376
92,0,45,49,Nurse,Homme,45 or older,Oui,Oui,,,5 or less,8,11.242344,45.0,41.0,4.0,13.0,49.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,44.969376,45.0,41.0,4.0,13.0,49.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,28.0,11.0,42.0,Oui,,,44.969376
92,2,45,49,Other,Femme,25-34,Oui,Oui,,,5 or less,8,11.242344,45.0,41.0,4.0,13.0,49.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,44.969376,45.0,41.0,4.0,13.0,49.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,28.0,11.0,42.0,Oui,,,44.969376
92,3,45,49,Nurse,Femme,45 or older,Oui,Oui,,,5 or less,8,11.242344,45.0,41.0,4.0,13.0,49.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,44.969376,45.0,41.0,4.0,13.0,49.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,28.0,11.0,42.0,Oui,,,44.969376
93,6,7,10,Other,Femme,,Non,Non,Pas sa période de travail,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,11,7,10,Other,Femme,,Non,Non,Pas sa période de travail,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,5,7,10,Other,Femme,45 or older,Non,Oui,,,11-50,1,4.118316,7.0,32.0,1.0,3.0,10.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,10.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,49.419792,7.0,31.0,1.0,3.0,10.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,10.0,Non,Pas sa période de travail,,49.419792
93,4,7,10,Nurse,Femme,45 or older,Non,Oui,,,11-50,1,4.118316,7.0,32.0,1.0,3.0,10.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,8.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,49.419792,7.0,31.0,1.0,3.0,10.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,10.0,Oui,,,49.419792
93,7,7,10,Other,Femme,,Non,Non,Pas sa période de travail,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,10,7,10,Other,Femme,25-34,Non,Oui,,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,9,7,10,Other,Femme,,Non,Non,Pas sa période de travail,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,8,7,10,Nurse,Femme,45 or older,Non,Oui,,,11-50,1,4.118316,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
93,3,7,10,Nurse,Femme,25-34,Non,Oui,,,11-50,1,4.118316,7.0,32.0,1.0,3.0,10.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,49.419792,7.0,31.0,1.0,3.0,10.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,10.0,Non,Pas sa période de travail,,49.419792
93,2,7,10,Nurse,Femme,45 or older,Oui,Oui,,,11-50,1,4.118316,7.0,32.0,1.0,3.0,10.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,49.419792,7.0,31.0,1.0,3.0,10.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,10.0,Oui,,,49.419792
93,0,7,10,Nurse,Femme,45 or older,Oui,Oui,,,11-50,1,4.118316,7.0,32.0,1.0,3.0,10.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,49.419792,7.0,31.0,1.0,3.0,10.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,10.0,Oui,,,49.419792
93,1,7,10,Other,Homme,45 or older,Oui,Non,Absence approuvée,,11-50,1,4.118316,7.0,32.0,1.0,3.0,10.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Nurse,45 or older,Post-Secondary,In the 1990s,Ne sait pas,Non,0.0,Oui,1ere,49.419792,7.0,31.0,1.0,3.0,10.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,0.0,10.0,10.0,Oui,,,49.419792
94,4,113,46,Nurse,Femme,Younger than 25,Non,Non,Pas sa période de travail,,6-10,6,14.695792,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,4.0,non,Nurse,Younger than 25,Secondary,After 2000,0.0,Oui,0.0,Oui,2ieme,88.17475,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,10.0,2.0,10.0,16.0,Oui,,,88.17475
94,1,113,46,Nurse,Femme,35-44,Oui,Oui,,,6-10,6,14.695792,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,88.17475,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,10.0,2.0,10.0,16.0,Oui,,,88.17475
94,2,113,46,Other,Femme,35-44,Non,Oui,,,6-10,6,14.695792,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,88.17475,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,10.0,2.0,10.0,16.0,Oui,,,88.17475
94,5,113,46,Other,Homme,25-34,Oui,Oui,,,6-10,6,14.695792,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Other,25-34,Secondary,After 2000,20.0,Oui,0.0,Oui,1ere,88.17475,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,10.0,2.0,10.0,16.0,Oui,,,88.17475
94,3,113,46,Nurse,Femme,35-44,Non,Oui,,,6-10,6,14.695792,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,88.17475,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,10.0,2.0,10.0,16.0,Non,Pas sa période de travail,,88.17475
94,0,113,46,Nurse,Homme,35-44,Oui,Oui,,,6-10,6,14.695792,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,88.17475,113.0,71.0,3.0,10.0,46.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,10.0,2.0,10.0,16.0,Oui,,,88.17475
95,8,63,52,Other,Homme,25-34,Non,Oui,,,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,8.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Oui,,,158.95941
95,6,63,52,Other,Homme,35-44,Non,Non,Autre (à spécifier),RETARD,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,6.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Oui,,,158.95941
95,2,63,52,Nurse,Femme,45 or older,Non,Oui,,,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Nurse,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Oui,,,158.95941
95,0,63,52,Nurse,Homme,45 or older,Oui,Oui,,,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Oui,,,158.95941
95,3,63,52,Other,Homme,25-34,Oui,Oui,,,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Oui,,,158.95941
95,7,63,52,Other,Homme,25-34,Non,Oui,,,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,7.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Oui,,,158.95941
95,5,63,52,Nurse,Femme,25-34,Non,Oui,,,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,5.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Non,Pas sa période de travail,,158.95941
95,4,63,52,Nurse,Femme,45 or older,Non,Oui,,,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Nurse,45 or older,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Oui,,,158.95941
95,1,63,52,Nurse,Femme,45 or older,Non,Oui,,,6-10,8,17.662157,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,158.95941,63.0,62.0,4.0,14.0,52.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,10.0,58.0,11.0,13.0,Non,Pas sa période de travail,,158.95941
96,0,89,79,Nurse,Homme,35-44,Oui,Oui,,,5 or less,16,18.727528,89.0,32.0,8.0,29.0,79.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,93.637634,89.0,31.0,8.0,29.0,79.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,9.0,0.0,9.0,15.0,Oui,,,93.637634
96,3,89,79,Nurse,Femme,45 or older,Non,Oui,,,5 or less,16,18.727528,89.0,32.0,8.0,29.0,79.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Nurse,45 or older,Primary,After 2000,,,,,1ere,93.637634,89.0,31.0,8.0,29.0,79.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,9.0,0.0,9.0,15.0,Oui,,,93.637634
96,4,89,79,Nurse,Femme,,Non,Non,Pas sa période de travail,,5 or less,16,18.727528,89.0,32.0,8.0,29.0,79.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,4.0,non,Nurse,,,,,,,,1ere,93.637634,89.0,31.0,8.0,29.0,79.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,9.0,0.0,9.0,15.0,Non,Pas sa période de travail,,93.637634
96,1,89,79,Nurse,Femme,45 or older,Non,Oui,,,5 or less,16,18.727528,89.0,32.0,8.0,29.0,79.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,45 or older,Secondary,In the 1990s,,,,,1ere,93.637634,89.0,31.0,8.0,29.0,79.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,9.0,0.0,9.0,15.0,Non,Absence approuvée,,93.637634
96,2,89,79,Other,Femme,25-34,Non,Oui,,,5 or less,16,18.727528,89.0,32.0,8.0,29.0,79.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Other,25-34,Primary,After 2000,0.0,Oui,0.0,Oui,1ere,93.637634,89.0,31.0,8.0,29.0,79.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,9.0,0.0,9.0,15.0,Oui,,,93.637634
97,8,109,41,Other,Homme,25-34,Non,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,8.0,oui,Other,25-34,Post-Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
97,9,109,41,Other,Homme,25-34,Non,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,9.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
97,0,109,41,Nurse,Homme,25-34,Oui,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
97,6,109,41,Other,Homme,45 or older,Non,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Other,45 or older,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
97,3,109,41,Other,Femme,25-34,Non,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
97,7,109,41,Other,Homme,25-34,Non,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,7.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
97,1,109,41,Nurse,Femme,45 or older,Oui,Oui,,,11-50,4,15.088686,109.0,72.0,2.0,7.0,41.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,181.06424,109.0,71.0,2.0,7.0,41.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,8.0,30.0,8.0,45.0,Oui,,,181.06424
