unique_id,fac_id,staff_id,mod1_id,m1s0q4_2,m1s2q4,m1s2q5,m1s2q6,m1s2q7,m1s2q9,m1s2q10,m1s2q10_a,m1s2q1,mod2_id,m2s0q1_2,m2s0q2_2,m2s0q3_2,m2s0q4_2,m2s0q7_1,m2s0q7_2,m2s0q7_3,m2s0q7_5,m2s0q7_6,m2s0q7_7,m2s0q10,m2s1q2,m2s1q3,m2s1q4,m2s1q5,m2s1q6,m2s1q7,m2s1q13,m2s1q14,m2s1q15,m2s1q16,m2s1q17,abs_wt,mod3_id,m3s0q1_2,m3s0q2_2,m3s0q3_2,m3s0q4_2,m3s0q7_1,m3s0q7_2,m3s0q7_3,m3s0q7_5,m3s0q7_6,m3s0q7_7,m3s0q8_h,m3s0q8_mn,m3s0q9_h,m3s0q9_mn,m3s1q2,m3s1q3,m3s1q3_a,has_roster,has_absentee,has_absentee2,country,absence_rate,absence_rate2
43_2,43,2,72,110,Other,Homme,25-34,0,0,Parti récupérer son salaire,,5 or less,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,2.0,0.0,Other,25-34,,,,,,,1ere,132.6036,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.5,0.5
43_3,43,3,72,110,Nurse,0,25-34,0,0,12.0,,5 or less,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,3.0,0.0,Nurse,25-34,,,,,,,1ere,132.6036,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.5,0.5
43_1,43,1,72,110,Other,0,45 or older,0,Oui,,,5 or less,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Other,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,132.6036,72.0,12.0,7.0,25.0,110.0,Questionnaire complet,Oui,11.0,Questionnaire complet,Oui,1.0,8.0,0.0,8.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.5,0.5
44_1,44,1,141,34,Nurse,0,45 or older,0,Oui,,,5 or less,141.0,71.0,2.0,5.0,34.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Nurse,45 or older,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,12.827963,141.0,72.0,2.0,5.0,34.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,8.0,31.0,8.0,42.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
44_0,44,0,141,34,Nurse,Homme,25-34,Oui,Oui,,,5 or less,141.0,71.0,2.0,5.0,34.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,12.827963,141.0,72.0,2.0,5.0,34.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,8.0,31.0,8.0,42.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
44_2,44,2,141,34,Other,0,35-44,0,Oui,,,5 or less,141.0,71.0,2.0,5.0,34.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,35-44,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,12.827963,141.0,72.0,2.0,5.0,34.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,8.0,31.0,8.0,42.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
45_1,45,1,13,18,Nurse,0,45 or older,0,Oui,,,6-10,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
45_5,45,5,13,18,Other,0,45 or older,0,Oui,,,6-10,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,5.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
45_4,45,4,13,18,Other,Homme,45 or older,Oui,Oui,,,6-10,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,4.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
45_0,45,0,13,18,Nurse,Homme,45 or older,Oui,Oui,,,6-10,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
45_6,45,6,13,18,Other,Homme,,0,0,Parti récupérer son salaire,,6-10,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,6.0,0.0,Other,,,,,,,,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
45_3,45,3,13,18,Other,0,35-44,0,Oui,,,6-10,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,3.0,oui,Other,35-44,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
45_2,45,2,13,18,Other,0,45 or older,0,Oui,,,6-10,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,Oui,2.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,37.943913,13.0,31.0,1.0,4.0,18.0,Questionnaire complet,Oui,32.0,Questionnaire complet,Oui,1.0,10.0,40.0,11.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.14285715
46_0,46,0,140,27,Nurse,Homme,25-34,Oui,Oui,,,5 or less,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,30.0,0.0,30.0,0.0,1ere,17.10395,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,0.0,9.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.25,0.0
46_1,46,1,140,27,Other,0,35-44,0,Oui,,,5 or less,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,17.10395,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,0.0,9.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.25,0.0
46_3,46,3,140,27,Nurse,0,35-44,0,0,Absence approuvée,,5 or less,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,3.0,0.0,Nurse,35-44,Primary,After 2000,0.0,Oui,0.0,Oui,2ieme,17.10395,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,0.0,9.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.25,0.0
46_2,46,2,140,27,Nurse,0,45 or older,0,Oui,,,5 or less,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,45 or older,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,17.10395,140.0,82.0,2.0,5.0,27.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,0.0,9.0,30.0,Oui,,,1,1.0,1.0,Senegal-2010,0.25,0.0
47_0,47,0,22,16,Nurse,0,45 or older,Oui,Oui,,,5 or less,22.0,41.0,1.0,4.0,16.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,10.841118,22.0,41.0,1.0,4.0,16.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,0.0,12.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
47_1,47,1,22,16,Other,0,45 or older,0,Oui,,,5 or less,22.0,41.0,1.0,4.0,16.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,45 or older,Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,10.841118,22.0,41.0,1.0,4.0,16.0,Questionnaire complet,Oui,42.0,Questionnaire complet,Oui,2.0,11.0,0.0,12.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
48_1,48,1,110,91,Nurse,0,35-44,0,0,Parti récupérer son salaire,,6-10,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,1.0,0.0,Nurse,35-44,Post-Secondary,After 2000,3.0,Oui,0.0,Oui,2ieme,129.54555,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,10.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.0
48_5,48,5,110,91,Other,0,25-34,0,Oui,,,6-10,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Other,25-34,Post-Secondary,After 2000,8.0,Oui,0.0,Oui,1ere,129.54555,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,10.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.0
48_2,48,2,110,91,Nurse,0,25-34,0,Oui,,,6-10,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Nurse,25-34,Post-Secondary,After 2000,10.0,Oui,0.0,Oui,1ere,129.54555,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,10.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.0
48_6,48,6,110,91,Other,0,35-44,0,Oui,,,6-10,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,6.0,oui,Other,35-44,Post-Secondary,After 2000,10.0,Oui,0.0,Oui,1ere,129.54555,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,10.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.0
48_0,48,0,110,91,Nurse,Homme,45 or older,Oui,Oui,,,6-10,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,129.54555,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,10.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.0
48_4,48,4,110,91,Other,0,25-34,0,Oui,,,6-10,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,25-34,Post-Secondary,After 2000,8.0,Oui,0.0,Oui,1ere,129.54555,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,10.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.0
48_3,48,3,110,91,Other,0,45 or older,Oui,Oui,,,6-10,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,45 or older,Secondary,Before 1990,10.0,Oui,0.0,Oui,1ere,129.54555,110.0,82.0,10.0,36.0,91.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,10.0,10.0,10.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.14285715,0.0
49_5,49,5,50,85,Nurse,0,25-34,0,0,Parti récupérer son salaire,,6-10,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,5.0,0.0,Nurse,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,30.034256,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,11.0,9.0,11.0,13.0,0.0,Parti récupérer son salaire,,1,1.0,1.0,Senegal-2010,0.16666667,0.33333334
49_3,49,3,50,85,Other,Homme,25-34,0,Oui,,,6-10,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,3.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,30.034256,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,11.0,9.0,11.0,13.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.33333334
49_4,49,4,50,85,Other,Homme,25-34,0,Oui,,,6-10,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,4.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,30.034256,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,11.0,9.0,11.0,13.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.33333334
49_0,49,0,50,85,Nurse,Homme,45 or older,Oui,Oui,,,6-10,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,30.034256,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,11.0,9.0,11.0,13.0,0.0,Absence approuvée,,1,1.0,1.0,Senegal-2010,0.16666667,0.33333334
49_2,49,2,50,85,Other,Homme,25-34,0,Oui,,,6-10,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,30.034256,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,11.0,9.0,11.0,13.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.33333334
49_1,49,1,50,85,Other,0,25-34,Oui,Oui,,,6-10,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,1.0,oui,Other,25-34,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,30.034256,50.0,62.0,9.0,31.0,85.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,11.0,9.0,11.0,13.0,Oui,,,1,1.0,1.0,Senegal-2010,0.16666667,0.33333334
5_0,5,0,75,126,Other,0,25-34,Oui,Oui,,,5 or less,75.0,21.0,6.0,23.0,126.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Other,25-34,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,20.801085,75.0,22.0,6.0,23.0,126.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,8.0,51.0,9.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
5_1,5,1,75,126,Nurse,0,45 or older,0,Oui,,,5 or less,75.0,21.0,6.0,23.0,126.0,Questionnaire complet,Oui,22.0,Questionnaire complet,Oui,1.0,Oui,1.0,oui,Nurse,45 or older,Primary,In the 1990s,0.0,Oui,0.0,Oui,1ere,20.801085,75.0,22.0,6.0,23.0,126.0,Questionnaire complet,Oui,21.0,Questionnaire complet,Oui,1.0,8.0,51.0,9.0,15.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
50_0,50,0,101,37,Nurse,Homme,45 or older,Oui,Oui,,,5 or less,101.0,81.0,2.0,6.0,37.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,0.0,Oui,1ere,46.615414,101.0,82.0,2.0,6.0,37.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,25.0,10.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
50_1,50,1,101,37,Other,0,35-44,0,Oui,,,5 or less,101.0,81.0,2.0,6.0,37.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,1.0,oui,Other,35-44,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,46.615414,101.0,82.0,2.0,6.0,37.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,25.0,10.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
50_2,50,2,101,37,Other,Homme,25-34,0,Oui,,,5 or less,101.0,81.0,2.0,6.0,37.0,Questionnaire complet,Oui,82.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,25-34,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,46.615414,101.0,82.0,2.0,6.0,37.0,Questionnaire complet,Oui,81.0,Questionnaire complet,Oui,3.0,9.0,25.0,10.0,0.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
51_0,51,0,95,78,Nurse,Homme,35-44,Oui,Oui,,,5 or less,95.0,32.0,8.0,28.0,78.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,0.0,oui,Nurse,35-44,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,21.412548,95.0,32.0,8.0,28.0,78.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,11.0,35.0,11.0,45.0,Oui,,,1,1.0,1.0,Senegal-2010,0.6666667,0.6666667
51_2,51,2,95,78,Nurse,0,,0,0,En mission officielle,,5 or less,95.0,32.0,8.0,28.0,78.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,2.0,0.0,Nurse,,,,,,,,1ere,21.412548,95.0,32.0,8.0,28.0,78.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,11.0,35.0,11.0,45.0,0.0,En mission officielle,,1,1.0,1.0,Senegal-2010,0.6666667,0.6666667
51_1,51,1,95,78,Other,Homme,,0,0,En mission officielle,,5 or less,95.0,32.0,8.0,28.0,78.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,Oui,1.0,0.0,Other,,,,,,,,1ere,21.412548,95.0,32.0,8.0,28.0,78.0,Questionnaire complet,Oui,31.0,Questionnaire complet,Oui,1.0,11.0,35.0,11.0,45.0,0.0,En mission officielle,,1,1.0,1.0,Senegal-2010,0.6666667,0.6666667
52_2,52,2,128,101,Other,Homme,45 or older,0,Oui,,,6-10,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,45 or older,Post-Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,25.033245,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,9.0,30.0,9.0,40.0,Oui,,,1,1.0,1.0,Senegal-2010,0.5,0.33333334
52_4,52,4,128,101,Nurse,0,25-34,0,0,12.0,,6-10,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,4.0,0.0,Nurse,25-34,,,,,,,1ere,25.033245,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,9.0,30.0,9.0,40.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.5,0.33333334
52_5,52,5,128,101,Nurse,0,35-44,0,Oui,,,6-10,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Nurse,35-44,Secondary,In the 1990s,0.0,Oui,0.0,Oui,1ere,25.033245,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,9.0,30.0,9.0,40.0,Oui,,,1,1.0,1.0,Senegal-2010,0.5,0.33333334
52_3,52,3,128,101,Nurse,0,35-44,0,0,12.0,,6-10,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,3.0,0.0,Nurse,35-44,Secondary,After 2000,0.0,Oui,1.0,0.0,2ieme,25.033245,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,9.0,30.0,9.0,40.0,Oui,,,1,1.0,1.0,Senegal-2010,0.5,0.33333334
52_1,52,1,128,101,Nurse,0,45 or older,Oui,0,Congés maladie/maternité,,6-10,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,1.0,0.0,Nurse,45 or older,,,,,,,1ere,25.033245,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,9.0,30.0,9.0,40.0,0.0,Congés maladie/maternité,,1,1.0,1.0,Senegal-2010,0.5,0.33333334
52_0,52,0,128,101,Nurse,Homme,45 or older,Oui,Oui,,,6-10,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,0.0,Oui,30.0,Oui,1ere,25.033245,128.0,71.0,10.0,37.0,101.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,9.0,30.0,9.0,40.0,Oui,,,1,1.0,1.0,Senegal-2010,0.5,0.33333334
53_0,53,0,51,44,Nurse,0,25-34,Oui,Oui,,,5 or less,51.0,62.0,3.0,8.0,44.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,0.0,oui,Nurse,25-34,Post-Secondary,After 2000,16.0,0.0,9.0,0.0,1ere,17.69662,51.0,62.0,3.0,8.0,44.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,9.0,50.0,9.0,55.0,Oui,,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
53_1,53,1,51,44,Nurse,0,45 or older,0,0,12.0,,5 or less,51.0,62.0,3.0,8.0,44.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,1.0,0.0,Nurse,45 or older,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,17.69662,51.0,62.0,3.0,8.0,44.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,9.0,50.0,9.0,55.0,0.0,12.0,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
53_2,53,2,51,44,Nurse,0,45 or older,0,Oui,,,5 or less,51.0,62.0,3.0,8.0,44.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,Oui,2.0,oui,Nurse,45 or older,Primary,Before 1990,0.0,Oui,0.0,Oui,1ere,17.69662,51.0,62.0,3.0,8.0,44.0,Questionnaire complet,Oui,61.0,Questionnaire complet,Oui,2.0,9.0,50.0,9.0,55.0,Oui,,,1,1.0,1.0,Senegal-2010,0.33333334,0.33333334
54_2,54,2,4,4,Other,Homme,35-44,0,Oui,,,6-10,4.0,71.0,1.0,1.0,4.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,2.0,oui,Other,35-44,Secondary,Before 1990,Ne sait pas,Oui,Ne sait pas,Oui,1ere,26.56948,4.0,72.0,1.0,1.0,4.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,15.0,10.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
54_4,54,4,4,4,Other,0,35-44,0,Oui,,,6-10,4.0,71.0,1.0,1.0,4.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,4.0,oui,Other,35-44,Secondary,In the 1990s,Ne sait pas,Oui,Ne sait pas,Oui,1ere,26.56948,4.0,72.0,1.0,1.0,4.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,15.0,10.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
54_3,54,3,4,4,Other,Homme,35-44,0,Oui,,,6-10,4.0,71.0,1.0,1.0,4.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,3.0,oui,Other,35-44,Secondary,In the 1990s,Ne sait pas,Oui,Ne sait pas,Oui,1ere,26.56948,4.0,72.0,1.0,1.0,4.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,15.0,10.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
54_5,54,5,4,4,Other,0,25-34,0,Oui,,,6-10,4.0,71.0,1.0,1.0,4.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,5.0,oui,Other,25-34,Secondary,After 2000,0.0,Oui,0.0,Oui,1ere,26.56948,4.0,72.0,1.0,1.0,4.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,15.0,10.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
54_0,54,0,4,4,Nurse,Homme,45 or older,Oui,Oui,,,6-10,4.0,71.0,1.0,1.0,4.0,Questionnaire complet,Oui,72.0,Questionnaire complet,Oui,3.0,Oui,0.0,oui,Nurse,45 or older,Post-Secondary,Before 1990,Ne sait pas,Oui,Ne sait pas,Oui,1ere,26.56948,4.0,72.0,1.0,1.0,4.0,Questionnaire complet,Oui,71.0,Questionnaire complet,Oui,3.0,10.0,15.0,10.0,35.0,Oui,,,1,1.0,1.0,Senegal-2010,0.0,0.0
