unique_id,fac_id,staff_id,m2saq1,m2saq2,m2saq3,m2saq6,m2saq8,m2saq9,m2saq10,m2saq11,m2saq12,m2saq13,m2saq14,m2saq15,m2saq16,m2saqobs,m2sbq1,m2sbq3,m2sbq5,m2sbq6,m2sbq7,m2sbq8,m2sbq9,m2sbq10,m2sbq11,m2sbq12,m2sbq13,m2sbq15,m2sbq17,has_roster,has_absentee,country,absence_rate
241_48,241,48,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_38,241,38,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,38.0,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.45454547
241_4,241,4,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_7,241,7,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,45 or older,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_11,241,11,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,Mission officielle,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_36,241,36,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_29,241,29,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,0,Mission officielle,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_35,241,35,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_23,241,23,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_39,241,39,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_1,241,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Discussion avec collègues/réunion/Staff,0.0,After 2000,Individu,1,1.0,Niger-2015,0.45454547
241_47,241,47,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_3,241,3,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_16,241,16,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
241_30,241,30,Over 50,11-50,Over 5,Other,Primary,Diploma,0.0,45 or older,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_8,242,8,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_12,242,12,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_29,242,29,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_26,242,26,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,26.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.45454547
242_19,242,19,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,0,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_21,242,21,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,0,Oui,,Oui,non,,9.0,21.0,Nurse,Primary,Diploma,0.0,25-34,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.45454547
242_3,242,3,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,45 or older,Oui,0,Mission officielle,Oui,non,,4.0,3.0,Nurse,Secondary,Advanced,0.0,45 or older,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.45454547
242_6,242,6,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_28,242,28,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,0,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_5,242,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_25,242,25,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_27,242,27,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,Oui,0,Absence autorisée (permission/congé),Oui,non,,3.0,27.0,Nurse,Primary,Diploma,0.0,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.45454547
242_9,242,9,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,5.0,9.0,Other,Secondary,Advanced,0.0,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.45454547
242_7,242,7,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_31,242,31,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,Oui,Oui,,Oui,Oui,,7.0,31.0,Nurse,Primary,Diploma,0.0,35-44,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.45454547
242_13,242,13,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_24,242,24,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,6.0,24.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.45454547
242_4,242,4,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,Oui,,Oui,Oui,,8.0,4.0,Nurse,Primary,Diploma,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.45454547
242_22,242,22,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,0,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_34,242,34,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,0,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_33,242,33,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,0,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_1,242,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Consultation/visite de malade,0.0,After 2000,Individu,1,1.0,Niger-2015,0.45454547
242_17,242,17,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_16,242,16,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_10,242,10,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_32,242,32,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,0,0,Absence autorisée (permission/congé),Oui,non,,10.0,32.0,Other,Secondary,Advanced,Homme,25-34,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.45454547
242_18,242,18,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,0,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_23,242,23,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_2,242,2,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_30,242,30,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,35-44,0,Oui,,Oui,non,,11.0,30.0,Nurse,Primary,Diploma,0.0,35-44,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.45454547
242_11,242,11,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_15,242,15,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_14,242,14,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
242_20,242,20,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_30,243,30,Over 50,11-50,Over 5,Other,Secondary,Diploma,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_6,243,6,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,35-44,Oui,0,Maladie/maternité,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_1,243,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,0,Mission officielle,Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,,Traitement de dossiers/élaboration de rapports,0.0,After 2000,Individu,1,1.0,Niger-2015,0.45454547
243_41,243,41,Over 50,11-50,Over 5,Other,Secondary,Diploma,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Oui,non,,10.0,41.0,Other,Secondary,Diploma,0.0,25-34,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.45454547
243_39,243,39,Over 50,11-50,Over 5,Other,Secondary,Advanced,0.0,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_24,243,24,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_12,243,12,Over 50,11-50,Over 5,Other,Secondary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_11,243,11,Over 50,11-50,Over 5,Nurse,Primary,Certificate,0.0,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_26,243,26,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_15,243,15,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,8.0,15.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,Oui,Before 1990,Individu,1,1.0,Niger-2015,0.45454547
243_25,243,25,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_9,243,9,Over 50,11-50,Over 5,Other,Secondary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_40,243,40,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_18,243,18,Over 50,11-50,Over 5,Nurse,Primary,Certificate,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_14,243,14,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Homme,45 or older,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,3.0,14.0,Nurse,Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,0.0,In the 1990s,Individu,1,1.0,Niger-2015,0.45454547
243_28,243,28,Over 50,11-50,Over 5,Nurse,Primary,Certificate,0.0,25-34,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_34,243,34,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_5,243,5,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_23,243,23,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_8,243,8,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_4,243,4,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,7.0,4.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.45454547
243_32,243,32,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_16,243,16,Over 50,11-50,Over 5,Nurse,Primary,Certificate,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_33,243,33,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,5.0,33.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Discussion avec collègues/réunion/Staff,Oui,After 2000,Individu,1,1.0,Niger-2015,0.45454547
243_13,243,13,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_42,243,42,Over 50,11-50,Over 5,Other,Secondary,Diploma,0.0,Younger than 25,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_21,243,21,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_17,243,17,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,35-44,Oui,Oui,,Oui,Oui,,11.0,17.0,Nurse,Secondary,Diploma,Homme,35-44,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.45454547
243_7,243,7,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,6.0,7.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Autre,Oui,After 2000,Individu,1,1.0,Niger-2015,0.45454547
243_3,243,3,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,4.0,3.0,Nurse,Post-Secondary,Advanced,Homme,45 or older,Oui,,Consultation/visite de malade,0.0,In the 1990s,Individu,1,1.0,Niger-2015,0.45454547
243_20,243,20,Over 50,11-50,Over 5,Nurse,Primary,Certificate,Homme,35-44,Oui,0,Absence autorisée (permission/congé),Oui,non,,2.0,20.0,Nurse,Primary,Certificate,Homme,35-44,0.0,Absence autorisée (permission/congé),,,,Responsable,1,1.0,Niger-2015,0.45454547
243_19,243,19,Over 50,11-50,Over 5,Nurse,Primary,Certificate,0.0,35-44,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_2,243,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_36,243,36,Over 50,11-50,Over 5,Other,Secondary,Diploma,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_31,243,31,Over 50,11-50,Over 5,Nurse,Primary,Certificate,0.0,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_38,243,38,Over 50,11-50,Over 5,Nurse,Secondary,Certificate,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_27,243,27,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_29,243,29,Over 50,11-50,Over 5,Nurse,Secondary,Diploma,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_10,243,10,Over 50,11-50,Over 5,Nurse,Primary,Certificate,0.0,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_35,243,35,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
243_37,243,37,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Oui,Oui,,9.0,37.0,Doctor,Post-Secondary,Advanced,Homme,35-44,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.45454547
243_22,243,22,Over 50,11-50,Over 5,Other,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.45454547
244_23,244,23,Over 50,11-50,Over 5,Other,Primary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_8,244,8,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_12,244,12,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,non,,11.0,12.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Collègue,1,1.0,Niger-2015,0.54545456
244_36,244,36,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_20,244,20,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_15,244,15,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_7,244,7,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_34,244,34,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_27,244,27,Over 50,11-50,Over 5,Other,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_33,244,33,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_30,244,30,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,8.0,30.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Consultation/visite de malade,Oui,After 2000,Individu,1,1.0,Niger-2015,0.54545456
244_25,244,25,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_28,244,28,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,45 or older,Oui,0,Absence autorisée (permission/congé),Oui,non,,10.0,28.0,Nurse,Secondary,Advanced,0.0,45 or older,0.0,Absence autorisée (permission/congé),,,,Collègue,1,1.0,Niger-2015,0.54545456
244_18,244,18,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Oui,Oui,,2.0,18.0,Nurse,Secondary,Advanced,0.0,25-34,0.0,"Repos de garde (pré-garde, sortie de garde)",,,,Responsable,1,1.0,Niger-2015,0.54545456
244_11,244,11,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,0.0,35-44,Oui,Oui,,Oui,Oui,,6.0,11.0,Nurse,Post-Secondary,Advanced,0.0,35-44,Oui,,Discussion avec collègues/réunion/Staff,0.0,After 2000,Individu,1,1.0,Niger-2015,0.54545456
244_29,244,29,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,0,Absence autorisée (permission/congé),Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_6,244,6,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_13,244,13,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,35-44,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_4,244,4,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_17,244,17,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Oui,Oui,,5.0,17.0,Nurse,Secondary,Advanced,Homme,45 or older,0.0,Est allé retirer son salaire,,,,Collègue,1,1.0,Niger-2015,0.54545456
244_35,244,35,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_14,244,14,Over 50,11-50,Over 5,Nurse,Post-Secondary,Advanced,Homme,35-44,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_21,244,21,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_31,244,31,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Oui,non,,7.0,31.0,Nurse,Secondary,Advanced,0.0,25-34,Oui,,Discussion avec collègues/réunion/Staff,0.0,After 2000,Individu,1,1.0,Niger-2015,0.54545456
244_26,244,26,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,Oui,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_24,244,24,Over 50,11-50,Over 5,Nurse,Primary,Diploma,0.0,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_38,244,38,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,0.0,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_2,244,2,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_10,244,10,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,Oui,,Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_5,244,5,Over 50,11-50,Over 5,Nurse,Secondary,Advanced,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
244_1,244,1,Over 50,11-50,Over 5,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,0,Absence autorisée (permission/congé),Oui,non,,1.0,1.0,Doctor,Post-Secondary,Advanced,Homme,45 or older,Oui,,Traitement de dossiers/élaboration de rapports,0.0,Before 1990,Individu,1,1.0,Niger-2015,0.54545456
244_37,244,37,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,45 or older,Oui,Oui,,Oui,Oui,,3.0,37.0,Nurse,Primary,Diploma,Homme,45 or older,0.0,Mission officielle,,,,Collègue,1,1.0,Niger-2015,0.54545456
244_16,244,16,Over 50,11-50,Over 5,Nurse,Primary,Diploma,Homme,25-34,Oui,0,"Repos de garde (pré-garde, sortie de garde)",Non,non,,,,,,,,,,,,,,,1,,Niger-2015,0.54545456
