fac_id,staff_id,h2sa203,h2sa204,h2sa205,h2sa206,h2sa207,h2sa208,h2sa208o,h2sa209,h2bID,h2b211,h2b212,h2b213,h2b214,h2b215,h2b215o,h2b216,h2b216o,h2b217
197,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Other (to specify),GARDEN,,,
197,2,Nurse,Male,35-44,Yes,No,Gone to retrieve salary,ANNUAL LEAVE,Yes,2.0,2.0,Nurse,Male,No,Not approved Absence,,,,
197,3,Other,Female,25-34,Yes,No,,,Yes,3.0,3.0,Other,Female,No,Other (to specify),GARDEN,,,
198,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Arranging for tests or consultations,,Yes
198,2,Nurse,Male,Younger than 25,Yes,No,Approved absence,,Yes,2.0,2.0,Nurse,Female,No,Approved absence,,,,
199,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Completing encounter form or billing sheet,,Yes
200,1,Other,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Other,Female,Yes,,,Writing a prescription,,Yes
201,1,Clinical Officer,Female,25-34,Yes,No,Official mission,,Yes,1.0,1.0,Clinical Officer,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
201,2,Nurse,Female,35-44,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Completing forms,,Yes
201,3,Nurse,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,Female,Yes,,,Other (specify),,Yes
201,4,Nurse,Female,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,Female,No,Approved absence,,,,
201,5,Nurse,Female,25-34,Yes,Yes,,,Yes,5.0,5.0,Nurse,Female,Yes,,,Immunizing children,,Yes
201,6,Nurse,Male,25-34,Yes,Yes,,,Yes,6.0,6.0,Nurse,Male,Yes,,,Consultation with other physician or staff,,Yes
201,7,Nurse,Male,35-44,Yes,Yes,,,Yes,7.0,7.0,Nurse,Male,Yes,,,Immunizing children,,Yes
201,8,Other,Female,45 or older,Yes,Yes,,,No,8.0,8.0,Other,Female,Yes,,,,,Yes
201,9,Other,Female,25-34,Yes,Yes,,,No,9.0,9.0,Other,Female,No,Approved absence,,Immunizing children,,Yes
201,10,Other,Male,25-34,Yes,Yes,,,No,10.0,10.0,Other,Male,Yes,,,Performing laboratory work,,Yes
201,11,Other,Male,,Yes,No,Other (to specify),NOT OFFICIALLY REPORTED,No,,,,,,,,,,
202,1,Nurse,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,No,In training/seminar,,,,Yes
202,2,Clinical Officer,Male,25-34,Yes,No,Approved absence,,Yes,2.0,2.0,Clinical Officer,Male,No,Approved absence,,,,
202,3,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Clinical Officer,Male,Yes,,,Getting materials or equipment for consultation,,Yes
202,4,Nurse,Female,25-34,Yes,No,Other (to specify),ANNUAL LEAVE,Yes,4.0,4.0,Nurse,Female,No,Other (to specify),ANNUAL LEAVE,,,
202,5,Nurse,Female,Younger than 25,Yes,No,Not his/her shift,,Yes,5.0,5.0,Nurse,Female,No,Not his/her shift,,,,
202,6,Other,Male,25-34,Yes,No,In training/seminar,,No,6.0,6.0,Other,Male,Yes,Other (to specify),,,,Yes
202,7,Other,Male,25-34,Yes,Yes,,,No,7.0,7.0,Other,Male,Yes,18.0,SITTED OUT,,,Yes
202,8,Nurse,Female,25-34,Yes,Yes,,,Yes,8.0,8.0,Nurse,Female,Yes,Sick/maternity,,,,Yes
202,9,Other,Female,25-34,Yes,Yes,,,No,9.0,9.0,Other,Female,Yes,Official mission,,,,Yes
203,1,Other,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Other,Male,Yes,,,Reviewing or writing in cart,,Yes
203,2,Other,Male,35-44,Yes,Yes,,,Yes,2.0,2.0,Other,Male,No,Not his/her shift,,,,
203,3,Other,Female,35-44,Yes,No,Not his/her shift,,Yes,3.0,3.0,Other,Female,No,,,,,
204,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,No,Official mission,,,,
204,2,Nurse,Female,45 or older,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Arranging for tests or consultations,,No
204,3,Nurse,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,Male,Yes,,,Completing forms,,No
204,4,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
204,5,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
204,6,Other,Female,35-44,No,Yes,,,No,,,,,,,,,,
204,7,Other,Female,35-44,No,No,Not his/her shift,,No,,,,,,,,,,
204,8,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
205,1,Nurse,Female,45 or older,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Not approved Absence,,,,
205,2,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Clinical Officer,Male,Yes,,,Arranging for tests or consultations,,Yes
205,3,Nurse,Male,25-34,No,Yes,,,No,,,,,,,,,,
205,4,Nurse,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
205,5,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
205,6,Other,Male,45 or older,No,Yes,,,No,,,,,,,,,,
205,7,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
205,8,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
205,9,Nurse,Female,45 or older,No,No,Sick/maternity,,No,,,,,,,,,,
205,10,Other,Female,45 or older,No,Yes,,,No,,,,,,,,,,
205,11,Other,Female,45 or older,No,No,Not his/her shift,,No,,,,,,,,,,
206,1,Nurse,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,No,Not his/her shift,,,,
206,2,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Nurse,Female,No,Not approved Absence,,,,
206,3,Nurse,Female,35-44,Yes,No,Not his/her shift,,Yes,3.0,3.0,Nurse,Female,No,Not his/her shift,,,,
206,4,Nurse,Male,25-34,Yes,No,Not his/her shift,,Yes,4.0,4.0,Nurse,Male,No,Not his/her shift,,,,
206,5,Nurse,Male,25-34,Yes,Yes,,,Yes,5.0,5.0,Nurse,Male,Yes,,,Completing forms,,No
206,6,Nurse,Male,25-34,Yes,Yes,,,Yes,6.0,6.0,Nurse,Male,No,Approved absence,,,,
206,7,Other,Male,Younger than 25,Yes,Yes,,,Yes,7.0,7.0,Other,Male,Yes,,,Other (specify),DISPENSING DRUGS,No
207,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
207,2,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
207,3,Clinical Officer,Female,35-44,Yes,No,Not approved Absence,,Yes,2.0,3.0,Clinical Officer,Female,Yes,,,Providing Consultation (face-to face patient care),,No
207,4,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
207,5,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
207,6,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
207,7,Other,Male,45 or older,No,No,Not approved Absence,,No,,,,,,,,,,
207,8,Other,Female,45 or older,No,No,Approved absence,,No,,,,,,,,,,
207,9,Nurse,Male,25-34,No,Yes,,,No,,,,,,,,,,
207,10,Nurse,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
207,11,Nurse,Female,Younger than 25,No,No,Outreach,,No,,,,,,,,,,
207,12,Other,Male,Younger than 25,No,No,Not approved Absence,,No,,,,,,,,,,
207,13,Other,Female,25-34,No,No,Not approved Absence,,No,,,,,,,,,,
207,14,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
207,15,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
207,16,Nurse,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
207,17,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
207,18,Other,Male,45 or older,No,No,Not his/her shift,,No,,,,,,,,,,
207,19,Other,Female,25-34,No,No,Not approved Absence,,No,,,,,,,,,,
207,20,Other,Male,25-34,No,No,Approved absence,,No,,,,,,,,,,
208,1,Clinical Officer,Male,35-44,Yes,No,In training/seminar,,Yes,2.0,1.0,Clinical Officer,Male,No,In training/seminar,,,,
208,2,Clinical Officer,Female,25-34,Yes,No,Sick/maternity,,Yes,3.0,2.0,Clinical Officer,Female,No,Sick/maternity,,,,
208,3,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,3.0,Nurse,Male,Yes,,,Other (specify),HAD JUST ARRIVED FOR WORK,Yes
208,4,Nurse,Male,25-34,Yes,Yes,,,Yes,4.0,4.0,Nurse,Male,No,Other (to specify),NOT ARRIVED FOR WORK,,,
208,5,Nurse,Female,25-34,No,Yes,,,No,5.0,5.0,Nurse,Female,No,Other (to specify),NOT ARRIVED FOR WORK,,,
208,6,Nurse,Female,35-44,No,No,Sick/maternity,,No,6.0,6.0,Nurse,Female,No,Sick/maternity,,,,
208,7,Nurse,Female,25-34,No,No,Approved absence,,No,7.0,7.0,Nurse,Female,No,Approved absence,,,,
208,8,Other,Male,45 or older,No,No,Approved absence,,No,8.0,8.0,Other,Male,No,Other (to specify),NOT ARRIVED FOR WORK,,,
208,9,Other,Male,45 or older,No,No,Approved absence,,No,9.0,9.0,Other,Male,No,Approved absence,,,,
208,10,Other,Female,45 or older,No,No,Other (to specify),SHE WAS OFF DUTY,No,10.0,10.0,Other,Female,No,Approved absence,,,,
208,11,Other,Female,25-34,Yes,No,Sick/maternity,,No,,,,,,,,,,
209,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Writing a prescription,,Yes
209,2,Other,Male,45 or older,Yes,Yes,,,Yes,2.0,2.0,Other,Male,Yes,,,Looking up medical information,,Yes
209,3,Other,Female,35-44,Yes,No,Other (to specify),LOST A RELATIVE,Yes,3.0,3.0,Other,Female,No,Other (to specify),LOST A RELATIVE,,,
209,4,Other,Female,35-44,No,Yes,,,No,4.0,4.0,Other,Female,Yes,,,Arranging for tests or consultations,,Yes
210,1,Other,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Other,Male,Yes,,,Other (specify),DOING NOTHING,Yes
210,2,Nurse,Female,Younger than 25,Yes,No,Other (to specify),GONE TO COLLECT HER SCHOOL TASTIMONIALS,Yes,2.0,2.0,Nurse,Female,Yes,,,Looking up medical information,,Yes
210,3,Other,Female,25-34,Yes,No,Sick/maternity,,Yes,3.0,3.0,Other,Female,Yes,,,Other (specify),DOING NOTHING,Yes
211,1,Nurse,Male,35-44,Yes,No,Not his/her shift,,Yes,1.0,1.0,Nurse,Male,Yes,,,Completing forms,,No
211,2,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Nurse,Female,Yes,,,Writing a prescription,,No
211,3,Nurse,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,No
211,4,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
211,5,Other,Female,25-34,Yes,Yes,,,Yes,4.0,5.0,Other,Female,Yes,,,Reviewing or writing in cart,,No
211,6,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
211,7,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
211,8,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
212,1,Doctor,Male,25-34,Yes,No,Official mission,,Yes,1.0,1.0,Clinical Officer,Male,No,Not approved Absence,,,,
212,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,No,Gone to retrieve salary,,,,
212,3,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
212,4,Other,Male,45 or older,Yes,No,Sick/maternity,,Yes,3.0,4.0,Other,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
212,5,Other,Male,25-34,No,No,Approved absence,,No,,,,,,,,,,
212,6,Nurse,Male,35-44,Yes,No,Sick/maternity,,Yes,4.0,6.0,Nurse,Male,No,Sick/maternity,,,,
213,1,Doctor,Male,25-34,Yes,No,Official mission,,Yes,1.0,1.0,Nurse,Male,No,Not approved Absence,,,,
213,2,Nurse,Male,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Male,Yes,,,Writing a prescription,,Yes
213,3,Nurse,Male,25-34,Yes,No,Approved absence,,Yes,3.0,3.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
213,4,Other,Female,25-34,Yes,Yes,,,Yes,4.0,4.0,Other,Female,No,Not his/her shift,,,,
214,1,Nurse,Female,45 or older,Yes,No,In training/seminar,,Yes,1.0,1.0,Nurse,Female,Yes,,,Completing forms,,Yes
214,2,Other,Female,35-44,Yes,No,Not approved Absence,,Yes,2.0,2.0,Other,Female,Yes,,,Completing forms,,Yes
214,3,Other,Female,45 or older,Yes,Yes,,,Yes,3.0,3.0,Other,Female,Yes,,,Completing forms,,Yes
215,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,Not his/her shift,,,,
215,2,Nurse,Male,25-34,Yes,No,Approved absence,,Yes,2.0,2.0,Nurse,Male,Yes,,,Looking up medical information,,Yes
215,3,Other,Male,35-44,Yes,Yes,,,Yes,3.0,3.0,Other,Male,No,Not his/her shift,,,,
215,4,Other,Female,25-34,Yes,No,Approved absence,,Yes,4.0,4.0,Other,Female,No,Approved absence,,,,
216,1,Clinical Officer,Male,35-44,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,Not his/her shift,,,,
216,2,Clinical Officer,Female,35-44,Yes,No,Not his/her shift,,Yes,2.0,2.0,Clinical Officer,Female,No,Approved absence,,,,
216,3,Nurse,Female,35-44,Yes,Yes,,,Yes,3.0,3.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
216,4,Nurse,Female,25-34,Yes,No,Other (to specify),ATTENDING TO SICK CHILD,Yes,4.0,4.0,Nurse,Female,No,Approved absence,,,,
216,5,Nurse,Female,Younger than 25,Yes,No,Approved absence,,Yes,5.0,5.0,Nurse,Female,No,Approved absence,,,,
216,6,Nurse,Female,25-34,Yes,Yes,,,Yes,6.0,6.0,Nurse,Female,No,Approved absence,,,,
216,7,Nurse,Female,45 or older,Yes,No,Not his/her shift,,Yes,7.0,7.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
216,8,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
216,9,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
216,10,Other,Female,45 or older,Yes,Yes,,,Yes,8.0,10.0,Other,Female,No,Approved absence,,,,
216,11,Other,Female,45 or older,Yes,No,Not his/her shift,,Yes,9.0,11.0,Other,Female,Yes,,,Other (specify),DISPENSING DRUGS,Yes
217,1,Doctor,Female,35-44,Yes,No,Official mission,,Yes,1.0,1.0,Nurse,Female,Yes,,,Writing a prescription,,Yes
217,2,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
217,3,Other,Female,25-34,Yes,No,Sick/maternity,,Yes,3.0,3.0,Other,Female,No,In training/seminar,,,,
218,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,Outreach,,,,
218,2,Nurse,Female,45 or older,Yes,No,Approved absence,,Yes,2.0,2.0,Nurse,Female,Yes,,,Providing Consultation (face-to face patient care),,Yes
218,3,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
218,4,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
218,5,Other,Male,45 or older,No,No,Not approved Absence,,No,,,,,,,,,,
218,6,Other,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
219,1,Other,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,No
219,2,Other,Male,45 or older,Yes,No,Sick/maternity,,Yes,2.0,2.0,Other,Male,No,Sick/maternity,,,,
220,1,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,No,Official mission,,,,
220,2,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Nurse,Female,No,Approved absence,,,,
220,3,Other,Male,45 or older,Yes,No,Not his/her shift,,Yes,3.0,3.0,Other,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
221,1,Clinical Officer,Male,45 or older,Yes,No,Not approved Absence,,Yes,1.0,1.0,Clinical Officer,Male,No,Not approved Absence,,,,
221,2,Clinical Officer,Male,35-44,Yes,No,Not his/her shift,,Yes,2.0,2.0,Clinical Officer,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
221,3,Nurse,Male,25-34,No,Yes,,,No,,,,,,,,,,
221,4,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
221,5,Nurse,Female,45 or older,No,Yes,,,No,,,,,,,,,,
221,6,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
221,7,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
222,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,Yes,,,Other (specify),STAFF MEETING,Yes
222,2,Clinical Officer,Male,Younger than 25,Yes,No,Not his/her shift,,Yes,2.0,2.0,Clinical Officer,Male,Yes,,,Other (specify),STAFF MEETING,Yes
222,3,Nurse,Female,35-44,No,Yes,,,No,,,,,,,,,,
222,4,Nurse,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
222,5,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
222,6,Other,Female,45 or older,No,Yes,,,No,,,,,,,,,,
222,7,Nurse,Female,25-34,No,Yes,,,No,,,,,,,,,,
222,8,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
223,1,Nurse,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Consultation with other physician or staff,,No
223,2,Nurse,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Other (specify),DISPENSING DRUGS,No
223,3,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
223,4,Other,Female,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
224,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,Not approved Absence,,,,
224,2,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Clinical Officer,Male,No,Not approved Absence,,,,
224,3,Nurse,Female,25-34,Yes,No,Not his/her shift,,Yes,3.0,3.0,Nurse,Female,No,Not approved Absence,,,,
224,4,Other,Male,45 or older,Yes,Yes,,,Yes,4.0,4.0,Other,Male,No,Not approved Absence,,,,
224,5,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
224,6,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
225,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Other (specify),DISPENSING,Yes
225,2,Nurse,Male,25-34,Yes,No,Official mission,,Yes,2.0,2.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
225,3,Other,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Doctor,Female,No,Gone to retrieve salary,,,,
226,1,Doctor,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,Yes,,,Providing Consultation (face-to face patient care),,No
226,2,Other,Male,25-34,No,No,Official mission,,No,,,,,,,,,,
226,3,Nurse,Female,Younger than 25,Yes,No,Official mission,,Yes,,3.0,Nurse,Female,Yes,,,Completing forms,,No
226,4,Nurse,Female,25-34,Yes,No,Official mission,,Yes,3.0,4.0,Nurse,Female,Yes,,,Performing laboratory work,,No
226,5,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,4.0,5.0,Nurse,Female,Yes,,,Looking up allowed referrals,DISPENSING,No
226,6,Other,Female,25-34,Yes,No,In training/seminar,,Yes,6.0,6.0,Other,Female,No,Official mission,,,,
227,1,Other,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Other,Female,Yes,,,Getting materials or equipment for consultation,,No
227,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Getting materials or equipment for consultation,,No
228,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,Yes,,,Getting materials or equipment for consultation,,Yes
228,2,Nurse,Female,Younger than 25,Yes,No,Gone to retrieve salary,,Yes,2.0,2.0,Nurse,Female,No,Not approved Absence,,,,
228,3,Other,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,Female,No,Not approved Absence,,,,
229,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,Not his/her shift,,,,
229,2,Clinical Officer,Male,25-34,Yes,No,Not his/her shift,,Yes,2.0,2.0,Doctor,Male,Yes,,,,,No
229,3,Nurse,Female,35-44,Yes,No,Not approved Absence,,Yes,3.0,3.0,Nurse,Female,No,Official mission,,,,
229,4,Nurse,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
229,5,Nurse,Female,25-34,No,No,Not approved Absence,,No,,,,,,,,,,
229,6,Nurse,Female,25-34,No,No,Approved absence,,Yes,6.0,6.0,Nurse,Female,No,Approved absence,,,,
229,7,Other,Female,25-34,No,Yes,,,No,,,,,,,,,,
229,8,Other,Female,45 or older,No,Yes,,,No,,,,,,,,,,
229,9,Other,Female,45 or older,No,Yes,,,No,,,,,,,,,,
229,10,Other,Female,25-34,No,Yes,Not his/her shift,,No,,,,,,,,,,
230,1,Nurse,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Female,No,,,,,
230,2,Nurse,Female,25-34,Yes,No,In training/seminar,,No,,,,,,,,,,
230,3,Other,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,Female,No,,,,,
230,4,Other,Female,25-34,Yes,No,Sick/maternity,,No,4.0,4.0,Other,Female,No,,,,,
231,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Other (specify),ATTENDING TRAINING WITH HEALTH SUB DISTR,Yes
231,2,Other,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Other,Female,No,Not approved Absence,,,,
231,3,Other,Female,25-34,Yes,No,Approved absence,,Yes,3.0,3.0,Other,Female,No,Approved absence,,,,
232,1,Nurse,Female,25-34,Yes,No,Sick/maternity,,Yes,1.0,1.0,Nurse,Female,No,Sick/maternity,,,,
232,2,Nurse,Female,45 or older,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,No,Sick/maternity,,,,
232,3,Other,Female,35-44,Yes,Yes,,,Yes,3.0,3.0,Other,Female,Yes,,,Completing forms,,Yes
232,4,Other,Female,25-34,Yes,No,Sick/maternity,,Yes,4.0,4.0,Other,Female,No,Not his/her shift,,,,
233,1,Clinical Officer,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,,,,,
233,2,Nurse,Male,45 or older,No,No,Approved absence,,No,2.0,2.0,Nurse,Male,No,,,,,
233,3,Nurse,Female,Younger than 25,No,Yes,,,No,3.0,3.0,Nurse,Female,No,,,,,
233,4,Nurse,Female,45 or older,No,No,Sick/maternity,,No,4.0,4.0,Nurse,Female,No,,,,,
233,5,Nurse,Male,45 or older,No,No,Not his/her shift,,No,5.0,5.0,Nurse,Male,No,,,,,
233,6,Other,Female,45 or older,No,No,Sick/maternity,,No,6.0,6.0,Other,Female,No,,,,,
234,1,Clinical Officer,Male,45 or older,Yes,Yes,,,Yes,1.0,1.0,Clinical Officer,Male,No,Not approved Absence,,,,
234,2,Nurse,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,No,Not approved Absence,,,,
234,3,Nurse,Male,25-34,Yes,Yes,,,Yes,3.0,3.0,Nurse,Male,No,Not approved Absence,,,,
234,4,Nurse,Female,Younger than 25,Yes,No,Not his/her shift,,Yes,4.0,4.0,Nurse,Female,No,Not approved Absence,,,,
234,5,Other,Female,25-34,Yes,Yes,,,Yes,,,,,,,,,,
234,6,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
234,7,Other,Male,25-34,No,No,Not his/her shift,,No,,,,,,,,,,
234,8,Other,Female,25-34,No,No,Outreach,,No,,,,,,,,,,
234,9,Other,Male,35-44,No,No,Outreach,,No,,,,,,,,,,
235,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,No
235,2,Other,Male,25-34,No,Yes,,,No,,,,,,,,,,
235,3,Other,Female,45 or older,Yes,No,Approved absence,,Yes,3.0,3.0,Other,Female,No,Outreach,,,,
236,1,Nurse,Male,Younger than 25,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Other (specify),WAITING FOR PATIENTS TO COME,No
236,2,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Telephone call from/to patient or family members,,No
236,3,Other,Female,Younger than 25,No,Yes,,,No,,,,,,,,,,
237,1,Doctor,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,No,In training/seminar,,,,
237,2,Other,Female,35-44,Yes,Yes,,,Yes,2.0,2.0,Other,Female,Yes,,,Writing a prescription,,Yes
238,1,Doctor,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Male,Yes,,,Consultation with other physician or staff,,Yes
238,2,Nurse,Female,25-34,Yes,No,Approved absence,,Yes,2.0,2.0,Nurse,Female,Yes,,,Consultation with other physician or staff,,Yes
238,3,Other,Male,45 or older,Yes,Yes,,,Yes,3.0,3.0,Other,Male,No,,,,,
238,4,Other,Female,45 or older,Yes,Yes,,,Yes,4.0,4.0,Other,Female,No,,,,,
239,1,Doctor,Female,25-34,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,Yes,,,Providing Consultation (face-to face patient care),,No
239,2,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,Yes,,,Reviewing or writing in cart,,No
239,3,Other,Female,25-34,No,Yes,,,No,3.0,3.0,Other,Female,Yes,,,Performing laboratory work,,No
240,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,Yes,,,Other (specify),UPDATING STOCK CARDS,Yes
240,2,Nurse,Female,25-34,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,No,Official mission,,,,
240,3,Other,Female,25-34,Yes,No,Approved absence,,Yes,3.0,3.0,Other,Female,No,Approved absence,,,,
241,1,Nurse,Male,25-34,Yes,Yes,,,Yes,1.0,1.0,Nurse,Male,No,Other (to specify),ATTENDING BURIAL,,,
241,2,Nurse,Female,Younger than 25,Yes,Yes,,,Yes,2.0,2.0,Nurse,Female,No,Other (to specify),ATTENDING BURIAL,,,
241,3,Other,Female,25-34,Yes,Yes,,,Yes,3.0,3.0,Other,Female,Yes,,,Providing Consultation (face-to face patient care),,No
241,4,Other,Female,25-34,Yes,No,Official mission,,Yes,4.0,4.0,Other,Female,No,Other (to specify),ATTENDING BURIAL,,,
242,1,Doctor,Female,35-44,Yes,Yes,,,Yes,1.0,1.0,Doctor,Female,Yes,,,Completing forms,,Yes
242,2,Nurse,Male,45 or older,Yes,No,Not his/her shift,,Yes,2.0,2.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
242,3,Nurse,Male,25-34,Yes,No,Not his/her shift,,Yes,3.0,3.0,Nurse,Male,Yes,,,Providing Consultation (face-to face patient care),,Yes
