fac_id,region,district,ward,s2014,s2016,finalwt,ipw,absprobsamp,abshwkwt,weight,hhrwt,probvign,hwkvignwt,owner_new,powner_new,strata,type,urban
429,1.0,3.0,999.0,Yes,Yes,2.223483,2.223483,0.37037036,6.0034046,2.223483,2.223483,0.2,11.117415,Private,Private,2.0,Hospital,Urban
431,1.0,6.0,211.0,Yes,Yes,15.425197,15.425197,1.0,15.425197,15.425197,15.425197,0.6666667,23.137794,Private,Private,3.0,Health Post,Rural
432,1.0,6.0,321.0,Yes,Yes,6.411069,6.411069,1.0,6.411069,6.411069,6.411069,0.5,12.822138,Public,Public,3.0,Health Post,Rural
434,1.0,6.0,11.0,Yes,Yes,6.8798084,6.8798084,1.0,6.8798084,6.8798084,6.8798084,0.33333334,20.639425,Public,Public,3.0,Health Post,Rural
435,1.0,6.0,999.0,Yes,Yes,6.995328,6.995328,1.0,6.995328,6.995328,6.995328,1.0,6.995328,Public,Public,3.0,Health Post,Rural
436,1.0,6.0,352.0,Yes,Yes,1.7485089,1.7485089,0.71428573,2.4479125,1.7485089,1.7485089,0.25,6.9940357,Private,Private,2.0,Health Post,Urban
437,1.0,6.0,181.0,Yes,Yes,7.900684,7.900684,1.0,7.900684,7.900684,7.900684,1.0,7.900684,Public,Public,3.0,Health Post,Rural
438,1.0,6.0,91.0,Yes,Yes,10.249585,10.249585,1.0,10.249585,10.249585,10.249585,0.33333334,30.748756,Public,Public,3.0,Health Post,Rural
439,1.0,6.0,133.0,Yes,Yes,5.9285216,5.9285216,1.0,5.9285216,5.9285216,5.9285216,0.5,11.857043,Public,Public,3.0,Health Post,Rural
440,1.0,6.0,133.0,Yes,Yes,3.5801325,3.5801325,0.3846154,9.308344,3.5801325,3.5801325,0.2,17.900661,Public,Public,2.0,Health Center,Urban
441,1.0,6.0,133.0,Yes,Yes,5.9285216,5.9285216,1.0,5.9285216,5.9285216,5.9285216,0.33333334,17.785564,Private,Private,2.0,Health Post,Urban
443,1.0,6.0,283.0,Yes,Yes,1.7485089,1.7485089,1.0,1.7485089,1.7485089,1.7485089,0.5,3.4970179,Public,Public,3.0,Health Post,Rural
444,1.0,6.0,283.0,Yes,Yes,3.247157,3.247157,0.19607843,16.560501,3.247157,3.3121002,0.22010748,14.752597,Public,Public,2.0,Health Center,Urban
445,1.0,6.0,71.0,Yes,Yes,5.272702,5.272702,0.15384616,34.27256,5.272702,6.8545127,0.115133144,45.796562,Public,Public,2.0,Health Center,Urban
446,1.0,6.0,111.0,Yes,Yes,14.310918,14.310918,1.0,14.310918,14.310918,14.310918,0.33333334,42.932755,Public,Public,3.0,Health Center,Rural
447,1.0,6.0,53.0,Yes,Yes,5.539081,5.539081,1.0,5.539081,5.539081,5.539081,0.5,11.078162,Public,Public,3.0,Health Post,Rural
448,1.0,6.0,53.0,Yes,Yes,5.539081,5.539081,1.0,5.539081,5.539081,5.539081,1.0,5.539081,Public,Public,3.0,Health Post,Rural
450,1.0,6.0,311.0,Yes,Yes,8.616185,8.616185,0.625,13.785896,8.616185,8.616185,0.33333334,25.848557,Public,Public,3.0,Health Center,Rural
451,1.0,6.0,301.0,Yes,Yes,8.92663,8.92663,1.0,8.92663,8.92663,8.92663,1.0,8.92663,Private,Private,3.0,Health Post,Rural
452,1.0,6.0,191.0,Yes,Yes,5.4388947,5.4388947,1.0,5.4388947,5.4388947,5.4388947,1.0,5.4388947,Public,Public,3.0,Health Post,Rural
453,1.0,6.0,71.0,Yes,Yes,8.436831,8.436831,1.0,8.436831,8.436831,8.436831,1.0,8.436831,Public,Public,3.0,Health Post,Rural
454,1.0,6.0,71.0,Yes,Yes,6.995328,6.995328,0.32,21.8604,6.995328,6.995328,0.33333334,20.985985,Public,Public,3.0,Health Center,Rural
455,1.0,6.0,999.0,Yes,Yes,1.8658007,1.8658007,0.023255814,80.22943,1.8658007,16.045885,0.08701924,21.441244,Public,Public,2.0,Hospital,Urban
457,1.0,6.0,999.0,Yes,Yes,15.425197,15.425197,1.0,15.425197,15.425197,15.425197,0.33333334,46.27559,Private,Private,2.0,Health Post,Urban
458,1.0,6.0,999.0,Yes,Yes,8.863527,8.863527,0.625,14.1816435,8.863527,8.863527,0.33333334,26.590582,Private,Private,2.0,Health Center,Urban
459,,1.0,123.0,No,Yes,5.242757,5.242757,0.06622516,79.16563,5.242757,15.833126,0.049560625,105.78471,Private,Private,2.0,Hospital,Urban
460,2.0,1.0,53.0,Yes,Yes,7.3014307,7.3014307,0.41666666,17.523434,7.3014307,7.3014307,0.33333334,21.904293,Public,Public,3.0,Health Center,Rural
462,2.0,1.0,53.0,Yes,Yes,12.090807,12.090807,1.0,12.090807,12.090807,12.090807,0.33333334,36.272423,Public,Public,3.0,Health Post,Rural
463,2.0,1.0,183.0,Yes,Yes,5.3003716,5.3003716,0.23809524,22.26156,5.3003716,5.3003716,0.22222222,23.851673,Public,Public,3.0,Health Center,Rural
471,7.0,3.0,102.0,Yes,Yes,2.2777817,2.2777817,0.47619048,4.7833414,2.2777817,2.2777817,0.8,2.847227,Public,Public,1.0,Health Post,Urban
472,7.0,3.0,72.0,Yes,Yes,2.490295,2.490295,0.048309177,51.549107,2.490295,10.309821,0.054229382,45.921505,Public,Public,1.0,Hospital,Urban
473,7.0,1.0,242.0,No,Yes,8.471755,8.471755,1.0,8.471755,8.471755,8.471755,1.0,8.471755,Private,Private,1.0,Health Post,Urban
474,7.0,2.0,82.0,Yes,Yes,7.1117826,7.1117826,0.8333333,8.53414,7.1117826,7.1117826,0.33333334,21.335348,Private,Private,1.0,Health Post,Urban
479,7.0,1.0,181.0,No,Yes,4.8857317,4.8857317,1.0,4.8857317,4.8857317,4.8857317,0.25,19.542927,Public,Public,1.0,Health Post,Urban
487,7.0,1.0,102.0,No,Yes,6.077895,6.077895,1.0,6.077895,6.077895,6.077895,0.5,12.15579,Private,Private,1.0,Health Post,
488,7.0,1.0,232.0,No,Yes,4.001437,4.001437,0.90909094,4.401581,4.001437,4.001437,0.33333334,12.004312,Private,Private,1.0,Hospital,Urban
489,7.0,3.0,999.0,No,Yes,9.176108,9.176108,1.0,9.176108,9.176108,9.176108,1.0,9.176108,Private,Private,1.0,Health Post,
490,7.0,1.0,242.0,No,Yes,7.906569,7.906569,1.0,7.906569,7.906569,7.906569,0.5,15.813138,Private,Private,1.0,Health Post,Urban
491,7.0,3.0,82.0,No,Yes,6.3069363,6.3069363,1.0,6.3069363,6.3069363,6.3069363,1.0,6.3069363,Private,Private,1.0,Health Post,Urban
492,7.0,1.0,162.0,No,Yes,15.771024,15.771024,0.8333333,18.92523,15.771024,15.771024,0.5,31.542048,Private,Private,1.0,Health Post,Urban
493,7.0,1.0,52.0,No,Yes,2.7487025,2.7487025,1.0,2.7487025,2.7487025,2.7487025,0.25,10.99481,Private,Private,1.0,Health Post,Urban
496,7.0,3.0,122.0,No,Yes,1.2227507,1.2227507,0.625,1.9564011,1.2227507,1.2227507,0.16666667,7.336504,Public,Public,1.0,Health Post,Rural
497,7.0,1.0,222.0,Yes,Yes,10.947465,10.947465,0.03448276,317.47647,10.947465,63.495296,0.012902853,848.453,Public,Public,1.0,Health Center,Urban
498,7.0,2.0,132.0,No,Yes,6.5909204,6.5909204,0.90909094,7.250013,6.5909204,6.5909204,0.5,13.181841,Private,Private,1.0,Health Post,Urban
499,7.0,2.0,42.0,No,Yes,6.3993316,6.3993316,1.0,6.3993316,6.3993316,6.3993316,0.33333334,19.197994,Public,Public,1.0,Health Post,Rural
500,7.0,2.0,62.0,No,Yes,11.688348,11.688348,1.0,11.688348,11.688348,11.688348,1.0,11.688348,Public,Public,1.0,Health Post,
501,7.0,2.0,62.0,No,Yes,5.063186,5.063186,0.24390244,20.759064,5.063186,5.063186,0.16666667,30.379116,Private,Private,1.0,Health Center,Urban
502,7.0,2.0,999.0,No,Yes,2.1004398,2.1004398,1.0,2.1004398,2.1004398,2.1004398,0.25,8.401759,Public,Public,1.0,Health Post,Urban
504,2.0,4.0,24.0,No,Yes,7.2839975,7.2839975,0.47619048,15.296394,7.2839975,7.2839975,0.6666667,10.925997,Public,Public,,Health Center,
505,1.0,3.0,12.0,No,Yes,4.217828,4.217828,0.6666667,6.3267417,4.217828,4.217828,0.6666667,6.3267417,Public,Public,,Health Post,
506,1.0,2.0,13.0,No,Yes,5.3162107,5.3162107,1.0,5.3162107,5.3162107,5.3162107,1.0,5.3162107,Public,Public,,Health Post,
507,1.0,6.0,53.0,No,Yes,5.539081,5.539081,1.0,5.539081,5.539081,5.539081,0.33333334,16.617243,Public,Public,3.0,Health Post,Rural
508,1.0,6.0,121.0,No,Yes,5.9285216,5.9285216,1.0,5.9285216,5.9285216,5.9285216,1.0,5.9285216,Public,Public,3.0,Health Post,Rural
515,1.0,3.0,91.0,No,Yes,21.648321,21.648321,1.0,21.648321,21.648321,21.648321,1.0,21.648321,Public,Public,2.0,Health Post,Urban
522,7.0,1.0,222.0,Yes,Yes,1.0103003,1.0103003,0.21276596,4.748411,1.0103003,1.0103003,0.1875,5.3882685,Private,Private,1.0,Health Center,Urban
523,7.0,3.0,222.0,No,Yes,17.689531,17.689531,0.6666667,26.534298,17.689531,17.689531,0.5,35.379063,Public,Public,1.0,Health Post,Urban
524,7.0,3.0,142.0,No,Yes,6.3069363,6.3069363,0.7692308,8.199017,6.3069363,6.3069363,0.33333334,18.920809,Private,Private,1.0,Health Post,Urban
525,7.0,1.0,162.0,No,Yes,2.6060596,2.6060596,0.7692308,3.3878772,2.6060596,2.6060596,0.25,10.424238,Public,Public,1.0,Health Post,
536,7.0,1.0,12.0,Yes,Yes,11.138157,11.138157,1.0,11.138157,11.138157,11.138157,1.0,11.138157,Private,Private,1.0,Hospital,
